route_id,start_speed,end_speed,n_speeds,all_common_count,exists_common
334,27.5,40.0,6,1,1
334,30.0,40.0,5,91,1
334,27.5,37.5,5,1,1
334,32.5,40.0,4,339,1
334,30.0,37.5,4,91,1
334,27.5,35.0,4,9,1
334,45.0,50.0,3,11935,1
334,30.0,35.0,3,819,1
334,35.0,40.0,3,631,1
334,32.5,37.5,3,339,1
334,27.5,32.5,3,19,1
334,42.5,45.0,2,20255,1
334,45.0,47.5,2,19425,1
334,47.5,50.0,2,12617,1
334,22.5,25.0,2,3271,1
334,32.5,35.0,2,3051,1
334,30.0,32.5,2,1729,1
334,37.5,40.0,2,899,1
334,35.0,37.5,2,631,1
334,27.5,30.0,2,31,1
334,45.0,45.0,1,74520,1
334,50.0,50.0,1,31031,1
334,20.0,20.0,1,23125,1
334,42.5,42.5,1,21925,1
334,47.5,47.5,1,20535,1
334,40.0,40.0,1,15795,1
334,22.5,22.5,1,7371,1
334,32.5,32.5,1,6441,1
334,35.0,35.0,1,5679,1
334,25.0,25.0,1,4851,1
