,20.0,22.5,25.0,27.5,30.0,32.5,35.0,37.5,40.0,42.5,45.0,47.5,50.0
20.0,23125.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
22.5,,15521.0,231.0,231.0,231.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
25.0,,,231.0,231.0,231.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
27.5,,,,11259.0,11259.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
30.0,,,,,31943.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
32.5,,,,,,1833.0,1599.0,1443.0,1287.0,1131.0,975.0,0.0,0.0
35.0,,,,,,,7011.0,6327.0,5643.0,4959.0,4275.0,0.0,0.0
37.5,,,,,,,,11063.0,9867.0,8671.0,7475.0,0.0,0.0
40.0,,,,,,,,,15147.0,13311.0,11475.0,0.0,0.0
42.5,,,,,,,,,,18879.0,16275.0,0.0,0.0
45.0,,,,,,,,,,,21875.0,0.0,0.0
47.5,,,,,,,,,,,,330.0,2.0
50.0,,,,,,,,,,,,,2.0
