route_id,start_speed,end_speed,n_speeds,all_common_count,exists_common
324,37.5,47.5,5,483,1
324,40.0,47.5,4,567,1
324,37.5,45.0,4,483,1
324,37.5,42.5,3,6785,1
324,42.5,47.5,3,651,1
324,40.0,45.0,3,567,1
324,37.5,40.0,2,16905,1
324,40.0,42.5,2,7965,1
324,32.5,35.0,2,5304,1
324,22.5,25.0,2,3641,1
324,27.5,30.0,2,1953,1
324,45.0,47.5,2,735,1
324,42.5,45.0,2,651,1
324,37.5,37.5,1,30889,1
324,40.0,40.0,1,19845,1
324,30.0,30.0,1,16461,1
324,47.5,47.5,1,12475,1
324,22.5,22.5,1,12243,1
324,35.0,35.0,1,11424,1
324,42.5,42.5,1,9145,1
324,32.5,32.5,1,8788,1
324,25.0,25.0,1,4851,1
324,20.0,20.0,1,3075,1
324,27.5,27.5,1,2709,1
324,45.0,45.0,1,735,1
324,50.0,50.0,1,451,1
