route_id,start_speed,end_speed,n_speeds,all_common_count,exists_common
312,30.0,40.0,5,1201,1
312,30.0,37.5,4,1201,1
312,32.5,40.0,4,1201,1
312,42.5,50.0,4,651,1
312,35.0,40.0,3,3465,1
312,45.0,50.0,3,1209,1
312,30.0,35.0,3,1201,1
312,32.5,37.5,3,1201,1
312,42.5,47.5,3,693,1
312,37.5,40.0,2,13299,1
312,47.5,50.0,2,3689,1
312,35.0,37.5,2,3465,1
312,30.0,32.5,2,1449,1
312,45.0,47.5,2,1287,1
312,32.5,35.0,2,1201,1
312,42.5,45.0,2,777,1
312,20.0,22.5,2,225,1
312,40.0,40.0,1,28975,1
312,30.0,30.0,1,15559,1
312,37.5,37.5,1,13299,1
312,50.0,50.0,1,7161,1
312,47.5,47.5,1,3927,1
312,35.0,35.0,1,3465,1
312,22.5,22.5,1,2625,1
312,25.0,25.0,1,2622,1
312,20.0,20.0,1,1575,1
312,27.5,27.5,1,1548,1
312,32.5,32.5,1,1449,1
312,45.0,45.0,1,1443,1
312,42.5,42.5,1,903,1
