,20.0,22.5,25.0,27.5,30.0,32.5,35.0,37.5,40.0,42.5,45.0,47.5,50.0
20.0,1575.0,225.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
22.5,,2625.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
25.0,,,2622.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
27.5,,,,1548.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
30.0,,,,,15559.0,1449.0,1201.0,1201.0,1201.0,0.0,0.0,0.0,0.0
32.5,,,,,,1449.0,1201.0,1201.0,1201.0,0.0,0.0,0.0,0.0
35.0,,,,,,,3465.0,3465.0,3465.0,0.0,0.0,0.0,0.0
37.5,,,,,,,,13299.0,13299.0,0.0,0.0,0.0,0.0
40.0,,,,,,,,,28975.0,0.0,0.0,0.0,0.0
42.5,,,,,,,,,,903.0,777.0,693.0,651.0
45.0,,,,,,,,,,,1443.0,1287.0,1209.0
47.5,,,,,,,,,,,,3927.0,3689.0
50.0,,,,,,,,,,,,,7161.0
