route_id,start_speed,end_speed,n_speeds,all_common_count,exists_common
331,32.5,45.0,6,975,1
331,35.0,45.0,5,4275,1
331,32.5,42.5,5,1131,1
331,37.5,45.0,4,7475,1
331,35.0,42.5,4,4959,1
331,32.5,40.0,4,1287,1
331,22.5,30.0,4,231,1
331,40.0,45.0,3,11475,1
331,37.5,42.5,3,8671,1
331,35.0,40.0,3,5643,1
331,32.5,37.5,3,1443,1
331,22.5,27.5,3,231,1
331,25.0,30.0,3,231,1
331,42.5,45.0,2,16275,1
331,40.0,42.5,2,13311,1
331,27.5,30.0,2,11259,1
331,37.5,40.0,2,9867,1
331,35.0,37.5,2,6327,1
331,32.5,35.0,2,1599,1
331,22.5,25.0,2,231,1
331,25.0,27.5,2,231,1
331,47.5,50.0,2,2,1
331,30.0,30.0,1,31943,1
331,20.0,20.0,1,23125,1
331,45.0,45.0,1,21875,1
331,42.5,42.5,1,18879,1
331,22.5,22.5,1,15521,1
331,40.0,40.0,1,15147,1
331,27.5,27.5,1,11259,1
331,37.5,37.5,1,11063,1
