,20.0,22.5,25.0,27.5,30.0,32.5,35.0,37.5,40.0,42.5,45.0,47.5,50.0
20.0,3075.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
22.5,,7623.0,1331.0,1331.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
25.0,,,2101.0,2101.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
27.5,,,,32407.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
30.0,,,,,98399.0,2520.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
32.5,,,,,,2520.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
35.0,,,,,,,11385.0,2101.0,63.0,63.0,63.0,63.0,0.0
37.5,,,,,,,,2101.0,63.0,63.0,63.0,63.0,0.0
40.0,,,,,,,,,63.0,63.0,63.0,63.0,0.0
42.5,,,,,,,,,,1275.0,1275.0,1275.0,0.0
45.0,,,,,,,,,,,7689.0,7689.0,0.0
47.5,,,,,,,,,,,,18675.0,0.0
50.0,,,,,,,,,,,,,451.0
