route_id,start_speed,end_speed,n_speeds,all_common_count,exists_common
321,20.0,20.0,1,3075,1
321,20.0,22.5,2,0,0
321,20.0,25.0,3,0,0
321,20.0,27.5,4,0,0
321,20.0,30.0,5,0,0
321,20.0,32.5,6,0,0
321,20.0,35.0,7,0,0
321,20.0,37.5,8,0,0
321,20.0,40.0,9,0,0
321,20.0,42.5,10,0,0
321,20.0,45.0,11,0,0
321,20.0,47.5,12,0,0
321,20.0,50.0,13,0,0
321,22.5,22.5,1,22673,1
321,22.5,25.0,2,231,1
321,22.5,27.5,3,231,1
321,22.5,30.0,4,0,0
321,22.5,32.5,5,0,0
321,22.5,35.0,6,0,0
321,22.5,37.5,7,0,0
321,22.5,40.0,8,0,0
321,22.5,42.5,9,0,0
321,22.5,45.0,10,0,0
321,22.5,47.5,11,0,0
321,22.5,50.0,12,0,0
321,25.0,25.0,1,231,1
321,25.0,27.5,2,231,1
321,25.0,30.0,3,0,0
321,25.0,32.5,4,0,0
321,25.0,35.0,5,0,0
321,25.0,37.5,6,0,0
321,25.0,40.0,7,0,0
321,25.0,42.5,8,0,0
321,25.0,45.0,9,0,0
321,25.0,47.5,10,0,0
321,25.0,50.0,11,0,0
321,27.5,27.5,1,16229,1
321,27.5,30.0,2,0,0
321,27.5,32.5,3,0,0
321,27.5,35.0,4,0,0
321,27.5,37.5,5,0,0
321,27.5,40.0,6,0,0
321,27.5,42.5,7,0,0
321,27.5,45.0,8,0,0
321,27.5,47.5,9,0,0
321,27.5,50.0,10,0,0
321,30.0,30.0,1,861,1
321,30.0,32.5,2,483,1
321,30.0,35.0,3,273,1
321,30.0,37.5,4,63,1
321,30.0,40.0,5,63,1
321,30.0,42.5,6,63,1
321,30.0,45.0,7,0,0
321,30.0,47.5,8,0,0
321,30.0,50.0,9,0,0
321,32.5,32.5,1,897,1
321,32.5,35.0,2,507,1
321,32.5,37.5,3,117,1
321,32.5,40.0,4,117,1
321,32.5,42.5,5,117,1
321,32.5,45.0,6,0,0
321,32.5,47.5,7,0,0
321,32.5,50.0,8,0,0
321,35.0,35.0,1,2223,1
321,35.0,37.5,2,513,1
321,35.0,40.0,3,513,1
321,35.0,42.5,4,513,1
321,35.0,45.0,5,0,0
321,35.0,47.5,6,0,0
321,35.0,50.0,7,0,0
321,37.5,37.5,1,897,1
321,37.5,40.0,2,897,1
321,37.5,42.5,3,897,1
321,37.5,45.0,4,0,0
321,37.5,47.5,5,0,0
321,37.5,50.0,6,0,0
321,40.0,40.0,1,3755,1
321,40.0,42.5,2,3755,1
321,40.0,45.0,3,0,0
321,40.0,47.5,4,0,0
321,40.0,50.0,5,0,0
321,42.5,42.5,1,19655,1
321,42.5,45.0,2,0,0
321,42.5,47.5,3,0,0
321,42.5,50.0,4,0,0
321,45.0,45.0,1,330,1
321,45.0,47.5,2,270,1
321,45.0,50.0,3,216,1
321,47.5,47.5,1,12323,1
321,47.5,50.0,2,11601,1
321,50.0,50.0,1,98399,1
