路線番号,pattern_id,n_speeds,max_run
311,4857,2,2
311,4858,2,2
311,4859,2,2
311,4860,2,2
311,4861,3,2
311,4862,3,2
311,4863,3,2
311,4864,4,4
311,4865,4,4
311,4866,4,4
311,4867,4,4
311,4868,4,4
311,4869,4,4
311,4870,4,4
311,4871,4,4
311,4872,4,4
311,4873,4,4
311,4874,4,4
311,4875,3,3
311,4876,2,2
311,4877,1,1
311,4878,1,1
311,4945,1,1
311,4946,1,1
311,4947,1,1
311,4948,1,1
311,4949,1,1
311,4950,1,1
311,4951,1,1
311,4952,1,1
311,4953,1,1
311,4954,1,1
311,4955,1,1
311,4956,1,1
311,4957,1,1
311,4958,1,1
311,4959,1,1
311,4960,1,1
311,4961,1,1
311,4962,2,1
311,4963,2,1
311,4964,2,1
311,4965,3,2
311,4966,3,2
311,4967,3,2
311,4968,4,4
311,4969,4,4
311,4970,4,4
311,4971,4,4
311,4972,4,4
311,4973,4,4
311,4974,4,4
311,4975,4,4
311,4976,3,3
311,4977,2,2
311,4978,1,1
311,4979,1,1
311,5046,1,1
311,5047,1,1
311,5048,1,1
311,5049,1,1
311,5050,1,1
311,5051,1,1
311,5052,1,1
311,5053,1,1
311,5054,1,1
311,5055,1,1
311,5056,1,1
311,5057,1,1
311,5058,1,1
311,5059,1,1
311,5060,1,1
311,5061,1,1
311,5062,1,1
311,5063,2,1
311,5064,2,1
311,5065,2,1
311,5066,3,2
311,5067,3,2
311,5068,3,2
311,5069,4,4
311,5070,4,4
311,5071,4,4
311,5072,4,4
311,5073,4,4
311,5074,4,4
311,5075,4,4
311,5076,4,4
311,5077,3,3
311,5078,2,2
311,5079,1,1
311,5080,1,1
311,5164,1,1
311,5165,1,1
311,5166,1,1
311,5167,2,2
311,5168,2,2
311,5169,2,2
311,5170,3,3
311,5171,3,3
311,5172,4,4
311,5173,4,4
311,5174,4,4
311,5175,4,4
311,5176,4,4
311,5177,4,4
311,5178,3,3
311,5179,2,2
311,5180,1,1
311,5181,1,1
311,5265,1,1
311,5266,1,1
311,5267,1,1
311,5268,2,2
311,5269,2,2
311,5270,2,2
311,5271,3,3
311,5272,3,3
311,5273,4,4
311,5274,4,4
311,5275,4,4
311,5276,4,4
311,5277,4,4
311,5278,4,4
311,5279,3,3
311,5280,2,2
311,5281,1,1
311,5282,1,1
311,5366,1,1
311,5367,1,1
311,5368,1,1
311,5369,2,2
311,5370,2,2
311,5371,2,2
311,5372,3,3
311,5373,3,3
311,5374,4,4
311,5375,4,4
311,5376,4,4
311,5377,4,4
