路線番号,pattern_id,n_speeds,max_run
313,64658,2,2
313,64659,2,2
313,64660,2,2
313,64661,2,2
313,64662,1,1
313,64663,1,1
313,64664,1,1
313,64665,1,1
313,64666,1,1
313,64667,1,1
313,64668,1,1
313,64669,1,1
313,64670,1,1
313,64671,1,1
313,64672,1,1
313,64673,1,1
313,64674,1,1
313,64675,1,1
313,64676,1,1
313,64677,1,1
313,64678,1,1
313,64679,1,1
313,64680,1,1
313,64692,1,1
313,64693,1,1
313,64694,1,1
313,64695,1,1
313,64696,1,1
313,64697,1,1
313,64698,1,1
313,64699,1,1
313,64700,1,1
313,64701,1,1
313,64702,1,1
313,64703,1,1
313,64704,1,1
313,64705,1,1
313,64706,1,1
313,64707,1,1
313,64708,1,1
313,64709,1,1
313,64710,1,1
313,64711,1,1
313,64712,1,1
313,64713,1,1
313,64714,1,1
313,64715,1,1
313,64716,1,1
313,64717,1,1
313,64718,1,1
313,64719,1,1
313,64720,1,1
313,64721,1,1
313,64722,1,1
313,64723,1,1
313,64724,1,1
313,64725,1,1
313,64726,1,1
313,64727,1,1
313,64728,1,1
313,64729,1,1
313,64730,1,1
313,64731,1,1
313,64732,1,1
313,64744,1,1
313,64745,1,1
313,64746,1,1
313,64747,1,1
313,64748,1,1
313,64749,1,1
313,64750,1,1
313,64751,1,1
313,64752,1,1
313,64753,1,1
313,64754,1,1
313,64755,1,1
313,64756,1,1
313,64757,2,2
313,64758,2,2
313,64759,2,2
313,64760,2,2
313,64761,2,2
313,64762,1,1
313,64763,1,1
313,64764,1,1
313,64765,1,1
313,64766,1,1
313,64767,1,1
313,64768,1,1
313,64769,1,1
313,64770,1,1
313,64771,1,1
313,64772,1,1
313,64773,1,1
313,64774,1,1
313,64775,1,1
313,64776,1,1
313,64777,1,1
313,64778,1,1
313,64779,1,1
313,64780,1,1
313,64792,1,1
313,64793,1,1
313,64794,1,1
313,64795,1,1
313,64796,1,1
313,64797,1,1
313,64798,1,1
313,64799,1,1
313,64800,1,1
313,64801,1,1
313,64802,1,1
313,64803,1,1
313,64804,1,1
313,64805,1,1
313,64806,1,1
313,64807,1,1
313,64808,1,1
313,64809,1,1
313,64810,1,1
313,64811,1,1
313,64812,1,1
313,64813,1,1
313,64814,1,1
313,64815,1,1
313,64816,1,1
313,64817,1,1
313,64818,1,1
313,64819,1,1
313,64820,1,1
313,64821,1,1
313,64822,1,1
313,64823,1,1
313,64824,1,1
313,64825,1,1
313,64826,1,1
313,64827,1,1
313,64828,1,1
313,64829,1,1
313,64830,1,1
313,64831,1,1
313,64832,1,1
313,64844,1,1
313,64845,1,1
313,64846,1,1
313,64847,1,1
313,64848,1,1
313,64849,1,1
313,64850,1,1
313,64851,1,1
313,64852,1,1
313,64853,1,1
313,64854,1,1
313,64855,1,1
313,64856,1,1
313,64857,2,2
313,64858,2,2
313,64859,2,2
313,64860,2,2
313,64861,2,2
313,64862,1,1
313,64863,1,1
313,64864,1,1
313,64865,1,1
313,64866,1,1
313,64867,1,1
313,64868,1,1
313,64869,1,1
313,64870,1,1
313,64871,1,1
313,64872,1,1
313,64873,1,1
313,64874,1,1
313,64875,1,1
313,64876,1,1
313,64877,1,1
313,64878,1,1
313,64879,1,1
313,64880,1,1
313,64892,1,1
313,64893,1,1
313,64894,1,1
313,64895,1,1
313,64896,1,1
313,64897,1,1
313,64898,1,1
313,64899,1,1
313,64900,1,1
313,64901,1,1
313,64902,1,1
313,64903,1,1
313,64904,1,1
313,64905,1,1
313,64906,1,1
313,64907,1,1
313,64908,1,1
313,64909,1,1
313,64910,1,1
313,64911,1,1
313,64912,1,1
313,64913,1,1
313,64914,1,1
313,64915,1,1
313,64916,1,1
313,64917,1,1
313,64918,1,1
313,64919,1,1
313,64920,1,1
313,64921,1,1
313,64922,1,1
313,64923,1,1
313,64924,1,1
313,64925,1,1
313,64926,1,1
313,64927,1,1
313,64928,1,1
313,64929,1,1
313,64930,1,1
313,64931,1,1
313,64932,1,1
313,64944,1,1
313,64945,1,1
313,64946,1,1
313,64947,1,1
313,64948,1,1
313,64949,1,1
313,64950,1,1
313,64951,1,1
313,64952,1,1
313,64953,1,1
313,64954,1,1
313,64955,1,1
313,64956,1,1
313,64957,2,2
313,64958,2,2
313,64959,2,2
313,64960,2,2
313,64961,2,2
313,64962,1,1
313,64963,1,1
313,64964,1,1
313,64965,1,1
313,64966,1,1
313,64967,1,1
313,64968,1,1
313,64969,1,1
313,64970,1,1
313,64971,1,1
313,64972,1,1
313,64973,1,1
313,64974,1,1
313,64975,1,1
313,64976,1,1
313,64977,1,1
313,64978,1,1
313,64979,1,1
313,64980,1,1
313,64992,1,1
313,64993,1,1
313,64994,1,1
313,64995,1,1
313,64996,1,1
313,64997,1,1
313,64998,1,1
313,64999,1,1
313,65000,1,1
313,65001,1,1
313,65002,1,1
313,65003,1,1
313,65004,1,1
313,65005,1,1
313,65006,1,1
313,65007,1,1
313,65008,1,1
313,65009,1,1
313,65010,1,1
313,65011,1,1
313,65012,1,1
313,65013,1,1
313,65014,1,1
313,65015,1,1
313,65016,1,1
313,65017,1,1
313,65018,1,1
313,65019,1,1
313,65020,1,1
313,65021,1,1
313,65022,1,1
313,65023,1,1
313,65024,1,1
313,65025,1,1
313,65026,1,1
313,65027,1,1
313,65028,1,1
313,65029,1,1
313,65030,1,1
313,65031,1,1
313,65032,1,1
313,65044,1,1
313,65045,1,1
313,65046,1,1
313,65047,1,1
313,65048,1,1
313,65049,1,1
313,65050,1,1
313,65051,1,1
313,65052,1,1
313,65053,1,1
313,65054,1,1
313,65055,1,1
313,65056,1,1
313,65057,2,2
313,65058,2,2
313,65059,2,2
313,65060,2,2
313,65061,2,2
313,65062,1,1
313,65063,1,1
313,65064,1,1
313,65065,1,1
313,65066,1,1
313,65067,1,1
313,65068,1,1
313,65069,1,1
313,65070,1,1
313,65071,1,1
313,65072,1,1
313,65073,1,1
313,65074,1,1
313,65075,1,1
313,65076,1,1
313,65077,1,1
313,65078,1,1
313,65079,1,1
313,65080,1,1
313,65092,1,1
313,65093,1,1
313,65094,1,1
313,65095,1,1
313,65096,1,1
313,65097,1,1
313,65098,1,1
313,65099,1,1
313,65100,1,1
313,65101,1,1
313,65102,1,1
313,65103,1,1
313,65104,1,1
313,65105,1,1
313,65106,1,1
313,65107,1,1
313,65108,1,1
313,65109,1,1
313,65110,1,1
313,65111,1,1
313,65112,1,1
313,65113,1,1
313,65114,1,1
313,65115,1,1
313,65116,1,1
313,65117,1,1
313,65118,1,1
313,65119,1,1
313,65120,1,1
313,65121,1,1
313,65122,1,1
313,65123,1,1
313,65124,1,1
313,65125,1,1
313,65126,1,1
313,65127,1,1
313,65128,1,1
313,65129,1,1
313,65130,1,1
313,65131,1,1
313,65132,1,1
313,65144,1,1
313,65145,1,1
313,65146,1,1
313,65147,1,1
313,65148,1,1
313,65149,1,1
313,65150,1,1
313,65151,1,1
313,65152,1,1
313,65153,1,1
313,65154,1,1
313,65155,1,1
313,65156,1,1
313,65157,1,1
313,65158,1,1
313,65159,1,1
313,65160,1,1
313,65161,1,1
313,65162,1,1
313,65163,1,1
313,65164,1,1
313,65165,1,1
313,65166,1,1
313,65167,1,1
313,65168,1,1
313,65169,1,1
313,65170,1,1
313,65171,1,1
313,65172,1,1
313,65173,1,1
313,65174,1,1
313,65175,1,1
313,65176,1,1
313,65177,1,1
313,65178,1,1
313,65179,1,1
313,65180,1,1
313,65192,1,1
313,65193,1,1
313,65194,1,1
313,65195,1,1
313,65196,1,1
313,65197,1,1
313,65198,1,1
313,65199,1,1
313,65200,1,1
313,65201,1,1
313,65202,1,1
313,65203,1,1
313,65204,1,1
313,65205,1,1
313,65206,1,1
313,65207,1,1
313,65208,1,1
313,65209,1,1
313,65210,1,1
313,65211,1,1
313,65212,1,1
313,65213,1,1
313,65214,1,1
313,65215,1,1
313,65216,1,1
313,65217,1,1
313,65218,1,1
313,65219,1,1
313,65220,1,1
313,65221,1,1
313,65222,1,1
313,65223,1,1
313,65224,1,1
313,65225,1,1
313,65226,1,1
313,65227,1,1
313,65228,1,1
313,65229,1,1
313,65230,1,1
313,65231,1,1
313,65232,1,1
313,65244,1,1
313,65245,1,1
313,65246,1,1
313,65247,1,1
313,65248,1,1
313,65249,1,1
313,65250,1,1
313,65251,1,1
313,65252,1,1
313,65253,1,1
313,65254,1,1
313,65255,1,1
313,65256,1,1
313,65257,1,1
313,65258,1,1
313,65259,1,1
313,65260,1,1
313,65261,1,1
313,65262,1,1
313,65263,1,1
313,65264,1,1
313,65265,1,1
313,65266,1,1
313,65267,1,1
313,65268,1,1
313,65269,1,1
313,65270,1,1
313,65271,1,1
313,65272,1,1
313,65273,1,1
313,65274,1,1
313,65275,1,1
313,65276,1,1
313,65277,1,1
313,65278,1,1
313,65279,1,1
313,65280,1,1
313,65292,1,1
313,65293,1,1
313,65294,1,1
313,65295,1,1
313,65296,1,1
313,65297,1,1
313,65298,1,1
313,65299,1,1
313,65300,1,1
313,65301,1,1
313,65302,1,1
313,65303,1,1
313,65304,1,1
313,65305,1,1
313,65306,1,1
313,65307,1,1
313,65308,1,1
313,65309,1,1
313,65310,1,1
313,65311,1,1
313,65312,1,1
313,65313,1,1
313,65314,1,1
313,65315,1,1
313,65316,1,1
313,65317,1,1
313,65318,1,1
313,65319,1,1
313,65320,1,1
313,65321,1,1
313,65322,1,1
313,65323,1,1
313,65324,1,1
313,65325,1,1
313,65326,1,1
313,65327,1,1
313,65328,1,1
313,65329,1,1
313,65330,1,1
313,65331,1,1
313,65332,1,1
313,65344,1,1
313,65345,1,1
313,65346,1,1
313,65347,1,1
313,65348,1,1
313,65349,1,1
313,65350,1,1
313,65351,1,1
313,65352,1,1
313,65353,1,1
313,65354,1,1
313,65355,1,1
313,65356,1,1
313,65357,1,1
313,65358,1,1
313,65359,1,1
313,65360,1,1
313,65361,1,1
313,65362,1,1
313,65363,1,1
313,65364,1,1
313,65365,1,1
313,65366,1,1
313,65367,1,1
313,65368,1,1
313,65369,1,1
313,65370,1,1
313,65371,1,1
313,65372,1,1
313,65373,1,1
313,65374,1,1
313,65375,1,1
313,65376,1,1
313,65377,1,1
313,65378,1,1
313,65379,1,1
313,65380,1,1
313,65392,1,1
313,65393,1,1
313,65394,1,1
313,65395,1,1
313,65396,1,1
313,65397,1,1
313,65398,1,1
313,65399,1,1
313,65400,1,1
313,65401,1,1
313,65402,1,1
313,65403,1,1
313,65404,1,1
313,65405,1,1
313,65406,1,1
313,65407,1,1
313,65408,1,1
313,65409,1,1
313,65410,1,1
313,65411,1,1
313,65412,1,1
313,65413,1,1
313,65414,1,1
313,65415,1,1
313,65416,1,1
313,65417,1,1
313,65418,1,1
313,65419,1,1
313,65420,1,1
313,65421,1,1
313,65422,1,1
313,65423,1,1
313,65424,1,1
313,65425,1,1
313,65426,1,1
313,65427,1,1
313,65428,1,1
313,65429,1,1
313,65430,1,1
313,65431,1,1
313,65432,1,1
313,65444,1,1
313,65445,1,1
313,65446,1,1
313,65447,1,1
313,65448,1,1
313,65449,1,1
313,65450,1,1
313,65451,1,1
313,65452,1,1
313,65453,1,1
313,65454,1,1
313,65455,1,1
313,65456,1,1
313,65457,1,1
313,65458,1,1
313,65459,1,1
313,65460,1,1
313,65461,1,1
313,65462,1,1
313,65463,1,1
313,65464,1,1
313,65465,1,1
313,65466,1,1
313,65467,1,1
313,65468,1,1
313,65469,1,1
313,65470,1,1
313,65471,1,1
313,65472,1,1
313,65473,1,1
313,65474,1,1
313,65475,1,1
313,65476,1,1
313,65477,1,1
313,65478,1,1
313,65479,1,1
313,65480,1,1
313,65492,1,1
313,65493,1,1
313,65494,1,1
313,65495,1,1
313,65496,1,1
313,65497,1,1
313,65498,1,1
313,65499,1,1
313,65500,1,1
313,65501,1,1
313,65502,1,1
313,65503,1,1
313,65504,1,1
313,65505,1,1
313,65506,1,1
313,65507,1,1
313,65508,1,1
313,65509,1,1
313,65510,1,1
313,65511,1,1
313,65512,1,1
313,65513,1,1
313,65514,1,1
313,65515,1,1
313,65516,1,1
313,65517,1,1
313,65518,1,1
313,65519,1,1
313,65520,1,1
313,65521,1,1
313,65522,1,1
313,65523,1,1
313,65524,1,1
313,65525,1,1
313,65526,1,1
313,65527,1,1
313,65528,1,1
313,65529,1,1
313,65530,1,1
313,65531,1,1
313,65532,1,1
313,65544,1,1
313,65545,1,1
313,65546,1,1
313,65547,1,1
313,65548,1,1
313,65549,1,1
313,65550,1,1
313,65551,1,1
313,65552,1,1
313,65553,1,1
313,65554,1,1
313,65555,1,1
313,65556,1,1
313,65557,1,1
313,65558,1,1
313,65559,1,1
313,65560,1,1
313,65561,1,1
313,65562,1,1
313,65563,1,1
313,65564,1,1
313,65565,1,1
313,65566,1,1
313,65567,1,1
313,65568,1,1
313,65569,1,1
313,65570,1,1
313,65571,1,1
313,65572,1,1
313,65573,1,1
313,65574,1,1
313,65575,1,1
313,65576,1,1
313,65577,1,1
313,65578,1,1
313,65579,1,1
313,65580,1,1
313,65592,1,1
313,65593,1,1
313,65594,1,1
313,65595,1,1
313,65596,1,1
313,65597,1,1
313,65598,1,1
313,65599,1,1
313,65600,1,1
313,65601,1,1
313,65602,1,1
313,65603,1,1
313,65604,1,1
313,65605,1,1
313,65606,1,1
313,65607,1,1
313,65608,1,1
313,65609,1,1
313,65610,1,1
313,65611,1,1
313,65612,1,1
313,65613,1,1
313,65614,1,1
313,65615,1,1
313,65616,1,1
313,65617,1,1
313,65618,1,1
313,65619,1,1
313,65620,1,1
313,65621,1,1
313,65622,1,1
313,65623,1,1
313,65624,1,1
313,65625,1,1
313,65626,1,1
313,65627,1,1
313,65628,1,1
313,65629,1,1
313,65630,1,1
313,65631,1,1
313,65632,1,1
313,65644,1,1
313,65645,1,1
313,65646,1,1
313,65647,1,1
313,65648,1,1
313,65649,1,1
313,65650,1,1
313,65651,1,1
313,65652,1,1
313,65653,1,1
313,65654,1,1
313,65655,1,1
313,65656,1,1
313,65657,1,1
313,65658,1,1
313,65659,1,1
313,65660,1,1
313,65661,1,1
313,65662,1,1
313,65663,1,1
313,65664,1,1
313,65665,1,1
313,65666,1,1
313,65667,1,1
313,65668,1,1
313,65669,1,1
313,65670,1,1
313,65671,1,1
313,65672,1,1
313,65673,1,1
313,65674,1,1
313,65675,1,1
313,65676,1,1
313,65677,1,1
313,65678,1,1
313,65679,1,1
313,65680,1,1
313,65692,1,1
313,65693,1,1
313,65694,1,1
313,65695,1,1
313,65696,1,1
313,65697,1,1
313,65698,1,1
313,65699,1,1
313,65700,1,1
313,65744,1,1
313,65745,1,1
313,65746,1,1
313,65747,1,1
313,65748,1,1
313,65749,1,1
313,65750,1,1
313,65751,1,1
313,65752,1,1
313,65753,1,1
313,65754,1,1
313,65755,1,1
313,65756,1,1
313,65757,1,1
313,65758,1,1
313,65759,1,1
313,65760,1,1
313,65761,1,1
313,65762,1,1
313,65763,1,1
313,65764,1,1
313,65765,1,1
313,65766,1,1
313,65767,1,1
313,65768,1,1
313,65769,1,1
313,65770,1,1
313,65771,1,1
313,65772,1,1
313,65773,1,1
313,65774,1,1
313,65775,1,1
313,65776,1,1
313,65777,1,1
313,65778,1,1
313,65779,1,1
313,65780,1,1
313,65844,1,1
313,65845,1,1
313,65846,1,1
313,65847,1,1
313,65848,1,1
313,65849,1,1
313,65850,1,1
313,65851,1,1
313,65852,1,1
313,65853,1,1
313,65854,1,1
313,65855,1,1
313,65856,1,1
313,65857,1,1
313,65858,1,1
313,65859,1,1
313,65860,1,1
313,65861,1,1
313,65862,1,1
313,65863,1,1
313,65864,1,1
313,65865,1,1
313,65866,1,1
313,65867,1,1
313,65868,1,1
313,65869,1,1
313,65870,1,1
313,65871,1,1
313,65872,1,1
313,65873,1,1
313,65874,1,1
313,65875,1,1
313,65876,1,1
313,65877,1,1
313,65878,1,1
313,65879,1,1
313,65880,1,1
313,65944,1,1
313,65945,1,1
313,65946,1,1
313,65947,1,1
313,65948,1,1
313,65949,1,1
313,65950,1,1
313,65951,1,1
313,65952,1,1
313,65953,1,1
313,65954,1,1
313,65955,1,1
313,65956,1,1
313,65957,1,1
313,65958,1,1
313,65959,1,1
313,65960,1,1
313,65961,1,1
313,65962,1,1
313,65963,1,1
313,65964,1,1
313,65965,1,1
313,65966,1,1
313,65967,1,1
313,65968,1,1
313,65969,1,1
313,65970,1,1
313,65971,1,1
313,65972,1,1
313,65973,1,1
313,65974,1,1
313,65975,1,1
313,65976,1,1
313,65977,1,1
313,65978,1,1
313,65979,1,1
313,65980,1,1
313,66044,1,1
313,66045,1,1
313,66046,1,1
313,66047,1,1
313,66048,1,1
313,66049,1,1
313,66050,1,1
313,66051,1,1
313,66052,1,1
313,66053,1,1
313,66054,1,1
313,66055,1,1
313,66056,1,1
313,66057,1,1
313,66058,1,1
313,66059,1,1
313,66060,1,1
313,66061,1,1
313,66062,1,1
313,66063,1,1
313,66064,1,1
313,66065,1,1
313,66066,1,1
313,66067,1,1
313,66068,1,1
313,66069,1,1
313,66070,1,1
313,66071,1,1
313,66072,1,1
313,66073,1,1
313,66074,1,1
313,66075,1,1
313,66076,1,1
313,66077,1,1
313,66078,1,1
313,66079,1,1
313,66080,1,1
313,66144,1,1
313,66145,1,1
313,66146,1,1
313,66147,1,1
313,66148,1,1
313,66149,1,1
313,66150,1,1
313,66151,1,1
313,66152,1,1
313,66153,1,1
313,66154,1,1
313,66155,1,1
313,66156,1,1
313,66157,1,1
313,66158,1,1
313,66159,1,1
313,66160,1,1
313,66161,1,1
313,66162,1,1
313,66163,1,1
313,66164,1,1
313,66165,1,1
313,66166,1,1
313,66167,1,1
313,66168,1,1
313,66169,1,1
313,66170,1,1
313,66171,1,1
313,66172,1,1
313,66173,1,1
313,66174,1,1
313,66175,1,1
313,66176,1,1
313,66177,1,1
313,66178,1,1
313,66179,1,1
313,66180,1,1
313,66245,1,1
313,66246,1,1
313,66247,1,1
313,66248,1,1
313,66249,1,1
313,66250,1,1
313,66346,1,1
313,66347,1,1
313,66348,1,1
313,66349,1,1
313,66350,1,1
313,66447,1,1
313,66448,1,1
313,66449,1,1
313,66450,1,1
313,66548,1,1
313,66549,1,1
313,66550,1,1
313,66649,1,1
313,66650,1,1
313,66750,1,1
313,67301,1,1
313,67400,1,1
313,67401,1,1
313,67500,1,1
313,67501,1,1
313,67600,1,1
313,67601,1,1
313,67700,1,1
313,67701,1,1
313,67800,1,1
313,67801,1,1
313,67900,1,1
313,67901,1,1
313,68000,1,1
313,68001,1,1
313,68100,1,1
313,68101,1,1
313,68200,1,1
313,68201,1,1
313,68300,1,1
313,68301,1,1
313,68400,1,1
313,68401,1,1
313,68500,1,1
313,68501,1,1
313,68600,1,1
313,68601,1,1
313,68700,1,1
313,68701,1,1
313,68800,1,1
313,73675,1,1
313,73775,1,1
313,73776,1,1
313,73875,1,1
313,73876,1,1
313,73877,1,1
313,73975,1,1
313,73976,1,1
313,73977,1,1
313,73978,1,1
313,74075,1,1
313,74076,1,1
313,74077,1,1
313,74078,1,1
313,74079,1,1
313,74175,1,1
313,74176,1,1
313,74177,1,1
313,74178,1,1
313,74179,1,1
313,74180,1,1
313,74245,1,1
313,74246,1,1
313,74247,1,1
313,74248,1,1
313,74249,1,1
313,74250,1,1
313,74251,1,1
313,74252,1,1
313,74253,1,1
313,74254,1,1
313,74255,1,1
313,74256,1,1
313,74257,1,1
313,74258,1,1
313,74259,1,1
313,74260,1,1
313,74261,1,1
313,74262,1,1
313,74263,1,1
313,74264,1,1
313,74265,1,1
313,74266,1,1
313,74267,1,1
313,74268,1,1
313,74269,1,1
313,74270,1,1
313,74271,1,1
313,74272,1,1
313,74273,1,1
313,74274,1,1
313,74275,1,1
313,74276,1,1
313,74277,1,1
313,74278,1,1
313,74279,1,1
313,74280,1,1
313,74281,1,1
313,74345,1,1
313,74346,1,1
313,74347,1,1
313,74348,1,1
313,74349,1,1
313,74350,1,1
313,74351,1,1
313,74352,1,1
313,74353,1,1
313,74354,1,1
313,74355,1,1
313,74356,1,1
313,74357,1,1
313,74358,1,1
313,74359,1,1
313,74360,1,1
313,74361,1,1
313,74362,1,1
313,74363,1,1
313,74364,1,1
313,74365,1,1
313,74366,1,1
313,74367,1,1
313,74368,1,1
313,74369,1,1
313,74370,1,1
313,74371,1,1
313,74372,1,1
313,74373,1,1
313,74374,1,1
313,74375,1,1
313,74376,1,1
313,74377,1,1
313,74378,1,1
313,74379,1,1
313,74380,1,1
313,74381,1,1
313,74445,1,1
313,74446,1,1
313,74447,1,1
313,74448,1,1
313,74449,1,1
313,74450,1,1
313,74451,1,1
313,74452,1,1
313,74453,1,1
313,74454,1,1
313,74455,1,1
313,74456,1,1
313,74457,1,1
313,74458,1,1
313,74459,1,1
313,74460,1,1
313,74461,1,1
313,74462,1,1
313,74463,1,1
313,74464,1,1
313,74465,1,1
313,74466,1,1
313,74467,1,1
313,74468,1,1
313,74469,1,1
313,74470,1,1
313,74471,1,1
313,74472,1,1
313,74473,1,1
313,74474,1,1
313,74475,1,1
313,74476,1,1
313,74477,1,1
313,74478,1,1
313,74479,1,1
313,74480,1,1
313,74481,1,1
313,74545,1,1
313,74546,1,1
313,74547,1,1
313,74548,1,1
313,74549,1,1
313,74550,1,1
313,74551,1,1
313,74552,1,1
313,74553,1,1
313,74554,1,1
313,74555,1,1
313,74556,1,1
313,74557,1,1
313,74558,1,1
313,74559,1,1
313,74560,1,1
313,74561,1,1
313,74562,1,1
313,74563,1,1
313,74564,1,1
313,74565,1,1
313,74566,1,1
313,74567,1,1
313,74568,1,1
313,74569,1,1
313,74570,1,1
313,74571,1,1
313,74572,1,1
313,74573,1,1
313,74574,1,1
313,74575,1,1
313,74576,1,1
313,74577,1,1
313,74578,1,1
313,74579,1,1
313,74580,1,1
313,74581,1,1
313,74645,1,1
313,74646,1,1
313,74647,1,1
313,74648,1,1
313,74649,1,1
313,74650,1,1
313,74651,1,1
313,74652,1,1
313,74653,1,1
313,74654,1,1
313,74655,1,1
313,74656,1,1
313,74657,1,1
313,74658,1,1
313,74659,1,1
313,74660,1,1
313,74661,1,1
313,74662,1,1
313,74663,1,1
313,74664,1,1
313,74665,1,1
313,74666,1,1
313,74667,1,1
313,74668,1,1
313,74669,1,1
313,74670,1,1
313,74671,1,1
313,74672,1,1
313,74673,1,1
313,74674,1,1
313,74675,1,1
313,74676,1,1
313,74677,1,1
313,74678,1,1
313,74679,1,1
313,74680,1,1
313,74681,1,1
313,74701,1,1
313,74702,1,1
313,74703,1,1
313,74704,1,1
313,74705,1,1
313,74706,1,1
313,74707,1,1
313,74708,1,1
313,74709,1,1
313,74710,1,1
313,74711,1,1
313,74712,1,1
313,74713,1,1
313,74714,1,1
313,74715,1,1
313,74716,1,1
313,74717,1,1
313,74718,1,1
313,74719,1,1
313,74720,1,1
313,74721,1,1
313,74722,1,1
313,74723,1,1
313,74724,1,1
313,74725,1,1
313,74726,1,1
313,74727,1,1
313,74728,1,1
313,74729,1,1
313,74730,1,1
313,74731,1,1
313,74732,1,1
313,74733,1,1
313,74745,1,1
313,74746,1,1
313,74747,1,1
313,74748,1,1
313,74749,1,1
313,74750,1,1
313,74751,1,1
313,74752,1,1
313,74753,1,1
313,74754,1,1
313,74755,1,1
313,74756,1,1
313,74757,1,1
313,74758,2,2
313,74759,2,2
313,74760,2,2
313,74761,2,2
313,74762,1,1
313,74763,1,1
313,74764,1,1
313,74765,1,1
313,74766,1,1
313,74767,1,1
313,74768,1,1
313,74769,1,1
313,74770,1,1
313,74771,1,1
313,74772,1,1
313,74773,1,1
313,74774,1,1
313,74775,1,1
313,74776,1,1
313,74777,1,1
313,74778,1,1
313,74779,1,1
313,74780,1,1
313,74781,1,1
313,74793,1,1
313,74794,1,1
313,74795,1,1
313,74796,1,1
313,74797,1,1
313,74798,1,1
313,74799,1,1
313,74800,1,1
313,74801,1,1
313,74802,1,1
313,74803,1,1
313,74804,1,1
313,74805,1,1
313,74806,1,1
313,74807,1,1
313,74808,1,1
313,74809,1,1
313,74810,1,1
313,74811,1,1
313,74812,1,1
313,74813,1,1
313,74814,1,1
313,74815,1,1
313,74816,1,1
313,74817,1,1
313,74818,1,1
313,74819,1,1
313,74820,1,1
313,74821,1,1
313,74822,1,1
313,74823,1,1
313,74824,1,1
313,74825,1,1
313,74826,1,1
313,74827,1,1
313,74828,1,1
313,74829,1,1
313,74830,1,1
313,74831,1,1
313,74832,1,1
313,74833,1,1
313,74845,1,1
313,74846,1,1
313,74847,1,1
313,74848,1,1
313,74849,1,1
313,74850,1,1
313,74851,1,1
313,74852,1,1
313,74853,1,1
313,74854,1,1
313,74855,1,1
313,74856,1,1
313,74857,1,1
313,74858,2,2
313,74859,2,2
313,74860,2,2
313,74861,2,2
313,74862,1,1
313,74863,1,1
313,74864,1,1
313,74865,1,1
313,74866,1,1
313,74867,1,1
313,74868,1,1
313,74869,1,1
313,74870,1,1
313,74871,1,1
313,74872,1,1
313,74873,1,1
313,74874,1,1
313,74875,1,1
313,74876,1,1
313,74877,1,1
313,74878,1,1
313,74879,1,1
313,74880,1,1
313,74881,1,1
313,74893,1,1
313,74894,1,1
313,74895,1,1
313,74896,1,1
313,74897,1,1
313,74898,1,1
313,74899,1,1
313,74900,1,1
313,74901,1,1
313,74902,1,1
313,74903,1,1
313,74904,1,1
313,74905,1,1
313,74906,1,1
313,74907,1,1
313,74908,1,1
313,74909,1,1
313,74910,1,1
313,74911,1,1
313,74912,1,1
313,74913,1,1
313,74914,1,1
313,74915,1,1
313,74916,1,1
313,74917,1,1
313,74918,1,1
313,74919,1,1
313,74920,1,1
313,74921,1,1
313,74922,1,1
313,74923,1,1
313,74924,1,1
313,74925,1,1
313,74926,1,1
313,74927,1,1
313,74928,1,1
313,74929,1,1
313,74930,1,1
313,74931,1,1
313,74932,1,1
313,74933,1,1
313,74945,1,1
313,74946,1,1
313,74947,1,1
313,74948,1,1
313,74949,1,1
313,74950,1,1
313,74951,1,1
313,74952,1,1
313,74953,1,1
313,74954,1,1
313,74955,1,1
313,74956,1,1
313,74957,1,1
313,74958,2,2
313,74959,2,2
313,74960,2,2
313,74961,2,2
313,74962,1,1
313,74963,1,1
313,74964,1,1
313,74965,1,1
313,74966,1,1
313,74967,1,1
313,74968,1,1
313,74969,1,1
313,74970,1,1
313,74971,1,1
313,74972,1,1
313,74973,1,1
313,74974,1,1
313,74975,1,1
313,74976,1,1
313,74977,1,1
313,74978,1,1
313,74979,1,1
313,74980,1,1
313,74981,1,1
313,74993,1,1
313,74994,1,1
313,74995,1,1
313,74996,1,1
313,74997,1,1
313,74998,1,1
313,74999,1,1
313,75000,1,1
313,75001,1,1
313,75002,1,1
313,75003,1,1
313,75004,1,1
313,75005,1,1
313,75006,1,1
313,75007,1,1
313,75008,1,1
313,75009,1,1
313,75010,1,1
313,75011,1,1
313,75012,1,1
313,75013,1,1
313,75014,1,1
313,75015,1,1
313,75016,1,1
313,75017,1,1
313,75018,1,1
313,75019,1,1
313,75020,1,1
313,75021,1,1
313,75022,1,1
313,75023,1,1
313,75024,1,1
313,75025,1,1
313,75026,1,1
313,75027,1,1
313,75028,1,1
313,75029,1,1
313,75030,1,1
313,75031,1,1
313,75032,1,1
313,75033,1,1
313,75045,1,1
313,75046,1,1
313,75047,1,1
313,75048,1,1
313,75049,1,1
313,75050,1,1
313,75051,1,1
313,75052,1,1
313,75053,1,1
313,75054,1,1
313,75055,1,1
313,75056,1,1
313,75057,1,1
313,75058,2,2
313,75059,2,2
313,75060,2,2
313,75061,2,2
313,75062,1,1
313,75063,1,1
313,75064,1,1
313,75065,1,1
313,75066,1,1
313,75067,1,1
313,75068,1,1
313,75069,1,1
313,75070,1,1
313,75071,1,1
313,75072,1,1
313,75073,1,1
313,75074,1,1
313,75075,1,1
313,75076,1,1
