route_id,V_kmh,FTT_s_per_veh,TT_s_per_veh
D10_324,45.0,32.0,60.0
D10_324,47.5,30.31578947368421,60.0
D10_324,50.0,28.8,57.59999999999984
D10_331,10.0,90.0,
D10_331,12.5,72.0,
D10_331,15.0,59.99999999999999,
D10_331,17.5,51.42857142857143,
D10_331,20.0,45.0,78.0
D10_331,22.5,40.0,68.0
D10_331,25.0,36.0,60.0
D10_331,27.5,32.72727272727273,60.0
D10_331,30.0,30.0,60.0
D10_331,32.5,27.692307692307697,55.384615384615365
D10_331,35.0,25.714285714285715,51.42857142857125
D10_331,37.5,24.0,48.0
D10_331,40.0,22.5,45.0
D10_331,42.5,21.176470588235293,42.35294117646998
D10_331,45.0,20.0,39.9999999999996
D10_331,47.5,18.94736842105263,37.894736842104855
D10_331,50.0,18.0,36.0
D10_332,10.0,114.0,
D10_332,12.5,91.2,
D10_332,15.0,75.99999999999999,
D10_332,17.5,65.14285714285714,
D10_332,20.0,56.99999999999999,90.0
D10_332,22.5,50.66666666666666,85.33333333333326
D10_332,25.0,45.6,79.20000038146952
D10_332,27.5,41.45454545454545,70.90909090909061
D10_332,30.0,37.99999999999999,64.0
D10_332,32.5,35.07692307692307,60.0
D10_332,35.0,32.57142857142857,60.0
D10_332,37.5,30.4,60.0
D10_332,40.0,28.5,57.0
D10_332,42.5,26.823529411764703,53.64705882352921
D10_332,45.0,25.33333333333333,50.66666666666666
D10_332,47.5,24.0,48.0
D10_332,50.0,22.8,45.59999999999984
D10_333,10.0,138.0,
D10_333,12.5,110.4,
D10_333,15.0,92.0,
D10_333,17.5,78.85714285714286,
D10_333,20.0,69.0,102.00000143051147
D10_333,22.5,61.33333333333333,96.00000190734865
D10_333,25.0,55.2,91.20000152587892
D10_333,27.5,50.18181818181818,87.27272727272728
D10_333,30.0,45.99999999999999,80.0
D10_333,32.5,42.46153846153847,72.9230769230769
D10_333,35.0,39.42857142857143,66.85714285714292
D10_333,37.5,36.8,61.59999999999988
D10_333,40.0,34.5,60.0
D10_333,42.5,32.47058823529412,60.0
D10_333,45.0,30.666666666666664,60.0
D10_333,47.5,29.052631578947366,58.105263157894335
D10_333,50.0,27.6,55.1999999999996
D10_334,10.0,114.0,
D10_334,12.5,91.2,
D10_334,15.0,75.99999999999999,
D10_334,17.5,65.14285714285714,
D10_334,20.0,56.99999999999999,90.0
D10_334,22.5,50.66666666666666,77.33333333333333
D10_334,25.0,45.6,72.0000015258789
D10_334,27.5,41.45454545454545,69.81818181818178
D10_334,30.0,37.99999999999999,64.0
D10_334,32.5,35.07692307692307,60.0
