route_id,V_kmh,FTT_s_per_veh,TT_s_per_veh
D50_312,20.0,300.00000000000006,324.0
D50_312,22.5,266.66666666666674,304.0
D50_312,25.0,240.00000000000003,276.0
D50_312,27.5,218.18181818181824,244.36363636363632
D50_312,30.0,200.00000000000003,220.0
D50_312,32.5,184.61538461538467,189.23076923076928
D50_312,35.0,171.42857142857147,180.0
D50_312,37.5,160.00000000000003,180.0
D50_312,40.0,150.00000000000003,180.0
D50_312,42.5,141.17647058823533,171.52941176470583
D50_312,45.0,133.33333333333337,164.0
D50_312,47.5,126.31578947368423,159.7894736842103
D50_312,50.0,120.0,156.0
D50_313,10.0,720.0,
D50_313,12.5,576.0,
D50_313,15.0,480.0,
D50_313,17.5,411.4285714285714,
D50_313,20.0,360.0,383.9999999999999
D50_313,22.5,320.0,340.0
D50_313,25.0,288.0,300.0
D50_313,27.5,261.8181818181818,300.0
D50_313,30.0,240.0,288.0
D50_313,32.5,221.5384615384616,251.0769230769231
D50_313,35.0,205.7142857142857,231.4285714285712
D50_313,37.5,192.0,204.0
D50_313,40.0,180.0,183.0
D50_313,42.5,169.41176470588235,180.0
D50_313,45.0,160.0,180.0
D50_313,47.5,151.57894736842104,180.0
D50_313,50.0,144.0,168.0
D50_314,10.0,600.0,
D50_314,12.5,480.0,
D50_314,15.0,400.0,
D50_314,17.5,342.8571428571429,
D50_314,20.0,300.0,324.0
D50_314,22.5,266.6666666666667,293.3333333333331
D50_314,25.0,240.0,240.0
D50_314,27.5,218.18181818181824,240.0
D50_314,30.0,200.0,228.0
D50_314,32.5,184.61538461538464,204.9230769230769
D50_314,35.0,171.42857142857144,190.2857142857141
D50_314,37.5,160.00000000000003,180.0000038146973
D50_314,40.0,150.0,180.0
D50_314,42.5,141.1764705882353,178.5882352941174
D50_314,45.0,133.33333333333334,174.66666666666666
D50_314,47.5,126.31578947368422,171.15789473684208
D50_314,50.0,120.0,168.0
D50_321,10.0,600.0,
D50_321,12.5,480.0,
D50_321,15.0,400.0,
D50_321,17.5,342.8571428571429,
D50_321,20.0,300.0,324.0
D50_321,22.5,266.6666666666667,293.33333333333303
D50_321,25.0,240.0,240.0
D50_321,27.5,218.18181818181824,240.0
D50_321,30.0,200.0,228.0
D50_321,32.5,184.61538461538464,208.61538461538456
D50_321,35.0,171.42857142857144,195.4285714285714
D50_321,37.5,160.00000000000003,184.0
D50_321,40.0,150.0,180.0
D50_321,42.5,141.1764705882353,180.0
D50_321,45.0,133.33333333333334,174.66666666666663
D50_321,47.5,126.31578947368422,171.15789473684208
D50_321,50.0,120.0,168.0
D50_322,10.0,720.0,
D50_322,12.5,576.0,
D50_322,15.0,480.0,
D50_322,17.5,411.4285714285714,
D50_322,20.0,360.0,384.0
D50_322,22.5,320.0,360.0
D50_322,25.0,288.0,324.0
D50_322,27.5,261.8181818181818,283.6363636363636
D50_322,30.0,240.0,248.0
D50_322,32.5,221.5384615384616,240.0
D50_322,35.0,205.7142857142857,231.4285714285715
D50_322,37.5,192.0,204.0
D50_322,40.0,180.0,183.0
D50_322,42.5,169.41176470588235,180.0
D50_322,45.0,160.0,180.0
D50_322,47.5,151.57894736842104,180.0
D50_322,50.0,144.0,180.0
D50_323,10.0,840.0000000000001,
D50_323,12.5,672.0,
D50_323,15.0,560.0,
D50_323,17.5,480.00000000000006,
D50_323,20.0,420.00000000000006,444.0
D50_323,22.5,373.33333333333337,386.66666666666686
D50_323,25.0,336.0,360.0
D50_323,27.5,305.4545454545455,352.3636363636364
D50_323,30.0,280.0,324.0
D50_323,32.5,258.4615384615385,296.3076923076924
D50_323,35.0,240.00000000000003,263.99999999999966
D50_323,37.5,224.00000000000003,252.0
D50_323,40.0,210.00000000000003,240.0
D50_323,42.5,197.64705882352945,215.29411764705884
D50_323,45.0,186.66666666666669,193.3333333333331
D50_323,47.5,176.8421052631579,180.0
D50_323,50.0,168.0,180.0
D50_324,10.0,720.0,
D50_324,12.5,576.0,
D50_324,15.0,480.0,
D50_324,17.5,411.4285714285714,
D50_324,20.0,360.0,384.0
D50_324,22.5,320.0,339.99999999999983
D50_324,25.0,288.0,300.0
D50_324,27.5,261.8181818181818,292.3636363636364
D50_324,30.0,240.0,276.0
D50_324,32.5,221.5384615384616,254.7692307692308
D50_324,35.0,205.7142857142857,240.0
D50_324,37.5,192.0,232.0
D50_324,40.0,180.0,213.0
D50_324,42.5,169.41176470588235,196.2352941176471
D50_324,45.0,160.0,181.33333333333303
D50_324,47.5,151.57894736842104,180.0
D50_324,50.0,144.0,168.0
D50_331,10.0,450.0,
D50_331,12.5,360.0,
D50_331,15.0,300.0,
D50_331,17.5,257.1428571428572,
D50_331,20.0,225.0,258.0
D50_331,22.5,200.0,219.9999999999995
D50_331,25.0,180.0,180.0
D50_331,27.5,163.63636363636363,180.0
D50_331,30.0,150.0,180.0
D50_331,32.5,138.46153846153848,176.30769230769226
D50_331,35.0,128.57142857142858,169.71428571428572
D50_331,37.5,120.0,164.0
D50_331,40.0,112.5,159.0
D50_331,42.5,105.88235294117648,154.5882352941175
D50_331,45.0,100.0,150.66666666666674
D50_331,47.5,94.73684210526316,141.47368421052622
D50_331,50.0,90.0,132.0
D50_332,10.0,570.0000000000001,
D50_332,12.5,456.00000000000006,
D50_332,15.0,380.0,
D50_332,17.5,325.7142857142858,
D50_332,20.0,285.00000000000006,300.0
D50_332,22.5,253.33333333333337,294.66666666666674
D50_332,25.0,228.00000000000003,264.0
D50_332,27.5,207.2727272727273,234.5454545454544
D50_332,30.0,190.0,200.0
D50_332,32.5,175.38461538461542,180.0
D50_332,35.0,162.8571428571429,180.0
D50_332,37.5,152.00000000000003,180.0
D50_332,40.0,142.50000000000003,168.0
D50_332,42.5,134.11764705882354,157.41176470588212
D50_332,45.0,126.66666666666669,150.66666666666663
D50_332,47.5,120.0,147.15789473684208
D50_332,50.0,114.0,144.0
D50_333,10.0,690.0,
D50_333,12.5,552.0,
D50_333,15.0,460.0,
D50_333,17.5,394.28571428571433,
D50_333,20.0,345.0,378.0
D50_333,22.5,306.6666666666667,313.33333333333303
D50_333,25.0,276.0,300.0
D50_333,27.5,250.9090909090909,293.4545454545455
D50_333,30.0,230.0,268.0
D50_333,32.5,212.30769230769235,240.0
D50_333,35.0,197.1428571428572,214.28571428571408
D50_333,37.5,184.00000000000003,192.0000038146973
D50_333,40.0,172.5,183.0
D50_333,42.5,162.3529411764706,180.0
D50_333,45.0,153.33333333333334,180.0
D50_333,47.5,145.26315789473685,170.5263157894737
D50_333,50.0,138.0,156.0
D50_334,10.0,570.0000000000001,
D50_334,12.5,456.00000000000006,
D50_334,15.0,380.0,
D50_334,17.5,325.7142857142858,
D50_334,20.0,285.00000000000006,318.0
D50_334,22.5,253.33333333333337,266.6666666666662
D50_334,25.0,228.00000000000003,240.0
D50_334,27.5,207.2727272727273,234.5454545454544
D50_334,30.0,190.0,216.0000038146973
D50_334,32.5,175.38461538461542,202.1538461538462
D50_334,35.0,162.8571428571429,190.2857142857141
D50_334,37.5,152.00000000000003,180.0
D50_334,40.0,142.50000000000003,180.0
D50_334,42.5,134.11764705882354,178.5882352941174
D50_334,45.0,126.66666666666669,174.66666666666669
D50_334,47.5,120.0,164.8421052631579
D50_334,50.0,114.0,156.0
D50_H01,10.0,900.0,
D50_H01,12.5,720.0,
D50_H01,15.0,600.0,
D50_H01,17.5,514.2857142857143,
D50_H01,20.0,450.0,492.0
D50_H01,22.5,400.0,428.0
D50_H01,25.0,360.0,360.0
D50_H01,27.5,327.2727272727273,360.0
D50_H01,30.0,300.0,344.0
D50_H01,32.5,276.92307692307696,325.846153846154
D50_H01,35.0,257.1428571428572,298.28571428571433
D50_H01,37.5,240.0,268.0
D50_H01,40.0,225.0,258.0
D50_H01,42.5,211.76470588235296,240.0
D50_H01,45.0,200.0,219.9999999999995
D50_H01,47.5,189.4736842105263,198.9473684210521
D50_H01,50.0,180.0,180.0
D50_H02,10.0,780.0000000000001,
D50_H02,12.5,624.0000000000001,
D50_H02,15.0,520.0,
D50_H02,17.5,445.7142857142858,
D50_H02,20.0,390.00000000000006,419.9999999999999
D50_H02,22.5,346.66666666666674,360.0
D50_H02,25.0,312.00000000000006,336.00000381469727
D50_H02,27.5,283.6363636363637,318.5454545454542
D50_H02,30.0,260.0,300.0
D50_H02,32.5,240.00000000000009,280.43076923076933
D50_H02,35.0,222.8571428571429,253.71428571428524
D50_H02,37.5,208.00000000000003,235.99999999999983
D50_H02,40.0,195.00000000000003,210.0
D50_H02,42.5,183.5294117647059,187.0588250552904
D50_H02,45.0,173.33333333333337,180.0
D50_H02,47.5,164.2105263157895,180.0
D50_H02,50.0,156.00000000000003,180.0
D50_H03,10.0,1020.0,
D50_H03,12.5,816.0,
D50_H03,15.0,680.0,
D50_H03,17.5,582.8571428571429,
D50_H03,20.0,510.00000000000006,540.0
D50_H03,22.5,453.33333333333337,490.6666674296056
D50_H03,25.0,408.0,428.1599999999999
D50_H03,27.5,370.9090909090909,381.8181818181816
D50_H03,30.0,340.0,360.0
D50_H03,32.5,313.8461538461539,360.0
D50_H03,35.0,291.42857142857144,341.1428579057965
D50_H03,37.5,272.00000000000006,315.9999999999999
D50_H03,40.0,255.00000000000003,294.0
D50_H03,42.5,240.00000000000003,264.0
D50_H03,45.0,226.66666666666669,250.1333333333331
D50_H03,47.5,214.7368421052632,240.0
D50_H03,50.0,204.0,228.0
D50_H04,10.0,920.4,
D50_H04,12.5,736.32,
D50_H04,15.0,613.6,
D50_H04,17.5,525.9428571428573,
D50_H04,20.0,460.2000000000001,488.4
D50_H04,22.5,409.0666666666667,431.733336385091
D50_H04,25.0,368.16,380.1599999999996
D50_H04,27.5,334.69090909090914,360.0
D50_H04,30.0,306.8,354.79999999999995
D50_H04,32.5,283.20000000000005,321.0461538461538
D50_H04,35.0,262.97142857142865,300.0
D50_H04,37.5,245.44000000000003,277.44000000000005
D50_H04,40.0,230.1,256.1999999999994
D50_H04,42.5,216.56470588235297,240.0
D50_H04,45.0,204.53333333333336,229.0666666666666
D50_H04,47.5,193.7684210526316,207.53684210526308
D50_H04,50.0,184.08,188.1599999999997
D50_H05,10.0,879.6000000000001,
D50_H05,12.5,703.6800000000001,
D50_H05,15.0,586.4,
D50_H05,17.5,502.6285714285715,
D50_H05,20.0,439.80000000000007,480.0
D50_H05,22.5,390.9333333333333,420.0
D50_H05,25.0,351.84000000000003,363.8399999999997
D50_H05,27.5,319.8545454545455,344.9454545454546
D50_H05,30.0,293.2,329.2
D50_H05,32.5,270.6461538461539,308.4923076923078
D50_H05,35.0,251.3142857142857,290.7428571428572
D50_H05,37.5,234.56000000000003,277.11999999999955
D50_H05,40.0,219.90000000000003,247.7999999999999
D50_H05,42.5,206.9647058823529,233.929411764706
D50_H05,45.0,195.46666666666667,210.9333333333332
D50_H05,47.5,185.17894736842103,190.35789473684213
D50_H05,50.0,175.92000000000002,180.0
D50_H06,10.0,900.0,
D50_H06,12.5,720.0,
D50_H06,15.0,600.0,
D50_H06,17.5,514.2857142857143,
D50_H06,20.0,450.0,480.0
D50_H06,22.5,400.0,420.0
D50_H06,25.0,360.0,372.0
D50_H06,27.5,327.2727272727273,360.0
D50_H06,30.0,300.0,341.2
D50_H06,32.5,276.92307692307696,301.846153846154
D50_H06,35.0,257.1428571428572,274.2857142857141
D50_H06,37.5,240.0,257.44000000000005
D50_H06,40.0,225.0,248.1000019073484
D50_H06,42.5,211.76470588235296,240.0
D50_H06,45.0,200.0,220.0
D50_H06,47.5,189.4736842105263,198.94736842105263
D50_H06,50.0,180.0,179.99999999999983
D50_H07,10.0,900.0,
D50_H07,12.5,720.0,
D50_H07,15.0,600.0,
D50_H07,17.5,514.2857142857143,
D50_H07,20.0,450.0,480.0
D50_H07,22.5,400.0,430.6666674296058
D50_H07,25.0,360.0,372.0
D50_H07,27.5,327.2727272727273,354.5454545454543
D50_H07,30.0,300.0,314.8
D50_H07,32.5,276.92307692307696,300.0
D50_H07,35.0,257.1428571428572,295.88571733747216
D50_H07,37.5,240.0,278.5599999999997
D50_H07,40.0,225.0,258.0
D50_H07,42.5,211.76470588235296,240.0
D50_H07,45.0,200.0,220.0
D50_H07,47.5,189.4736842105263,198.94736842105243
D50_H07,50.0,180.0,179.99999999999991
