路線番号,系統速度,"link(0,1)","link(1,2)","link(2,3)","link(0,2)","link(1,3)","link(0,3)","Λ(0,1)","Λ(1,2)","Λ(2,3)","Λ(0,2)","Λ(1,3)","Λ(0,3)",d01,d12,d23,d02,d13,d03,S(Λ),S(Λclose),S(Λfar),x0opt,x1opt,x2opt,x3opt,d0opt(s/veh),d1opt(s/veh),d2opt(s/veh),d3opt(s/veh),dopt(s/veh),FTT(s/veh),TTT(s/veh),Nveh_total_eval,d0_F(s/veh),d1_F(s/veh),d2_F(s/veh),d3_F(s/veh),d0_B(s/veh),d1_B(s/veh),d2_B(s/veh),d3_B(s/veh),"Λ(0,1)_xhce_width_norm","Λ(0,1)_xhce_point_exists","Λ(0,1)_xhce_point_values_norm","Λ(1,2)_xhce_width_norm","Λ(1,2)_xhce_point_exists","Λ(1,2)_xhce_point_values_norm","Λ(2,3)_xhce_width_norm","Λ(2,3)_xhce_point_exists","Λ(2,3)_xhce_point_values_norm","Λ(0,2)_xhce_width_norm","Λ(0,2)_xhce_point_exists","Λ(0,2)_xhce_point_values_norm","Λ(1,3)_xhce_width_norm","Λ(1,3)_xhce_point_exists","Λ(1,3)_xhce_point_values_norm","Λ(0,3)_xhce_width_norm","Λ(0,3)_xhce_point_exists","Λ(0,3)_xhce_point_values_norm"
311,25.0,416.666666666664,500.0,416.666666666667,916.666666666664,916.666666666667,1333.333333333331,0.4999999999999968,0.6,0.5000000000000004,1.0999999999999968,1.1000000000000003,1.5999999999999972,0.0,0.0,0.0,0.0,0.05000000000000031,0.0999999999999972,0.0999999999999972,0.0,0.11180339887498711,0,48.0,12.0,72.0,2.399999999997656,9.59999999999992,-2.384897217982345e-12,0.0,11.99999999999486,191.9999999999997,203.9999999999945,180,0,0.0,-4.76979443596469e-12,0.0,4.799999999995311,19.19999999999984,0.0,0,0.09999999999999365,False,[],0.09999999999999987,False,[],0.19999999999999907,False,[],6.661338147750939e-15,True,[0.1],0.0,False,[],0.0,False,[]
311,22.5,416.666666666663,500.0,416.666666666667,916.666666666663,916.666666666667,1333.33333333333,0.5555555555555507,0.6666666666666666,0.555555555555556,1.2222222222222172,1.2222222222222225,1.7777777777777735,0.005555555555550651,0.016666666666666607,0.0,0.12222222222221721,0.17222222222222255,0.22222222222222654,0.22229165581936594,0.017568209223156057,0.3065639924738101,0,55.2,3.6,93.6,5.306666666667136,17.42666666666668,3.8,0.133333333333495,26.66666666666717,213.3333333333328,240.0,180,0,0.0,0.0,0.26666666666699,10.61333333333427,34.85333333333337,7.6,0,0.0,False,[],0.0,False,[],0.08888888888888791,False,[],0.0,False,[],0.0,False,[],0.0,False,[]
311,20.0,416.666666666663,500.0,416.666666666667,916.666666666663,916.666666666667,1333.33333333333,0.6249999999999946,0.75,0.6250000000000006,1.3749999999999947,1.3750000000000004,1.9999999999999951,0.07499999999999452,0.09999999999999998,0.025000000000000577,0.02500000000000535,0.07499999999999957,4.884981308350689e-15,0.07499999999999452,0.1274754878398165,0.07905694150421076,0,44.4,63.59999999999999,0.0,-4.52726251549191e-12,7.439999999999741,9.899999999999919,6.659999999999086,23.9999999999941,239.9999999999994,263.9999999999935,180,0,14.87999999999948,19.79999999999984,13.31999999999817,-9.054525030983819e-12,0.0,0.0,0,0.0,False,[],0.0,False,[],0.0,False,[],0.0,False,[],0.0,False,[],0.0,True,[0.0]
312,50.0,583.3333333333334,500.0,583.3333333333334,1083.3333333333335,1083.3333333333335,1666.666666666667,0.35,0.3,0.35,0.65,0.65,0.9999999999999999,0.10000000000000003,0.04999999999999999,0.050000000000000044,0.050000000000000044,0.09999999999999998,1.1102230246251565e-16,0.10000000000000003,0.12247448713915894,0.11180339887498948,0,56.4,43.2,110.4,5.879999999999927,11.52000000000003,12.96000000000006,5.63999999999962,35.99999999999959,120.0,155.9999999999996,180,0,14.4,15.12000000000011,11.27999999999924,11.75999999999985,8.640000000000065,10.8,0,0.0,False,[],0.0,False,[],0.0,False,[],0.0,False,[],0.0,False,[],0.0,True,[0.0]
312,47.5,583.3333333333334,500.0,583.3333333333334,1083.3333333333335,1083.3333333333335,1666.666666666667,0.368421052631579,0.3157894736842106,0.368421052631579,0.6842105263157896,0.6842105263157896,1.0526315789473686,0.08157894736842103,0.03421052631578936,0.03157894736842104,0.08421052631578962,0.13421052631578956,0.052631578947368585,0.09708350918787753,0.09392930682934071,0.1669549676374939,0,45.6,46.8,116.4,11.80421052631557,11.53263157894738,6.903157894736837,3.233684210526392,33.47368421052585,126.3157894736842,159.7894736842101,180,0,1.389473684210518,7.616842105263156,6.467368421052783,23.60842105263113,21.67578947368424,6.189473684210518,0,0.0,False,[],0.0,False,[],0.0,False,[],0.0,False,[],0.0,False,[],0.0,False,[]
312,45.0,583.3333333333334,500.0,583.3333333333334,1083.3333333333335,1083.3333333333335,1666.666666666667,0.3888888888888889,0.3333333333333333,0.3888888888888889,0.7222222222222223,0.7222222222222223,1.1111111111111112,0.061111111111111116,0.016666666666666663,0.011111111111111127,0.12222222222222234,0.17222222222222228,0.11111111111111116,0.12680791345014814,0.06431020501550126,0.238630351054606,0,51.6,64.8,16.8,8.986666666666618,18.94666666666672,1.50666666666661,1.226666666666683,30.66666666666622,133.3333333333333,163.9999999999995,180,0,4.933333333333334,1.679999999999968,2.453333333333366,17.97333333333324,32.9600000000001,1.333333333333252,0,0.0,False,[],0.0,False,[],0.0,False,[],0.0,False,[],0.0,False,[],0.0,False,[]
312,42.5,583.3333333333334,500.0,583.3333333333334,1083.3333333333335,1083.3333333333335,1666.666666666667,0.4117647058823529,0.3529411764705882,0.4117647058823529,0.7647058823529412,0.7647058823529412,1.176470588235294,0.03823529411764709,0.0,0.0,0.1352941176470588,0.18529411764705872,0.17647058823529393,0.18056524091965662,0.03823529411764709,0.28944822821466515,0,55.2,67.2,20.4,6.190588235294166,20.88000000000005,1.9058823529411,1.376470588235437,30.35294117647028,141.1764705882353,171.5294117647056,180,0,5.788235294117637,3.811764705882201,2.752941176470874,12.38117647058833,35.97176470588246,0.0,0,0.0,False,[],0.005882352941176228,False,[],0.0235294117647058,False,[],0.0,False,[],0.0,False,[],0.0,False,[]
312,40.0,583.3333333333334,500.0,583.3333333333334,1083.3333333333335,1083.3333333333335,1666.666666666667,0.4375000000000001,0.375,0.4375000000000001,0.8125000000000001,0.8125000000000001,1.2500000000000002,0.0124999999999999,0.0,0.0,0.08749999999999991,0.13749999999999984,0.24999999999999978,0.2503123049312596,0.0124999999999999,0.29843340965783277,0,40.8,0.0,52.8,11.25,0.0,18.6,0.15,30.0,150.0,180.0,180,0,0.0,22.5,0.3,22.5,0.0,14.7,0,0.0,False,[],0.04999999999999982,False,[],0.07500000000000018,False,[],0.0,False,[],0.0,False,[],0.0,False,[]
312,37.5,583.3333333333334,500.0,583.3333333333334,1083.3333333333335,1083.3333333333335,1666.666666666667,0.4666666666666667,0.4,0.4666666666666667,0.8666666666666668,0.8666666666666668,1.3333333333333335,0.0,0.0,0.0,0.033333333333333215,0.08333333333333315,0.16666666666666652,0.16666666666666652,0.0,0.1892969448600089,0,44.4,0.0,56.4,8.0,0.0,11.80000000000008,0.2,20.0,160.0,180.0,180,0,0.0,16.0,0.4,16.0,0.0,7.600000000000161,0,0.03333333333333344,False,[],0.09999999999999987,False,[],0.1333333333333333,False,[],0.0,False,[],0.0,False,[],0.0,False,[]
312,35.0,583.3333333333334,500.0,583.3333333333334,1083.3333333333335,1083.3333333333335,1666.666666666667,0.5,0.4285714285714285,0.5,0.9285714285714286,0.9285714285714286,1.4285714285714284,0.0,0.0,0.0,0.0,0.021428571428571352,0.07142857142857162,0.07142857142857162,0.0,0.0745736179207898,0,48.0,4.8,64.8,1.885714285714332,0.0,6.68571428571417,0.0,8.571428571428385,171.4285714285714,179.9999999999998,180,0,0.0,13.37142857142834,0.0,3.771428571428664,0.0,0.0,0,0.10000000000000009,False,[],0.1571428571428568,False,[],0.19999999999999996,False,[],0.05714285714285716,False,[],0.0,False,[],0.0,False,[]
312,32.5,583.3333333333334,500.0,583.3333333333334,1083.3333333333335,1083.3333333333335,1666.666666666667,0.5384615384615385,0.4615384615384616,0.5384615384615385,1.0000000000000002,1.0000000000000002,1.5384615384615388,0.0,0.0,0.0,0.0,0.0,0.03846153846153877,0.03846153846153877,0.0,0.03846153846153877,0,46.8,96.0,58.8,0.2443313609468734,2.764899408283923,1.02461538461535,0.5815384615385281,4.615384615384514,184.6153846153846,189.2307692307692,180,0,4.652307692307497,0.0,1.163076923077056,0.4886627218937469,0.8774911242603493,2.0492307692307,0,0.023076923076922995,False,[],0.22307692307692306,False,[],0.12307692307692286,False,[],0.19999999999999973,False,[],0.09999999999999964,False,[],0.0,False,[]
312,30.0,583.3333333333334,500.0,583.3333333333334,1083.3333333333335,1083.3333333333335,1666.666666666667,0.5833333333333334,0.5,0.5833333333333334,1.0833333333333335,1.0833333333333335,1.666666666666667,0.033333333333333326,0.0,0.0,0.0,0.03333333333333348,0.16666666666666696,0.1699673171197598,0.033333333333333326,0.16996731711975982,0,45.6,93.6,67.2,5.760000000000097,6.920000000000033,5.879999999999968,1.440000000000024,19.9999999999998,200.0,219.9999999999998,180,0,9.920000000000114,0.0,2.880000000000048,11.52000000000019,3.919999999999952,11.75999999999994,0,0.0,False,[],0.2999999999999998,False,[],0.033333333333333215,False,[],0.033333333333333215,False,[],0.0,False,[],0.0,False,[]
312,27.5,583.3333333333334,500.0,583.3333333333334,1083.3333333333335,1083.3333333333335,1666.666666666667,0.6363636363636365,0.5454545454545455,0.6363636363636365,1.181818181818182,1.181818181818182,1.8181818181818186,0.08636363636363642,0.0,0.03636363636363649,0.0818181818181821,0.1318181818181821,0.18181818181818143,0.20128718023167722,0.09370694603676512,0.2390148513660892,0,63.59999999999999,0.0,97.2,8.323636363636535,8.80363636363626,8.869090909090867,0.18545454545468,26.18181818181812,218.1818181818182,244.3636363636363,180,0,0.6109090909088587,0.0,0.3709090909093599,16.64727272727307,16.99636363636366,17.73818181818173,0,0.0,False,[],0.20909090909090877,False,[],0.0,False,[],0.0,False,[],0.0,False,[],0.0,False,[]
312,25.0,583.3333333333334,500.0,583.3333333333334,1083.3333333333335,1083.3333333333335,1666.666666666667,0.7000000000000001,0.6,0.7000000000000001,1.3,1.3,2.0,0.15000000000000002,0.0,0.10000000000000009,0.09999999999999998,0.14999999999999997,0.0,0.15000000000000002,0.18027756377319953,0.18027756377319942,0,70.8,33.6,118.8,17.4,10.91999999999995,7.667999999999868,0.01199999999973645,35.99999999999943,240.0,275.9999999999994,180,0,0.9599999999999353,0.2159999999998642,0.0239999999994729,34.8,20.87999999999997,15.11999999999987,0,0.0,False,[],0.09999999999999987,False,[],0.0,False,[],0.0,False,[],0.0,False,[],0.0,True,[0.0]
312,22.5,583.3333333333334,500.0,583.3333333333334,1083.3333333333335,1083.3333333333335,1666.666666666667,0.7777777777777778,0.6666666666666666,0.7777777777777778,1.4444444444444446,1.4444444444444446,2.2222222222222223,0.17222222222222217,0.016666666666666607,0.12222222222222223,0.0,0.005555555555555369,0.22222222222222232,0.2811462428639999,0.2118408440548624,0.22229165581936183,0,1.2,54.0,76.8,6.813333333333139,14.25333333333312,2.893333333333269,13.37333333333352,37.33333333333294,266.6666666666667,303.9999999999997,180,0,27.86666666666643,1.919999999999871,26.74666666666704,13.62666666666628,0.6399999999998222,3.866666666666667,0,0.0,False,[],0.0,False,[],0.0,False,[],0.08888888888888946,False,[],0.0,False,[],0.0,False,[]
312,20.0,583.3333333333334,500.0,583.3333333333334,1083.3333333333335,1083.3333333333335,1666.666666666667,0.8750000000000001,0.75,0.8750000000000001,1.6250000000000002,1.6250000000000002,2.5,0.07499999999999984,0.09999999999999998,0.02499999999999991,0.025000000000000244,0.07500000000000018,0.0,0.07499999999999984,0.1274754878398195,0.07905694150420972,0,1.2,52.8,62.4,1.859999999999935,11.93999999999994,7.020000000000032,3.179999999999927,23.99999999999963,300.0,323.9999999999997,180,0,16.2,8.640000000000065,6.359999999999855,3.719999999999871,7.679999999999887,5.4,0,0.0,False,[],0.0,False,[],0.0,False,[],0.0,False,[],0.0,False,[],0.0,True,[0.5]
313,50.0,750.0,500.0,750.0,1250.0,1250.0,2000.0,0.45,0.3,0.45,0.75,0.75,1.2,0.0,0.04999999999999999,0.0,0.15000000000000002,0.19999999999999996,0.19999999999999996,0.19999999999999996,0.04999999999999999,0.3201562118716424,0,54.0,40.8,118.8,2.279999999999968,9.119999999999871,7.559999999999976,5.039999999999984,23.99999999999991,144.0,167.9999999999999,180,0,0.0,15.11999999999995,10.07999999999997,4.559999999999936,18.23999999999974,0.0,0,1.1102230246251565e-16,True,[0.45],0.0,False,[],0.09999999999999998,False,[],0.0,False,[],0.0,False,[],0.0,False,[]
313,47.5,750.0,500.0,750.0,1250.0,1250.0,2000.0,0.4736842105263158,0.3157894736842106,0.4736842105263158,0.7894736842105263,0.7894736842105263,1.2631578947368423,0.0,0.03421052631578936,0.0,0.1105263157894737,0.16052631578947363,0.23684210526315774,0.23684210526315774,0.03421052631578936,0.3067229162752939,0,43.2,0.0,80.39999999999999,4.010526315789644,0.6568421052630583,12.28587257617732,11.4678116343491,28.42105263157896,151.578947368421,180.0,180,0,1.313684210526117,24.57174515235464,22.9356232686982,8.021052631579288,0.0,0.0,0,0.047368421052631726,False,[],0.0,False,[],0.1473684210526316,False,[],0.0,False,[],0.0,False,[],0.0,False,[]
313,45.0,750.0,500.0,750.0,1250.0,1250.0,2000.0,0.5,0.3333333333333333,0.5,0.8333333333333334,0.8333333333333334,1.3333333333333333,0.0,0.016666666666666663,0.0,0.06666666666666665,0.11666666666666659,0.16666666666666674,0.16666666666666674,0.016666666666666663,0.21408720964441882,0,60.0,19.2,76.8,0.0,0.4,18.23999999999998,1.360000000000016,19.9999999999998,160.0,179.9999999999998,180,0,0.0,34.07999999999997,2.720000000000032,0.0,0.8,2.4,0,0.10000000000000009,False,[],0.0,False,[],0.19999999999999996,False,[],0.0,False,[],0.0,False,[],0.0,False,[]
313,42.5,750.0,500.0,750.0,1250.0,1250.0,2000.0,0.5294117647058824,0.3529411764705882,0.5294117647058824,0.8823529411764706,0.8823529411764706,1.4117647058823528,0.0,0.0,0.0,0.01764705882352946,0.0676470588235294,0.08823529411764719,0.08823529411764719,0.0,0.1125744659353215,0,51.6,0.0,63.59999999999999,2.435294117647087,1.058823529411772,7.058823529411772,0.03529411764708736,10.58823529411765,169.4117647058823,180.0,180,0,0.0,14.11764705882354,0.07058823529417471,4.870588235294175,2.117647058823544,0.0,0,0.04117647058823537,False,[],0.005882352941176228,False,[],0.14117647058823524,False,[],0.0,False,[],0.0,False,[],0.0,False,[]
313,40.0,750.0,500.0,750.0,1250.0,1250.0,2000.0,0.5625,0.375,0.5625,0.9375,0.9375,1.5,0.012499999999999956,0.0,0.0,0.0,0.012499999999999956,0.0,0.012499999999999956,0.012499999999999956,0.012499999999999956,0,52.8,103.2,58.8,0.1499999999999191,1.829999999999968,0.1215000000000146,0.8985000000000178,2.999999999999801,180.0,182.9999999999998,180,0,2.159999999999935,0.2430000000000291,1.797000000000036,0.2999999999998383,1.5,0.0,0,0.0,False,[],0.04999999999999982,False,[],0.07499999999999996,False,[],0.07499999999999996,False,[],0.0,False,[],0.0,True,[0.5]
313,37.5,750.0,500.0,750.0,1250.0,1250.0,2000.0,0.6,0.4,0.6,1.0,1.0,1.6,0.04999999999999993,0.0,0.0,0.0,0.0,0.10000000000000009,0.11180339887498954,0.04999999999999993,0.10000000000000009,0,58.8,117.6,70.8,10.90800000000001,0.611999999999979,0.4679999999999482,0.01199999999977687,11.99999999999947,192.0,203.9999999999995,180,0,0.9600000000000162,0.215999999999945,0.02399999999955374,21.81600000000003,0.2639999999999418,0.7199999999999515,0,0.0,False,[],0.09999999999999987,False,[],0.0,True,[0.6],0.19999999999999996,False,[],0.10000000000000009,False,[],0.0,False,[]
313,35.0,750.0,500.0,750.0,1250.0,1250.0,2000.0,0.6428571428571428,0.4285714285714285,0.6428571428571428,1.0714285714285714,1.0714285714285714,1.714285714285714,0.09285714285714275,0.0,0.042857142857142816,0.0,0.021428571428571394,0.21428571428571397,0.23353975320388273,0.10227015045197384,0.21535447759544732,0,31.2,87.6,39.6,0.5926530612245794,14.09877551020408,2.949061224489762,8.07379591836725,25.71428571428534,205.7142857142857,231.428571428571,180,0,27.15428571428565,2.812408163265273,16.1475918367345,1.185306122449159,1.043265306122501,3.085714285714251,0,0.0,False,[],0.1571428571428568,False,[],0.0,False,[],0.057142857142857384,False,[],0.0,False,[],0.0,False,[]
313,32.5,750.0,500.0,750.0,1250.0,1250.0,2000.0,0.6923076923076924,0.4615384615384616,0.6923076923076924,1.153846153846154,1.153846153846154,1.8461538461538463,0.14230769230769236,0.0,0.09230769230769242,0.05384615384615396,0.10384615384615396,0.15384615384615374,0.20957127270500422,0.16962366977846122,0.19326683886770943,0,61.2,0.0,91.2,9.784615384615448,9.452307692307578,9.36418934911243,0.93734911242601,29.53846153846142,221.5384615384615,251.076923076923,180,0,7.901538461538277,0.5622248520710046,1.87469822485202,19.5692307692309,11.00307692307688,18.16615384615385,0,0.0,False,[],0.22307692307692306,False,[],0.0,False,[],0.0,False,[],0.0,False,[],0.0,False,[]
313,30.0,750.0,500.0,750.0,1250.0,1250.0,2000.0,0.75,0.5,0.75,1.25,1.25,2.0,0.19999999999999996,0.0,0.15000000000000002,0.15,0.2,0.0,0.19999999999999996,0.24999999999999997,0.25,0,64.8,15.6,118.8,17.39999999999984,8.520000000000154,15.94799999999996,6.131999999999729,47.99999999999943,240.0,287.9999999999994,180,0,10.56000000000002,2.376000000000123,12.26399999999946,34.79999999999968,6.480000000000291,29.51999999999979,0,0.0,False,[],0.2999999999999998,False,[],0.0,False,[],0.0,False,[],0.0,False,[],0.0,True,[0.0]
313,27.5,750.0,500.0,750.0,1250.0,1250.0,2000.0,0.8181818181818182,0.5454545454545455,0.8181818181818182,1.3636363636363638,1.3636363636363638,2.181818181818182,0.13181818181818172,0.0,0.08181818181818179,0.036363636363636265,0.08636363636363625,0.1818181818181821,0.22457489685519338,0.15514589241705457,0.20454545454545475,0,15.6,81.6,61.2,0.7622479338842418,20.30320661157016,16.40727272727268,0.7090909090910928,38.18181818181802,261.8181818181818,299.9999999999998,180,0,37.4181818181817,0.5454545454544132,1.418181818182186,1.524495867768484,3.188231404958626,32.26909090909095,0,0.0,False,[],0.20909090909090877,False,[],0.0,False,[],0.0,False,[],0.0,False,[],0.0,False,[]
313,25.0,750.0,500.0,750.0,1250.0,1250.0,2000.0,0.8999999999999999,0.6,0.8999999999999999,1.5,1.5,2.4,0.050000000000000044,0.0,0.0,0.0,0.0,0.10000000000000009,0.11180339887498958,0.050000000000000044,0.10000000000000009,0,0.0,48.0,60.0,6.0,6.0,0.0,0.0,12.0,288.0,300.0,180,0,12.0,0.0,0.0,12.0,0.0,0.0,0,0.0,False,[],0.09999999999999987,False,[],0.0,True,[0.9],0.20000000000000018,False,[],0.10000000000000009,False,[],0.0,False,[]
