,Time,VID,Type,Pos.x,Pos.y
7425075,14:00:00,31117,I_09_1204235410404,139.939922,35.899562
7425076,14:00:00,31206,I_09_1204235410419,139.939065,35.90064
7425080,14:00:00,30504,I_09_1204235410404,139.941799,35.896133
7425081,14:00:00,30495,I_09_1204235410404,139.941772,35.896188
7425082,14:00:00,30513,I_09_1204235410404,139.941744,35.896243
7425083,14:00:00,30991,I_09_1204235410404,139.941717,35.896298
7425084,14:00:00,30874,I_09_1204235410499,139.941326,35.897083
7425085,14:00:00,30860,I_09_1204235410404,139.941245,35.897247
7425086,14:00:00,31062,I_09_1204235410499,139.941048,35.897642
7425087,14:00:00,30873,I_09_1204235410499,139.940871,35.897996
7425088,14:00:00,30559,I_09_1204235410404,139.945005,35.897534
7425096,14:00:00,30567,I_09_1204235410404,139.949923,35.894581
7425097,14:00:00,30630,I_09_1204235410419,139.949521,35.895954
7425124,14:00:00,30984,I_09_1204235410404,139.946829,35.898176
7425146,14:00:00,31214,I_09_1204235410419_p,139.94955,35.896798
7425147,14:00:00,30557,I_09_1204235410404,139.949491,35.897598
7425172,14:00:00,30963,I_09_1204235410404,139.947893,35.898095
7425173,14:00:00,30494,I_09_1204235410404,139.947559,35.898127
7425174,14:00:00,30489,I_09_1204235410404,139.947225,35.89816
7425175,14:00:00,30981,I_09_1204235410404,139.94917,35.897957
7425177,14:00:00,30591,I_09_1204235410404,139.949375,35.896862
7425178,14:00:00,30606,I_09_1204235410404,139.949353,35.897252
7425259,14:00:01,31117,I_09_1204235410404,139.939853,35.899656
7425260,14:00:01,31206,I_09_1204235410419,139.939065,35.90064
7425264,14:00:01,30504,I_09_1204235410404,139.941799,35.896133
7425265,14:00:01,30495,I_09_1204235410404,139.941772,35.896188
7425266,14:00:01,30513,I_09_1204235410404,139.941744,35.896243
7425267,14:00:01,30991,I_09_1204235410404,139.941717,35.896298
7425268,14:00:01,30874,I_09_1204235410499,139.941353,35.897029
