scenario,link_id,slot_code,HHMM,TTT_base,TTT_scen,TTT_diff
no07,533967_00280_11490_0,630,06:30,1127.621,1128.372105263158,0.7511052631577968
no07,533967_00280_11490_0,645,06:45,940.0355,939.1536842105262,-0.8818157894737624
no07,533967_00280_11490_0,700,07:00,1012.581,1013.7,1.1190000000000282
no07,533967_00280_11490_0,715,07:15,1090.9245,1089.7273684210527,-1.197131578947392
no07,533967_00280_11490_0,730,07:30,969.839,971.688947368421,1.8499473684209988
no07,533967_00280_11490_0,745,07:45,1244.181,1244.7484210526316,0.5674210526315164
no07,533967_00280_11490_0,800,08:00,973.8745,973.4415789473684,-0.4329210526316274
no07,533967_00280_11490_0,815,08:15,1148.3635,1148.644210526316,0.2807105263161702
no07,533967_00280_11490_0,830,08:30,1074.2515,1072.4415789473685,-1.80992105263158
no07,533967_00280_11490_0,845,08:45,1302.2365,1311.2836842105262,9.047184210526211
no07,533967_00280_11490_0,900,09:00,819.174,840.4947368421052,21.320736842105248
no07,533967_00280_11490_0,915,09:15,1066.9435,1068.0805263157897,1.137026315789626
no07,533967_00280_11490_0,930,09:30,1253.9555,1253.997368421053,0.04186842105286814
no07,533967_00280_11490_0,945,09:45,898.9055000000001,899.6136842105263,0.7081842105262695
no07,533967_00280_11490_0,1000,10:00,754.9905,754.8989473684211,-0.09155263157890658
no07,533967_00280_11490_0,1015,10:15,735.5135,736.5636842105263,1.050184210526254
no07,533967_00280_11490_0,1030,10:30,731.9285,731.568947368421,-0.3595526315789357
no07,533967_00280_11490_0,1045,10:45,783.6195,784.0247368421053,0.4052368421052961
no07,533967_00280_11490_0,1100,11:00,853.9675,854.1157894736842,0.14828947368425816
no07,533967_00280_11490_0,1115,11:15,849.458,849.568947368421,0.11094736842107977
no07,533967_00280_11490_0,1130,11:30,893.6360000000001,892.6742105263156,-0.9617894736844619
no07,533967_00280_11490_0,1145,11:45,813.6115,814.4394736842105,0.8279736842105194
no07,533967_00280_11490_0,1200,12:00,733.121,732.8242105263158,-0.2967894736841572
no07,533967_00280_11490_0,1215,12:15,797.3575,797.5847368421051,0.22723684210518513
no07,533967_00280_11490_0,1230,12:30,889.6015,891.7752631578948,2.1737631578947685
no07,533967_00280_11490_0,1245,12:45,865.025,862.782105263158,-2.242894736842004
no07,533967_00280_11490_0,1300,13:00,948.2865,948.997894736842,0.7113947368419531
no07,533967_00280_11490_0,1315,13:15,873.5440000000001,874.2415789473685,0.6975789473683562
no07,533967_00280_11490_0,1330,13:30,963.2245,963.2036842105264,-0.020815789473658697
no07,533967_00280_11490_0,1345,13:45,870.106,871.2184210526315,1.1124210526314755
no07,533967_00280_11490_0,1400,14:00,1037.4625,1036.1252631578946,-1.3372368421055398
no07,533967_00280_11490_0,1415,14:15,1213.201,1215.004736842105,1.8037368421050815
no07,533967_00280_11490_0,1430,14:30,778.4219999999999,778.3973684210526,-0.024631578947264643
no07,533967_00280_11490_0,1445,14:45,926.123,927.7136842105264,1.5906842105263195
no07,533967_00280_11490_0,1500,15:00,677.4404999999999,676.7026315789474,-0.7378684210525535
no07,533967_00280_11490_0,1515,15:15,928.7965,928.4052631578948,-0.3912368421052861
no07,533967_00280_11490_0,1530,15:30,903.33,904.138947368421,0.8089473684209452
no07,533967_00280_11490_0,1545,15:45,794.3435,793.9399999999999,-0.4035000000000082
no07,533967_00280_11490_0,1600,16:00,815.962,815.3752631578947,-0.5867368421053243
no07,533967_00280_11490_0,1615,16:15,852.741,853.3584210526316,0.6174210526315846
no07,533967_00280_11490_0,1630,16:30,571.6175000000001,571.5836842105264,-0.03381578947369235
no07,533967_00280_11490_0,1645,16:45,898.6545,899.5815789473684,0.9270789473683863
no07,533967_00280_11490_0,1700,17:00,705.4395000000001,705.4226315789474,-0.016868421052663507
no07,533967_00280_11490_0,1715,17:15,944.119,944.6694736842106,0.5504736842106013
no07,533967_00280_11490_0,1730,17:30,831.6469999999999,832.7321052631579,1.0851052631579705
no07,533967_00280_11490_0,1745,17:45,902.273,900.3747368421052,-1.898263157894803
no07,533967_00280_11490_0,1800,18:00,589.002,588.8826315789474,-0.11936842105251344
no07,533967_00280_11490_0,1815,18:15,747.6205,747.811052631579,0.19055263157895297
no07,533967_00280_11490_0,1830,18:30,518.3235,518.7226315789474,0.39913157894739015
no07,533967_00280_11490_0,1845,18:45,673.971,674.1594736842105,0.18847368421052124
no07,533967_00280_11490_1,630,06:30,618.0835,618.9105263157894,0.8270263157894533
no07,533967_00280_11490_1,645,06:45,557.453,554.2721052631579,-3.180894736842106
no07,533967_00280_11490_1,700,07:00,674.5285,672.2505263157894,-2.277973684210565
no07,533967_00280_11490_1,715,07:15,972.172,978.477894736842,6.305894736841992
no07,533967_00280_11490_1,730,07:30,1020.2525,1014.3247368421052,-5.927763157894901
no07,533967_00280_11490_1,745,07:45,1225.6115,1203.6236842105263,-21.987815789473643
no07,533967_00280_11490_1,800,08:00,1124.912,1141.5884210526317,16.676421052631667
no07,533967_00280_11490_1,815,08:15,1084.8695,1095.6215789473686,10.752078947368545
no07,533967_00280_11490_1,830,08:30,1131.8975,1116.99,-14.907500000000027
no07,533967_00280_11490_1,845,08:45,993.5745,1003.1168421052632,9.542342105263288
no07,533967_00280_11490_1,900,09:00,1113.926,1112.526842105263,-1.3991578947368453
no07,533967_00280_11490_1,915,09:15,985.9675,986.7757894736844,0.8082894736844537
no07,533967_00280_11490_1,930,09:30,1066.2585,1063.9815789473682,-2.2769210526316783
no07,533967_00280_11490_1,945,09:45,972.7985,979.0168421052632,6.218342105263218
no07,533967_00280_11490_1,1000,10:00,974.6965,963.15,-11.546500000000037
no07,533967_00280_11490_1,1015,10:15,898.7515,903.4442105263156,4.692710526315636
no07,533967_00280_11490_1,1030,10:30,934.6805,940.3831578947368,5.702657894736717
no07,533967_00280_11490_1,1045,10:45,950.4875,960.088947368421,9.601447368421077
no07,533967_00280_11490_1,1100,11:00,957.1605,953.6768421052632,-3.48365789473678
no07,533967_00280_11490_1,1115,11:15,888.3979999999999,875.9573684210526,-12.440631578947318
no07,533967_00280_11490_1,1130,11:30,1044.8215,1050.8847368421054,6.063236842105425
no07,533967_00280_11490_1,1145,11:45,921.0965,932.0836842105264,10.98718421052638
no07,533967_00280_11490_1,1200,12:00,1125.9015,1119.6889473684212,-6.212552631578774
no07,533967_00280_11490_1,1215,12:15,1216.5295,1213.0305263157893,-3.498973684210796
no07,533967_00280_11490_1,1230,12:30,959.8235,957.1226315789472,-2.7008684210527463
no07,533967_00280_11490_1,1245,12:45,913.1745,921.9415789473684,8.767078947368418
no07,533967_00280_11490_1,1300,13:00,1043.9985,1049.253157894737,5.254657894736965
no07,533967_00280_11490_1,1315,13:15,905.6775,904.635789473684,-1.0417105263160238
no07,533967_00280_11490_1,1330,13:30,916.611,914.8484210526316,-1.7625789473684108
no07,533967_00280_11490_1,1345,13:45,618.521,618.3073684210526,-0.21363157894734286
no07,533967_00280_11490_1,1400,14:00,811.8265,816.2299999999999,4.4034999999998945
no07,533967_00280_11490_1,1415,14:15,1018.06,1013.8536842105264,-4.206315789473592
no07,533967_00280_11490_1,1430,14:30,1005.8455,1004.0273684210526,-1.8181315789473729
no07,533967_00280_11490_1,1445,14:45,882.979,877.6936842105264,-5.285315789473657
no07,533967_00280_11490_1,1500,15:00,872.0135,871.558947368421,-0.45455263157907666
no07,533967_00280_11490_1,1515,15:15,861.4675,855.8173684210527,-5.650131578947253
no07,533967_00280_11490_1,1530,15:30,876.5854999999999,878.5268421052631,1.9413421052631747
no07,533967_00280_11490_1,1545,15:45,937.8345,947.4568421052631,9.622342105263101
no07,533967_00280_11490_1,1600,16:00,1195.8065,1180.6405263157894,-15.165973684210485
no07,533967_00280_11490_1,1615,16:15,1110.4085,1129.923157894737,19.514657894736956
no07,533967_00280_11490_1,1630,16:30,1162.0404999999998,1142.4652631578947,-19.57523684210514
no07,533967_00280_11490_1,1645,16:45,1220.307,1243.4663157894738,23.159315789473794
no07,533967_00280_11490_1,1700,17:00,1227.7965,1217.0547368421053,-10.741763157894638
no07,533967_00280_11490_1,1715,17:15,1187.916,1172.0847368421053,-15.831263157894682
no07,533967_00280_11490_1,1730,17:30,964.482,956.87,-7.611999999999966
no07,533967_00280_11490_1,1745,17:45,779.158,754.21,-24.94799999999998
no07,533967_00280_11490_1,1800,18:00,1045.472,1040.89,-4.58199999999988
no07,533967_00280_11490_1,1815,18:15,1100.876,1091.392105263158,-9.483894736841876
no07,533967_00280_11490_1,1830,18:30,927.881,985.6747368421052,57.793736842105204
no07,533967_00280_11490_1,1845,18:45,815.9485,823.0342105263157,7.085710526315779
no07,533967_00280_13214_0,630,06:30,764.6335,766.9973684210526,2.36386842105253
no07,533967_00280_13214_0,645,06:45,745.967,743.0915789473684,-2.875421052631623
no07,533967_00280_13214_0,700,07:00,844.9465,849.9873684210526,5.040868421052551
no07,533967_00280_13214_0,715,07:15,1279.1385,1278.6726315789474,-0.46586842105261894
no07,533967_00280_13214_0,730,07:30,1290.65,1286.12,-4.5300000000002
no07,533967_00280_13214_0,745,07:45,1602.838,1575.2378947368422,-27.60010526315773
no07,533967_00280_13214_0,800,08:00,1447.3735,1465.8326315789473,18.459131578947336
no07,533967_00280_13214_0,815,08:15,1406.321,1421.2636842105262,14.942684210526295
no07,533967_00280_13214_0,830,08:30,1474.249,1456.0763157894737,-18.172684210526313
no07,533967_00280_13214_0,845,08:45,1320.5475,1333.57,13.022500000000036
no07,533967_00280_13214_0,900,09:00,1409.749,1408.2252631578947,-1.523736842105336
