scenario,link_id,slot_code,HHMM,V_base,V_scen,V_diff
no08,533967_00280_11490_0,630,06:30,52.234724456509454,52.21180748015788,-0.022916976351574192
no08,533967_00280_11490_0,645,06:45,52.53664043512322,52.525997247980165,-0.010643187143053012
no08,533967_00280_11490_0,700,07:00,52.27631852283254,52.262335481256194,-0.013983041576345556
no08,533967_00280_11490_0,715,07:15,52.36759490560877,52.35810326151342,-0.009491644095348306
no08,533967_00280_11490_0,730,07:30,52.510604711046525,52.53983265410676,0.029227943060234907
no08,533967_00280_11490_0,745,07:45,52.36115628546777,52.341159539750805,-0.019996745716966302
no08,533967_00280_11490_0,800,08:00,52.29283599987849,52.22032034850738,-0.07251565137111271
no08,533967_00280_11490_0,815,08:15,52.393236998914105,52.40962816619399,0.016391167279884655
no08,533967_00280_11490_0,830,08:30,52.32080598261422,52.2435607633081,-0.07724521930611417
no08,533967_00280_11490_0,845,08:45,51.565411374875126,51.11391876166024,-0.45149261321488865
no08,533967_00280_11490_0,900,09:00,52.36190991837883,51.783727153319965,-0.5781827650588625
no08,533967_00280_11490_0,915,09:15,52.09553942580931,52.15721418480065,0.06167475899134445
no08,533967_00280_11490_0,930,09:30,51.782901851009,51.63513738666027,-0.14776446434873236
no08,533967_00280_11490_0,945,09:45,52.33500825933256,52.24387676196188,-0.09113149737068227
no08,533967_00280_11490_0,1000,10:00,52.364238814357485,52.23533715397903,-0.1289016603784532
no08,533967_00280_11490_0,1015,10:15,52.290159819421135,52.21056006041152,-0.0795997590096178
no08,533967_00280_11490_0,1030,10:30,52.42943089455429,52.37871504900648,-0.05071584554780628
no08,533967_00280_11490_0,1045,10:45,52.33608880552534,52.27971203623608,-0.05637676928926538
no08,533967_00280_11490_0,1100,11:00,52.3221230033648,52.331110799820834,0.008987796456032981
no08,533967_00280_11490_0,1115,11:15,52.45204585102825,52.38618692009707,-0.065858930931185
no08,533967_00280_11490_0,1130,11:30,52.43244850213912,52.40266406687648,-0.02978443526263419
no08,533967_00280_11490_0,1145,11:45,52.45525712777421,52.39600501570338,-0.05925211207082981
no08,533967_00280_11490_0,1200,12:00,52.51731920893462,52.50893587415412,-0.008383334780504015
no08,533967_00280_11490_0,1215,12:15,52.49099061732468,52.49524495220567,0.004254334880990029
