scenario,link_id,slot_code,HHMM,V_scen,TTT_scen,flow_scen,V_base,TTT_base,flow_base,V_diff,TTT_diff,flow_diff
no06,533967_00280_11490_0,630,06:30,52.21858683319713,1127.9705,139.6,52.234724456509454,1127.621,139.6,-0.016137623312324934,0.3494999999998072,0.0
no06,533967_00280_11490_0,645,06:45,52.52684557985265,940.2125,117.05,52.53664043512322,940.0355,117.05,-0.009794855270570224,0.17700000000002092,0.0
no06,533967_00280_11490_0,700,07:00,52.26658843424053,1012.7685,125.45,52.27631852283254,1012.581,125.45,-0.009730088592007746,0.1875,0.0
no06,533967_00280_11490_0,715,07:15,52.35432449248979,1092.4035,135.55,52.36759490560877,1090.9245,135.4,-0.01327041311898114,1.4789999999998145,0.15000000000000568
no06,533967_00280_11490_0,730,07:30,52.54979221956508,966.7015,120.4,52.510604711046525,969.839,120.7,0.039187508518551795,-3.1375000000000455,-0.29999999999999716
no06,533967_00280_11490_0,745,07:45,52.32220263434717,1246.7285,154.6,52.36115628546777,1244.181,154.4,-0.03895365112060034,2.5474999999999,0.19999999999998863
no06,533967_00280_11490_0,800,08:00,52.236205805148735,975.7775,120.8,52.29283599987849,973.8745,120.7,-0.056630194729756056,1.90300000000002,0.09999999999999432
no06,533967_00280_11490_0,815,08:15,52.41629495215577,1146.6619999999998,142.45,52.393236998914105,1148.3635,142.6,0.023057953241668372,-1.7015000000001237,-0.15000000000000568
no06,533967_00280_11490_0,830,08:30,52.199948234398434,1075.6,133.05,52.32080598261422,1074.2515,133.2,-0.12085774821578354,1.3484999999998308,-0.14999999999997726
no06,533967_00280_11490_0,845,08:45,51.75229788453648,1298.5275,159.25,51.565411374875126,1302.2365,159.05,0.18688650966135611,-3.70900000000006,0.19999999999998863
no06,533967_00280_11490_0,900,09:00,52.22014758132402,821.9245000000001,101.7,52.36190991837883,819.174,101.65,-0.14176233705480712,2.750500000000102,0.04999999999999716
