scenario,link_id,slot_code,HHMM,TTT_base,TTT_scen,TTT_diff
no04,533967_00280_11490_0,630,06:30,1127.621,1127.9705,0.3494999999998072
no04,533967_00280_11490_0,645,06:45,940.0355,940.2125,0.17700000000002092
no04,533967_00280_11490_0,700,07:00,1012.581,1012.7685,0.1875
no04,533967_00280_11490_0,715,07:15,1090.9245,1092.4035,1.4789999999998145
no04,533967_00280_11490_0,730,07:30,969.839,966.7615,-3.0775000000001
no04,533967_00280_11490_0,745,07:45,1244.181,1246.5795,2.3985000000000127
no04,533967_00280_11490_0,800,08:00,973.8745,975.3055,1.43100000000004
no04,533967_00280_11490_0,815,08:15,1148.3635,1146.6619999999998,-1.7015000000001237
no04,533967_00280_11490_0,830,08:30,1074.2515,1074.506,0.2545000000000073
no04,533967_00280_11490_0,845,08:45,1302.2365,1300.3365,-1.900000000000091
no04,533967_00280_11490_0,900,09:00,819.174,819.8725000000001,0.698500000000081
no04,533967_00280_11490_0,915,09:15,1066.9435,1068.4285,1.4849999999999
no04,533967_00280_11490_0,930,09:30,1253.9555,1256.766,2.8105000000000473
no04,533967_00280_11490_0,945,09:45,898.9055000000001,894.5780000000001,-4.327499999999986
no04,533967_00280_11490_0,1000,10:00,754.9905,760.5,5.509500000000003
no04,533967_00280_11490_0,1015,10:15,735.5135,734.341,-1.1725000000000136
no04,533967_00280_11490_0,1030,10:30,731.9285,731.8795,-0.04899999999997817
no04,533967_00280_11490_0,1045,10:45,783.6195,786.8399999999999,3.2204999999999018
no04,533967_00280_11490_0,1100,11:00,853.9675,857.3074999999999,3.339999999999918
no04,533967_00280_11490_0,1115,11:15,849.458,846.3605,-3.097499999999968
no04,533967_00280_11490_0,1130,11:30,893.6360000000001,896.1985000000001,2.5625
no04,533967_00280_11490_0,1145,11:45,813.6115,810.7965,-2.814999999999941
no04,533967_00280_11490_0,1200,12:00,733.121,737.232,4.11099999999999
no04,533967_00280_11490_0,1215,12:15,797.3575,796.3774999999999,-0.9800000000000182
no04,533967_00280_11490_0,1230,12:30,889.6015,890.518,0.9165000000000418
no04,533967_00280_11490_0,1245,12:45,865.025,865.668,0.6430000000000291
no04,533967_00280_11490_0,1300,13:00,948.2865,947.1695,-1.1170000000000755
no04,533967_00280_11490_0,1315,13:15,873.5440000000001,871.7075000000001,-1.836500000000001
no04,533967_00280_11490_0,1330,13:30,963.2245,965.8725,2.647999999999911
no04,533967_00280_11490_0,1345,13:45,870.106,869.6335000000001,-0.4724999999998545
no04,533967_00280_11490_0,1400,14:00,1037.4625,1035.3055,-2.157000000000153
no04,533967_00280_11490_0,1415,14:15,1213.201,1216.7865,3.585499999999911
no04,533967_00280_11490_0,1430,14:30,778.4219999999999,779.388,0.9660000000001219
no04,533967_00280_11490_0,1445,14:45,926.123,923.6065,-2.5165000000000646
no04,533967_00280_11490_0,1500,15:00,677.4404999999999,682.5195,5.079000000000065
no04,533967_00280_11490_0,1515,15:15,928.7965,924.014,-4.782500000000027
no04,533967_00280_11490_0,1530,15:30,903.33,907.1595,3.829499999999939
no04,533967_00280_11490_0,1545,15:45,794.3435,789.1625,-5.180999999999926
no04,533967_00280_11490_0,1600,16:00,815.962,818.068,2.1059999999999945
no04,533967_00280_11490_0,1615,16:15,852.741,844.3059999999999,-8.43500000000006
no04,533967_00280_11490_0,1630,16:30,571.6175000000001,578.986,7.368499999999926
no04,533967_00280_11490_0,1645,16:45,898.6545,899.3285,0.6739999999999782
no04,533967_00280_11490_0,1700,17:00,705.4395000000001,702.7155,-2.7240000000000464
