scenario,link_id,slot_code,HHMM,TTT_base,TTT_scen,TTT_diff
no05,533967_00280_11490_0,630,06:30,1127.621,1127.9705,0.3494999999998072
no05,533967_00280_11490_0,645,06:45,940.0355,940.2125,0.17700000000002092
no05,533967_00280_11490_0,700,07:00,1012.581,1012.7685,0.1875
no05,533967_00280_11490_0,715,07:15,1090.9245,1091.266,0.34149999999999636
no05,533967_00280_11490_0,730,07:30,969.839,969.96,0.1209999999999809
no05,533967_00280_11490_0,745,07:45,1244.181,1244.3365,0.1554999999998472
no05,533967_00280_11490_0,800,08:00,973.8745,973.815,-0.059499999999957254
no05,533967_00280_11490_0,815,08:15,1148.3635,1148.65,0.28650000000016007
no05,533967_00280_11490_0,830,08:30,1074.2515,1074.587,0.33549999999991087
no05,533967_00280_11490_0,845,08:45,1302.2365,1301.1375,-1.0989999999999327
no05,533967_00280_11490_0,900,09:00,819.174,816.9689999999999,-2.205000000000041
no05,533967_00280_11490_0,915,09:15,1066.9435,1067.404,0.46049999999991087
no05,533967_00280_11490_0,930,09:30,1253.9555,1254.5555,0.599999999999909
no05,533967_00280_11490_0,945,09:45,898.9055000000001,899.128,0.22249999999996817
no05,533967_00280_11490_0,1000,10:00,754.9905,755.083,0.09249999999997272
no05,533967_00280_11490_0,1015,10:15,735.5135,735.5135,0.0
no05,533967_00280_11490_0,1030,10:30,731.9285,731.9285,0.0
no05,533967_00280_11490_0,1045,10:45,783.6195,783.672,0.052500000000009095
no05,533967_00280_11490_0,1100,11:00,853.9675,854.128,0.16050000000007003
no05,533967_00280_11490_0,1115,11:15,849.458,849.458,0.0
no05,533967_00280_11490_0,1130,11:30,893.6360000000001,893.6360000000001,0.0
no05,533967_00280_11490_0,1145,11:45,813.6115,813.8675,0.2559999999999718
no05,533967_00280_11490_0,1200,12:00,733.121,733.121,0.0
no05,533967_00280_11490_0,1215,12:15,797.3575,797.454,0.09649999999999181
no05,533967_00280_11490_0,1230,12:30,889.6015,889.7115,0.11000000000001364
no05,533967_00280_11490_0,1245,12:45,865.025,865.2385,0.2135000000000673
no05,533967_00280_11490_0,1300,13:00,948.2865,948.465,0.17849999999998545
no05,533967_00280_11490_0,1315,13:15,873.5440000000001,873.597,0.052999999999883585
no05,533967_00280_11490_0,1330,13:30,963.2245,963.4635,0.23899999999991905
no05,533967_00280_11490_0,1345,13:45,870.106,870.2695,0.1634999999999991
no05,533967_00280_11490_0,1400,14:00,1037.4625,1037.655,0.19249999999988177
no05,533967_00280_11490_0,1415,14:15,1213.201,1213.275,0.07400000000006912
no05,533967_00280_11490_0,1430,14:30,778.4219999999999,778.52,0.09800000000007003
no05,533967_00280_11490_0,1445,14:45,926.123,926.833,0.7099999999999227
no05,533967_00280_11490_0,1500,15:00,677.4404999999999,677.6545,0.21400000000005548
no05,533967_00280_11490_0,1515,15:15,928.7965,928.9115,0.1150000000000091
no05,533967_00280_11490_0,1530,15:30,903.33,903.3875,0.05750000000000455
no05,533967_00280_11490_0,1545,15:45,794.3435,794.3929999999999,0.04949999999996635
no05,533967_00280_11490_0,1600,16:00,815.962,816.0125,0.05050000000005639
no05,533967_00280_11490_0,1615,16:15,852.741,852.7955,0.0544999999999618
no05,533967_00280_11490_0,1630,16:30,571.6175000000001,571.6175000000001,0.0
no05,533967_00280_11490_0,1645,16:45,898.6545,898.8225,0.16800000000000637
no05,533967_00280_11490_0,1700,17:00,705.4395000000001,705.4395000000001,0.0
no05,533967_00280_11490_0,1715,17:15,944.119,944.236,0.1169999999999618
no05,533967_00280_11490_0,1730,17:30,831.6469999999999,831.6469999999999,0.0
no05,533967_00280_11490_0,1745,17:45,902.273,902.273,0.0
no05,533967_00280_11490_0,1800,18:00,589.002,589.0385,0.036500000000046384
no05,533967_00280_11490_0,1815,18:15,747.6205,747.6205,0.0
no05,533967_00280_11490_0,1830,18:30,518.3235,518.3235,0.0
no05,533967_00280_11490_0,1845,18:45,673.971,674.2194999999999,0.24849999999992178
no05,533967_00280_11490_1,630,06:30,618.0835,616.8475000000001,-1.2359999999998763
no05,533967_00280_11490_1,645,06:45,557.453,557.682,0.22900000000004184
no05,533967_00280_11490_1,700,07:00,674.5285,673.0685,-1.4600000000000364
no05,533967_00280_11490_1,715,07:15,972.172,978.0045,5.832499999999982
no05,533967_00280_11490_1,730,07:30,1020.2525,1019.132,-1.1205000000001064
no05,533967_00280_11490_1,745,07:45,1225.6115,1206.364,-19.247499999999945
no05,533967_00280_11490_1,800,08:00,1124.912,1127.9155,3.003500000000031
no05,533967_00280_11490_1,815,08:15,1084.8695,1096.9705,12.100999999999885
no05,533967_00280_11490_1,830,08:30,1131.8975,1117.541,-14.356500000000096
no05,533967_00280_11490_1,845,08:45,993.5745,1006.506,12.931500000000028
no05,533967_00280_11490_1,900,09:00,1113.926,1118.1655,4.239500000000135
no05,533967_00280_11490_1,915,09:15,985.9675,984.9265,-1.04099999999994
no05,533967_00280_11490_1,930,09:30,1066.2585,1064.4325,-1.8260000000000218
no05,533967_00280_11490_1,945,09:45,972.7985,974.865,2.066500000000019
no05,533967_00280_11490_1,1000,10:00,974.6965,968.3295,-6.366999999999962
no05,533967_00280_11490_1,1015,10:15,898.7515,910.154,11.402500000000032
no05,533967_00280_11490_1,1030,10:30,934.6805,929.333,-5.347500000000082
no05,533967_00280_11490_1,1045,10:45,950.4875,956.9435,6.456000000000017
no05,533967_00280_11490_1,1100,11:00,957.1605,954.971,-2.1894999999999527
no05,533967_00280_11490_1,1115,11:15,888.3979999999999,881.7645,-6.633499999999913
no05,533967_00280_11490_1,1130,11:30,1044.8215,1047.82,2.998499999999922
no05,533967_00280_11490_1,1145,11:45,921.0965,925.108,4.011499999999955
no05,533967_00280_11490_1,1200,12:00,1125.9015,1121.768,-4.133499999999913
no05,533967_00280_11490_1,1215,12:15,1216.5295,1223.524,6.994499999999789
no05,533967_00280_11490_1,1230,12:30,959.8235,955.421,-4.402499999999918
no05,533967_00280_11490_1,1245,12:45,913.1745,913.7065,0.5320000000000391
no05,533967_00280_11490_1,1300,13:00,1043.9985,1043.487,-0.5114999999998417
no05,533967_00280_11490_1,1315,13:15,905.6775,911.6865,6.0090000000000146
no05,533967_00280_11490_1,1330,13:30,916.611,912.161,-4.4500000000000455
no05,533967_00280_11490_1,1345,13:45,618.521,620.2015,1.6805000000000518
no05,533967_00280_11490_1,1400,14:00,811.8265,808.5115,-3.3150000000000546
no05,533967_00280_11490_1,1415,14:15,1018.06,1018.8575,0.7975000000000136
no05,533967_00280_11490_1,1430,14:30,1005.8455,1007.435,1.58949999999993
no05,533967_00280_11490_1,1445,14:45,882.979,885.0245000000001,2.045500000000061
no05,533967_00280_11490_1,1500,15:00,872.0135,865.6510000000001,-6.3624999999999545
no05,533967_00280_11490_1,1515,15:15,861.4675,858.8125,-2.6549999999999727
no05,533967_00280_11490_1,1530,15:30,876.5854999999999,884.5495000000001,7.964000000000169
no05,533967_00280_11490_1,1545,15:45,937.8345,935.0545,-2.7800000000000864
no05,533967_00280_11490_1,1600,16:00,1195.8065,1188.2615,-7.544999999999845
no05,533967_00280_11490_1,1615,16:15,1110.4085,1117.156,6.747499999999945
no05,533967_00280_11490_1,1630,16:30,1162.0404999999998,1153.2334999999998,-8.807000000000016
no05,533967_00280_11490_1,1645,16:45,1220.307,1239.879,19.57199999999989
no05,533967_00280_11490_1,1700,17:00,1227.7965,1219.1015,-8.694999999999936
no05,533967_00280_11490_1,1715,17:15,1187.916,1174.936,-12.980000000000018
no05,533967_00280_11490_1,1730,17:30,964.482,952.249,-12.232999999999947
no05,533967_00280_11490_1,1745,17:45,779.158,766.384,-12.774000000000001
no05,533967_00280_11490_1,1800,18:00,1045.472,1048.8595,3.3875000000000455
no05,533967_00280_11490_1,1815,18:15,1100.876,1094.4115,-6.464500000000044
no05,533967_00280_11490_1,1830,18:30,927.881,965.5735,37.692499999999995
no05,533967_00280_11490_1,1845,18:45,815.9485,817.0260000000001,1.0775000000001
no05,533967_00280_13214_0,630,06:30,764.6335,763.538,-1.0955000000000155
no05,533967_00280_13214_0,645,06:45,745.967,747.8705,1.9035000000000082
no05,533967_00280_13214_0,700,07:00,844.9465,846.4735000000001,1.5270000000000437
no05,533967_00280_13214_0,715,07:15,1279.1385,1282.2154999999998,3.076999999999771
no05,533967_00280_13214_0,730,07:30,1290.65,1289.923,-0.7270000000000891
no05,533967_00280_13214_0,745,07:45,1602.838,1581.8625,-20.97550000000001
no05,533967_00280_13214_0,800,08:00,1447.3735,1447.864,0.49050000000011096
