scenario,link_id,slot_code,HHMM,TTT_base,TTT_scen,TTT_diff
no06,533967_00280_11490_0,630,06:30,1127.621,1127.9705,0.3494999999998072
no06,533967_00280_11490_0,645,06:45,940.0355,940.2125,0.17700000000002092
no06,533967_00280_11490_0,700,07:00,1012.581,1012.7685,0.1875
no06,533967_00280_11490_0,715,07:15,1090.9245,1092.4035,1.4789999999998145
no06,533967_00280_11490_0,730,07:30,969.839,966.7015,-3.1375000000000455
no06,533967_00280_11490_0,745,07:45,1244.181,1246.7285,2.5474999999999
no06,533967_00280_11490_0,800,08:00,973.8745,975.7775,1.90300000000002
no06,533967_00280_11490_0,815,08:15,1148.3635,1146.6619999999998,-1.7015000000001237
no06,533967_00280_11490_0,830,08:30,1074.2515,1075.6,1.3484999999998308
no06,533967_00280_11490_0,845,08:45,1302.2365,1298.5275,-3.70900000000006
no06,533967_00280_11490_0,900,09:00,819.174,821.9245000000001,2.750500000000102
no06,533967_00280_11490_0,915,09:15,1066.9435,1069.9475,3.0039999999999054
no06,533967_00280_11490_0,930,09:30,1253.9555,1256.8435,2.88799999999992
no06,533967_00280_11490_0,945,09:45,898.9055000000001,894.5780000000001,-4.327499999999986
no06,533967_00280_11490_0,1000,10:00,754.9905,760.5,5.509500000000003
no06,533967_00280_11490_0,1015,10:15,735.5135,734.7090000000001,-0.8044999999999618
no06,533967_00280_11490_0,1030,10:30,731.9285,731.8795,-0.04899999999997817
no06,533967_00280_11490_0,1045,10:45,783.6195,786.8399999999999,3.2204999999999018
no06,533967_00280_11490_0,1100,11:00,853.9675,857.3074999999999,3.339999999999918
no06,533967_00280_11490_0,1115,11:15,849.458,846.3605,-3.097499999999968
no06,533967_00280_11490_0,1130,11:30,893.6360000000001,896.1985000000001,2.5625
no06,533967_00280_11490_0,1145,11:45,813.6115,810.7965,-2.814999999999941
no06,533967_00280_11490_0,1200,12:00,733.121,737.232,4.11099999999999
no06,533967_00280_11490_0,1215,12:15,797.3575,796.3774999999999,-0.9800000000000182
no06,533967_00280_11490_0,1230,12:30,889.6015,890.518,0.9165000000000418
no06,533967_00280_11490_0,1245,12:45,865.025,865.668,0.6430000000000291
no06,533967_00280_11490_0,1300,13:00,948.2865,947.1695,-1.1170000000000755
no06,533967_00280_11490_0,1315,13:15,873.5440000000001,871.7075000000001,-1.836500000000001
no06,533967_00280_11490_0,1330,13:30,963.2245,965.8725,2.647999999999911
no06,533967_00280_11490_0,1345,13:45,870.106,869.6335000000001,-0.4724999999998545
no06,533967_00280_11490_0,1400,14:00,1037.4625,1035.241,-2.2215000000001055
no06,533967_00280_11490_0,1415,14:15,1213.201,1216.7865,3.585499999999911
no06,533967_00280_11490_0,1430,14:30,778.4219999999999,779.388,0.9660000000001219
no06,533967_00280_11490_0,1445,14:45,926.123,923.6065,-2.5165000000000646
no06,533967_00280_11490_0,1500,15:00,677.4404999999999,682.3875,4.947000000000116
no06,533967_00280_11490_0,1515,15:15,928.7965,924.0115,-4.785000000000082
no06,533967_00280_11490_0,1530,15:30,903.33,907.1595,3.829499999999939
no06,533967_00280_11490_0,1545,15:45,794.3435,789.1625,-5.180999999999926
no06,533967_00280_11490_0,1600,16:00,815.962,818.068,2.1059999999999945
no06,533967_00280_11490_0,1615,16:15,852.741,844.3059999999999,-8.43500000000006
no06,533967_00280_11490_0,1630,16:30,571.6175000000001,578.986,7.368499999999926
no06,533967_00280_11490_0,1645,16:45,898.6545,899.3285,0.6739999999999782
no06,533967_00280_11490_0,1700,17:00,705.4395000000001,702.7155,-2.7240000000000464
no06,533967_00280_11490_0,1715,17:15,944.119,951.14,7.020999999999958
no06,533967_00280_11490_0,1730,17:30,831.6469999999999,832.9039999999999,1.2569999999999482
no06,533967_00280_11490_0,1745,17:45,902.273,896.375,-5.898000000000025
no06,533967_00280_11490_0,1800,18:00,589.002,591.4245,2.4225000000000136
no06,533967_00280_11490_0,1815,18:15,747.6205,747.1265000000001,-0.4939999999999145
no06,533967_00280_11490_0,1830,18:30,518.3235,515.3595,-2.963999999999942
no06,533967_00280_11490_0,1845,18:45,673.971,679.6255,5.6544999999999845
no06,533967_00280_11490_1,630,06:30,618.0835,616.8475000000001,-1.2359999999998763
no06,533967_00280_11490_1,645,06:45,557.453,557.682,0.22900000000004184
no06,533967_00280_11490_1,700,07:00,674.5285,672.3415,-2.187000000000012
no06,533967_00280_11490_1,715,07:15,972.172,977.611,5.4389999999999645
no06,533967_00280_11490_1,730,07:30,1020.2525,1015.5735,-4.679000000000087
no06,533967_00280_11490_1,745,07:45,1225.6115,1205.294,-20.31749999999988
no06,533967_00280_11490_1,800,08:00,1124.912,1128.52,3.6079999999999472
no06,533967_00280_11490_1,815,08:15,1084.8695,1094.235,9.365499999999884
no06,533967_00280_11490_1,830,08:30,1131.8975,1123.1255,-8.771999999999935
no06,533967_00280_11490_1,845,08:45,993.5745,1008.473,14.898500000000013
no06,533967_00280_11490_1,900,09:00,1113.926,1122.403,8.47700000000009
no06,533967_00280_11490_1,915,09:15,985.9675,980.073,-5.894499999999994
no06,533967_00280_11490_1,930,09:30,1066.2585,1068.694,2.4355000000000473
no06,533967_00280_11490_1,945,09:45,972.7985,977.245,4.4465000000000146
no06,533967_00280_11490_1,1000,10:00,974.6965,963.915,-10.781500000000051
no06,533967_00280_11490_1,1015,10:15,898.7515,914.0265,15.275000000000091
no06,533967_00280_11490_1,1030,10:30,934.6805,927.9395,-6.741000000000099
no06,533967_00280_11490_1,1045,10:45,950.4875,951.1475,0.6600000000000819
no06,533967_00280_11490_1,1100,11:00,957.1605,965.6135,8.453000000000088
no06,533967_00280_11490_1,1115,11:15,888.3979999999999,875.548,-12.849999999999909
no06,533967_00280_11490_1,1130,11:30,1044.8215,1052.163,7.341499999999996
no06,533967_00280_11490_1,1145,11:45,921.0965,923.8395,2.743000000000052
no06,533967_00280_11490_1,1200,12:00,1125.9015,1112.1705,-13.730999999999995
no06,533967_00280_11490_1,1215,12:15,1216.5295,1227.7215,11.192000000000007
no06,533967_00280_11490_1,1230,12:30,959.8235,947.28,-12.543499999999995
no06,533967_00280_11490_1,1245,12:45,913.1745,928.5845,15.410000000000082
no06,533967_00280_11490_1,1300,13:00,1043.9985,1045.746,1.7475000000001728
no06,533967_00280_11490_1,1315,13:15,905.6775,916.7505,11.072999999999979
no06,533967_00280_11490_1,1330,13:30,916.611,897.6744999999999,-18.936500000000137
no06,533967_00280_11490_1,1345,13:45,618.521,602.0725,-16.448499999999967
no06,533967_00280_11490_1,1400,14:00,811.8265,822.649,10.822499999999991
no06,533967_00280_11490_1,1415,14:15,1018.06,1034.73,16.670000000000073
no06,533967_00280_11490_1,1430,14:30,1005.8455,997.1565,-8.688999999999965
no06,533967_00280_11490_1,1445,14:45,882.979,877.3835000000001,-5.595499999999902
no06,533967_00280_11490_1,1500,15:00,872.0135,844.6245000000001,-27.388999999999896
no06,533967_00280_11490_1,1515,15:15,861.4675,883.7895000000001,22.322000000000116
no06,533967_00280_11490_1,1530,15:30,876.5854999999999,885.4195,8.83400000000006
no06,533967_00280_11490_1,1545,15:45,937.8345,929.267,-8.567499999999995
no06,533967_00280_11490_1,1600,16:00,1195.8065,1197.638,1.8315000000000055
no06,533967_00280_11490_1,1615,16:15,1110.4085,1107.816,-2.5924999999999727
no06,533967_00280_11490_1,1630,16:30,1162.0404999999998,1151.245,-10.795499999999947
no06,533967_00280_11490_1,1645,16:45,1220.307,1249.9405000000002,29.63350000000014
no06,533967_00280_11490_1,1700,17:00,1227.7965,1221.28,-6.516499999999951
no06,533967_00280_11490_1,1715,17:15,1187.916,1173.656,-14.259999999999991
no06,533967_00280_11490_1,1730,17:30,964.482,967.4465,2.9645000000000437
no06,533967_00280_11490_1,1745,17:45,779.158,739.604,-39.553999999999974
no06,533967_00280_11490_1,1800,18:00,1045.472,1053.3365,7.864499999999907
no06,533967_00280_11490_1,1815,18:15,1100.876,1097.7965,-3.0795000000000528
no06,533967_00280_11490_1,1830,18:30,927.881,963.722,35.84100000000001
no06,533967_00280_11490_1,1845,18:45,815.9485,824.7104999999999,8.761999999999944
