scenario,link_id,slot_code,HHMM,V_base,V_scen,V_diff
no07,533967_00280_11490_0,630,06:30,52.234724456509454,52.21180748015788,-0.022916976351574192
no07,533967_00280_11490_0,645,06:45,52.53664043512322,52.53970440610589,0.00306397098267297
no07,533967_00280_11490_0,700,07:00,52.27631852283254,52.27255226504533,-0.0037662577872126235
no07,533967_00280_11490_0,715,07:15,52.36759490560877,52.371978527248245,0.004383621639476587
no07,533967_00280_11490_0,730,07:30,52.510604711046525,52.49517737890932,-0.015427332137207372
no07,533967_00280_11490_0,745,07:45,52.36115628546777,52.34480969492031,-0.01634659054746379
no07,533967_00280_11490_0,800,08:00,52.29283599987849,52.28654198091165,-0.0062940189668410085
no07,533967_00280_11490_0,815,08:15,52.393236998914105,52.39221866618863,-0.0010183327254722485
no07,533967_00280_11490_0,830,08:30,52.32080598261422,52.34842166641239,0.027615683798174473
no07,533967_00280_11490_0,845,08:45,51.565411374875126,51.27051264762538,-0.29489872724974475
no07,533967_00280_11490_0,900,09:00,52.36190991837883,51.454052940431176,-0.9078569779476524
no07,533967_00280_11490_0,915,09:15,52.09553942580931,52.05705846136577,-0.038480964443536436
no07,533967_00280_11490_0,930,09:30,51.782901851009,51.74458585972799,-0.03831599128101004
no07,533967_00280_11490_0,945,09:45,52.33500825933256,52.33098406947838,-0.004024189854177962
no07,533967_00280_11490_0,1000,10:00,52.364238814357485,52.36168565208859,-0.0025531622688959033
no07,533967_00280_11490_0,1015,10:15,52.290159819421135,52.28029391832233,-0.009865901098805807
no07,533967_00280_11490_0,1030,10:30,52.42943089455429,52.4234554739819,-0.0059754205723834275
no07,533967_00280_11490_0,1045,10:45,52.33608880552534,52.314618075502445,-0.02147073002289801
no07,533967_00280_11490_0,1100,11:00,52.3221230033648,52.31049954458221,-0.011623458782594298
no07,533967_00280_11490_0,1115,11:15,52.45204585102825,52.46096784944864,0.008921998420390764
no07,533967_00280_11490_0,1130,11:30,52.43244850213912,52.44033906114429,0.007890559005176101
no07,533967_00280_11490_0,1145,11:45,52.45525712777421,52.433459938303926,-0.021797189470284195
