scenario,link_id,slot_code,HHMM,V_base,V_scen,V_diff
no03,533967_00280_11490_0,630,06:30,52.234724456509454,52.21858683319713,-0.016137623312324934
no03,533967_00280_11490_0,645,06:45,52.53664043512322,52.52684557985265,-0.009794855270570224
no03,533967_00280_11490_0,700,07:00,52.27631852283254,52.26658843424053,-0.009730088592007746
no03,533967_00280_11490_0,715,07:15,52.36759490560877,52.35782404533028,-0.009770860278486282
no03,533967_00280_11490_0,730,07:30,52.510604711046525,52.50409384107875,-0.0065108699677765
no03,533967_00280_11490_0,745,07:45,52.36115628546777,52.35790489450248,-0.003251390965289147
no03,533967_00280_11490_0,800,08:00,52.29283599987849,52.29604739870025,0.0032113988217616907
no03,533967_00280_11490_0,815,08:15,52.393236998914105,52.37700409802774,-0.016232900886365087
no03,533967_00280_11490_0,830,08:30,52.32080598261422,52.32664375335471,0.005837770740491521
no03,533967_00280_11490_0,845,08:45,51.565411374875126,51.73985450740565,0.17444313253052712
no03,533967_00280_11490_0,900,09:00,52.36190991837883,52.47161159397895,0.109701675600121
no03,533967_00280_11490_0,915,09:15,52.09553942580931,52.0748266563099,-0.02071276949940426
no03,533967_00280_11490_0,930,09:30,51.782901851009,51.76495730303505,-0.017944547973954172
no03,533967_00280_11490_0,945,09:45,52.33500825933256,52.3285612600565,-0.006446999276057852
no03,533967_00280_11490_0,1000,10:00,52.364238814357485,52.35772776353621,-0.0065110508212740115
no03,533967_00280_11490_0,1015,10:15,52.290159819421135,52.290159819421135,0.0
no03,533967_00280_11490_0,1030,10:30,52.42943089455429,52.42943089455429,0.0
no03,533967_00280_11490_0,1045,10:45,52.33608880552534,52.33259503689586,-0.0034937686294824744
no03,533967_00280_11490_0,1100,11:00,52.3221230033648,52.31234429440025,-0.009778708964553573
no03,533967_00280_11490_0,1115,11:15,52.45204585102825,52.45204585102825,0.0
no03,533967_00280_11490_0,1130,11:30,52.43244850213912,52.43244850213912,0.0
no03,533967_00280_11490_0,1145,11:45,52.45525712777421,52.43893513566021,-0.016321992114001205
no03,533967_00280_11490_0,1200,12:00,52.51731920893462,52.51731920893462,0.0
no03,533967_00280_11490_0,1215,12:15,52.49099061732468,52.48448783539412,-0.006502781930556978
no03,533967_00280_11490_0,1230,12:30,52.38361149008063,52.3771328521424,-0.006478637938229781
no03,533967_00280_11490_0,1245,12:45,52.45832245723436,52.44531650159363,-0.013005955640728928
no03,533967_00280_11490_0,1300,13:00,52.43567412957125,52.42586306770892,-0.009811061862329495
no03,533967_00280_11490_0,1315,13:15,52.28672261077579,52.28344686489764,-0.003275745878148939
no03,533967_00280_11490_0,1330,13:30,52.25828603750987,52.24528832159426,-0.012997715915609831
no03,533967_00280_11490_0,1345,13:45,52.419552465721736,52.40985354352242,-0.009698922199312676
no03,533967_00280_11490_0,1400,14:00,52.36114017245494,52.35144995662766,-0.009690215827276916
no03,533967_00280_11490_0,1415,14:15,52.34205734542593,52.33888520540428,-0.0031721400216468965
no03,533967_00280_11490_0,1430,14:30,52.44204812629094,52.4355129014103,-0.006535224880643398
no03,533967_00280_11490_0,1445,14:45,52.32632384369613,52.28894059153705,-0.03738325215908134
no03,533967_00280_11490_0,1500,15:00,52.5367380377372,52.533446085567775,-0.003291952169426793
no03,533967_00280_11490_0,1515,15:15,52.33165992890842,52.33491991417186,0.0032599852634405124
