link_id,TTT_mean,TTT_std,V_mean
I_11_533967_13845533967_01485,463660.8931578948,2335.6526631116512,30.853150853781788
533967_00535_00609_1,450891.37263157894,12972.984867194788,17.399209236453082
533967_00766_11513_1,337565.10842105263,11318.629841228943,19.443247338713437
533967_00538_11513_1,319633.70263157896,9642.375155767062,10.761695389142181
533967_00538_00539_1,314716.96894736844,9789.501020912881,15.15542430975452
533967_00939_01421_1,287904.3231578947,6426.1288967032815,14.817744120071525
533967_00535_00609_0,280528.4947368421,347.2942240356607,29.91581698996764
I_11_533967_00939533967_01485,265612.41,8307.259754723924,21.006212106546634
I_11_533967_01405533967_00937,247116.1552631579,4102.802304049666,8.861761461108928
533967_00532_00534_1,220527.8552631579,3309.179665783866,25.65277744943613
533967_00532_11490_1,216555.60789473684,3090.686482825058,26.04477460712304
533967_00532_00534_0,214601.56578947368,4306.756564491705,26.514350221756494
533967_00535_11512_1,193162.57157894736,2330.28022460882,13.793899616977251
533967_00538_00539_0,189589.24157894737,1605.1107577819496,23.271880587366255
I_11_533967_00937533967_01657,184823.29315789472,1927.0648408656584,20.227618602004355
I_11_533967_01485533967_14155,180759.34263157894,246.1856685702001,48.48241026124074
533967_00766_11513_0,177054.8152631579,24942.886125850782,29.309524046179675
I_11_533967_13718533967_00977,175803.8410526316,6139.356248023337,12.279577398504607
533967_00319_11518_1,170025.4963157895,12499.898842128103,23.65123575019483
I_11_533967_00978533967_00977,166448.41315789474,4487.519368567361,23.372169563826095
533967_00534_00766_1,163743.40368421053,2634.111717067293,30.03467219246147
I_11_533967_01485533967_00940,158839.4657894737,2335.2503477698197,24.846543876807143
533967_00534_00766_0,158593.22210526318,1822.2392173781354,32.81388818706856
I_11_533967_01485533967_01405,153191.24315789473,12929.150927368248,20.595828785650337
533967_00535_00538_0,146805.75210526315,806.6498276932464,14.350662414305196
I_11_0129024146232,145910.26736842105,327.97700120659243,29.964032768652906
533967_00938_00939_0,143916.3668421053,4243.911235706532,12.218963664879647
533967_00319_00539_0,143081.91842105263,11374.671176193895,16.874664979205328
I_11_533967_14021533967_01485,136566.90631578947,4980.376638586692,8.912138341703018
533967_01420_01654_0,136068.5752631579,3804.3224620385113,14.283730416722804
I_11_533967_00977533967_01421,135959.75421052633,9002.825619894948,31.568912587985192
533967_00535_14018_1,135668.47157894736,3336.798161783355,10.519670942015216
533967_00532_01530_1,134289.2463157895,2453.2944730849176,9.592706424966615
533967_00534_11504_1,127048.93789473684,1772.1543609923506,7.263467343616563
533967_00693_01661_0,125022.88631578947,1189.2098677096014,26.076522126902717
533967_00532_11490_0,121807.74684210526,177.9173479160293,48.12353197064116
I_11_533967_01555533967_00977,120818.84,4237.337588912535,19.542278765618413
533967_13844_14155_1,120202.38210526317,100.80712048147345,47.98584243643191
533967_01420_01654_1,118628.72578947368,1577.686893782993,21.82196373886354
I_11_533967_-00001533967_00539,115624.73894736842,2457.3019820117433,4.439488604291934
533967_00538_11513_0,112531.9894736842,800.6221228136241,39.27350986562574
533967_00319_11518_0,111592.3947368421,98.53606538659531,29.94931140112245
533967_00766_14156_0,107771.31842105264,2225.9269586605537,40.832239893461576
533967_00695_11518_1,106186.35842105263,99.16767855300178,28.871870458545477
