scenario,timestr,slot_code,V_net_mean,V_net_std,TTT_mean,TTT_std,flow_veh_mean,flow_veh_std
no06,2022/10/18 06:30:00,0630,27.978011857287424,0.4103519088764271,168852.069,4863.2360058546465,7878.25,136.68206481504905
no06,2022/10/18 06:45:00,0645,25.99424472165102,0.39955497270784257,214480.038,5541.2876235654885,9014.35,141.5750777205472
no06,2022/10/18 07:00:00,0700,27.91721279726937,0.3816380027982332,200728.6335,4288.440572251093,8916.6,136.04658644821075
no06,2022/10/18 07:15:00,0715,27.602175726145287,0.3997462328680813,242179.972,4473.726658935421,10550.65,99.78992407737567
no06,2022/10/18 07:30:00,0730,25.9174362439848,0.5532355858610041,276671.487,6970.48825659942,11389.6,89.54704732268137
no06,2022/10/18 07:45:00,0745,26.20073737111424,0.5699424618201633,267441.4115,7511.752143012686,11616.45,144.01552365155496
no06,2022/10/18 08:00:00,0800,24.70969216631214,0.6413302229870018,312487.5935,10049.229081335587,12383.55,172.5750713838992
no06,2022/10/18 08:15:00,0815,25.050509536486324,0.8168021679330311,308464.3735,12406.095371348842,12153.8,102.02301082031524
no06,2022/10/18 08:30:00,0830,24.73481416280055,0.4024632873637366,320427.04449999996,6576.86803424618,12839.35,157.98843228807027
no06,2022/10/18 08:45:00,0845,25.121675714282652,0.721585687505702,297441.512,10615.563255310606,11718.9,109.9731546189436
no06,2022/10/18 09:00:00,0900,26.50407924899286,0.43603753794946043,258547.45099999997,7149.475116291582,10526.45,120.54371340764834
no06,2022/10/18 09:15:00,0915,27.125514912346148,0.5642408911460517,224571.86800000002,6310.611514753793,9868.7,120.71240288605952
no06,2022/10/18 09:30:00,0930,27.121000807887366,0.6025259104235455,239910.7685,5739.44839491271,10405.15,139.94182061805094
no06,2022/10/18 09:45:00,0945,28.18000169579252,0.4591820249569091,222837.65350000001,4513.213419213784,9945.2,116.52584985405841
no06,2022/10/18 10:00:00,1000,25.97899554892326,0.7239271914179349,255816.3775,5980.14442904524,10727.95,127.30091784512196
no06,2022/10/18 10:15:00,1015,25.563401339920926,1.2582563617952194,245381.8825,15002.201913697761,9729.65,110.26679368456165
no06,2022/10/18 10:30:00,1030,28.205961078880676,0.5117815490593564,211753.338,4515.381387217186,9305.55,108.52478494504571
no06,2022/10/18 10:45:00,1045,29.110373652616637,0.20907174470449727,201907.6145,3180.5736189222152,9154.1,109.56079782957305
no06,2022/10/18 11:00:00,1100,27.628201731288282,0.23307697535816765,226922.7675,3724.9435998257663,9891.7,108.80407306617454
no06,2022/10/18 11:15:00,1115,27.287142647002497,0.4006249890240975,236020.61000000002,6246.704827739612,10434.15,157.16309832045243
no06,2022/10/18 11:30:00,1130,28.249749461285887,0.2387529461989838,207773.3805,4870.111504558863,9276.6,127.55820137036329
no06,2022/10/18 11:45:00,1145,28.526836824514998,0.28884884650847004,213501.8915,4127.828958469795,9385.9,110.14817770908223
no06,2022/10/18 12:00:00,1200,28.116331922782592,0.39556165703674,219509.63799999998,4572.544550758303,9769.1,128.2230375884965
no06,2022/10/18 12:15:00,1215,28.37781987460404,0.3287637398994744,227928.30099999998,3828.1424694008633,9985.85,95.08017392539962
no06,2022/10/18 12:30:00,1230,28.109611167890215,0.4225807981950374,212892.0565,5533.779022936057,9713.7,167.06352400398947
no06,2022/10/18 12:45:00,1245,29.061039939259246,0.2244897968868579,211744.163,3530.6983199616484,9483.5,118.04303407968133
no06,2022/10/18 13:00:00,1300,28.83611710220086,0.21007970905006715,217455.033,3242.9805066637546,9656.35,94.4492484158332
no06,2022/10/18 13:15:00,1315,29.016443022732524,0.28810711447696147,206741.925,4104.340765753539,9160.7,124.07005661064422
no06,2022/10/18 13:30:00,1330,28.46270929855544,0.23374709886221884,203733.5595,3963.389706277461,9164.85,121.56534954717331
no06,2022/10/18 13:45:00,1345,28.597522322796028,0.21119959873023583,185518.278,3079.7467482512566,8165.2,95.79396750592556
no06,2022/10/18 14:00:00,1400,28.55898487328608,0.247349006651107,202662.0205,3900.0737743649456,9159.0,112.03007115103202
no06,2022/10/18 14:15:00,1415,28.463912868612066,0.377356661726776,216374.93050000002,7023.097908208973,9375.1,180.27286335762773
no06,2022/10/18 14:30:00,1430,29.13942300260007,0.2189142841832224,210489.09350000002,3836.028199269696,9519.7,123.19223317965059
no06,2022/10/18 14:45:00,1445,28.8394610380497,0.2723839462937568,210470.4625,4278.24756521796,9343.3,127.24576303565543
no06,2022/10/18 15:00:00,1500,27.210307973586822,0.4946098822743312,223425.1045,4639.805784684789,9446.65,140.25438355097168
no06,2022/10/18 15:15:00,1515,27.24654039317152,0.386767948306251,224872.7765,5724.95154350559,9610.3,136.21851640113528
no06,2022/10/18 15:30:00,1530,27.30829502987542,0.4892649296702372,219119.90499999997,5547.277581933886,9128.2,101.78904914732128
no06,2022/10/18 15:45:00,1545,27.392116629652627,0.4319461093125225,212772.28999999998,6219.438838377284,8967.35,125.44249049286535
no06,2022/10/18 16:00:00,1600,24.80163313718237,0.2049787268470669,271586.69,5049.920245795452,10568.1,151.08446574507133
no06,2022/10/18 16:15:00,1615,24.76916355297541,0.49715785697420156,269726.45,7741.483846937876,10622.9,166.0129671536471
no06,2022/10/18 16:30:00,1630,24.119974656783143,0.5150842746530642,263354.94550000003,8845.688562259546,10130.0,146.00144195394637
no06,2022/10/18 16:45:00,1645,24.844232773004947,0.6996250362940624,272104.77999999997,7726.050039508529,10485.0,148.81072400518505
no06,2022/10/18 17:00:00,1700,23.96132044401724,0.9022277706015922,294777.39050000004,12210.244702985436,11074.65,146.446783939818
no06,2022/10/18 17:15:00,1715,26.76996024687968,0.4384511461532403,270421.1825,5664.0493957618655,11109.7,119.38002125014124
no06,2022/10/18 17:30:00,1730,26.69099227821629,0.5297231754850565,254065.98500000002,5155.004984953936,10562.5,126.2589236033385
no06,2022/10/18 17:45:00,1745,25.890010690874742,0.9445153278691456,273203.703,10381.544526442403,10980.85,108.29894055952613
no06,2022/10/18 18:00:00,1800,25.858001583704016,0.8911903583305727,273324.2035,9800.045922436055,11227.5,143.74007974923276
no06,2022/10/18 18:15:00,1815,27.008082616013002,0.9137458124124339,245871.842,9843.613049880883,10296.0,113.44463059363508
no06,2022/10/18 18:30:00,1830,27.884779049769623,0.3377759128595493,215720.69100000002,5061.193923266995,9470.0,146.80133370970228
no06,2022/10/18 18:45:00,1845,28.680777646474628,0.3683203442587578,193973.0875,3954.2934680112676,8840.7,119.2746057589264
