scenario,timestr,slot_code,V_net_mean,V_net_std,TTT_mean,TTT_std,flow_veh_mean,flow_veh_std
no05,2022/10/18 06:30:00,0630,27.978011857287424,0.4103519088764271,168852.069,4863.2360058546465,7878.25,136.68206481504905
no05,2022/10/18 06:45:00,0645,25.99424472165102,0.39955497270784257,214480.038,5541.2876235654885,9014.35,141.5750777205472
no05,2022/10/18 07:00:00,0700,27.889280430057035,0.36957677393515714,200867.622,4191.797649523853,8915.95,134.53603508667155
no05,2022/10/18 07:15:00,0715,27.50849712503321,0.32190151010901025,243193.45950000003,4171.367219999846,10564.7,121.51937250799479
no05,2022/10/18 07:30:00,0730,25.77664057789274,0.7192218052593805,278075.6015,9256.241152379453,11369.3,117.40442921798147
no05,2022/10/18 07:45:00,0745,26.154276013527284,0.7015731571280198,268899.69299999997,9595.334132090124,11661.2,138.3400082938301
no05,2022/10/18 08:00:00,0800,24.5961265823535,0.4846438677979959,312222.833,7390.405067602396,12337.5,148.50146198110764
no05,2022/10/18 08:15:00,0815,24.916249300623516,0.7746082938155997,309723.4425,11746.585854380191,12134.35,119.64081111481363
no05,2022/10/18 08:30:00,0830,24.630664539132088,0.34388148518219414,322045.2145,7190.94314746753,12843.7,162.06597097283733
no05,2022/10/18 08:45:00,0845,24.97308724408407,0.8153070176654318,300359.8255,12038.673912562615,11758.15,128.1751577047268
no05,2022/10/18 09:00:00,0900,26.3551500551605,0.6741073812972611,258986.425,9033.57817631326,10482.45,119.98003123327156
no05,2022/10/18 09:15:00,0915,27.285031450614706,0.7511668105626815,224844.31550000003,6772.979792913568,9919.5,99.45191908920754
no05,2022/10/18 09:30:00,0930,26.96389857912384,0.9378355484130759,240979.9025,8574.311723777866,10388.15,115.36818634724486
no05,2022/10/18 09:45:00,0945,28.032279576279944,0.402489777581925,223906.06549999997,4974.668087582877,9950.6,106.35857919519738
no05,2022/10/18 10:00:00,1000,25.774899774197213,0.8189062028356231,256663.7625,8348.877277533455,10684.95,92.43744684351317
