scenario,slot_code,link_id,V_link_kmh_mean,V_link_kmh_std,TTT_sec_mean,TTT_sec_std,flow_veh_mean,flow_veh_std,n_runs,hhmm
no04,0630,533967_00280_11490_0,52.21858683319713,0.20469588668271868,1127.9705,10.86670698921584,139.6,1.1876558069531262,20,06:30
no04,0630,533967_00280_11490_1,49.582384858078605,0.28421103976906076,617.83,25.429044107290526,72.55,3.1701734968294706,20,06:30
no04,0630,533967_00280_13214_0,45.41698714505617,0.06673584296509592,764.0899999999999,35.915485737902465,69.4,3.2670604846752243,20,06:30
no04,0630,533967_00280_13214_1,50.409669115279385,0.20445215028933295,1599.5145,16.86025987032042,140.95,1.2343760409722455,20,06:30
no04,0630,533967_00285_11494_0,50.20036731083019,1.1013215198296593,78.7045,10.675585759844255,17.8,2.307881233831949,20,06:30
no04,0630,533967_00285_11494_1,44.28,0.0,201.0,3.4792618696922912,40.2,0.6958523739384582,20,06:30
no04,0630,533967_00285_11497_0,51.980132601502056,0.31378294872299234,400.258,11.716160049939129,39.8,1.1050125029061646,20,06:30
no04,0630,533967_00285_11497_1,49.357828838983856,0.46016702396345754,188.898,23.653051789301273,17.85,2.2542357790099103,20,06:30
no04,0630,533967_00319_00539_0,30.0944364994292,2.654298771845843,1064.283,110.4415044551449,60.55,2.7620549177054854,20,06:30
no04,0630,533967_00319_00539_1,25.651464362826708,1.044939209715145,1939.6435000000001,134.5634496113851,94.7,3.7710810958634866,20,06:30
no04,0630,533967_00319_01435_0,,,,,0.0,0.0,20,06:30
no04,0630,533967_00319_01435_1,,,,,0.0,0.0,20,06:30
no04,0630,533967_00319_11518_0,29.966017660777162,0.03629967527635936,2755.5165,110.52786837311793,94.7,3.7710810958634866,20,06:30
no04,0630,533967_00319_11518_1,34.03035729413945,2.6286058195043918,1598.4685,150.433898170207,61.8,1.9894458366193593,20,06:30
no04,0630,533967_00319_87770_0,,,,,0.0,0.0,20,06:30
no04,0630,533967_00319_87770_1,,,,,0.0,0.0,20,06:30
no04,0630,533967_00532_00534_0,29.861978198970366,2.078850972657216,4080.619,326.44082421587046,124.55,2.9642608025042527,20,06:30
no04,0630,533967_00532_00534_1,26.21803693469389,1.2474581948444012,2647.9425,167.200569026827,71.1,3.2589956476772017,20,06:30
no04,0630,533967_00532_01530_0,47.273496927006626,0.5532077652750584,457.032,31.034837572603696,41.15,2.641271623569543,20,06:30
no04,0630,533967_00532_01530_1,15.680457955412686,3.5815203808626874,586.9175,114.4943768729553,17.0,2.4494897427831783,20,06:30
no04,0630,533967_00532_11490_0,48.01585910668344,0.24742334944447916,1573.0904999999998,59.965860767870026,73.85,2.7772572611727635,20,06:30
no04,0630,533967_00532_11490_1,24.424914461535057,1.555666677577115,5709.8295,379.75179957267386,136.3,1.5252264715358441,20,06:30
no04,0630,533967_00532_11497_0,45.4532958276906,0.9825737396459657,126.09700000000001,15.652662157971053,17.85,2.2542357790099103,20,06:30
no04,0630,533967_00532_11497_1,8.59818450574248,0.8894445459378074,1413.4705,169.6144913581508,37.1,1.7441631985447625,20,06:30
no04,0630,533967_00533_11502_0,33.13340522286395,0.6925884982367103,10.841578947368422,3.918356037305406,1.7,0.7326950970650465,20,06:30
no04,0630,533967_00533_11502_1,45.44364619204522,0.5799459524299609,365.0675,4.973644089228327,60.55,0.6863327411532592,20,06:30
no04,0630,533967_00533_11503_0,30.43566977969931,0.035836607961660785,1168.6834999999999,45.53828976228339,52.95,2.064104240533766,20,06:30
no04,0630,533967_00533_11503_1,31.91478896103896,0.36370129870129814,27.625,10.012492197250394,1.05,0.6863327411532597,20,06:30
no04,0630,533967_00533_11505_0,30.2933952054019,0.15904543326889162,183.143,54.144405756613864,7.0,2.051956704170308,20,06:30
no04,0630,533967_00533_11505_1,30.318360748388905,0.277912670126178,43.349000000000004,17.846014120805798,1.65,0.6708203932499369,20,06:30
no04,0630,533967_00534_00766_0,29.670786778968306,2.482452285705524,5897.733,748.9501953302791,117.45,5.6798350606148285,20,06:30
no04,0630,533967_00534_00766_1,32.58115430564355,2.922774350634679,1459.8915,184.60159961886058,32.05,3.456115860631016,20,06:30
no04,0630,533967_00534_11504_0,30.688287996127787,1.1426818696551966,15.874375,6.27931840117487,1.25,0.8506963092234006,20,06:30
no04,0630,533967_00534_11504_1,7.955218491077298,0.6573332403669901,1828.6905,187.15196958832541,46.05,3.0170567742333545,20,06:30
no04,0630,533967_00535_00538_0,16.621233423138307,0.9839919328471117,2078.8154999999997,181.70533107710986,59.05,3.9798836269683213,20,06:30
no04,0630,533967_00535_00538_1,15.051916762909446,1.5627410451411412,571.431,87.61394342887378,13.65,1.7554426642213126,20,06:30
no04,0630,533967_00535_00609_0,29.9761509534764,0.03508356551629719,4276.8495,144.29317613346876,69.5,2.3283154063783846,20,06:30
no04,0630,533967_00535_00609_1,18.625082917631694,1.2968584750685295,8784.0635,885.8770742352048,87.8,4.502630809929494,20,06:30
no04,0630,533967_00535_11512_0,43.961837305566846,0.46366486905613297,303.81399999999996,24.61036076212832,25.6,2.0365088806711915,20,06:30
no04,0630,533967_00535_11512_1,14.112897601462425,0.996587220911598,4191.4155,390.37180164657065,111.95,3.6197557347074367,20,06:30
no04,0630,533967_00535_14018_0,42.35138808779669,0.5180936297062831,954.086,40.04821257592295,85.6,3.346640106136304,20,06:30
no04,0630,533967_00535_14018_1,13.454570347170252,1.5648952134608278,1557.4875,182.02462600529748,43.65,1.2680278927697533,20,06:30
