link_id,TTT_mean,TTT_std,V_mean
I_11_533967_13845533967_01485,463706.45999999996,2457.3506166430116,30.842242164913642
533967_00535_00609_1,446640.289,9782.017704228027,17.52218561618426
533967_00538_00539_1,310110.3695,15401.537581992288,15.402480922614647
533967_00766_11513_1,307679.3995,9456.015095314497,21.340962435213306
533967_00538_11513_1,302443.04500000004,11462.50104511021,11.409626945706716
533967_00939_01421_1,284384.45499999996,4614.558113398458,15.283755840777904
533967_00535_00609_0,280308.794,268.6019276373948,29.91802778574809
I_11_533967_00939533967_01485,263791.815,5702.984134477314,21.036285154393322
I_11_533967_01405533967_00937,246116.22149999999,3356.6917232538385,8.89690046467221
533967_00532_11490_1,216449.186,1794.734388714887,26.048667198487657
533967_00532_00534_1,216248.1005,3136.7210753360887,25.67518795370154
533967_00532_00534_0,214937.96099999998,3270.919615491869,26.39076892479783
533967_00535_11512_1,194023.30349999998,1852.3239990553968,13.730915614060994
533967_00538_00539_0,189339.935,1506.127629730251,23.298441326625454
I_11_533967_00937533967_01657,184524.41,2209.536741586582,20.23778264457088
I_11_533967_01485533967_14155,180693.8405,188.936345573549,48.5004014032257
I_11_533967_13718533967_00977,176539.2255,4587.49955825092,12.29066895581765
533967_00319_11518_1,171587.803,15860.952965937948,23.496404139579123
I_11_533967_00978533967_00977,166346.2435,4180.405011317088,23.381458455785143
533967_00534_00766_0,160261.62949999998,2444.281416620551,32.52033803851995
533967_00534_00766_1,159847.313,3646.452688844331,29.93048072059191
I_11_533967_01485533967_00940,157980.244,2722.4730228568264,24.200097156348818
533967_00766_11513_0,152841.327,12373.025020793839,33.68512877690606
I_11_533967_01485533967_01405,151419.397,14567.211215419842,20.878689244177554
533967_00535_00538_0,146757.8065,1085.1092582693423,14.341863431941533
I_11_0129024146232,145824.079,388.75462897091677,29.963162757352997
533967_00319_00539_0,144263.337,12853.062405032673,16.763553721052958
533967_00938_00939_0,143003.76799999998,3521.5615361095593,12.287616290872126
533967_01420_01654_0,135835.182,4072.8837196248633,14.323957358343389
I_11_533967_00977533967_01421,135574.539,6093.778446241971,32.24878654627486
533967_00535_14018_1,135109.819,3494.6923211725107,10.56309689810424
533967_00532_01530_1,132399.9325,1857.8717217342398,9.626936164860277
533967_00534_11504_1,127097.702,1607.0493375048368,7.265264523380641
533967_00693_01661_0,125124.87749999999,1163.5864763958507,26.05528300097892
I_11_533967_14021533967_01485,124422.8335,5109.400696755234,9.324092600041293
533967_00532_11490_0,121849.90800000001,119.38242040204808,48.108799675331724
I_11_533967_01555533967_00977,121391.571,5003.685775206012,20.315598558071553
533967_13844_14155_1,120206.4625,72.64671078691538,47.984634654071336
533967_01420_01654_1,119534.331,2611.2107965037753,21.718980644316204
I_11_533967_-00001533967_00539,116002.19350000001,3239.2195720351447,4.426783592276324
533967_00319_11518_0,111561.7195,100.47602041623796,29.948536169687674
533967_00695_11518_1,106144.1085,116.71587792922341,28.872953753502724
533967_00535_00538_1,104505.39749999999,2023.9687019576052,17.002904840102218
533967_00538_11513_0,104154.414,1796.633867692874,42.45976380344671
533967_00940_13718_0,101246.68549999999,7770.28901345813,35.41749061139962
533967_00766_14156_0,101051.5095,1456.3340182312622,45.432170055693135
I_11_533967_01418533967_00977,99793.733,5878.514977573757,24.063347640924626
533967_01661_13315_1,98447.72750000001,2333.1803805622885,5.490864468382751
I_11_533967_01268533967_00937,93068.913,1259.939844696439,17.04259209650578
533967_01654_01658_1,89546.7525,2413.593974943361,23.65460014487323
533967_01654_01655_0,88958.2085,95.7236180103952,44.712502719755285
533967_00695_11518_0,86621.1575,4430.676866208663,46.346065479170555
533967_00766_14156_1,84347.541,1375.0318748684374,28.899852000037292
533967_00319_00539_1,83268.394,452.4725000820818,24.12239531586264
533967_01419_01420_0,81197.29550000001,1837.8938988775496,14.311688803954734
533967_11501_11504_0,79461.833,3415.8484367339647,23.781680686851676
I_11_533967_01644533967_01485,78881.8265,3879.5040370024954,12.941779315607628
533967_01418_01420_1,78388.544,1442.9604245745722,19.129481805941285
I_11_533967_00977533967_00978,75959.5255,128.46080624782851,39.39666014741103
I_11_0129024139429,75269.545,216.55231023570414,29.407716394605366
533967_00536_11512_0,75069.1135,2099.518842670676,28.660986152256225
I_11_0129024139444,70449.851,272.18664403019744,49.72063963356944
