link_id,TTT_mean,TTT_std,V_mean
I_11_533967_13845533967_01485,463232.8668421053,2198.8185706800014,30.872606089002943
533967_00535_00609_1,447660.09210526315,9318.655347942633,17.495787612491398
533967_00766_11513_1,337909.6205263158,8867.29559153527,19.415762610191916
533967_00538_00539_1,321622.01157894736,13508.374073751547,14.840363809117619
533967_00538_11513_1,316612.4036842105,11446.551280169828,10.88522389152397
533967_00939_01421_1,289878.11052631575,4610.832262530709,14.693779546257252
533967_00535_00609_0,280472.3821052631,356.2718752828297,29.918339786981516
I_11_533967_00939533967_01485,263900.6542105263,4776.346881520922,21.01806046637501
I_11_533967_01405533967_00937,245689.69789473683,2974.83777841672,8.880454021364262
533967_00532_00534_1,221053.80052631578,3567.542705544397,25.661373067255077
533967_00532_11490_1,216629.10684210525,2270.4033601984906,26.028225375286436
533967_00532_00534_0,215587.03684210527,4428.049045342215,26.341528882743003
533967_00535_11512_1,193579.70263157896,1923.6172732001044,13.762145694891828
533967_00538_00539_0,189037.77,1317.857226713123,23.33221936991895
I_11_533967_00937533967_01657,184128.9742105263,2317.223332084991,20.23698486629048
I_11_533967_01485533967_14155,180737.77736842106,152.91413468719432,48.49241563189859
I_11_533967_13718533967_00977,178944.6157894737,5252.809977151185,12.168126284028373
533967_00319_11518_1,176684.5142105263,15242.03251578502,22.805211938724597
533967_00766_11513_0,174745.21736842106,21068.520411879326,29.64291470414064
I_11_533967_00978533967_00977,167361.31263157894,5654.773652617012,23.25026523778812
533967_00534_00766_1,166436.8194736842,3997.4140121784726,29.73865390410178
I_11_533967_01485533967_00940,163555.63368421054,2407.6578885811014,24.198755999176853
533967_00534_00766_0,160230.53736842106,1872.1692737031642,32.46395664251347
533967_00319_00539_0,150931.08157894737,12442.332454186959,16.01247346993552
I_11_533967_01485533967_01405,150138.82315789475,13835.163539765083,20.959925602180974
533967_00535_00538_0,146911.71368421052,1054.7147702483894,14.321012029252595
I_11_0129024146232,145768.11052631578,363.7909460035499,29.96327071280368
533967_00938_00939_0,142514.08368421052,3828.6001371914517,12.33011494196487
I_11_533967_00977533967_01421,141955.61631578946,9459.282215857378,30.10580892363595
533967_01420_01654_0,139446.60473684213,5218.814410543167,14.034466967270843
533967_00535_14018_1,135209.84578947368,3637.6673993146806,10.556273883307355
533967_00532_01530_1,133610.7194736842,2690.945068925024,9.580050050643537
I_11_533967_14021533967_01485,132543.49842105262,6562.789830232481,9.229805405699212
533967_00534_11504_1,127103.71684210526,1541.2595500472046,7.2677694647178335
533967_00693_01661_0,125161.80736842104,1155.8635918069742,26.047470028285854
533967_00532_11490_0,121815.67,127.62311193510553,48.121264789215594
I_11_533967_01555533967_00977,120279.64263157894,3125.816167888252,19.544908427464694
533967_13844_14155_1,120218.7447368421,70.76099885988829,47.98351368587786
533967_01420_01654_1,119173.00157894735,1883.6101679760936,21.720833180514234
I_11_533967_-00001533967_00539,116325.14421052633,3209.9601547619054,4.414447434811562
533967_00538_11513_0,115210.73263157894,2305.4322180181334,38.36822998123059
533967_00319_11518_0,111543.20789473686,92.81562563484822,29.94935188949915
533967_00766_14156_0,107283.72157894737,2120.6598164807706,40.8387247959003
533967_00695_11518_1,106130.6747368421,102.3772782608232,28.871549538890946
533967_00535_00538_1,105091.02368421052,1400.6065755601564,16.890320892537655
533967_00940_13718_0,102253.8605263158,6826.185578120377,35.150781177932544
I_11_533967_01418533967_00977,102139.8152631579,6810.011112380694,23.421196743857003
533967_01661_13315_1,98033.29842105263,2290.415876920032,5.513918348805568
I_11_533967_01268533967_00937,93157.76684210527,1413.2349446927042,17.028701127422412
533967_00766_14156_1,92278.69473684211,2246.6522020710627,26.235085911121605
533967_01654_01658_1,89833.50315789474,2015.8467013723837,23.522346573042153
533967_01654_01655_0,88974.55,105.29231479816396,44.700381359957134
533967_00695_11518_0,86319.12789473684,5044.404803945957,46.53679029465401
533967_00319_00539_1,83218.64000000001,399.5471154667212,24.13370403415513
533967_01419_01420_0,82045.77157894736,1370.0503734383205,14.236002845309892
I_11_533967_01644533967_01485,79552.23421052631,3671.008716404062,12.879723963137733
533967_11501_11504_0,79447.59421052632,3564.041408685617,23.798865186029094
533967_01418_01420_1,77996.38368421052,1540.413613926143,19.173075184748747
I_11_533967_00977533967_00978,75929.10210526315,131.6740994770809,39.402370897416894
I_11_0129024139429,75223.39947368421,223.58312355496935,29.41637263533408
533967_00536_11512_0,74591.61421052631,1964.1550801166275,28.841717760118488
I_11_0129024139444,70421.47736842105,252.23768235187347,49.69813413379498
I_11_533967_01659533967_01657,66020.13263157895,1509.9962969374849,21.187292533272764
533967_01419_01425_1,66004.2494736842,1104.3745208059004,23.076057348936576
533967_00533_11503_0,65185.4652631579,212.9593886263139,30.356891265194577
533967_00280_13214_0,63124.88052631579,51.78610640291596,45.401528754266884
533967_00280_13214_1,62432.63421052632,31.082506211654884,50.7198385202711
533967_00938_00939_1,62395.2552631579,81.40793568800504,44.5178253453706
533967_11501_11504_1,59503.07631578947,154.57159108001227,30.06808525172522
533967_00533_11503_1,59160.39421052631,202.92401887613568,31.561042389590583
I_11_533967_01412533967_01657,52569.125789473685,1044.2509384951265,15.60277896718856
533967_14017_14018_0,50265.15947368421,4112.487484081563,43.60214925267413
