scenario,timestr,slot_code,V_net_mean,V_net_std,TTT_mean,TTT_std,flow_veh_mean,flow_veh_std
no07,2022/10/18 06:30:00,0630,27.958373832862208,0.4118277236895999,168977.71842105262,4963.034853684974,7876.578947368421,140.2174168090689
no07,2022/10/18 06:45:00,0645,25.932772172753413,0.2978876677044827,215285.41578947369,4326.4741622497495,9025.052631578947,136.8898477220159
no07,2022/10/18 07:00:00,0700,27.87075538241774,0.3694199383437357,200873.7510526316,4260.488169988261,8914.473684210527,138.01383522477124
no07,2022/10/18 07:15:00,0715,27.487697213936162,0.3220932549919011,243203.59894736842,4380.249432278557,10559.105263157895,129.36378281456354
no07,2022/10/18 07:30:00,0730,25.7733037774673,0.7242167054471609,277668.0131578947,9780.992721695286,11363.21052631579,106.99303141761065
no07,2022/10/18 07:45:00,0745,26.20065342999436,0.68723623859773,268845.02210526314,9644.458659786387,11670.578947368422,145.19156533102984
no07,2022/10/18 08:00:00,0800,24.69815449628153,0.6248864732396477,310677.74315789476,9579.973209193027,12331.0,150.93191989915337
no07,2022/10/18 08:15:00,0815,25.244183186476967,0.758218655475527,306750.6278947368,10619.234303283301,12158.421052631578,99.87009105692937
no07,2022/10/18 08:30:00,0830,24.658840310050262,0.4321708619902003,321036.19052631577,7984.292420036322,12820.894736842105,152.48129019538504
no07,2022/10/18 08:45:00,0845,24.817900819277106,0.8199815736499191,302206.8705263158,11594.350024043555,11756.736842105263,109.11962961471004
no07,2022/10/18 09:00:00,0900,26.133559540516654,0.5266558890959466,260938.3889473684,7565.592767588515,10476.947368421053,125.88419443820857
no07,2022/10/18 09:15:00,0915,27.185213105603733,0.5055514413094938,226028.36052631578,4854.2644109741,9937.473684210527,91.21608558256555
no07,2022/10/18 09:30:00,0930,26.776894878497664,0.9559718619230796,241958.89421052634,8706.93233124957,10371.368421052632,125.60573700906609
no07,2022/10/18 09:45:00,0945,27.862006245839815,0.39681652154200087,226204.24210526314,4780.367296184325,9981.0,117.24096743222647
