scenario,timeslot,V_net_mean,V_net_std,TTT_mean,TTT_std
no02,2022/10/18 06:30:00,27.978011857287424,0.4103519088764271,168852.069,4863.2360058546465
no02,2022/10/18 06:45:00,25.99424472165102,0.39955497270784257,214480.038,5541.2876235654885
no02,2022/10/18 07:00:00,27.91721279726937,0.3816380027982332,200728.6335,4288.440572251093
no02,2022/10/18 07:15:00,27.602175726145287,0.3997462328680813,242179.972,4473.726658935421
no02,2022/10/18 07:30:00,25.9174362439848,0.5532355858610041,276671.487,6970.48825659942
no02,2022/10/18 07:45:00,26.20073737111424,0.5699424618201633,267441.4115,7511.752143012686
no02,2022/10/18 08:00:00,24.75273615925857,0.6422769660674913,312091.9875,9887.174270146725
no02,2022/10/18 08:15:00,25.13461307830173,0.7605204731809121,307323.499,10834.176947510468
no02,2022/10/18 08:30:00,24.850416288987624,0.40044779380683826,319442.148,6466.075212375016
no02,2022/10/18 08:45:00,25.27722028882613,0.5130136441597304,295178.8185,7744.906079763045
no02,2022/10/18 09:00:00,26.66254335144813,0.5070880442240966,257066.00449999998,7467.847398048633
no02,2022/10/18 09:15:00,27.243826209079145,0.45493261684047404,223241.70249999998,4729.517685072046
no02,2022/10/18 09:30:00,27.2230881276193,0.6580935310021537,239252.66,6868.99714302413
no02,2022/10/18 09:45:00,28.31070701664326,0.3972642505110116,221462.886,4351.880875365575
no02,2022/10/18 10:00:00,26.23363307188588,0.8361524990820943,253384.09050000002,6412.488960725466
no02,2022/10/18 10:15:00,25.93187629425559,1.3078294637320693,241493.63450000001,15253.081857519976
no02,2022/10/18 10:30:00,28.393147965952448,0.4276254095246093,210186.8,4690.147496676303
no02,2022/10/18 10:45:00,29.168340866555845,0.20677601243468893,201332.8105,3927.3750608858495
no02,2022/10/18 11:00:00,27.6380632648667,0.25063481954878963,226215.109,4022.756160736857
no02,2022/10/18 11:15:00,27.325737068727438,0.36665680704311704,236106.9,5913.306110491735
no02,2022/10/18 11:30:00,28.21840737758915,0.306884218525927,207988.623,5339.053987045878
no02,2022/10/18 11:45:00,28.60809640275074,0.2134542759665254,212858.81,3745.603564584969
no02,2022/10/18 12:00:00,28.064960625752008,0.42225709784181986,219940.261,4904.18836630262
no02,2022/10/18 12:15:00,28.2739140859423,0.37125054649104294,228763.963,3998.622452944327
no02,2022/10/18 12:30:00,28.046707172050134,0.43936046474490237,213439.739,5387.279490261153
no02,2022/10/18 12:45:00,29.09141887090373,0.28798251734668573,211483.19199999998,3938.526860693773
no02,2022/10/18 13:00:00,28.842376375810808,0.24054507840404518,217683.91,3612.1525966644126
no02,2022/10/18 13:15:00,29.035874624482496,0.3077019811709181,206203.6065,3634.771785201598
no02,2022/10/18 13:30:00,28.471559314966278,0.22541733821153484,203720.556,3995.233585699215
no02,2022/10/18 13:45:00,28.62464292084358,0.16260329503217236,185441.2085,3147.1793441116333
no02,2022/10/18 14:00:00,28.559910860961406,0.24179663722290978,202535.2255,3707.6423442603423
no02,2022/10/18 14:15:00,28.5007232883266,0.3307831018087471,215812.5255,6689.405974498608
no02,2022/10/18 14:30:00,29.155747451828933,0.24204651717105846,210577.99649999998,3951.525883996923
no02,2022/10/18 14:45:00,28.934294501474135,0.2866343561557378,209867.15099999998,4537.45149257285
no02,2022/10/18 15:00:00,27.21765248705495,0.5284178038004202,222756.91749999998,4987.2739835187385
no02,2022/10/18 15:15:00,27.138339405982215,0.5089311563205685,226140.794,8026.945072686774
no02,2022/10/18 15:30:00,27.276469489590465,0.45514625985963236,219591.85,5504.354690435175
no02,2022/10/18 15:45:00,27.483551353549508,0.4592328692326399,212009.654,6346.599615566552
no02,2022/10/18 16:00:00,24.855899088694958,0.23187777125117645,270707.012,5076.021209951727
no02,2022/10/18 16:15:00,24.858007466892033,0.4174125261595662,268265.5425,7653.764403365165
no02,2022/10/18 16:30:00,24.157844687676025,0.5080219399768675,263462.07149999996,8156.040505065314
no02,2022/10/18 16:45:00,25.021966211902253,0.5685180837056879,270280.57050000003,7884.34674881116
no02,2022/10/18 17:00:00,24.142794090963044,0.8305285035266745,292085.125,12485.165058037772
no02,2022/10/18 17:15:00,26.900039204375254,0.5575794399910452,269271.736,8224.84781400938
no02,2022/10/18 17:30:00,26.850890775299536,0.5301613062925786,252694.596,5569.462841920265
no02,2022/10/18 17:45:00,25.942395339194928,0.7232700643868478,271750.9765,8716.1957627289
no02,2022/10/18 18:00:00,25.919856571467683,0.7992296638347549,273414.32999999996,7556.220935183481
no02,2022/10/18 18:15:00,27.241224291469972,0.632822446712168,243729.992,7479.515993978135
no02,2022/10/18 18:30:00,27.847867482145347,0.4512542688963274,214897.1185,6121.634555424828
no02,2022/10/18 18:45:00,28.681745816057678,0.415393404916684,194435.3635,5084.018063818667
