route_id,speed_a,speed_b,ties_a,ties_b,common_count,union_count,overlap_ratio_vs_smaller,jaccard
331,20.0,20.0,23125,23125,23125,23125,1.0,1.0
331,20.0,22.5,23125,15521,0,38646,0.0,0.0
331,20.0,25.0,23125,231,0,23356,0.0,0.0
331,20.0,27.5,23125,11259,0,34384,0.0,0.0
331,20.0,30.0,23125,31943,1388,53680,0.06002162162162162,0.02585692995529061
331,20.0,32.5,23125,1833,99,24859,0.054009819967266774,0.003982461080493986
331,20.0,35.0,23125,7011,885,29251,0.12623020967051776,0.030255375884585142
331,20.0,37.5,23125,11063,1275,32913,0.11524902829250655,0.03873849238902561
331,20.0,40.0,23125,15147,1245,37027,0.08219449395919984,0.03362411213438842
331,20.0,42.5,23125,18879,1055,40949,0.05588219715027279,0.025763754914649932
331,20.0,45.0,23125,21875,825,44175,0.037714285714285714,0.01867572156196944
331,20.0,47.5,23125,330,0,23455,0.0,0.0
331,20.0,50.0,23125,2,0,23127,0.0,0.0
331,22.5,22.5,15521,15521,15521,15521,1.0,1.0
331,22.5,25.0,15521,231,231,15521,1.0,0.014883061658398299
331,22.5,27.5,15521,11259,11259,15521,1.0,0.725404290960634
331,22.5,30.0,15521,31943,15521,31943,1.0,0.48589675359233636
331,22.5,32.5,15521,1833,0,17354,0.0,0.0
331,22.5,35.0,15521,7011,0,22532,0.0,0.0
331,22.5,37.5,15521,11063,0,26584,0.0,0.0
331,22.5,40.0,15521,15147,0,30668,0.0,0.0
331,22.5,42.5,15521,18879,0,34400,0.0,0.0
331,22.5,45.0,15521,21875,0,37396,0.0,0.0
331,22.5,47.5,15521,330,0,15851,0.0,0.0
331,22.5,50.0,15521,2,0,15523,0.0,0.0
331,25.0,25.0,231,231,231,231,1.0,1.0
331,25.0,27.5,231,11259,231,11259,1.0,0.02051691979749534
331,25.0,30.0,231,31943,231,31943,1.0,0.007231631343330307
331,25.0,32.5,231,1833,0,2064,0.0,0.0
331,25.0,35.0,231,7011,0,7242,0.0,0.0
331,25.0,37.5,231,11063,0,11294,0.0,0.0
331,25.0,40.0,231,15147,0,15378,0.0,0.0
331,25.0,42.5,231,18879,0,19110,0.0,0.0
331,25.0,45.0,231,21875,0,22106,0.0,0.0
331,25.0,47.5,231,330,0,561,0.0,0.0
331,25.0,50.0,231,2,0,233,0.0,0.0
331,27.5,27.5,11259,11259,11259,11259,1.0,1.0
331,27.5,30.0,11259,31943,11259,31943,1.0,0.3524715900197226
331,27.5,32.5,11259,1833,0,13092,0.0,0.0
331,27.5,35.0,11259,7011,0,18270,0.0,0.0
331,27.5,37.5,11259,11063,0,22322,0.0,0.0
331,27.5,40.0,11259,15147,0,26406,0.0,0.0
331,27.5,42.5,11259,18879,0,30138,0.0,0.0
331,27.5,45.0,11259,21875,0,33134,0.0,0.0
331,27.5,47.5,11259,330,0,11589,0.0,0.0
331,27.5,50.0,11259,2,0,11261,0.0,0.0
331,30.0,30.0,31943,31943,31943,31943,1.0,1.0
331,30.0,32.5,31943,1833,0,33776,0.0,0.0
331,30.0,35.0,31943,7011,0,38954,0.0,0.0
331,30.0,37.5,31943,11063,0,43006,0.0,0.0
331,30.0,40.0,31943,15147,0,47090,0.0,0.0
331,30.0,42.5,31943,18879,0,50822,0.0,0.0
331,30.0,45.0,31943,21875,0,53818,0.0,0.0
331,30.0,47.5,31943,330,0,32273,0.0,0.0
331,30.0,50.0,31943,2,0,31945,0.0,0.0
331,32.5,32.5,1833,1833,1833,1833,1.0,1.0
331,32.5,35.0,1833,7011,1599,7245,0.8723404255319149,0.220703933747412
331,32.5,37.5,1833,11063,1443,11453,0.7872340425531915,0.12599318955732122
331,32.5,40.0,1833,15147,1287,15693,0.7021276595744681,0.08201108774612885
331,32.5,42.5,1833,18879,1131,19581,0.6170212765957447,0.057760073540677186
331,32.5,45.0,1833,21875,975,22733,0.5319148936170213,0.042889191923635245
331,32.5,47.5,1833,330,0,2163,0.0,0.0
331,32.5,50.0,1833,2,0,1835,0.0,0.0
331,35.0,35.0,7011,7011,7011,7011,1.0,1.0
331,35.0,37.5,7011,11063,6327,11747,0.9024390243902439,0.5386056014301523
331,35.0,40.0,7011,15147,5643,16515,0.8048780487804879,0.3416893732970027
331,35.0,42.5,7011,18879,4959,20931,0.7073170731707317,0.23692131288519422
331,35.0,45.0,7011,21875,4275,24611,0.6097560975609756,0.17370281581406688
331,35.0,47.5,7011,330,0,7341,0.0,0.0
331,35.0,50.0,7011,2,0,7013,0.0,0.0
331,37.5,37.5,11063,11063,11063,11063,1.0,1.0
331,37.5,40.0,11063,15147,9867,16343,0.8918918918918919,0.6037447225111668
