route_id,speed_a,speed_b,ties_a,ties_b,common_count,union_count,overlap_ratio_vs_smaller,jaccard
334,20.0,20.0,23125,23125,23125,23125,1.0,1.0
334,20.0,22.5,23125,7371,0,30496,0.0,0.0
334,20.0,25.0,23125,4851,0,27976,0.0,0.0
334,20.0,27.5,23125,45,0,23170,0.0,0.0
334,20.0,30.0,23125,2821,0,25946,0.0,0.0
334,20.0,32.5,23125,6441,0,29566,0.0,0.0
334,20.0,35.0,23125,5679,0,28804,0.0,0.0
334,20.0,37.5,23125,899,0,24024,0.0,0.0
334,20.0,40.0,23125,15795,0,38920,0.0,0.0
334,20.0,42.5,23125,21925,0,45050,0.0,0.0
334,20.0,45.0,23125,74520,0,97645,0.0,0.0
334,20.0,47.5,23125,20535,0,43660,0.0,0.0
334,20.0,50.0,23125,31031,0,54156,0.0,0.0
334,22.5,22.5,7371,7371,7371,7371,1.0,1.0
334,22.5,25.0,7371,4851,3271,8951,0.6742939600082457,0.36543402971735
334,22.5,27.5,7371,45,0,7416,0.0,0.0
334,22.5,30.0,7371,2821,0,10192,0.0,0.0
334,22.5,32.5,7371,6441,0,13812,0.0,0.0
334,22.5,35.0,7371,5679,0,13050,0.0,0.0
334,22.5,37.5,7371,899,0,8270,0.0,0.0
334,22.5,40.0,7371,15795,0,23166,0.0,0.0
334,22.5,42.5,7371,21925,0,29296,0.0,0.0
334,22.5,45.0,7371,74520,0,81891,0.0,0.0
334,22.5,47.5,7371,20535,0,27906,0.0,0.0
334,22.5,50.0,7371,31031,0,38402,0.0,0.0
334,25.0,25.0,4851,4851,4851,4851,1.0,1.0
334,25.0,27.5,4851,45,0,4896,0.0,0.0
334,25.0,30.0,4851,2821,0,7672,0.0,0.0
334,25.0,32.5,4851,6441,0,11292,0.0,0.0
334,25.0,35.0,4851,5679,0,10530,0.0,0.0
334,25.0,37.5,4851,899,0,5750,0.0,0.0
334,25.0,40.0,4851,15795,0,20646,0.0,0.0
334,25.0,42.5,4851,21925,0,26776,0.0,0.0
334,25.0,45.0,4851,74520,0,79371,0.0,0.0
334,25.0,47.5,4851,20535,0,25386,0.0,0.0
334,25.0,50.0,4851,31031,0,35882,0.0,0.0
334,27.5,27.5,45,45,45,45,1.0,1.0
334,27.5,30.0,45,2821,31,2835,0.6888888888888889,0.010934744268077601
334,27.5,32.5,45,6441,19,6467,0.4222222222222222,0.0029379928869645894
334,27.5,35.0,45,5679,9,5715,0.2,0.0015748031496062992
334,27.5,37.5,45,899,1,943,0.022222222222222223,0.0010604453870625664
334,27.5,40.0,45,15795,7,15833,0.15555555555555556,0.0004421145708330702
334,27.5,42.5,45,21925,0,21970,0.0,0.0
334,27.5,45.0,45,74520,0,74565,0.0,0.0
334,27.5,47.5,45,20535,0,20580,0.0,0.0
334,27.5,50.0,45,31031,0,31076,0.0,0.0
334,30.0,30.0,2821,2821,2821,2821,1.0,1.0
334,30.0,32.5,2821,6441,1729,7533,0.6129032258064516,0.2295234302402761
334,30.0,35.0,2821,5679,819,7681,0.2903225806451613,0.1066267413097253
334,30.0,37.5,2821,899,91,3629,0.10122358175750834,0.025075778451364012
334,30.0,40.0,2821,15795,637,17979,0.22580645161290322,0.035430224150397684
334,30.0,42.5,2821,21925,0,24746,0.0,0.0
334,30.0,45.0,2821,74520,0,77341,0.0,0.0
334,30.0,47.5,2821,20535,0,23356,0.0,0.0
334,30.0,50.0,2821,31031,0,33852,0.0,0.0
334,32.5,32.5,6441,6441,6441,6441,1.0,1.0
334,32.5,35.0,6441,5679,3051,9069,0.5372424722662441,0.33642077406549786
334,32.5,37.5,6441,899,339,7001,0.3770856507230256,0.04842165404942151
334,32.5,40.0,6441,15795,2373,19863,0.3684210526315789,0.11946835825404017
334,32.5,42.5,6441,21925,0,28366,0.0,0.0
334,32.5,45.0,6441,74520,0,80961,0.0,0.0
334,32.5,47.5,6441,20535,0,26976,0.0,0.0
334,32.5,50.0,6441,31031,0,37472,0.0,0.0
334,35.0,35.0,5679,5679,5679,5679,1.0,1.0
334,35.0,37.5,5679,899,631,5947,0.7018909899888766,0.1061039179418194
334,35.0,40.0,5679,15795,4417,17057,0.7777777777777778,0.25895526763205723
334,35.0,42.5,5679,21925,0,27604,0.0,0.0
334,35.0,45.0,5679,74520,0,80199,0.0,0.0
334,35.0,47.5,5679,20535,0,26214,0.0,0.0
334,35.0,50.0,5679,31031,0,36710,0.0,0.0
334,37.5,37.5,899,899,899,899,1.0,1.0
334,37.5,40.0,899,15795,899,15795,1.0,0.056916745805634696
334,37.5,42.5,899,21925,0,22824,0.0,0.0
334,37.5,45.0,899,74520,0,75419,0.0,0.0
334,37.5,47.5,899,20535,0,21434,0.0,0.0
334,37.5,50.0,899,31031,0,31930,0.0,0.0
334,40.0,40.0,15795,15795,15795,15795,1.0,1.0
334,40.0,42.5,15795,21925,0,37720,0.0,0.0
334,40.0,45.0,15795,74520,0,90315,0.0,0.0
334,40.0,47.5,15795,20535,0,36330,0.0,0.0
334,40.0,50.0,15795,31031,0,46826,0.0,0.0
334,42.5,42.5,21925,21925,21925,21925,1.0,1.0
334,42.5,45.0,21925,74520,20255,76190,0.9238312428734321,0.26584853655335344
334,42.5,47.5,21925,20535,0,42460,0.0,0.0
334,42.5,50.0,21925,31031,0,52956,0.0,0.0
334,45.0,45.0,74520,74520,74520,74520,1.0,1.0
334,45.0,47.5,74520,20535,19425,75630,0.9459459459459459,0.25684252280840936
334,45.0,50.0,74520,31031,11935,93616,0.38461538461538464,0.12748889078789952
334,47.5,47.5,20535,20535,20535,20535,1.0,1.0
334,47.5,50.0,20535,31031,12617,38949,0.6144144144144145,0.32393642969010755
334,50.0,50.0,31031,31031,31031,31031,1.0,1.0
