,20.0,22.5,25.0,27.5,30.0,32.5,35.0,37.5,40.0,42.5,45.0,47.5,50.0
20.0,3075.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
22.5,0.0,7623.0,1331.0,4505.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
25.0,0.0,1331.0,2101.0,2101.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
27.5,0.0,4505.0,2101.0,32407.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
30.0,0.0,0.0,0.0,0.0,98399.0,2520.0,4068.0,132.0,0.0,0.0,2002.0,4790.0,11.0
32.5,0.0,0.0,0.0,0.0,2520.0,2520.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
35.0,0.0,0.0,0.0,0.0,4068.0,0.0,11385.0,2101.0,63.0,905.0,3123.0,4785.0,0.0
37.5,0.0,0.0,0.0,0.0,132.0,0.0,2101.0,2101.0,63.0,545.0,1331.0,1693.0,0.0
40.0,0.0,0.0,0.0,0.0,0.0,0.0,63.0,63.0,63.0,63.0,63.0,63.0,0.0
42.5,0.0,0.0,0.0,0.0,0.0,0.0,905.0,545.0,63.0,1275.0,1275.0,1275.0,0.0
45.0,0.0,0.0,0.0,0.0,2002.0,0.0,3123.0,1331.0,63.0,1275.0,7689.0,7689.0,0.0
47.5,0.0,0.0,0.0,0.0,4790.0,0.0,4785.0,1693.0,63.0,1275.0,7689.0,18675.0,0.0
50.0,0.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,451.0
