route_id,speed_a,speed_b,ties_a,ties_b,common_count,union_count,overlap_ratio_vs_smaller,jaccard
322,20.0,20.0,1575,1575,1575,1575,1.0,1.0
322,20.0,22.5,1575,13525,525,14575,0.3333333333333333,0.036020583190394515
322,20.0,25.0,1575,16212,0,17787,0.0,0.0
322,20.0,27.5,1575,5603,0,7178,0.0,0.0
322,20.0,30.0,1575,147,0,1722,0.0,0.0
322,20.0,32.5,1575,1257,0,2832,0.0,0.0
322,20.0,35.0,1575,9933,0,11508,0.0,0.0
322,20.0,37.5,1575,819,0,2394,0.0,0.0
322,20.0,40.0,1575,63,0,1638,0.0,0.0
322,20.0,42.5,1575,2101,0,3676,0.0,0.0
322,20.0,45.0,1575,9537,0,11112,0.0,0.0
322,20.0,47.5,1575,22905,0,24480,0.0,0.0
322,20.0,50.0,1575,41991,0,43566,0.0,0.0
322,22.5,22.5,13525,13525,13525,13525,1.0,1.0
322,22.5,25.0,13525,16212,0,29737,0.0,0.0
322,22.5,27.5,13525,5603,0,19128,0.0,0.0
322,22.5,30.0,13525,147,0,13672,0.0,0.0
322,22.5,32.5,13525,1257,0,14782,0.0,0.0
322,22.5,35.0,13525,9933,0,23458,0.0,0.0
322,22.5,37.5,13525,819,0,14344,0.0,0.0
322,22.5,40.0,13525,63,0,13588,0.0,0.0
322,22.5,42.5,13525,2101,0,15626,0.0,0.0
322,22.5,45.0,13525,9537,0,23062,0.0,0.0
322,22.5,47.5,13525,22905,0,36430,0.0,0.0
322,22.5,50.0,13525,41991,0,55516,0.0,0.0
322,25.0,25.0,16212,16212,16212,16212,1.0,1.0
322,25.0,27.5,16212,5603,0,21815,0.0,0.0
322,25.0,30.0,16212,147,0,16359,0.0,0.0
322,25.0,32.5,16212,1257,0,17469,0.0,0.0
322,25.0,35.0,16212,9933,8,26137,0.0008053961542333635,0.00030607950415120327
322,25.0,37.5,16212,819,0,17031,0.0,0.0
322,25.0,40.0,16212,63,0,16275,0.0,0.0
322,25.0,42.5,16212,2101,0,18313,0.0,0.0
322,25.0,45.0,16212,9537,0,25749,0.0,0.0
322,25.0,47.5,16212,22905,0,39117,0.0,0.0
322,25.0,50.0,16212,41991,0,58203,0.0,0.0
322,27.5,27.5,5603,5603,5603,5603,1.0,1.0
322,27.5,30.0,5603,147,147,5603,1.0,0.02623594502944851
322,27.5,32.5,5603,1257,411,6449,0.3269689737470167,0.06373081097844627
322,27.5,35.0,5603,9933,0,15536,0.0,0.0
322,27.5,37.5,5603,819,0,6422,0.0,0.0
322,27.5,40.0,5603,63,0,5666,0.0,0.0
322,27.5,42.5,5603,2101,0,7704,0.0,0.0
322,27.5,45.0,5603,9537,0,15140,0.0,0.0
322,27.5,47.5,5603,22905,0,28508,0.0,0.0
322,27.5,50.0,5603,41991,0,47594,0.0,0.0
322,30.0,30.0,147,147,147,147,1.0,1.0
322,30.0,32.5,147,1257,63,1341,0.42857142857142855,0.04697986577181208
322,30.0,35.0,147,9933,0,10080,0.0,0.0
322,30.0,37.5,147,819,0,966,0.0,0.0
322,30.0,40.0,147,63,0,210,0.0,0.0
322,30.0,42.5,147,2101,0,2248,0.0,0.0
322,30.0,45.0,147,9537,0,9684,0.0,0.0
322,30.0,47.5,147,22905,0,23052,0.0,0.0
322,30.0,50.0,147,41991,0,42138,0.0,0.0
322,32.5,32.5,1257,1257,1257,1257,1.0,1.0
322,32.5,35.0,1257,9933,0,11190,0.0,0.0
322,32.5,37.5,1257,819,0,2076,0.0,0.0
322,32.5,40.0,1257,63,0,1320,0.0,0.0
322,32.5,42.5,1257,2101,0,3358,0.0,0.0
322,32.5,45.0,1257,9537,0,10794,0.0,0.0
322,32.5,47.5,1257,22905,0,24162,0.0,0.0
322,32.5,50.0,1257,41991,0,43248,0.0,0.0
322,35.0,35.0,9933,9933,9933,9933,1.0,1.0
322,35.0,37.5,9933,819,819,9933,1.0,0.0824524312896406
322,35.0,40.0,9933,63,63,9933,1.0,0.006342494714587738
322,35.0,42.5,9933,2101,1461,10573,0.695383150880533,0.13818216211103754
