,20.0,22.5,25.0,27.5,30.0,32.5,35.0,37.5,40.0,42.5,45.0,47.5,50.0
20.0,3075.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
22.5,0.0,12243.0,3641.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
25.0,0.0,3641.0,4851.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
27.5,0.0,0.0,0.0,2709.0,1953.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
30.0,0.0,0.0,0.0,1953.0,16461.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
32.5,0.0,0.0,0.0,0.0,0.0,8788.0,5304.0,0.0,0.0,0.0,0.0,0.0,0.0
35.0,0.0,0.0,0.0,0.0,0.0,5304.0,11424.0,0.0,0.0,0.0,0.0,0.0,0.0
37.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30889.0,16905.0,6785.0,483.0,5635.0,0.0
40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16905.0,19845.0,7965.0,567.0,6615.0,0.0
42.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6785.0,7965.0,9145.0,651.0,7595.0,0.0
45.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,483.0,567.0,651.0,735.0,735.0,0.0
47.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5635.0,6615.0,7595.0,735.0,12475.0,0.0
50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,451.0
