,Time,VID,Type,Pos.x,Pos.y
2717385,09:00:00,11387,I_09_1204235410404,139.939369,35.900267
2717386,09:00:00,11442,I_09_1204235410404,139.939458,35.900157
2717387,09:00:00,11427,I_09_1204235410404,139.939548,35.900047
2717388,09:00:00,10737,I_09_1204235410404,139.939633,35.899939
2717389,09:00:00,11419,I_09_1204235410404,139.939859,35.899648
2717390,09:00:00,11369,I_09_1204235410404,139.940033,35.899412
2717391,09:00:00,11439,I_09_1204235410404,139.94019,35.89918
2717392,09:00:00,11466,I_09_1204235410419,139.939065,35.90064
2717393,09:00:00,11476,I_09_1204235410419,139.939188,35.900489
2717394,09:00:00,11404,I_09_1204235410404,139.939284,35.900372
2717403,09:00:00,11420,I_09_1204235410404,139.940482,35.898699
2717404,09:00:00,11424,I_09_1204235410404,139.940618,35.898461
2717405,09:00:00,11471,I_09_1204235410419,139.940892,35.897955
2717406,09:00:00,11393,I_09_1204235410404,139.941015,35.897709
2717407,09:00:00,11472,I_09_1204235410419,139.941246,35.897245
2717408,09:00:00,11501,I_09_1204235410404_p,139.941318,35.897099
2717409,09:00:00,11370,I_09_1204235410404,139.941365,35.897005
2717410,09:00:00,11381,I_09_1204235410404,139.941477,35.896781
2717411,09:00:00,11412,I_09_1204235410404,139.94043,35.898788
2717412,09:00:00,11174,I_09_1204235410404,139.941797,35.896137
2717413,09:00:00,11155,I_09_1204235410404,139.941748,35.896235
2717414,09:00:00,10978,I_09_1204235410404,139.941688,35.896357
2717415,09:00:00,10359,I_09_1204235410404,139.945273,35.89766
2717416,09:00:00,11173,I_09_1204235410404,139.944258,35.897184
2717417,09:00:00,11165,I_09_1204235410404,139.943415,35.896788
2717418,09:00:00,10981,I_09_1204235410404,139.942585,35.896398
2717419,09:00:00,11073,I_09_1204235410404,139.942334,35.89628
2717420,09:00:00,11162,I_09_1204235410404,139.942156,35.896197
2717421,09:00:00,11074,I_09_1204235410404,139.941983,35.896116
2717422,09:00:00,10651,I_09_1204235410404,139.942479,35.896349
2717430,09:00:00,10367,I_09_1204235410404,139.949913,35.894635
2717431,09:00:00,10369,I_09_1204235410404,139.949896,35.89473
2717432,09:00:00,10656,I_09_1204235410404,139.949924,35.894576
2717433,09:00:00,11497,I_09_1204235410419_p,139.949437,35.896439
2717434,09:00:00,10883,I_09_1204235410434,139.949444,35.896399
2717435,09:00:00,11490,I_09_1204235410419_p,139.949495,35.896105
2717436,09:00:00,10502,I_09_1204235410419,139.949508,35.896031
2717437,09:00:00,11312,I_09_1204235410404,139.949524,35.895937
2717438,09:00:00,11304,I_09_1204235410404,139.949534,35.895879
2717439,09:00:00,11318,I_09_1204235410404,139.949543,35.895822
2717440,09:00:00,10475,I_09_1204235410404,139.949665,35.895113
2717441,09:00:00,10525,I_09_1204235410404,139.949705,35.894883
2717442,09:00:00,10526,I_09_1204235410404,139.94974,35.894678
2717515,09:00:00,10414,I_09_1204235410404,139.949547,35.896832
2717516,09:00:00,10424,I_09_1204235410404,139.949514,35.897137
2717517,09:00:00,11498,I_09_1204235410419_p,139.949512,35.897162
2717518,09:00:00,10423,I_09_1204235410404,139.949483,35.897418
2717519,09:00:00,10417,I_09_1204235410404,139.949495,35.897628
2717520,09:00:00,10461,I_09_1204235410404,139.949517,35.897114
2717560,09:00:00,11330,I_09_1204235410404,139.94917,35.897957
2717563,09:00:00,10551,I_09_1204235410404,139.949389,35.897772
2717564,09:00:00,10506,I_09_1204235410419,139.949389,35.897778
2717565,09:00:00,10534,I_09_1204235410404,139.949369,35.897646
2717566,09:00:00,10571,I_09_1204235410404,139.949355,35.897554
2717567,09:00:00,10523,I_09_1204235410404,139.949353,35.897473
2717568,09:00:00,10504,I_09_1204235410419,139.949353,35.897339
2717569,09:00:00,10557,I_09_1204235410404,139.949353,35.897239
2717570,09:00:00,10570,I_09_1204235410404,139.949353,35.897178
2717571,09:00:00,10546,I_09_1204235410404,139.949356,35.897117
2717572,09:00:00,10489,I_09_1204235410404,139.949361,35.897056
2717573,09:00:00,10545,I_09_1204235410404,139.949365,35.896995
2717574,09:00:00,11298,I_09_1204235410404,139.94937,35.896934
2717575,09:00:00,11302,I_09_1204235410404,139.949374,35.896873
2717576,09:00:00,10522,I_09_1204235410404,139.949363,35.897605
2717729,09:00:01,11442,I_09_1204235410404,139.939425,35.900198
2717730,09:00:01,11427,I_09_1204235410404,139.939514,35.900089
2717731,09:00:01,10737,I_09_1204235410404,139.939601,35.89998
2717732,09:00:01,11419,I_09_1204235410404,139.939796,35.89973
2717733,09:00:01,11369,I_09_1204235410404,139.939964,35.899506
2717734,09:00:01,11439,I_09_1204235410404,139.940127,35.899279
2717735,09:00:01,11466,I_09_1204235410419,139.939065,35.90064
2717736,09:00:01,11476,I_09_1204235410419,139.939173,35.900508
2717737,09:00:01,11404,I_09_1204235410404,139.93926,35.900401
2717738,09:00:01,11387,I_09_1204235410404,139.939339,35.900304
2717747,09:00:01,11420,I_09_1204235410404,139.940421,35.898802
2717748,09:00:01,11424,I_09_1204235410404,139.940559,35.898566
2717749,09:00:01,11471,I_09_1204235410419,139.940836,35.898061
2717750,09:00:01,11393,I_09_1204235410404,139.940962,35.897815
2717751,09:00:01,11472,I_09_1204235410419,139.941195,35.897348
2717752,09:00:01,11370,I_09_1204235410404,139.941312,35.897112
2717753,09:00:01,11501,I_09_1204235410404_p,139.941318,35.897099
2717754,09:00:01,11381,I_09_1204235410404,139.941424,35.896888
2717755,09:00:01,11412,I_09_1204235410404,139.940369,35.898891
2717756,09:00:01,11174,I_09_1204235410404,139.941799,35.896133
