,Time,VID,Type,Pos.x,Pos.y
8116457,15:00:00,34030,I_09_1204235410419_p,139.940005,35.89945
8116458,15:00:00,34975,I_09_1204235410419_p,139.939936,35.899544
8116459,15:00:00,34949,I_09_1204235410419,139.939552,35.900042
8116460,15:00:00,34906,I_09_1204235410404,139.939719,35.899829
8116461,15:00:00,34886,I_09_1204235410404,139.939867,35.899638
8116462,15:00:00,34938,I_09_1204235410404,139.940108,35.899308
8116463,15:00:00,34898,I_09_1204235410404,139.940234,35.899111
8116464,15:00:00,34951,I_09_1204235410419,139.939245,35.90042
8116467,15:00:00,34914,I_09_1204235410404,139.940369,35.898891
8116468,15:00:00,34889,I_09_1204235410404,139.940491,35.898683
8116469,15:00:00,34910,I_09_1204235410404,139.940615,35.898466
8116470,15:00:00,34903,I_09_1204235410404,139.940731,35.898254
8116471,15:00:00,34727,I_09_1204235410419,139.941799,35.896133
8116472,15:00:00,34723,I_09_1204235410419,139.941743,35.896245
8116473,15:00:00,34718,I_09_1204235410419,139.941679,35.896374
8116474,15:00:00,34717,I_09_1204235410404,139.941625,35.896484
8116475,15:00:00,34080,I_09_1204235410404,139.941562,35.896609
8116476,15:00:00,34075,I_09_1204235410404,139.941473,35.896788
8116477,15:00:00,34785,I_09_1204235410404,139.94559,35.897809
8116478,15:00:00,34861,I_09_1204235410404,139.94414,35.897128
8116479,15:00:00,34873,I_09_1204235410404,139.945678,35.89785
8116480,15:00:00,34123,I_09_1204235410404,139.942085,35.896163
8116481,15:00:00,34393,I_09_1204235410404,139.944056,35.897089
8116482,15:00:00,34395,I_09_1204235410404,139.94466,35.897372
8116490,15:00:00,34036,I_09_1204235410404_p,139.949779,35.895374
8116491,15:00:00,34601,I_09_1204235410499,139.949717,35.895716
8116492,15:00:00,34323,I_09_1204235410404,139.949896,35.894731
8116493,15:00:00,34319,I_09_1204235410404,139.949792,35.895302
8116494,15:00:00,34344,I_09_1204235410404,139.949915,35.894623
8116495,15:00:00,34347,I_09_1204235410404,139.949913,35.894636
8116496,15:00:00,34872,I_09_1204235410404,139.94971,35.894851
8116497,15:00:00,34267,I_09_1204235410404,139.949744,35.894658
8116498,15:00:00,34248,I_09_1204235410419,139.949718,35.894806
8116499,15:00:00,34260,I_09_1204235410404,139.949753,35.894602
8116555,15:00:00,34287,I_09_1204235410404,139.949671,35.895994
8116556,15:00:00,34034,I_09_1204235410419_p,139.949658,35.896075
8116557,15:00:00,34094,I_09_1204235410404,139.949647,35.896153
8116558,15:00:00,34088,I_09_1204235410404,139.949617,35.896352
8116559,15:00:00,34032,I_09_1204235410404_p,139.949604,35.896437
8116560,15:00:00,34976,I_09_1204235410419_p,139.949586,35.896557
8116561,15:00:00,34082,I_09_1204235410404,139.949663,35.896046
8116586,15:00:00,34093,I_09_1204235410404,139.949052,35.89797
8116587,15:00:00,34079,I_09_1204235410404,139.948805,35.897998
8116593,15:00:00,34864,I_09_1204235410404,139.949392,35.897794
8116679,15:00:01,34030,I_09_1204235410419_p,139.940005,35.89945
8116680,15:00:01,34975,I_09_1204235410419_p,139.939936,35.899544
8116681,15:00:01,34949,I_09_1204235410419,139.939481,35.90013
8116682,15:00:01,34906,I_09_1204235410404,139.939648,35.89992
8116683,15:00:01,34886,I_09_1204235410404,139.939796,35.89973
8116684,15:00:01,34938,I_09_1204235410404,139.94004,35.899402
8116685,15:00:01,34898,I_09_1204235410404,139.940171,35.89921
8116686,15:00:01,34951,I_09_1204235410419,139.93919,35.900487
8116690,15:00:01,34889,I_09_1204235410404,139.94043,35.898786
8116691,15:00:01,34910,I_09_1204235410404,139.940557,35.89857
8116692,15:00:01,34903,I_09_1204235410404,139.940673,35.898359
8116693,15:00:01,34914,I_09_1204235410404,139.940395,35.898847
8116694,15:00:01,34727,I_09_1204235410419,139.941799,35.896133
8116695,15:00:01,34723,I_09_1204235410419,139.941744,35.896245
8116696,15:00:01,34718,I_09_1204235410419,139.941683,35.896367
8116697,15:00:01,34717,I_09_1204235410404,139.941633,35.896467
8116698,15:00:01,34080,I_09_1204235410404,139.941581,35.896572
8116699,15:00:01,34075,I_09_1204235410404,139.941505,35.896724
8116700,15:00:01,34785,I_09_1204235410404,139.945713,35.897866
8116701,15:00:01,34861,I_09_1204235410404,139.944263,35.897186
8116702,15:00:01,34123,I_09_1204235410404,139.941962,35.896106
8116703,15:00:01,34393,I_09_1204235410404,139.943933,35.897031
8116704,15:00:01,34395,I_09_1204235410404,139.944537,35.897314
8116711,15:00:01,34036,I_09_1204235410404_p,139.949779,35.895374
8116712,15:00:01,34601,I_09_1204235410499,139.949726,35.895665
8116713,15:00:01,34323,I_09_1204235410404,139.949912,35.894643
8116714,15:00:01,34319,I_09_1204235410404,139.94981,35.895202
8116715,15:00:01,34872,I_09_1204235410404,139.949695,35.894937
8116716,15:00:01,34267,I_09_1204235410404,139.94973,35.894739
8116717,15:00:01,34248,I_09_1204235410419,139.949704,35.894889
8116718,15:00:01,34260,I_09_1204235410404,139.94974,35.894679
8116741,15:00:01,34873,I_09_1204235410404,139.94598,35.89799
8116775,15:00:01,34034,I_09_1204235410419_p,139.949658,35.896075
8116776,15:00:01,34094,I_09_1204235410404,139.949657,35.896082
8116777,15:00:01,34088,I_09_1204235410404,139.94963,35.896265
8116778,15:00:01,34032,I_09_1204235410404_p,139.949604,35.896437
8116779,15:00:01,34976,I_09_1204235410419_p,139.949586,35.896557
8116780,15:00:01,34082,I_09_1204235410404,139.949671,35.895992
8116781,15:00:01,34287,I_09_1204235410404,139.949652,35.896117
8116806,15:00:01,34093,I_09_1204235410404,139.949107,35.897964
8116807,15:00:01,34079,I_09_1204235410404,139.948896,35.897988
8116814,15:00:01,34864,I_09_1204235410404,139.949392,35.897794
8116902,15:00:02,34030,I_09_1204235410419_p,139.940005,35.89945
8116903,15:00:02,34975,I_09_1204235410419_p,139.939936,35.899544
8116904,15:00:02,34949,I_09_1204235410419,139.939414,35.900211
8116905,15:00:02,34906,I_09_1204235410404,139.939579,35.900008
8116906,15:00:02,34886,I_09_1204235410404,139.939725,35.899822
8116907,15:00:02,34938,I_09_1204235410404,139.939971,35.899497
8116908,15:00:02,34898,I_09_1204235410404,139.940108,35.899308
8116909,15:00:02,34914,I_09_1204235410404,139.94024,35.899101
8116910,15:00:02,34951,I_09_1204235410419,139.939145,35.900542
8116912,15:00:02,34889,I_09_1204235410404,139.94037,35.89889
8116913,15:00:02,34910,I_09_1204235410404,139.940496,35.898674
8116914,15:00:02,34903,I_09_1204235410404,139.940616,35.898464
8116915,15:00:02,34727,I_09_1204235410419,139.941799,35.896133
8116916,15:00:02,34723,I_09_1204235410419,139.941744,35.896244
8116917,15:00:02,34718,I_09_1204235410419,139.941685,35.896363
8116918,15:00:02,34717,I_09_1204235410404,139.941639,35.896455
8116919,15:00:02,34080,I_09_1204235410404,139.941595,35.896544
8116920,15:00:02,34075,I_09_1204235410404,139.941531,35.896672
8116921,15:00:02,34861,I_09_1204235410404,139.944386,35.897244
8116922,15:00:02,34785,I_09_1204235410404,139.945659,35.897841
8116923,15:00:02,34393,I_09_1204235410404,139.94381,35.896973
8116924,15:00:02,34395,I_09_1204235410404,139.944414,35.897257
8116930,15:00:02,34036,I_09_1204235410404_p,139.949779,35.895374
8116931,15:00:02,34601,I_09_1204235410499,139.949735,35.895615
8116932,15:00:02,34082,I_09_1204235410404,139.949709,35.895762
8116933,15:00:02,34319,I_09_1204235410404,139.949828,35.895102
8116934,15:00:02,34323,I_09_1204235410404,139.949901,35.894702
8116935,15:00:02,34872,I_09_1204235410404,139.94968,35.895025
8116936,15:00:02,34267,I_09_1204235410404,139.949715,35.894823
8116937,15:00:02,34198,I_09_1204235410404,139.949756,35.894584
8116938,15:00:02,34248,I_09_1204235410419,139.949689,35.894975
8116939,15:00:02,34260,I_09_1204235410404,139.949726,35.89476
8116940,15:00:02,34209,I_09_1204235410404,139.949759,35.894569
8116964,15:00:02,34873,I_09_1204235410404,139.946081,35.898035
8116998,15:00:02,34094,I_09_1204235410404,139.949666,35.896027
8116999,15:00:02,34034,I_09_1204235410419_p,139.949658,35.896075
8117000,15:00:02,34088,I_09_1204235410404,139.949642,35.896186
8117001,15:00:02,34032,I_09_1204235410404_p,139.949604,35.896437
8117002,15:00:02,34976,I_09_1204235410419_p,139.949586,35.896557
8117003,15:00:02,34287,I_09_1204235410404,139.949659,35.896068
8117026,15:00:02,34093,I_09_1204235410404,139.949145,35.89796
8117027,15:00:02,34079,I_09_1204235410404,139.948969,35.89798
8117034,15:00:02,34864,I_09_1204235410404,139.949353,35.897503
8117121,15:00:03,34030,I_09_1204235410419_p,139.940005,35.89945
8117122,15:00:03,34975,I_09_1204235410419_p,139.939936,35.899544
8117123,15:00:03,34906,I_09_1204235410404,139.939513,35.900091
8117124,15:00:03,34886,I_09_1204235410404,139.939655,35.899911
8117125,15:00:03,34938,I_09_1204235410404,139.939902,35.899591
8117126,15:00:03,34898,I_09_1204235410404,139.94004,35.899402
8117127,15:00:03,34914,I_09_1204235410404,139.940177,35.8992
8117128,15:00:03,34951,I_09_1204235410419,139.93911,35.900585
8117129,15:00:03,34949,I_09_1204235410419,139.939354,35.900285
8117131,15:00:03,34910,I_09_1204235410404,139.940436,35.898777
8117132,15:00:03,34903,I_09_1204235410404,139.940557,35.898569
8117133,15:00:03,34889,I_09_1204235410404,139.940396,35.898845
8117134,15:00:03,34727,I_09_1204235410419,139.941799,35.896133
8117135,15:00:03,34723,I_09_1204235410419,139.941744,35.896244
8117136,15:00:03,34718,I_09_1204235410419,139.941686,35.89636
8117137,15:00:03,34717,I_09_1204235410404,139.941641,35.896451
8117138,15:00:03,34080,I_09_1204235410404,139.941604,35.896525
8117139,15:00:03,34075,I_09_1204235410404,139.941551,35.896632
8117140,15:00:03,34861,I_09_1204235410404,139.94451,35.897301
8117141,15:00:03,34393,I_09_1204235410404,139.943687,35.896915
8117142,15:00:03,34395,I_09_1204235410404,139.944291,35.897199
8117147,15:00:03,34036,I_09_1204235410404_p,139.949779,35.895374
8117148,15:00:03,34601,I_09_1204235410499,139.949744,35.895565
8117149,15:00:03,34082,I_09_1204235410404,139.949718,35.895713
8117150,15:00:03,34319,I_09_1204235410404,139.949847,35.895002
8117151,15:00:03,34323,I_09_1204235410404,139.949917,35.894613
8117152,15:00:03,34872,I_09_1204235410404,139.949665,35.895113
8117153,15:00:03,34267,I_09_1204235410404,139.9497,35.894909
8117154,15:00:03,34198,I_09_1204235410404,139.949743,35.894663
8117155,15:00:03,34248,I_09_1204235410419,139.949674,35.895062
8117156,15:00:03,34260,I_09_1204235410404,139.949711,35.894845
8117157,15:00:03,34209,I_09_1204235410404,139.949745,35.894647
8117179,15:00:03,34873,I_09_1204235410404,139.946185,35.898076
8117180,15:00:03,34785,I_09_1204235410404,139.94597,35.897985
8117216,15:00:03,34094,I_09_1204235410404,139.949673,35.895976
8117217,15:00:03,34034,I_09_1204235410419_p,139.949658,35.896075
8117218,15:00:03,34088,I_09_1204235410404,139.949653,35.896109
8117219,15:00:03,34032,I_09_1204235410404_p,139.949604,35.896437
8117220,15:00:03,34976,I_09_1204235410419_p,139.949586,35.896557
8117221,15:00:03,34287,I_09_1204235410404,139.949667,35.896017
8117244,15:00:03,34093,I_09_1204235410404,139.949166,35.897958
8117245,15:00:03,34079,I_09_1204235410404,139.949023,35.897974
8117253,15:00:03,34864,I_09_1204235410404,139.949353,35.897524
8117337,15:00:04,34030,I_09_1204235410419_p,139.940005,35.89945
8117338,15:00:04,34975,I_09_1204235410419_p,139.939936,35.899544
8117339,15:00:04,34906,I_09_1204235410404,139.939451,35.900166
8117340,15:00:04,34886,I_09_1204235410404,139.939588,35.899996
8117341,15:00:04,34938,I_09_1204235410404,139.939832,35.899684
8117342,15:00:04,34898,I_09_1204235410404,139.939971,35.899496
8117343,15:00:04,34914,I_09_1204235410404,139.940115,35.899298
8117344,15:00:04,34889,I_09_1204235410404,139.94024,35.899101
8117345,15:00:04,34951,I_09_1204235410419,139.939085,35.900615
8117346,15:00:04,34949,I_09_1204235410419,139.939302,35.900349
8117349,15:00:04,34910,I_09_1204235410404,139.940375,35.898881
8117350,15:00:04,34903,I_09_1204235410404,139.940497,35.898673
8117351,15:00:04,34727,I_09_1204235410419,139.941799,35.896133
8117352,15:00:04,34723,I_09_1204235410419,139.941744,35.896243
8117353,15:00:04,34718,I_09_1204235410419,139.941687,35.896358
8117354,15:00:04,34717,I_09_1204235410404,139.941642,35.896449
8117355,15:00:04,34080,I_09_1204235410404,139.94161,35.896513
8117356,15:00:04,34075,I_09_1204235410404,139.941565,35.896603
8117357,15:00:04,34861,I_09_1204235410404,139.944633,35.897359
8117358,15:00:04,34393,I_09_1204235410404,139.943564,35.896857
8117359,15:00:04,34395,I_09_1204235410404,139.944167,35.897141
8117364,15:00:04,34036,I_09_1204235410404_p,139.949779,35.895374
8117365,15:00:04,34601,I_09_1204235410499,139.949754,35.895515
8117366,15:00:04,34082,I_09_1204235410404,139.949727,35.895662
8117367,15:00:04,34319,I_09_1204235410404,139.949865,35.894901
8117368,15:00:04,34872,I_09_1204235410404,139.94965,35.895201
8117369,15:00:04,34267,I_09_1204235410404,139.949685,35.894997
8117370,15:00:04,34198,I_09_1204235410404,139.949728,35.894746
8117371,15:00:04,34264,I_09_1204235410404,139.949761,35.894554
8117372,15:00:04,34248,I_09_1204235410419,139.949659,35.895149
8117373,15:00:04,34260,I_09_1204235410404,139.949697,35.894931
8117374,15:00:04,34209,I_09_1204235410404,139.949731,35.89473
8117397,15:00:04,34873,I_09_1204235410404,139.94629,35.89811
8117398,15:00:04,34785,I_09_1204235410404,139.946071,35.898031
8117436,15:00:04,34088,I_09_1204235410404,139.949663,35.896047
8117437,15:00:04,34034,I_09_1204235410419_p,139.949658,35.896075
8117438,15:00:04,34032,I_09_1204235410404_p,139.949604,35.896437
8117439,15:00:04,34976,I_09_1204235410419_p,139.949586,35.896557
8117440,15:00:04,34287,I_09_1204235410404,139.949675,35.895963
8117441,15:00:04,34094,I_09_1204235410404,139.949655,35.896098
8117463,15:00:04,34093,I_09_1204235410404,139.94917,35.897957
8117464,15:00:04,34079,I_09_1204235410404,139.949059,35.89797
8117472,15:00:04,34864,I_09_1204235410404,139.949356,35.897558
8117556,15:00:05,34030,I_09_1204235410419_p,139.940005,35.89945
8117557,15:00:05,34975,I_09_1204235410419_p,139.939936,35.899544
8117558,15:00:05,34906,I_09_1204235410404,139.939396,35.900234
