,Time,VID,Type,Pos.x,Pos.y
1299,06:30:49,127,I_09_1204235410404,139.949506,35.897719
1351,06:30:50,127,I_09_1204235410404,139.949491,35.897598
1403,06:30:51,127,I_09_1204235410404,139.949477,35.897477
1454,06:30:52,127,I_09_1204235410404,139.94949,35.897356
1506,06:30:53,127,I_09_1204235410404,139.949504,35.897235
1559,06:30:54,127,I_09_1204235410404,139.949517,35.897113
1611,06:30:55,127,I_09_1204235410404,139.94953,35.896992
1664,06:30:56,127,I_09_1204235410404,139.949543,35.896871
1717,06:30:57,127,I_09_1204235410404,139.949557,35.89675
1770,06:30:58,127,I_09_1204235410404,139.949575,35.896629
1823,06:30:59,127,I_09_1204235410404,139.949593,35.896509
1876,06:31:00,127,I_09_1204235410404,139.949611,35.896388
1930,06:31:01,127,I_09_1204235410404,139.949629,35.896268
1983,06:31:02,127,I_09_1204235410404,139.949647,35.896147
2040,06:31:03,127,I_09_1204235410404,139.949666,35.896027
2097,06:31:04,127,I_09_1204235410404,139.949658,35.896078
2154,06:31:05,127,I_09_1204235410404,139.949676,35.895958
2200,06:31:06,127,I_09_1204235410404,139.949723,35.895685
2256,06:31:07,127,I_09_1204235410404,139.949741,35.895585
2257,06:31:07,463,I_09_1204235410404,139.949761,35.894556
2317,06:31:08,127,I_09_1204235410404,139.949759,35.895485
2318,06:31:08,463,I_09_1204235410404,139.949745,35.894652
2380,06:31:09,127,I_09_1204235410404,139.949777,35.895384
2381,06:31:09,463,I_09_1204235410404,139.949729,35.894745
2382,06:31:09,460,I_09_1204235410404,139.949763,35.894546
2451,06:31:10,127,I_09_1204235410404,139.949795,35.895284
2452,06:31:10,463,I_09_1204235410404,139.949713,35.894834
2453,06:31:10,460,I_09_1204235410404,139.949746,35.89464
2526,06:31:11,127,I_09_1204235410404,139.949814,35.895184
2527,06:31:11,463,I_09_1204235410404,139.949698,35.894923
2528,06:31:11,460,I_09_1204235410404,139.949731,35.894731
2606,06:31:12,127,I_09_1204235410404,139.949832,35.895083
2607,06:31:12,463,I_09_1204235410404,139.949683,35.895012
2608,06:31:12,460,I_09_1204235410404,139.949716,35.89482
2689,06:31:13,127,I_09_1204235410404,139.94985,35.894983
2690,06:31:13,463,I_09_1204235410404,139.949667,35.895101
2691,06:31:13,460,I_09_1204235410404,139.9497,35.894909
2773,06:31:14,127,I_09_1204235410404,139.949867,35.89489
2774,06:31:14,463,I_09_1204235410404,139.949652,35.89519
2775,06:31:14,460,I_09_1204235410404,139.949685,35.894998
2858,06:31:15,127,I_09_1204235410404,139.949882,35.894808
2859,06:31:15,463,I_09_1204235410404,139.949637,35.895279
2860,06:31:15,460,I_09_1204235410404,139.94967,35.895087
2943,06:31:16,127,I_09_1204235410404,139.949894,35.894739
2944,06:31:16,463,I_09_1204235410404,139.949621,35.895369
2945,06:31:16,460,I_09_1204235410404,139.949654,35.895176
3028,06:31:17,127,I_09_1204235410404,139.949905,35.894682
3029,06:31:17,463,I_09_1204235410404,139.949606,35.895458
3030,06:31:17,460,I_09_1204235410404,139.949639,35.895265
3117,06:31:18,127,I_09_1204235410404,139.949913,35.894636
3118,06:31:18,463,I_09_1204235410404,139.949591,35.895547
3119,06:31:18,460,I_09_1204235410404,139.949624,35.895354
3209,06:31:19,127,I_09_1204235410404,139.949919,35.894603
3210,06:31:19,463,I_09_1204235410404,139.949576,35.895636
3211,06:31:19,460,I_09_1204235410404,139.949609,35.895443
3302,06:31:20,127,I_09_1204235410404,139.949923,35.894581
3303,06:31:20,463,I_09_1204235410404,139.94956,35.895725
3304,06:31:20,460,I_09_1204235410404,139.949593,35.895532
3393,06:31:21,127,I_09_1204235410404,139.949925,35.894572
3394,06:31:21,463,I_09_1204235410404,139.949545,35.895814
3395,06:31:21,460,I_09_1204235410404,139.949578,35.895621
3486,06:31:22,127,I_09_1204235410404,139.949925,35.894571
3487,06:31:22,463,I_09_1204235410404,139.94953,35.895903
3488,06:31:22,460,I_09_1204235410404,139.949563,35.895711
3579,06:31:23,127,I_09_1204235410404,139.949925,35.894571
3580,06:31:23,463,I_09_1204235410404,139.949514,35.895992
3581,06:31:23,460,I_09_1204235410404,139.949547,35.8958
3672,06:31:24,127,I_09_1204235410404,139.949925,35.894571
3673,06:31:24,463,I_09_1204235410404,139.949499,35.896081
3674,06:31:24,460,I_09_1204235410404,139.949532,35.895889
3765,06:31:25,127,I_09_1204235410404,139.949925,35.894571
3766,06:31:25,463,I_09_1204235410404,139.949484,35.89617
3767,06:31:25,460,I_09_1204235410404,139.949517,35.895978
3858,06:31:26,127,I_09_1204235410404,139.949925,35.894571
3859,06:31:26,463,I_09_1204235410404,139.949468,35.896259
3860,06:31:26,460,I_09_1204235410404,139.949501,35.896067
3952,06:31:27,127,I_09_1204235410404,139.949925,35.894571
3953,06:31:27,463,I_09_1204235410404,139.949453,35.896349
3954,06:31:27,460,I_09_1204235410404,139.949486,35.896156
4049,06:31:28,127,I_09_1204235410404,139.949925,35.894571
4050,06:31:28,463,I_09_1204235410404,139.949438,35.896438
4051,06:31:28,460,I_09_1204235410404,139.949471,35.896245
4147,06:31:29,127,I_09_1204235410404,139.949925,35.894571
4148,06:31:29,463,I_09_1204235410404,139.949422,35.896527
4149,06:31:29,460,I_09_1204235410404,139.949456,35.896334
4246,06:31:30,127,I_09_1204235410404,139.949925,35.894571
4247,06:31:30,460,I_09_1204235410404,139.94944,35.896423
4248,06:31:30,463,I_09_1204235410404,139.949435,35.896451
4348,06:31:31,127,I_09_1204235410404,139.949925,35.894571
4349,06:31:31,460,I_09_1204235410404,139.949425,35.896512
4350,06:31:31,463,I_09_1204235410404,139.94942,35.89654
4451,06:31:32,127,I_09_1204235410404,139.949925,35.894571
4452,06:31:32,460,I_09_1204235410404,139.949438,35.896436
4485,06:31:32,463,I_09_1204235410404,139.949381,35.896805
4556,06:31:33,127,I_09_1204235410404,139.949925,35.894571
4557,06:31:33,460,I_09_1204235410404,139.949423,35.896526
4590,06:31:33,463,I_09_1204235410404,139.949372,35.8969
4660,06:31:34,127,I_09_1204235410404,139.949925,35.894571
4694,06:31:34,463,I_09_1204235410404,139.949365,35.896994
4695,06:31:34,460,I_09_1204235410404,139.949382,35.896796
4765,06:31:35,127,I_09_1204235410404,139.949925,35.894571
4798,06:31:35,463,I_09_1204235410404,139.949358,35.897089
4799,06:31:35,460,I_09_1204235410404,139.949373,35.89689
4864,06:31:36,889,I_09_1204235410404,139.941762,35.896208
4868,06:31:36,127,I_09_1204235410404,139.949925,35.894571
4902,06:31:36,463,I_09_1204235410404,139.949353,35.897184
4903,06:31:36,460,I_09_1204235410404,139.949366,35.896985
4968,06:31:37,889,I_09_1204235410404,139.941709,35.896315
4972,06:31:37,127,I_09_1204235410404,139.949925,35.894571
5006,06:31:37,463,I_09_1204235410404,139.949353,35.897279
5007,06:31:37,460,I_09_1204235410404,139.949359,35.89708
5070,06:31:38,889,I_09_1204235410404,139.941655,35.896423
5071,06:31:38,941,I_09_1204235410404,139.941762,35.896207
5075,06:31:38,127,I_09_1204235410404,139.949925,35.894571
5110,06:31:38,463,I_09_1204235410404,139.949353,35.897374
5111,06:31:38,460,I_09_1204235410404,139.949353,35.897175
5174,06:31:39,889,I_09_1204235410404,139.941602,35.89653
5175,06:31:39,941,I_09_1204235410404,139.941709,35.896314
5179,06:31:39,127,I_09_1204235410404,139.949925,35.894571
5214,06:31:39,463,I_09_1204235410404,139.949353,35.897469
5215,06:31:39,460,I_09_1204235410404,139.949353,35.89727
5276,06:31:40,889,I_09_1204235410404,139.941548,35.896637
5277,06:31:40,941,I_09_1204235410404,139.941656,35.896421
5281,06:31:40,127,I_09_1204235410404,139.949915,35.894627
5318,06:31:40,463,I_09_1204235410404,139.949356,35.897558
5319,06:31:40,460,I_09_1204235410404,139.949353,35.897364
5382,06:31:41,889,I_09_1204235410404,139.941495,35.896745
5383,06:31:41,941,I_09_1204235410404,139.941602,35.896529
5387,06:31:41,127,I_09_1204235410404,139.949916,35.89462
5422,06:31:41,463,I_09_1204235410404,139.949367,35.897634
5423,06:31:41,460,I_09_1204235410404,139.949353,35.897453
5486,06:31:42,889,I_09_1204235410404,139.941441,35.896852
5487,06:31:42,941,I_09_1204235410404,139.941549,35.896636
5491,06:31:42,127,I_09_1204235410404,139.949919,35.894601
5526,06:31:42,463,I_09_1204235410404,139.949377,35.897696
5527,06:31:42,460,I_09_1204235410404,139.949353,35.897533
5592,06:31:43,889,I_09_1204235410404,139.941388,35.89696
5593,06:31:43,941,I_09_1204235410404,139.941495,35.896743
5632,06:31:43,463,I_09_1204235410404,139.949384,35.897742
5633,06:31:43,460,I_09_1204235410404,139.949362,35.897599
5687,06:31:44,702,I_09_1204235410404,139.93909,35.900609
