,Time,VID,Type,Pos.x,Pos.y
9023833,16:00:00,38147,I_09_1204235410404,139.940573,35.898542
9023834,16:00:00,38152,I_09_1204235410404,139.940723,35.898268
9023835,16:00:00,37868,I_09_1204235410404,139.941799,35.896133
9023836,16:00:00,38474,I_09_1204235410404,139.941772,35.896188
9023837,16:00:00,37860,I_09_1204235410404,139.941744,35.896243
9023838,16:00:00,38340,I_09_1204235410404,139.941717,35.896298
9023839,16:00:00,38342,I_09_1204235410404,139.941689,35.896353
9023840,16:00:00,38452,I_09_1204235410404,139.941662,35.896409
9023841,16:00:00,38470,I_09_1204235410404,139.941635,35.896464
9023842,16:00:00,38443,I_09_1204235410404,139.941607,35.896519
9023843,16:00:00,38478,I_09_1204235410404,139.94158,35.896574
9023844,16:00:00,38050,I_09_1204235410404,139.942578,35.896395
9023882,16:00:00,38599,I_09_1204235410404,139.94943,35.896482
9023883,16:00:00,38610,I_09_1204235410404,139.949467,35.896269
9023884,16:00:00,37997,I_09_1204235410404,139.9495,35.896075
9023885,16:00:00,38000,I_09_1204235410404,139.949532,35.89589
9023886,16:00:00,37985,I_09_1204235410404,139.949489,35.896139
9023887,16:00:00,38619,I_09_1204235410404,139.949418,35.89655
9023948,16:00:00,37938,I_09_1204235410404,139.949592,35.896514
9023949,16:00:00,37912,I_09_1204235410404,139.949547,35.896827
9023950,16:00:00,37927,I_09_1204235410404,139.949517,35.897117
9023951,16:00:00,37904,I_09_1204235410404,139.949486,35.89739
9023952,16:00:00,37929,I_09_1204235410404,139.949496,35.897637
9023953,16:00:00,37919,I_09_1204235410404,139.949557,35.896746
9023975,16:00:00,38454,I_09_1204235410404,139.94917,35.897957
9023976,16:00:00,38618,I_09_1204235410404,139.949096,35.897966
9023977,16:00:00,38622,I_09_1204235410404,139.949017,35.897974
9023978,16:00:00,37867,I_09_1204235410404,139.948097,35.898075
9023979,16:00:00,38615,I_09_1204235410404,139.947704,35.898113
9024076,16:00:01,38147,I_09_1204235410404,139.940512,35.898646
9024077,16:00:01,38152,I_09_1204235410404,139.940665,35.898374
9024078,16:00:01,37868,I_09_1204235410404,139.941799,35.896133
9024079,16:00:01,38474,I_09_1204235410404,139.941772,35.896188
9024080,16:00:01,37860,I_09_1204235410404,139.941744,35.896243
9024081,16:00:01,38340,I_09_1204235410404,139.941717,35.896298
9024082,16:00:01,38342,I_09_1204235410404,139.941689,35.896353
9024083,16:00:01,38452,I_09_1204235410404,139.941662,35.896409
9024084,16:00:01,38470,I_09_1204235410404,139.941635,35.896464
9024085,16:00:01,38443,I_09_1204235410404,139.941607,35.896519
9024086,16:00:01,38478,I_09_1204235410404,139.94158,35.896574
9024087,16:00:01,38050,I_09_1204235410404,139.942455,35.896337
9024125,16:00:01,38610,I_09_1204235410404,139.949451,35.896358
9024126,16:00:01,37997,I_09_1204235410404,139.949485,35.896164
9024127,16:00:01,38000,I_09_1204235410404,139.949517,35.895979
