,Time,VID,Type,Pos.x,Pos.y
3698898,10:00:00,15121,I_09_1204235410404,139.93937,35.900266
3698899,10:00:00,15689,I_09_1204235410419,139.939467,35.900147
3698900,10:00:00,15672,I_09_1204235410404,139.939536,35.900062
3698901,10:00:00,15618,I_09_1204235410404,139.93959,35.899994
3698902,10:00:00,15676,I_09_1204235410404,139.939646,35.899923
3698903,10:00:00,15668,I_09_1204235410404,139.939702,35.899851
3698904,10:00:00,15659,I_09_1204235410404,139.93976,35.899777
3698905,10:00:00,15690,I_09_1204235410419,139.939065,35.90064
3698906,10:00:00,15610,I_09_1204235410404,139.939127,35.900564
3698907,10:00:00,15623,I_09_1204235410404,139.939176,35.900504
3698908,10:00:00,15667,I_09_1204235410404,139.939227,35.900442
3698909,10:00:00,15669,I_09_1204235410404,139.939275,35.900382
3698910,10:00:00,15628,I_09_1204235410404,139.939322,35.900324
3698917,10:00:00,14760,I_09_1204235410404,139.940885,35.897969
3698918,10:00:00,15400,I_09_1204235410404,139.941774,35.896183
3698919,10:00:00,15243,I_09_1204235410404,139.941745,35.896243
3698920,10:00:00,15415,I_09_1204235410404,139.941735,35.896262
3698931,10:00:00,14823,I_09_1204235410404,139.949914,35.894629
3698932,10:00:00,14779,I_09_1204235410404,139.949892,35.894753
3698933,10:00:00,14834,I_09_1204235410419,139.949858,35.894939
3698934,10:00:00,14777,I_09_1204235410404,139.949841,35.895032
3698935,10:00:00,15260,I_09_1204235410404,139.949829,35.8951
3698936,10:00:00,14830,I_09_1204235410404,139.949818,35.895161
3698937,10:00:00,14781,I_09_1204235410404,139.949808,35.895217
3698938,10:00:00,14792,I_09_1204235410404,139.949798,35.89527
3698939,10:00:00,14801,I_09_1204235410404,139.949789,35.895322
3698940,10:00:00,14835,I_09_1204235410419,139.949771,35.895421
3698941,10:00:00,15319,I_09_1204235410404,139.949755,35.895505
3698942,10:00:00,15336,I_09_1204235410404,139.949746,35.895557
3698943,10:00:00,15337,I_09_1204235410404,139.949737,35.895608
3698944,10:00:00,15414,I_09_1204235410404,139.949727,35.89566
3698945,10:00:00,14973,I_09_1204235410404,139.949718,35.895711
3698946,10:00:00,14953,I_09_1204235410404,139.949916,35.894619
3698947,10:00:00,14970,I_09_1204235410404,139.949892,35.894751
3698948,10:00:00,14982,I_09_1204235410404,139.949881,35.894815
3698949,10:00:00,14954,I_09_1204235410404,139.949862,35.894917
3698950,10:00:00,15186,I_09_1204235410404,139.949839,35.895043
3698951,10:00:00,15129,I_09_1204235410404,139.949422,35.896529
3698952,10:00:00,14917,I_09_1204235410404,139.949635,35.89529
3698953,10:00:00,14866,I_09_1204235410404,139.949675,35.895058
3698954,10:00:00,14922,I_09_1204235410404,139.949711,35.894848
3698955,10:00:00,14873,I_09_1204235410404,139.949746,35.894642
3698956,10:00:00,15179,I_09_1204235410499,139.949426,35.896504
3699008,10:00:00,15325,I_09_1204235410404,139.94967,35.895999
3699009,10:00:00,14797,I_09_1204235410404,139.949659,35.896073
3699010,10:00:00,14829,I_09_1204235410404,139.949647,35.89615
3699011,10:00:00,14828,I_09_1204235410404,139.949636,35.896226
3699012,10:00:00,14827,I_09_1204235410404,139.949624,35.896304
3699013,10:00:00,14806,I_09_1204235410404,139.949611,35.896388
3699014,10:00:00,15417,I_09_1204235410404,139.949597,35.896479
3699015,10:00:00,15264,I_09_1204235410404,139.949583,35.896578
3699016,10:00:00,15241,I_09_1204235410404,139.949567,35.896684
3699017,10:00:00,15256,I_09_1204235410404,139.949531,35.896977
3699018,10:00:00,14756,I_09_1204235410434,139.94967,35.896001
3699019,10:00:00,15398,I_09_1204235410404,139.949654,35.896103
