route_id,V_kmh,Dpillar,simulation_delay
D10_314,42.5,28.235294123294107,28.235294342041016
D10_314,45.0,26.666666669333328,26.66666603088379
D10_314,47.5,25.263157893473675,25.263158798217773
D10_314,50.0,23.99999999999999,24.0
D10_321,10.0,24.282352941176462,
D10_321,12.5,24.0,
D10_321,15.0,19.99999999999997,
D10_321,17.5,16.01436210847975,
D10_321,20.0,16.2,24.0
D10_321,22.5,19.866666663733334,21.33333396911621
D10_321,25.0,22.799999999999997,24.0
D10_321,27.5,25.1999999976,26.18181800842285
D10_321,30.0,22.400000003199978,28.0
D10_321,32.5,23.076923077846143,24.923076629638672
D10_321,35.0,25.714285712571414,25.714284896850582
D10_321,37.5,28.000000004,28.0
D10_321,40.0,30.0,30.0
D10_321,42.5,28.235294123294107,28.235294342041016
D10_321,45.0,26.666666669333328,26.66666603088379
D10_321,47.5,25.263157893473675,25.263158798217773
D10_321,50.0,23.99999999999999,24.0
D10_322,10.0,24.00000000000002,
D10_322,12.5,21.800506330808027,
D10_322,15.0,24.0,
D10_322,17.5,22.285714285714302,
D10_322,20.0,22.2,36.0
D10_322,22.5,18.79999999839999,28.0
D10_322,25.0,21.840000000000003,24.0
D10_322,27.5,24.327272725745445,26.18181800842285
D10_322,30.0,26.39999999280001,28.0
D10_322,32.5,25.846153844872383,29.538461685180664
D10_322,35.0,23.314285710171426,29.14285659790039
D10_322,37.5,21.599999999999994,26.399999618530277
D10_322,40.0,23.999999999999982,24.0
D10_322,42.5,26.11764706164705,26.117647171020508
D10_322,45.0,28.000000004,28.0
D10_322,47.5,29.684210520631574,29.6842098236084
D10_322,50.0,28.8,28.799999237060547
D10_323,10.0,13.634442270058706,
D10_323,12.5,32.16657534549731,
D10_323,15.0,24.944814090019573,
D10_323,17.5,28.176348895722672,
D10_323,20.0,30.6,42.59999847412109
D10_323,22.5,25.06666666773333,38.66666793823242
D10_323,25.0,20.880000000000003,31.200000762939453
D10_323,27.5,23.45454546349091,26.18181800842285
D10_323,30.0,25.600000004000005,28.0
D10_323,32.5,27.415384610769237,29.538461685180664
D10_323,35.0,28.799999994063143,30.85714340209961
D10_323,37.5,26.24000000319998,32.0
D10_323,40.0,23.999999999999982,30.0
D10_323,42.5,22.023529412329395,27.52941131591797
D10_323,45.0,22.666666665333334,25.33333396911621
D10_323,47.5,24.63157894673684,24.63157844543457
D10_323,50.0,26.4,26.399999618530277
D10_324,10.0,24.00000000000002,
D10_324,12.5,26.08941176773744,
D10_324,15.0,24.0,
D10_324,17.5,22.285714285714302,
D10_324,20.0,21.000000000000007,36.0
D10_324,22.5,16.533333335466665,28.0
D10_324,25.0,17.759999999999994,21.600000381469727
D10_324,27.5,17.018181820363637,22.909090042114254
D10_324,30.0,19.200000007200003,24.0
D10_324,32.5,21.50769230898462,22.153846740722656
D10_324,35.0,23.31428571383457,24.0
D10_324,37.5,21.599999999999994,25.600000381469727
D10_324,40.0,23.999999999999982,24.0
D10_324,42.5,26.11764706164705,26.117647171020508
D10_324,45.0,28.000000004,28.0
D10_324,47.5,29.684210520631574,29.6842098236084
D10_324,50.0,28.8,28.799999237060547
D10_331,10.0,30.0,
D10_331,12.5,18.957983193277308,
D10_331,15.0,22.265546218487398,
D10_331,17.5,24.62809123649459,
D10_331,20.0,26.399999999999995,33.0
D10_331,22.5,22.400000003199988,28.0
D10_331,25.0,23.999999999999996,24.0
D10_331,27.5,27.272727269454546,27.272727966308597
D10_331,30.0,29.999999999999996,30.0
D10_331,32.5,27.692307688615383,27.69230842590332
