route_count,figure_count,x_axis_common,x_ticks,y_axis_common,simulation_style,pillar_style,legend_position
57,57,10–50 km/h,"10, 20, 30, 40, 50",0.00–56.70 s/veh,solid line with circular markers,dashed black line with square markers,outside right
