case_index,route_id,pattern_group,pattern_id,n_links,n_intersections,design_speed_kmh,evaluation_speed_kmh,cycle_length_s,offset_step_s,grid_size_each_axis,number_of_offset_patterns,lengths_m,green_ratios,demand_veh_per_s,d_min_s_per_veh,representative_offsets_s,representative_x1_s,representative_x2_s,representative_x3_s,number_of_exact_optima,number_within_0p1s,number_within_0p5s,number_within_1p0s,FTT_s_per_veh,TTT_s_per_veh,runtime_sec,hostname,delay_file,optima_file,array_definition,lambda01_design,lambda12_design,lambda23_design,L01_m,L12_m,L23_m,g0,g1,g2,g3
436,R3_S04,random_short_3link,3S04,3,4,30,37.5,120,1.2,100,1000000,"[104.0, 162.0, 99.0]","[0.4, 0.59, 0.46, 0.4]",0.4,39.72000122,"[0.0, 26.399999618530273, 25.200000762939453]",0,26.39999962,25.20000076,5508,5508,8302,8668,35.04,74.76,670.0427933,BuiltPC01,results_60routes\full_delay\case_0436__R3_S04__v37p5_delays.npy,results_60routes\optima\case_0436__R3_S04__v37p5_optima.npy,"delays[i1,...,iN] corresponds to x1=grid[i1],...,xN=grid[iN]",0.104,0.162,0.099,104,162,99,0.4,0.59,0.46,0.4
437,R3_S04,random_short_3link,3S04,3,4,30,40,120,1.2,100,1000000,"[104.0, 162.0, 99.0]","[0.4, 0.59, 0.46, 0.4]",0.4,40.27500153,"[0.0, 7.199999809265137, 22.799999237060547]",0,7.199999809,22.79999924,4092,4434,12354,14048,32.85,73.125,669.2266114,BuiltPC01,results_60routes\full_delay\case_0437__R3_S04__v40p0_delays.npy,results_60routes\optima\case_0437__R3_S04__v40p0_optima.npy,"delays[i1,...,iN] corresponds to x1=grid[i1],...,xN=grid[iN]",0.104,0.162,0.099,104,162,99,0.4,0.59,0.46,0.4
438,R3_S04,random_short_3link,3S04,3,4,30,42.5,120,1.2,100,1000000,"[104.0, 162.0, 99.0]","[0.4, 0.59, 0.46, 0.4]",0.4,37.37647247,"[0.0, 10.800000190734863, 25.200000762939453]",0,10.80000019,25.20000076,1740,1960,2986,3240,30.91764706,68.29411765,667.9373486,BuiltPC01,results_60routes\full_delay\case_0438__R3_S04__v42p5_delays.npy,results_60routes\optima\case_0438__R3_S04__v42p5_optima.npy,"delays[i1,...,iN] corresponds to x1=grid[i1],...,xN=grid[iN]",0.104,0.162,0.099,104,162,99,0.4,0.59,0.46,0.4
439,R3_S04,random_short_3link,3S04,3,4,30,45,120,1.2,100,1000000,"[104.0, 162.0, 99.0]","[0.4, 0.59, 0.46, 0.4]",0.4,34.79999924,"[0.0, 12.0, 26.399999618530273]",0,12,26.39999962,836,836,1004,1836,29.2,64,666.9971442,BuiltPC01,results_60routes\full_delay\case_0439__R3_S04__v45p0_delays.npy,results_60routes\optima\case_0439__R3_S04__v45p0_optima.npy,"delays[i1,...,iN] corresponds to x1=grid[i1],...,xN=grid[iN]",0.104,0.162,0.099,104,162,99,0.4,0.59,0.46,0.4
440,R3_S04,random_short_3link,3S04,3,4,30,47.5,120,1.2,100,1000000,"[104.0, 162.0, 99.0]","[0.4, 0.59, 0.46, 0.4]",0.4,32.49473572,"[0.0, 13.199999809265137, 27.600000381469727]",0,13.19999981,27.60000038,228,228,266,292,27.66315789,60.15789474,665.4376097,BuiltPC01,results_60routes\full_delay\case_0440__R3_S04__v47p5_delays.npy,results_60routes\optima\case_0440__R3_S04__v47p5_optima.npy,"delays[i1,...,iN] corresponds to x1=grid[i1],...,xN=grid[iN]",0.104,0.162,0.099,104,162,99,0.4,0.59,0.46,0.4
441,R3_S04,random_short_3link,3S04,3,4,30,50,120,1.2,100,1000000,"[104.0, 162.0, 99.0]","[0.4, 0.59, 0.46, 0.4]",0.4,33.72000122,"[0.0, 12.0, 26.399999618530273]",0,12,26.39999962,956,956,1004,1040,26.28,60,669.1983852,BuiltPC01,results_60routes\full_delay\case_0441__R3_S04__v50p0_delays.npy,results_60routes\optima\case_0441__R3_S04__v50p0_optima.npy,"delays[i1,...,iN] corresponds to x1=grid[i1],...,xN=grid[iN]",0.104,0.162,0.099,104,162,99,0.4,0.59,0.46,0.4
442,R3_S05,random_short_3link,3S05,3,4,30,20,120,1.2,100,1000000,"[163.0, 82.0, 123.0]","[0.4, 0.62, 0.56, 0.4]",0.4,42.36000061,"[0.0, 31.200000762939453, 57.599998474121094]",0,31.20000076,57.59999847,990,990,1602,1638,66.24,108.6,673.2906942,BuiltPC01,results_60routes\full_delay\case_0442__R3_S05__v20p0_delays.npy,results_60routes\optima\case_0442__R3_S05__v20p0_optima.npy,"delays[i1,...,iN] corresponds to x1=grid[i1],...,xN=grid[iN]",0.163,0.082,0.123,163,82,123,0.4,0.62,0.56,0.4
443,R3_S05,random_short_3link,3S05,3,4,30,22.5,120,1.2,100,1000000,"[163.0, 82.0, 123.0]","[0.4, 0.62, 0.56, 0.4]",0.4,33.31999969,"[94.80000305175781, 62.400001525878906, 61.20000076293945]",94.80000305,62.40000153,61.20000076,20,20,80,134,58.88,92.2,672.9926388,BuiltPC01,results_60routes\full_delay\case_0443__R3_S05__v22p5_delays.npy,results_60routes\optima\case_0443__R3_S05__v22p5_optima.npy,"delays[i1,...,iN] corresponds to x1=grid[i1],...,xN=grid[iN]",0.163,0.082,0.123,163,82,123,0.4,0.62,0.56,0.4
444,R3_S05,random_short_3link,3S05,3,4,30,25,120,1.2,100,1000000,"[163.0, 82.0, 123.0]","[0.4, 0.62, 0.56, 0.4]",0.4,32.68799973,"[97.19999694824219, 58.79999923706055, 60.0]",97.19999695,58.79999924,60,84,84,140,250,52.992,85.68,671.0672779,BuiltPC01,results_60routes\full_delay\case_0444__R3_S05__v25p0_delays.npy,results_60routes\optima\case_0444__R3_S05__v25p0_optima.npy,"delays[i1,...,iN] corresponds to x1=grid[i1],...,xN=grid[iN]",0.163,0.082,0.123,163,82,123,0.4,0.62,0.56,0.4
445,R3_S05,random_short_3link,3S05,3,4,30,27.5,120,1.2,100,1000000,"[163.0, 82.0, 123.0]","[0.4, 0.62, 0.56, 0.4]",0.4,32.17090988,"[99.5999984741211, 57.599998474121094, 60.0]",99.59999847,57.59999847,60,66,66,132,324,48.17454545,80.34545455,670.8855982,BuiltPC01,results_60routes\full_delay\case_0445__R3_S05__v27p5_delays.npy,results_60routes\optima\case_0445__R3_S05__v27p5_optima.npy,"delays[i1,...,iN] corresponds to x1=grid[i1],...,xN=grid[iN]",0.163,0.082,0.123,163,82,123,0.4,0.62,0.56,0.4
446,R3_S05,random_short_3link,3S05,3,4,30,30,120,1.2,100,1000000,"[163.0, 82.0, 123.0]","[0.4, 0.62, 0.56, 0.4]",0.4,31.73999977,"[100.80000305175781, 55.20000076293945, 58.79999923706055]",100.8000031,55.20000076,58.79999924,90,90,180,198,44.16,75.9,668.2869074,BuiltPC01,results_60routes\full_delay\case_0446__R3_S05__v30p0_delays.npy,results_60routes\optima\case_0446__R3_S05__v30p0_optima.npy,"delays[i1,...,iN] corresponds to x1=grid[i1],...,xN=grid[iN]",0.163,0.082,0.123,163,82,123,0.4,0.62,0.56,0.4
447,R3_S05,random_short_3link,3S05,3,4,30,32.5,120,1.2,100,1000000,"[163.0, 82.0, 123.0]","[0.4, 0.62, 0.56, 0.4]",0.4,29.29846191,"[0.0, 27.600000381469727, 33.599998474121094]",0,27.60000038,33.59999847,308,322,322,1174,40.76307692,70.06153846,669.7246714,BuiltPC01,results_60routes\full_delay\case_0447__R3_S05__v32p5_delays.npy,results_60routes\optima\case_0447__R3_S05__v32p5_optima.npy,"delays[i1,...,iN] corresponds to x1=grid[i1],...,xN=grid[iN]",0.163,0.082,0.123,163,82,123,0.4,0.62,0.56,0.4
448,R3_S05,random_short_3link,3S05,3,4,30,35,120,1.2,100,1000000,"[163.0, 82.0, 123.0]","[0.4, 0.62, 0.56, 0.4]",0.4,29.77714348,"[0.0, 25.200000762939453, 32.400001525878906]",0,25.20000076,32.40000153,1200,1250,1250,1750,37.85142857,67.62857143,667.9225125,BuiltPC01,results_60routes\full_delay\case_0448__R3_S05__v35p0_delays.npy,results_60routes\optima\case_0448__R3_S05__v35p0_optima.npy,"delays[i1,...,iN] corresponds to x1=grid[i1],...,xN=grid[iN]",0.163,0.082,0.123,163,82,123,0.4,0.62,0.56,0.4
449,R3_S05,random_short_3link,3S05,3,4,30,37.5,120,1.2,100,1000000,"[163.0, 82.0, 123.0]","[0.4, 0.62, 0.56, 0.4]",0.4,28.99200058,"[0.0, 2.4000000953674316, 32.400001525878906]",0,2.400000095,32.40000153,2382,2382,2496,4488,35.328,64.32,671.493839,BuiltPC01,results_60routes\full_delay\case_0449__R3_S05__v37p5_delays.npy,results_60routes\optima\case_0449__R3_S05__v37p5_optima.npy,"delays[i1,...,iN] corresponds to x1=grid[i1],...,xN=grid[iN]",0.163,0.082,0.123,163,82,123,0.4,0.62,0.56,0.4
450,R3_S05,random_short_3link,3S05,3,4,30,40,120,1.2,100,1000000,"[163.0, 82.0, 123.0]","[0.4, 0.62, 0.56, 0.4]",0.4,26.87999916,"[0.0, 3.5999999046325684, 33.599998474121094]",0,3.599999905,33.59999847,692,692,768,2372,33.12,60,663.3058794,BuiltPC01,results_60routes\full_delay\case_0450__R3_S05__v40p0_delays.npy,results_60routes\optima\case_0450__R3_S05__v40p0_optima.npy,"delays[i1,...,iN] corresponds to x1=grid[i1],...,xN=grid[iN]",0.163,0.082,0.123,163,82,123,0.4,0.62,0.56,0.4
451,R3_S05,random_short_3link,3S05,3,4,30,42.5,120,1.2,100,1000000,"[163.0, 82.0, 123.0]","[0.4, 0.62, 0.56, 0.4]",0.4,28.82823563,"[0.0, 2.4000000953674316, 31.200000762939453]",0,2.400000095,31.20000076,4200,4200,4430,4770,31.17176471,60,665.2879424,BuiltPC01,results_60routes\full_delay\case_0451__R3_S05__v42p5_delays.npy,results_60routes\optima\case_0451__R3_S05__v42p5_optima.npy,"delays[i1,...,iN] corresponds to x1=grid[i1],...,xN=grid[iN]",0.163,0.082,0.123,163,82,123,0.4,0.62,0.56,0.4
452,R3_S05,random_short_3link,3S05,3,4,30,45,120,1.2,100,1000000,"[163.0, 82.0, 123.0]","[0.4, 0.62, 0.56, 0.4]",0.4,30.55999947,"[0.0, 1.2000000476837158, 30.0]",0,1.200000048,30,6650,6720,7362,9995,29.44,60,665.3659961,BuiltPC01,results_60routes\full_delay\case_0452__R3_S05__v45p0_delays.npy,results_60routes\optima\case_0452__R3_S05__v45p0_optima.npy,"delays[i1,...,iN] corresponds to x1=grid[i1],...,xN=grid[iN]",0.163,0.082,0.123,163,82,123,0.4,0.62,0.56,0.4
453,R3_S05,random_short_3link,3S05,3,4,30,47.5,120,1.2,100,1000000,"[163.0, 82.0, 123.0]","[0.4, 0.62, 0.56, 0.4]",0.4,32.10947418,"[0.0, 0.0, 28.799999237060547]",0,0,28.79999924,10133,10233,12857,13337,27.89052632,60,662.800971,BuiltPC01,results_60routes\full_delay\case_0453__R3_S05__v47p5_delays.npy,results_60routes\optima\case_0453__R3_S05__v47p5_optima.npy,"delays[i1,...,iN] corresponds to x1=grid[i1],...,xN=grid[iN]",0.163,0.082,0.123,163,82,123,0.4,0.62,0.56,0.4
454,R3_S05,random_short_3link,3S05,3,4,30,50,120,1.2,100,1000000,"[163.0, 82.0, 123.0]","[0.4, 0.62, 0.56, 0.4]",0.4,33.50400162,"[0.0, 0.0, 27.600000381469727]",0,0,27.60000038,13371,13371,16165,17977,26.496,60,662.2048581,BuiltPC01,results_60routes\full_delay\case_0454__R3_S05__v50p0_delays.npy,results_60routes\optima\case_0454__R3_S05__v50p0_optima.npy,"delays[i1,...,iN] corresponds to x1=grid[i1],...,xN=grid[iN]",0.163,0.082,0.123,163,82,123,0.4,0.62,0.56,0.4
455,R3_S06,random_short_3link,3S06,3,4,30,20,120,1.2,100,1000000,"[159.0, 154.0, 109.0]","[0.4, 0.5, 0.51, 0.4]",0.4,67.44000244,"[0.0, 91.19999694824219, 104.4000015258789]",0,91.19999695,104.4000015,572,728,728,910,75.96,143.4,666.8072855,BuiltPC01,results_60routes\full_delay\case_0455__R3_S06__v20p0_delays.npy,results_60routes\optima\case_0455__R3_S06__v20p0_optima.npy,"delays[i1,...,iN] corresponds to x1=grid[i1],...,xN=grid[iN]",0.159,0.154,0.109,159,154,109,0.4,0.5,0.51,0.4
456,R3_S06,random_short_3link,3S06,3,4,30,22.5,120,1.2,100,1000000,"[159.0, 154.0, 109.0]","[0.4, 0.5, 0.51, 0.4]",0.4,60.77999878,"[7.199999809265137, 97.19999694824219, 108.0]",7.199999809,97.19999695,108,8,8,10,36,67.52,128.2999962,666.1787417,BuiltPC01,results_60routes\full_delay\case_0456__R3_S06__v22p5_delays.npy,results_60routes\optima\case_0456__R3_S06__v22p5_optima.npy,"delays[i1,...,iN] corresponds to x1=grid[i1],...,xN=grid[iN]",0.159,0.154,0.109,159,154,109,0.4,0.5,0.51,0.4
457,R3_S06,random_short_3link,3S06,3,4,30,25,120,1.2,100,1000000,"[159.0, 154.0, 109.0]","[0.4, 0.5, 0.51, 0.4]",0.4,59.65200043,"[0.0, 15.600000381469727, 36.0]",0,15.60000038,36,8892,8892,8892,12700,60.768,120.42,668.3900337,BuiltPC01,results_60routes\full_delay\case_0457__R3_S06__v25p0_delays.npy,results_60routes\optima\case_0457__R3_S06__v25p0_optima.npy,"delays[i1,...,iN] corresponds to x1=grid[i1],...,xN=grid[iN]",0.159,0.154,0.109,159,154,109,0.4,0.5,0.51,0.4
458,R3_S06,random_short_3link,3S06,3,4,30,27.5,120,1.2,100,1000000,"[159.0, 154.0, 109.0]","[0.4, 0.5, 0.51, 0.4]",0.4,51.36545563,"[0.0, 19.200000762939453, 39.599998474121094]",0,19.20000076,39.59999847,2418,2418,3602,3656,55.24363636,106.6090909,668.8919792,BuiltPC01,results_60routes\full_delay\case_0458__R3_S06__v27p5_delays.npy,results_60routes\optima\case_0458__R3_S06__v27p5_optima.npy,"delays[i1,...,iN] corresponds to x1=grid[i1],...,xN=grid[iN]",0.159,0.154,0.109,159,154,109,0.4,0.5,0.51,0.4
459,R3_S06,random_short_3link,3S06,3,4,30,30,120,1.2,100,1000000,"[159.0, 154.0, 109.0]","[0.4, 0.5, 0.51, 0.4]",0.4,44.45999908,"[0.0, 22.799999237060547, 42.0]",0,22.79999924,42,378,378,386,438,50.64,95.1,665.1362841,BuiltPC01,results_60routes\full_delay\case_0459__R3_S06__v30p0_delays.npy,results_60routes\optima\case_0459__R3_S06__v30p0_optima.npy,"delays[i1,...,iN] corresponds to x1=grid[i1],...,xN=grid[iN]",0.159,0.154,0.109,159,154,109,0.4,0.5,0.51,0.4
460,R3_S06,random_short_3link,3S06,3,4,30,32.5,120,1.2,100,1000000,"[159.0, 154.0, 109.0]","[0.4, 0.5, 0.51, 0.4]",0.4,42.2861557,"[0.0, 24.0, 42.0]",0,24,42,180,220,480,616,46.74461538,89.03076923,661.417676,BuiltPC01,results_60routes\full_delay\case_0460__R3_S06__v32p5_delays.npy,results_60routes\optima\case_0460__R3_S06__v32p5_optima.npy,"delays[i1,...,iN] corresponds to x1=grid[i1],...,xN=grid[iN]",0.159,0.154,0.109,159,154,109,0.4,0.5,0.51,0.4
461,R3_S06,random_short_3link,3S06,3,4,30,35,120,1.2,100,1000000,"[159.0, 154.0, 109.0]","[0.4, 0.5, 0.51, 0.4]",0.4,42.47999954,"[0.0, 21.600000381469727, 39.599998474121094]",0,21.60000038,39.59999847,540,540,540,1000,43.40571429,85.88571429,662.2227552,BuiltPC01,results_60routes\full_delay\case_0461__R3_S06__v35p0_delays.npy,results_60routes\optima\case_0461__R3_S06__v35p0_optima.npy,"delays[i1,...,iN] corresponds to x1=grid[i1],...,xN=grid[iN]",0.159,0.154,0.109,159,154,109,0.4,0.5,0.51,0.4
462,R3_S06,random_short_3link,3S06,3,4,30,37.5,120,1.2,100,1000000,"[159.0, 154.0, 109.0]","[0.4, 0.5, 0.51, 0.4]",0.4,42.64799881,"[0.0, 20.399999618530273, 38.400001525878906]",0,20.39999962,38.40000153,720,900,1100,1100,40.512,83.16000238,661.8556638,BuiltPC01,results_60routes\full_delay\case_0462__R3_S06__v37p5_delays.npy,results_60routes\optima\case_0462__R3_S06__v37p5_optima.npy,"delays[i1,...,iN] corresponds to x1=grid[i1],...,xN=grid[iN]",0.159,0.154,0.109,159,154,109,0.4,0.5,0.51,0.4
463,R3_S06,random_short_3link,3S06,3,4,30,40,120,1.2,100,1000000,"[159.0, 154.0, 109.0]","[0.4, 0.5, 0.51, 0.4]",0.4,41.97000122,"[0.0, 0.0, 22.799999237060547]",0,0,22.79999924,7124,7124,7878,10730,37.98,79.95,663.3110945,BuiltPC01,results_60routes\full_delay\case_0463__R3_S06__v40p0_delays.npy,results_60routes\optima\case_0463__R3_S06__v40p0_optima.npy,"delays[i1,...,iN] corresponds to x1=grid[i1],...,xN=grid[iN]",0.159,0.154,0.109,159,154,109,0.4,0.5,0.51,0.4
464,R3_S06,random_short_3link,3S06,3,4,30,42.5,120,1.2,100,1000000,"[159.0, 154.0, 109.0]","[0.4, 0.5, 0.51, 0.4]",0.4,38.61882401,"[0.0, 3.5999999046325684, 25.200000762939453]",0,3.599999905,25.20000076,4110,4110,5440,5764,35.74588235,74.36470588,661.1182714,BuiltPC01,results_60routes\full_delay\case_0464__R3_S06__v42p5_delays.npy,results_60routes\optima\case_0464__R3_S06__v42p5_optima.npy,"delays[i1,...,iN] corresponds to x1=grid[i1],...,xN=grid[iN]",0.159,0.154,0.109,159,154,109,0.4,0.5,0.51,0.4
465,R3_S06,random_short_3link,3S06,3,4,30,45,120,1.2,100,1000000,"[159.0, 154.0, 109.0]","[0.4, 0.5, 0.51, 0.4]",0.4,35.63999939,"[0.0, 4.800000190734863, 26.399999618530273]",0,4.800000191,26.39999962,2534,2534,2674,3038,33.76,69.4,663.7063556,BuiltPC01,results_60routes\full_delay\case_0465__R3_S06__v45p0_delays.npy,results_60routes\optima\case_0465__R3_S06__v45p0_optima.npy,"delays[i1,...,iN] corresponds to x1=grid[i1],...,xN=grid[iN]",0.159,0.154,0.109,159,154,109,0.4,0.5,0.51,0.4
466,R3_S06,random_short_3link,3S06,3,4,30,47.5,120,1.2,100,1000000,"[159.0, 154.0, 109.0]","[0.4, 0.5, 0.51, 0.4]",0.4,32.97473526,"[0.0, 8.399999618530273, 28.799999237060547]",0,8.399999619,28.79999924,860,860,1004,1776,31.98315789,64.95789474,660.6669352,BuiltPC01,results_60routes\full_delay\case_0466__R3_S06__v47p5_delays.npy,results_60routes\optima\case_0466__R3_S06__v47p5_optima.npy,"delays[i1,...,iN] corresponds to x1=grid[i1],...,xN=grid[iN]",0.159,0.154,0.109,159,154,109,0.4,0.5,0.51,0.4
467,R3_S06,random_short_3link,3S06,3,4,30,50,120,1.2,100,1000000,"[159.0, 154.0, 109.0]","[0.4, 0.5, 0.51, 0.4]",0.4,30.57600021,"[0.0, 9.600000381469727, 30.0]",0,9.600000381,30,220,220,262,308,30.384,60.96,661.7743142,BuiltPC01,results_60routes\full_delay\case_0467__R3_S06__v50p0_delays.npy,results_60routes\optima\case_0467__R3_S06__v50p0_optima.npy,"delays[i1,...,iN] corresponds to x1=grid[i1],...,xN=grid[iN]",0.159,0.154,0.109,159,154,109,0.4,0.5,0.51,0.4
468,R3_S07,random_short_3link,3S07,3,4,30,20,120,1.2,100,1000000,"[106.0, 171.0, 133.0]","[0.4, 0.43, 0.59, 0.4]",0.4,60.75,"[0.0, 34.79999923706055, 34.79999923706055]",0,34.79999924,34.79999924,15336,16902,18216,19434,73.8,134.55,663.6627717,BuiltPC01,results_60routes\full_delay\case_0468__R3_S07__v20p0_delays.npy,results_60routes\optima\case_0468__R3_S07__v20p0_optima.npy,"delays[i1,...,iN] corresponds to x1=grid[i1],...,xN=grid[iN]",0.106,0.171,0.133,106,171,133,0.4,0.43,0.59,0.4
469,R3_S07,random_short_3link,3S07,3,4,30,22.5,120,1.2,100,1000000,"[106.0, 171.0, 133.0]","[0.4, 0.43, 0.59, 0.4]",0.4,57,"[0.0, 31.200000762939453, 33.599998474121094]",0,31.20000076,33.59999847,13734,13734,15474,15480,65.6,122.6,664.3093719,BuiltPC01,results_60routes\full_delay\case_0469__R3_S07__v22p5_delays.npy,results_60routes\optima\case_0469__R3_S07__v22p5_optima.npy,"delays[i1,...,iN] corresponds to x1=grid[i1],...,xN=grid[iN]",0.106,0.171,0.133,106,171,133,0.4,0.43,0.59,0.4
470,R3_S07,random_short_3link,3S07,3,4,30,25,120,1.2,100,1000000,"[106.0, 171.0, 133.0]","[0.4, 0.43, 0.59, 0.4]",0.4,54,"[0.0, 28.799999237060547, 33.599998474121094]",0,28.79999924,33.59999847,9768,11396,12432,13076,59.04,113.04,662.6617687,BuiltPC01,results_60routes\full_delay\case_0470__R3_S07__v25p0_delays.npy,results_60routes\optima\case_0470__R3_S07__v25p0_optima.npy,"delays[i1,...,iN] corresponds to x1=grid[i1],...,xN=grid[iN]",0.106,0.171,0.133,106,171,133,0.4,0.43,0.59,0.4
471,R3_S07,random_short_3link,3S07,3,4,30,27.5,120,1.2,100,1000000,"[106.0, 171.0, 133.0]","[0.4, 0.43, 0.59, 0.4]",0.4,47.50909042,"[0.0, 15.600000381469727, 34.79999923706055]",0,15.60000038,34.79999924,3096,3096,3204,3672,53.67272727,101.1818182,662.1391449,BuiltPC01,results_60routes\full_delay\case_0471__R3_S07__v27p5_delays.npy,results_60routes\optima\case_0471__R3_S07__v27p5_optima.npy,"delays[i1,...,iN] corresponds to x1=grid[i1],...,xN=grid[iN]",0.106,0.171,0.133,106,171,133,0.4,0.43,0.59,0.4
472,R3_S07,random_short_3link,3S07,3,4,30,30,120,1.2,100,1000000,"[106.0, 171.0, 133.0]","[0.4, 0.43, 0.59, 0.4]",0.4,40.79999924,"[0.0, 19.200000762939453, 38.400001525878906]",0,19.20000076,38.40000153,384,384,448,864,49.2,90,660.3919754,BuiltPC01,results_60routes\full_delay\case_0472__R3_S07__v30p0_delays.npy,results_60routes\optima\case_0472__R3_S07__v30p0_optima.npy,"delays[i1,...,iN] corresponds to x1=grid[i1],...,xN=grid[iN]",0.106,0.171,0.133,106,171,133,0.4,0.43,0.59,0.4
473,R3_S07,random_short_3link,3S07,3,4,30,32.5,120,1.2,100,1000000,"[106.0, 171.0, 133.0]","[0.4, 0.43, 0.59, 0.4]",0.4,39.4384613,"[0.0, 19.200000762939453, 38.400001525878906]",0,19.20000076,38.40000153,220,440,1146,1254,45.41538462,84.85384615,661.4238632,BuiltPC01,results_60routes\full_delay\case_0473__R3_S07__v32p5_delays.npy,results_60routes\optima\case_0473__R3_S07__v32p5_optima.npy,"delays[i1,...,iN] corresponds to x1=grid[i1],...,xN=grid[iN]",0.106,0.171,0.133,106,171,133,0.4,0.43,0.59,0.4
474,R3_S07,random_short_3link,3S07,3,4,30,35,120,1.2,100,1000000,"[106.0, 171.0, 133.0]","[0.4, 0.43, 0.59, 0.4]",0.4,40.58571243,"[0.0, 0.0, 36.0]",0,0,36,2412,3756,3828,4188,42.17142857,82.75714286,662.2405596,BuiltPC01,results_60routes\full_delay\case_0474__R3_S07__v35p0_delays.npy,results_60routes\optima\case_0474__R3_S07__v35p0_optima.npy,"delays[i1,...,iN] corresponds to x1=grid[i1],...,xN=grid[iN]",0.106,0.171,0.133,106,171,133,0.4,0.43,0.59,0.4
475,R3_S07,random_short_3link,3S07,3,4,30,37.5,120,1.2,100,1000000,"[106.0, 171.0, 133.0]","[0.4, 0.43, 0.59, 0.4]",0.4,41.58000183,"[0.0, 0.0, 33.599998474121094]",0,0,33.59999847,4904,4904,6264,7368,39.36,80.94,662.1902924,BuiltPC01,results_60routes\full_delay\case_0475__R3_S07__v37p5_delays.npy,results_60routes\optima\case_0475__R3_S07__v37p5_optima.npy,"delays[i1,...,iN] corresponds to x1=grid[i1],...,xN=grid[iN]",0.106,0.171,0.133,106,171,133,0.4,0.43,0.59,0.4
476,R3_S07,random_short_3link,3S07,3,4,30,40,120,1.2,100,1000000,"[106.0, 171.0, 133.0]","[0.4, 0.43, 0.59, 0.4]",0.4,42.45000076,"[0.0, 0.0, 31.200000762939453]",0,0,31.20000076,6996,8240,8246,8246,36.9,79.35,660.0692821,BuiltPC01,results_60routes\full_delay\case_0476__R3_S07__v40p0_delays.npy,results_60routes\optima\case_0476__R3_S07__v40p0_optima.npy,"delays[i1,...,iN] corresponds to x1=grid[i1],...,xN=grid[iN]",0.106,0.171,0.133,106,171,133,0.4,0.43,0.59,0.4
477,R3_S07,random_short_3link,3S07,3,4,30,42.5,120,1.2,100,1000000,"[106.0, 171.0, 133.0]","[0.4, 0.43, 0.59, 0.4]",0.4,43.21764755,"[0.0, 0.0, 30.0]",0,0,30,8268,8268,8580,12274,34.72941176,77.94705882,661.1156924,BuiltPC01,results_60routes\full_delay\case_0477__R3_S07__v42p5_delays.npy,results_60routes\optima\case_0477__R3_S07__v42p5_optima.npy,"delays[i1,...,iN] corresponds to x1=grid[i1],...,xN=grid[iN]",0.106,0.171,0.133,106,171,133,0.4,0.43,0.59,0.4
478,R3_S07,random_short_3link,3S07,3,4,30,45,120,1.2,100,1000000,"[106.0, 171.0, 133.0]","[0.4, 0.43, 0.59, 0.4]",0.4,43.90000153,"[0.0, 0.0, 28.799999237060547]",0,0,28.79999924,10740,10740,11988,17444,32.8,76.7,660.7868247,BuiltPC01,results_60routes\full_delay\case_0478__R3_S07__v45p0_delays.npy,results_60routes\optima\case_0478__R3_S07__v45p0_optima.npy,"delays[i1,...,iN] corresponds to x1=grid[i1],...,xN=grid[iN]",0.106,0.171,0.133,106,171,133,0.4,0.43,0.59,0.4
479,R3_S07,random_short_3link,3S07,3,4,30,47.5,120,1.2,100,1000000,"[106.0, 171.0, 133.0]","[0.4, 0.43, 0.59, 0.4]",0.4,42.11052704,"[0.0, 0.0, 21.600000381469727]",0,0,21.60000038,2664,2664,3864,4126,31.07368421,73.18421053,660.4430432,BuiltPC01,results_60routes\full_delay\case_0479__R3_S07__v47p5_delays.npy,results_60routes\optima\case_0479__R3_S07__v47p5_optima.npy,"delays[i1,...,iN] corresponds to x1=grid[i1],...,xN=grid[iN]",0.106,0.171,0.133,106,171,133,0.4,0.43,0.59,0.4
480,R3_S07,random_short_3link,3S07,3,4,30,50,120,1.2,100,1000000,"[106.0, 171.0, 133.0]","[0.4, 0.43, 0.59, 0.4]",0.4,39.77999878,"[0.0, 0.0, 22.799999237060547]",0,0,22.79999924,1642,1720,1720,2676,29.52,69.3,663.3749087,BuiltPC01,results_60routes\full_delay\case_0480__R3_S07__v50p0_delays.npy,results_60routes\optima\case_0480__R3_S07__v50p0_optima.npy,"delays[i1,...,iN] corresponds to x1=grid[i1],...,xN=grid[iN]",0.106,0.171,0.133,106,171,133,0.4,0.43,0.59,0.4
481,R3_S08,random_short_3link,3S08,3,4,30,20,120,1.2,100,1000000,"[127.0, 94.0, 133.0]","[0.4, 0.48, 0.63, 0.4]",0.4,49.08000183,"[0.0, 18.0, 44.400001525878906]",0,18,44.40000153,2850,2850,2850,2850,63.72,112.8,665.0401833,BuiltPC01,results_60routes\full_delay\case_0481__R3_S08__v20p0_delays.npy,results_60routes\optima\case_0481__R3_S08__v20p0_optima.npy,"delays[i1,...,iN] corresponds to x1=grid[i1],...,xN=grid[iN]",0.127,0.094,0.133,127,94,133,0.4,0.48,0.63,0.4
