scenario,timestr,slot_code,hhmm,dist_m_mean,dist_m_std,n_runs
no07,2022/10/18 17:15:00,1715,17:15,2017908.005263158,37816.249684912356,19
no07,2022/10/18 17:30:00,1730,17:30,1889907.7,18479.5341814788,19
no07,2022/10/18 17:45:00,1745,17:45,1967487.6263157893,29505.763564332115,19
no07,2022/10/18 18:00:00,1800,18:00,1957319.5526315789,28891.489570909398,19
no07,2022/10/18 18:15:00,1815,18:15,1834459.494736842,20685.699288678556,19
no07,2022/10/18 18:30:00,1830,18:30,1730800.6631578947,28636.31241569209,19
no07,2022/10/18 18:45:00,1845,18:45,1562034.2894736843,24101.478627828226,19
no08,2022/10/18 06:30:00,0630,06:30,1313762.2157894738,24608.388392381403,19
no08,2022/10/18 06:45:00,0645,06:45,1552744.1421052632,29086.223300317026,19
no08,2022/10/18 07:00:00,0700,07:00,1561942.8684210526,26567.283464735574,19
no08,2022/10/18 07:15:00,0715,07:15,1861694.3368421053,21640.505457262065,19
no08,2022/10/18 07:30:00,0730,07:30,2008593.547368421,21756.61278195075,19
no08,2022/10/18 07:45:00,0745,07:45,1963727.1631578947,26838.285973797632,19
no08,2022/10/18 08:00:00,0800,08:00,2138776.710526316,35383.353465732864,19
no08,2022/10/18 08:15:00,0815,08:15,2177177.1,27658.518718370316,19
no08,2022/10/18 08:30:00,0830,08:30,2216217.994736842,32066.05007363671,19
no08,2022/10/18 08:45:00,0845,08:45,2087420.7368421052,28039.487995824955,19
no08,2022/10/18 09:00:00,0900,09:00,1911958.3315789471,22849.568249605752,19
no08,2022/10/18 09:15:00,0915,09:15,1714158.0526315789,17475.850402718213,19
no08,2022/10/18 09:30:00,0930,09:30,1811207.7736842106,24717.854287265523,19
no08,2022/10/18 09:45:00,0945,09:45,1766852.1684210529,23249.555460052517,19
no08,2022/10/18 10:00:00,1000,10:00,1842120.1736842103,29633.621086207662,19
no08,2022/10/18 10:15:00,1015,10:15,1753671.5789473683,24122.509800635507,19
no08,2022/10/18 10:30:00,1030,10:30,1670766.494736842,31069.30714307173,19
no08,2022/10/18 10:45:00,1045,10:45,1648778.9052631578,21288.93920674077,19
no08,2022/10/18 11:00:00,1100,11:00,1751810.8263157895,20201.906280372004,19
no08,2022/10/18 11:15:00,1115,11:15,1800447.8526315792,30977.322413418107,19
no08,2022/10/18 11:30:00,1130,11:30,1647106.6368421053,32316.54428428286,19
no08,2022/10/18 11:45:00,1145,11:45,1696463.957894737,24620.416863275626,19
no08,2022/10/18 12:00:00,1200,12:00,1726343.1263157893,27221.75106605098,19
no08,2022/10/18 12:15:00,1215,12:15,1810663.0789473683,23312.26912952301,19
no08,2022/10/18 12:30:00,1230,12:30,1668942.3368421053,35397.52834581046,19
no08,2022/10/18 12:45:00,1245,12:45,1722970.5210526315,26202.87267683493,19
no08,2022/10/18 13:00:00,1300,13:00,1755666.257894737,24677.976795094834,19
no08,2022/10/18 13:15:00,1315,13:15,1674510.8,32326.365211559303,19
no08,2022/10/18 13:30:00,1330,13:30,1623069.9842105263,27141.381891746547,19
no08,2022/10/18 13:45:00,1345,13:45,1479475.3315789474,21714.95192810841,19
no08,2022/10/18 14:00:00,1400,14:00,1622893.0842105264,23467.61738737652,19
no08,2022/10/18 14:15:00,1415,14:15,1723894.9473684211,37668.40890129095,19
no08,2022/10/18 14:30:00,1430,14:30,1707390.852631579,24732.780630378147,19
no08,2022/10/18 14:45:00,1445,14:45,1699172.4684210524,31272.211898461566,19
no08,2022/10/18 15:00:00,1500,15:00,1696894.8263157895,26504.635444365478,19
no08,2022/10/18 15:15:00,1515,15:15,1714468.2,33330.32953464124,19
no08,2022/10/18 15:30:00,1530,15:30,1675409.5684210528,25469.993210901983,19
no08,2022/10/18 15:45:00,1545,15:45,1630067.0684210528,24922.56560941536,19
no08,2022/10/18 16:00:00,1600,16:00,1879405.4789473685,26730.180207867805,19
no08,2022/10/18 16:15:00,1615,16:15,1862696.4473684211,28899.079186471758,19
no08,2022/10/18 16:30:00,1630,16:30,1781337.6684210529,33264.532997992086,19
no08,2022/10/18 16:45:00,1645,16:45,1889364.6421052634,35259.01228526647,19
no08,2022/10/18 17:00:00,1700,17:00,1963234.3052631577,32156.170032747556,19
no08,2022/10/18 17:15:00,1715,17:15,2022690.2631578948,28171.38572604814,19
no08,2022/10/18 17:30:00,1730,17:30,1886630.1789473684,29270.91247781621,19
no08,2022/10/18 17:45:00,1745,17:45,1969808.0684210525,26538.16729299842,19
no08,2022/10/18 18:00:00,1800,18:00,1969631.5,27103.306579599826,19
no08,2022/10/18 18:15:00,1815,18:15,1848843.905263158,25842.025177744705,19
no08,2022/10/18 18:30:00,1830,18:30,1705924.136842105,39098.445153330686,19
no08,2022/10/18 18:45:00,1845,18:45,1552204.694736842,28993.30128998142,19
