scenario,timestr,slot_code,HHMM,V_net_rel,TTT_rel,flow_rel,V_net_mean,TTT_mean,flow_veh_mean
no05,2022/10/18 09:00:00,900,09:00,0.9826431197885745,1.0174395546451431,1.0001047314827598,25.84295575974936,264568.2265,10504.15
no05,2022/10/18 09:15:00,915,09:15,0.986945510947863,1.0175215235074533,1.0030067449967461,27.01217188767153,227697.161,9940.85
no05,2022/10/18 09:30:00,930,09:30,0.9866247519721778,1.0106216244244062,0.9978109739962955,26.640690203007075,243487.4055,10370.0
no05,2022/10/18 09:45:00,945,09:45,0.9894842120735479,1.0134524729054701,1.0027601393644139,27.79206358621281,226474.181,9972.6
no05,2022/10/18 10:00:00,1000,10:00,0.9860316435043308,1.010626826075198,0.9975890329031594,25.5764139308138,258405.7315,10675.3
no05,2022/10/18 10:15:00,1015,10:15,0.9752815801054296,1.0273409439980559,1.0022951206863797,24.700912789225285,254595.417,9760.4
no05,2022/10/18 10:30:00,1030,10:30,0.9798232323908445,1.0197170367353852,1.0003533531068303,27.71589521117654,215256.554,9342.4
no05,2022/10/18 10:45:00,1045,10:45,0.9929373835419338,1.0114653823245798,1.0031059643279723,28.892188068390432,203781.8205,9155.95
no05,2022/10/18 11:00:00,1100,11:00,0.990486000079554,1.007741718131276,0.9979734168898773,27.35660542320737,228651.14900000003,9873.45
no05,2022/10/18 11:15:00,1115,11:15,0.9843069102446607,1.0173223146271653,1.0024483631081222,26.817193443592107,239602.9205,10420.15
no05,2022/10/18 11:30:00,1130,11:30,0.9902706121284974,1.008873899910482,1.0002639105074083,27.94178020481372,210028.7915,9285.9
no05,2022/10/18 11:45:00,1145,11:45,0.9916323218196492,1.009267352074588,0.9995625966821358,28.4207809986764,214308.0975,9369.4
no05,2022/10/18 12:00:00,1200,12:00,0.9924219238603381,1.006693023156107,0.9997803982452286,27.840981594120382,222241.0425,9788.3
no05,2022/10/18 12:15:00,1215,12:15,0.9906392144183525,1.0115233203204554,1.001875606555069,28.034003653554453,229901.9835,9962.1
no05,2022/10/18 12:30:00,1230,12:30,0.9947967119818671,1.0044035084403893,0.9995620340170756,27.80901057957829,214536.734,9699.7
no05,2022/10/18 12:45:00,1245,12:45,0.9905373287523372,1.0087166577023634,0.9997308508280296,28.75413025713444,213807.7255,9471.75
no05,2022/10/18 13:00:00,1300,13:00,0.992144957127844,1.008313440805665,0.9992308208535309,28.487905840531816,220981.102,9678.2
no05,2022/10/18 13:15:00,1315,13:15,0.9909307827724723,1.0107758647973437,1.001925959970673,28.747861239467788,208388.0445,9155.9
no05,2022/10/18 13:30:00,1330,13:30,0.9945182526591562,1.0046527911737917,1.0003810021444979,28.23280214436333,205979.692,9189.8
no05,2022/10/18 13:45:00,1345,13:45,0.9883062601810352,1.0108858468784983,0.998177904957566,28.218604129577084,187875.768,8162.5
no05,2022/10/18 14:00:00,1400,14:00,0.9895412521023187,1.0119848185633116,1.002431531043094,28.24238919203906,204418.9195,9152.25
no05,2022/10/18 14:15:00,1415,14:15,0.9935222408455283,1.0067740267322816,1.0004649770718204,28.223848717764696,218082.1625,9359.65
no05,2022/10/18 14:30:00,1430,14:30,0.9929298982203313,1.006384767239261,0.9986968013830722,28.961338122034498,211685.582,9502.65
no05,2022/10/18 14:45:00,1445,14:45,0.9855011738162825,1.0118748573511394,0.9976076427270737,28.388287748367315,213876.87,9340.75
no05,2022/10/18 15:00:00,1500,15:00,0.987723567657556,1.0121756553304313,1.0007221213376236,26.86390559879619,225766.4515,9423.5
no05,2022/10/18 15:15:00,1515,15:15,0.9779841752634185,1.0247289541272206,1.001720057960741,26.661654501317987,229368.115,9609.2
no05,2022/10/18 15:30:00,1530,15:30,0.9906260313642143,1.0091949547771348,0.998751233770129,27.000416294933423,222687.343,9157.6
no05,2022/10/18 15:45:00,1545,15:45,0.9885446720916916,1.0128782261617155,1.0015767667335769,27.286062636982106,213151.1625,8956.45
no05,2022/10/18 16:00:00,1600,16:00,0.9850411266186321,1.0110493636575488,0.9963338426532572,24.57718400054652,274316.509,10530.9
no05,2022/10/18 16:15:00,1615,16:15,0.9828106558386825,1.0186756489315762,1.0013349812253522,24.462243365751934,272937.142,10613.55
no05,2022/10/18 16:30:00,1630,16:30,0.9830990170496106,1.0177673523672077,1.0009350741874998,23.736522029826418,267354.0525,10115.6
no05,2022/10/18 16:45:00,1645,16:45,0.9927406598617315,1.0098348951672547,1.0031734518088675,24.84188094348695,272789.8595,10510.8
no05,2022/10/18 17:00:00,1700,17:00,0.987417372680948,1.0073638919398267,0.9976994487698817,24.092834111813666,292173.673,11058.8
no05,2022/10/18 17:15:00,1715,17:15,0.9779911646242121,1.021921500919381,0.9992083233998912,26.161211413476185,276376.296,11106.85
no05,2022/10/18 17:30:00,1730,17:30,0.9756716872777355,1.022351509634364,0.9985175183067603,26.210107059601427,258877.893,10574.65
no05,2022/10/18 17:45:00,1745,17:45,0.9636721704753385,1.0331052986906935,0.9975959681340804,25.06280878644802,281514.9715,10975.9
no05,2022/10/18 18:00:00,1800,18:00,0.9595477674375986,1.0394943687588425,0.9968069640292904,25.035145368482667,281332.705,11176.1
no05,2022/10/18 18:15:00,1815,18:15,0.9414957762724705,1.0599345760239998,0.9985379406821647,25.638494154247205,257771.537,10278.65
no05,2022/10/18 18:30:00,1830,18:30,0.97068931728146,1.0468724990812586,1.009159693129175,27.144883167927,225299.038,9563.1
no05,2022/10/18 18:45:00,1845,18:45,0.9808132326601019,1.0217245055108268,1.0032904796964377,28.17641843629399,197672.6365,8857.55
no06,2022/10/18 06:30:00,630,06:30,0.9932860245932206,1.0031651670196593,0.9976581093516962,27.790168173747013,169386.51400000002,7859.8
no06,2022/10/18 06:45:00,645,06:45,0.9773273470660024,1.0194283185458966,0.9974152323794837,25.40488623279563,218647.0245,8991.05
no06,2022/10/18 07:00:00,700,07:00,0.9632469098651101,1.0364948946733605,0.9985304922850846,26.866108739006904,208128.2075,8901.45
no06,2022/10/18 07:15:00,715,07:15,0.9587569758500996,1.0388559990200534,0.9963047602825605,26.36362422765441,252896.781,10528.6
no06,2022/10/18 07:30:00,730,07:30,0.9614037994085217,1.043918235482973,1.003984186386044,24.83151299278556,289563.831,11415.25
no06,2022/10/18 07:45:00,745,07:45,0.9551469805290745,1.0441288328827971,0.9967016491754123,24.975643187060303,281333.8175,11634.0
no06,2022/10/18 08:00:00,800,08:00,0.9621317961753226,1.0386406071082432,0.9988235771368301,23.736272888599608,323004.0495,12311.0
no06,2022/10/18 08:15:00,815,08:15,0.9788790575340135,1.0277686268139914,1.0064228720119235,24.49756726081262,317187.9695,12222.1
no06,2022/10/18 08:30:00,830,08:30,0.9846322416357691,1.0135342853734104,0.9988325303736681,24.33613532274196,325434.998,12833.3
no06,2022/10/18 08:45:00,845,08:45,0.978951104485201,1.0227729360311273,1.0020635522944228,24.44828057395587,306099.558,11751.55
no06,2022/10/18 09:00:00,900,09:00,0.9880116601727095,1.0147387204189133,1.0027039764639796,25.98414532170495,263865.9195,10531.45
no06,2022/10/18 09:15:00,915,09:15,0.9798247983806527,1.0182342130483366,0.9968822677718304,26.81728178513339,227856.644,9880.15
no06,2022/10/18 09:30:00,930,09:30,0.9894624368631061,1.0096304895287231,0.9998941569844362,26.71731293512672,243248.613,10391.65
no06,2022/10/18 09:45:00,945,09:45,0.9953150805445085,1.0070050168797333,1.0015585486392864,27.95583766702223,225033.381,9960.65
no06,2022/10/18 10:00:00,1000,10:00,0.9810577619164181,1.0166917333910503,0.9994159478932072,25.447397732222857,259956.459,10694.85
no06,2022/10/18 10:15:00,1015,10:15,0.9809401728703995,1.0218969114613485,1.0013298350285735,24.84422771411308,253246.278,9751.0
no06,2022/10/18 10:30:00,1030,10:30,0.9845974512334164,1.0160736169796416,0.9982814189804156,27.85094176322968,214487.4485,9323.05
no06,2022/10/18 10:45:00,1045,10:45,0.9915784461431223,1.0118140687219566,1.004004338489855,28.85264612390288,203852.071,9164.15
no06,2022/10/18 11:00:00,1100,11:00,0.9880936244154197,1.0117369477223552,0.9995047253247081,27.29052949980961,229557.645,9888.6
no06,2022/10/18 11:15:00,1115,11:15,0.9901957549717609,1.014483754598779,1.0051179928232656,26.977633532513835,238934.374,10447.9
no06,2022/10/18 11:30:00,1130,11:30,0.9914669006489749,1.0086239904691203,1.00057629437332,27.975535049692816,209976.765,9288.8
no06,2022/10/18 11:45:00,1145,11:45,0.9896909332034447,1.011073104738112,1.000837467328106,28.365139628906174,214691.5315,9381.35
no06,2022/10/18 12:00:00,1200,12:00,0.9915467270398912,1.004247643464832,0.9976099157852804,27.816429195605732,221701.192,9767.05
no06,2022/10/18 12:15:00,1215,12:15,0.9919655161789147,1.014233724050974,1.0061799476036988,28.07153653925104,230518.012,10004.9
no06,2022/10/18 12:30:00,1230,12:30,0.9949758863562468,1.0078026214904616,1.0016436605712107,27.814019303484088,215262.7715,9719.9
no06,2022/10/18 12:45:00,1245,12:45,0.9933619235486891,1.0092160841475943,1.0024962266341577,28.83612491229825,213913.584,9497.95
no06,2022/10/18 13:00:00,1300,13:00,0.9965475580822012,0.9994175145849671,0.9957566090040421,28.61431970832412,219031.47850000003,9644.55
no06,2022/10/18 13:15:00,1315,13:15,0.9901508125287201,1.0115208090892667,1.0027740389350317,28.72523354767728,208541.627,9163.65
no06,2022/10/18 13:30:00,1330,13:30,0.9959196929242486,1.002779463067444,0.9993795107932466,28.27258681962264,205595.6115,9180.6
no06,2022/10/18 13:45:00,1345,13:45,0.9941570631178659,1.0041618114526831,0.9981962481962482,28.38565911907432,186626.0885,8162.65
no06,2022/10/18 14:00:00,1400,14:00,0.9909489853888467,1.0122540934932973,1.0032968056034743,28.282567154577,204473.3125,9160.15
no06,2022/10/18 14:15:00,1415,14:15,0.9981788078209883,1.0029625513875302,1.0025279787927701,28.356131857946515,217256.5405,9378.95
no06,2022/10/18 14:30:00,1430,14:30,0.9911277666354394,1.0076437086433472,0.9994377328547933,28.908774348636197,211950.391,9509.7
no06,2022/10/18 14:45:00,1445,14:45,0.9883055931258852,1.0086547342285608,0.9975275414790963,28.46907168292092,213196.2425,9340.0
no06,2022/10/18 15:00:00,1500,15:00,0.9910246620826115,1.0102053383938936,1.0038760924740089,26.953688096562963,225326.971,9453.2
no06,2022/10/18 15:15:00,1515,15:15,0.9824417901955427,1.023579458539082,1.0044877875884786,26.7831773155171,229110.82,9635.75
no06,2022/10/18 15:30:00,1530,15:30,0.991930914414961,1.0032443065989978,0.9950758257398531,27.03598207300796,221374.28250000003,9123.9
no06,2022/10/18 15:45:00,1545,15:45,0.986038230534983,1.0204969629143894,1.0049204068281827,27.21687919667528,214754.4575,8986.35
no06,2022/10/18 16:00:00,1600,16:00,0.984194781656592,1.0077502000037883,0.9975070130042148,24.556067343284305,273421.38450000004,10543.3
no06,2022/10/18 16:15:00,1615,16:15,0.9819646766035354,1.0161769282937636,0.9987310602486934,24.44118686844027,272267.65150000004,10585.95
no06,2022/10/18 16:30:00,1630,16:30,0.9784554401403097,1.0301752082494695,1.0074608035701034,23.6244047723648,270613.4325,10181.55
no06,2022/10/18 16:45:00,1645,16:45,0.9933671342061481,1.011637384194438,1.004466693072331,24.857557546357544,273276.7715,10524.35
no06,2022/10/18 17:00:00,1700,17:00,0.9743710700675756,1.0172052603938362,0.9948350369441462,23.77450630704446,295028.0425,11027.05
no06,2022/10/18 17:15:00,1715,17:15,0.9792451187848397,1.0218272775180834,0.9993747554124142,26.194754620291956,276350.8135,11108.7
no06,2022/10/18 17:30:00,1730,17:30,0.9789262868270571,1.018762320913439,0.9983758799284254,26.29753749725393,257969.0455,10573.15
no06,2022/10/18 17:45:00,1745,17:45,0.9626245158915991,1.0300034264610551,0.9946829540961704,25.035561795914347,280669.73,10943.85
no06,2022/10/18 18:00:00,1800,18:00,0.9596325632886626,1.0412631271851163,0.9992062005547677,25.037357740320807,281811.4085,11203.0
no06,2022/10/18 18:15:00,1815,18:15,0.9400508821161696,1.062015673627921,0.9987273769392929,25.599147285877287,258277.651,10280.6
no06,2022/10/18 18:30:00,1830,18:30,0.9692906371420177,1.0470516391069566,1.009449890780157,27.10576971700246,225337.591,9565.85
no06,2022/10/18 18:45:00,1845,18:45,0.980291056481962,1.0239631594844056,1.0043722036586058,28.161417563545942,198105.748,8867.1
no07,2022/10/18 06:30:00,630,06:30,0.9903195350351177,1.0048551121801301,0.9963740945674885,27.707171693715893,169671.86473684208,7849.684210526316
no07,2022/10/18 06:45:00,645,06:45,0.9692875895902474,1.0290009342206672,0.9983380300357354,25.19589880946813,220700.1594736842,8999.368421052632
no07,2022/10/18 07:00:00,700,07:00,0.9486284046563636,1.050153198124164,0.9970807629986341,26.458381139242352,210870.7952631579,8888.526315789473
no07,2022/10/18 07:15:00,715,07:15,0.9388382638004448,1.0595109099241684,0.9962430027887991,25.815905198950254,257924.9663157895,10527.947368421052
no07,2022/10/18 07:30:00,730,07:30,0.9349454284002178,1.071390945453478,1.0024855453467947,24.148135847963744,297184.25842105265,11398.21052631579
no07,2022/10/18 07:45:00,745,07:45,0.9292856836470164,1.0741694884382937,0.9974952373437341,24.2994095429743,289428.0794736842,11643.263157894737
no07,2022/10/18 08:00:00,800,08:00,0.9459337078264513,1.0553045954375053,0.9984819661420803,23.33665794306839,328186.3384210526,12306.78947368421
no07,2022/10/18 08:15:00,815,08:15,0.9655835256179499,1.0422084760488621,1.0059769114653467,24.16483137799317,321644.3678947369,12216.684210526317
no07,2022/10/18 08:30:00,830,08:30,0.9689758036307469,1.0301944453621357,0.998780506288565,23.949171360106167,330784.39684210526,12832.631578947368
no07,2022/10/18 08:45:00,845,08:45,0.9638478322018166,1.0425575771975955,1.005319773188765,24.071092135557603,312020.7842105263,11789.736842105263
no07,2022/10/18 09:00:00,900,09:00,0.9666187051490334,1.0353099816368005,1.0008721777308296,25.421522759033245,269215.13368421054,10512.21052631579
no07,2022/10/18 09:15:00,915,09:15,0.9755191631249892,1.0314692946098554,1.0052841073984673,26.699438846165155,230818.3410526316,9963.421052631578
no07,2022/10/18 09:30:00,930,09:30,0.9736547620143391,1.0216822472302804,0.9961853468194556,26.29047652378181,246152.22315789477,10353.105263157897
no07,2022/10/18 09:45:00,945,09:45,0.9786789176785168,1.0268671629348125,1.0051765512784994,27.488570690388684,229471.9347368421,9996.631578947368
no07,2022/10/18 10:00:00,1000,10:00,0.9630831976501477,1.0301923941243722,0.9949837916318489,24.981160265171297,263408.4236842105,10647.421052631578
no07,2022/10/18 10:15:00,1015,10:15,0.944899057810439,1.0588704311900872,1.0008163852105916,23.931416011234127,262409.04789473687,9746.0
no07,2022/10/18 10:30:00,1030,10:30,0.9540434487775498,1.0536161272515778,1.0060532148651764,26.986672064008022,222412.4621052632,9395.631578947368
no07,2022/10/18 10:45:00,1045,10:45,0.9846358594505118,1.0198223438717686,1.0043684741016836,28.650632861305706,205465.51315789475,9167.473684210529
no07,2022/10/18 11:00:00,1100,11:00,0.980434289941605,1.022821031431844,1.0032637058355698,27.078983459797247,232072.56368421053,9925.78947368421
no07,2022/10/18 11:15:00,1115,11:15,0.9709348733663632,1.0298684204353048,1.0021402607502912,26.45287567240932,242557.81842105265,10416.947368421052
no07,2022/10/18 11:30:00,1130,11:30,0.9831035898988456,1.0171684878958767,1.0013632069066885,27.73955330096417,211755.57052631577,9296.105263157897
no07,2022/10/18 11:45:00,1145,11:45,0.9783331087014908,1.023662950216943,1.0009798058917498,28.03961752188258,217364.86263157896,9382.684210526317
no07,2022/10/18 12:00:00,1200,12:00,0.9772853901959933,1.0266323687769914,1.0049266591960855,27.416347731228097,226642.92157894737,9838.684210526317
no07,2022/10/18 12:15:00,1215,12:15,0.9817568012844471,1.0211781921467693,1.0030035641023671,27.782641100342296,232096.3710526316,9973.315789473683
no07,2022/10/18 12:30:00,1230,12:30,0.9862656045911794,1.0125078241953431,0.9995061696254454,27.57052803050501,216267.7847368421,9699.157894736842
no07,2022/10/18 12:45:00,1245,12:45,0.9830654719906672,1.0174493907955109,1.0003127574485438,28.537231068833957,215658.7168421053,9477.263157894737
no07,2022/10/18 13:00:00,1300,13:00,0.9888711834787332,1.0143347568600563,1.0012859501590392,28.39390450051687,222300.72842105263,9698.105263157897
no07,2022/10/18 13:15:00,1315,13:15,0.9861700082657108,1.0134493831254294,0.9995179340623643,28.609746562547716,208939.23421052637,9133.894736842103
no07,2022/10/18 13:30:00,1330,13:30,0.985635104945851,1.0162323153632113,1.0021674152069702,27.980623613563807,208353.79263157892,9206.21052631579
no07,2022/10/18 13:45:00,1345,13:45,0.9728096668753423,1.023762281094232,0.995284822225054,27.77613781172709,190268.88684210528,8138.842105263157
no07,2022/10/18 14:00:00,1400,14:00,0.9774704984078796,1.029362425792944,1.0074770444273233,27.89787912441396,207929.16157894736,9198.315789473683
no07,2022/10/18 14:15:00,1415,14:15,0.9858758637819591,1.0159347170956592,1.0024883165017073,28.006631447120107,220066.5036842105,9378.578947368422
no07,2022/10/18 14:30:00,1430,14:30,0.9831463751280076,1.0153797049493725,1.00008324761963,28.67597666720333,213577.6005263158,9515.842105263158
no07,2022/10/18 14:45:00,1445,14:45,0.9706526272101087,1.0278606557880001,0.9984381661929449,27.96056140475599,217255.73894736843,9348.526315789471
no07,2022/10/18 15:00:00,1500,15:00,0.9811023818051442,1.0240055123053622,1.00704068304183,26.68382392664058,228405.10894736843,9483.0
no07,2022/10/18 15:15:00,1515,15:15,0.9612187189208613,1.040190595701366,1.001188952344793,26.20459720339004,232828.94000000003,9604.105263157897
no07,2022/10/18 15:30:00,1530,15:30,0.9802191603777465,1.0246344598633845,1.0020896959135124,26.71676753135779,226094.19947368425,9188.21052631579
no07,2022/10/18 15:45:00,1545,15:45,0.9827511804982468,1.0177110715347222,1.000355199224977,27.12614920163773,214168.1915789474,8945.526315789473
no07,2022/10/18 16:00:00,1600,16:00,0.9813282905291539,1.0161616769328152,0.9983201654588472,24.484547202681835,275703.5747368421,10551.894736842103
no07,2022/10/18 16:15:00,1615,16:15,0.9769151967054792,1.024027796104256,1.0019484717605665,24.31550487119807,274371.1605263158,10620.052631578948
no07,2022/10/18 16:30:00,1630,16:30,0.9753605959175191,1.0257846770545396,1.0004590742947819,23.54968102958901,269460.09789473686,10110.78947368421
no07,2022/10/18 16:45:00,1645,16:45,0.9861416203999975,1.0178031104432,1.0038053793712822,24.6767496465855,274942.3384210526,10517.421052631578
no07,2022/10/18 17:00:00,1700,17:00,0.9725059060119567,1.0214312317455885,0.9972331657341797,23.72899658701459,296253.73421052634,11053.631578947368
no07,2022/10/18 17:15:00,1715,17:15,0.9597535443338933,1.0403347728942738,0.9993401905847776,25.673356044888,281356.12263157894,11108.315789473683
no07,2022/10/18 17:30:00,1730,17:30,0.953957291057941,1.0425865016058733,0.9959563485427272,25.6267790230532,264001.7589473684,10547.526315789471
no07,2022/10/18 17:45:00,1745,17:45,0.9448460919114052,1.0523979166123387,0.9973132534126081,24.573187500597488,286772.09368421056,10972.78947368421
no07,2022/10/18 18:00:00,1800,18:00,0.9306636387549168,1.0666362830262877,0.9921929754147497,24.281542072271645,288678.4957894737,11124.368421052632
no07,2022/10/18 18:15:00,1815,18:15,0.9020048830006597,1.1004696704841148,0.99698180235944,24.563091521742663,267629.4978947368,10262.631578947368
no07,2022/10/18 18:30:00,1830,18:30,0.9441035075533815,1.091500460020648,1.0189964215436071,26.40142314818087,234903.49,9656.315789473683
no07,2022/10/18 18:45:00,1845,18:45,0.9636546860875339,1.0437622461351705,1.0059704962695577,27.683494430083257,201936.26947368425,8881.21052631579
no08,2022/10/18 06:30:00,630,06:30,0.9908347495684684,1.0023643053026805,0.9949644841644301,27.721586372039024,169251.28684210527,7838.578947368421
no08,2022/10/18 06:45:00,645,06:45,0.9698734160334355,1.027148270087494,0.9974563948184371,25.211126925396776,220302.8,8991.421052631578
no08,2022/10/18 07:00:00,700,07:00,0.9495834968742211,1.0507676035635325,0.9979132281967182,26.48501980386504,210994.16789473683,8895.947368421053
no08,2022/10/18 07:15:00,715,07:15,0.9427485290283502,1.0551197411078745,0.9959242544339018,25.92342855022241,256855.99,10524.578947368422
no08,2022/10/18 07:30:00,730,07:30,0.9409640899074867,1.0666336478571226,1.0040779237792323,24.303588189122447,295864.6710526316,11416.315789473683
no08,2022/10/18 07:45:00,745,07:45,0.9342197612496033,1.067938200664384,0.9973915297990104,24.4284281800758,287749.0989473684,11642.052631578948
no08,2022/10/18 08:00:00,800,08:00,0.943151132423809,1.0585790021780699,0.9983709425687866,23.26801041540869,329204.63736842107,12305.421052631578
no08,2022/10/18 08:15:00,815,08:15,0.9666442887390607,1.0443633981369118,1.0090713315844515,24.191378187537413,322309.4157894737,12254.263157894737
no08,2022/10/18 08:30:00,830,08:30,0.9739572489420161,1.0258509018910373,0.9997349639128993,24.072292584530512,329389.7315789474,12844.894736842103
no08,2022/10/18 08:45:00,845,08:45,0.9646158672773121,1.0365593716668127,1.0007824713843683,24.090273008770087,310225.61736842105,11736.526315789471
no08,2022/10/18 09:00:00,900,09:00,0.9639979270447884,1.038268280196302,1.0012580305620498,25.35259778389202,269984.39,10516.263157894737
no08,2022/10/18 09:15:00,915,09:15,0.9655072412747678,1.0373049190435029,0.9999152992181243,26.425417888630854,232124.21526315788,9910.21052631579
no08,2022/10/18 09:30:00,930,09:30,0.9732155625006879,1.024220328683888,0.9983427212036728,26.278617325888074,246763.71894736844,10375.526315789471
no08,2022/10/18 09:45:00,945,09:45,0.9834161100571072,1.0242319708948129,1.0047531764359088,27.62162622598941,228883.0536842105,9992.421052631578
no08,2022/10/18 10:00:00,1000,10:00,0.9670685919258585,1.0278444514805327,0.9969511250442037,25.084536352890765,262808.08157894737,10668.473684210529
no08,2022/10/18 10:15:00,1015,10:15,0.949027721558743,1.0565734564832903,1.0014055013175394,24.03598249261058,261839.81210526315,9751.736842105263
no08,2022/10/18 10:30:00,1030,10:30,0.9628592528100255,1.040229285179051,1.001302390797265,27.23604143257276,219586.5747368421,9351.263157894737
no08,2022/10/18 10:45:00,1045,10:45,0.9844232581347653,1.0223800445605977,1.0073092367625316,28.644446653293045,205980.8178947369,9194.315789473683
no08,2022/10/18 11:00:00,1100,11:00,0.9820092317494261,1.0182674493692359,1.0000398986043466,27.122482370026784,231039.3805263158,9893.894736842103
no08,2022/10/18 11:15:00,1115,11:15,0.9788054238548711,1.025801343934912,1.0050820433287608,26.66730683484565,241599.92789473684,10447.526315789471
no08,2022/10/18 11:30:00,1130,11:30,0.9832017850450091,1.0205855127441714,1.0037103379500187,27.742324005413717,212466.93157894735,9317.894736842103
no08,2022/10/18 11:45:00,1145,11:45,0.9772532655445895,1.0208575943952511,0.9990258090417274,28.00866856509697,216769.17263157893,9364.368421052632
no08,2022/10/18 12:00:00,1200,12:00,0.9804114324440327,1.017116163264792,0.9997443803319613,27.504044387859352,224542.0910526316,9787.947368421052
no08,2022/10/18 12:15:00,1215,12:15,0.9834136246221324,1.024481742166859,1.0066081586106272,27.829527384295066,232847.2115789474,10009.157894736842
no08,2022/10/18 12:30:00,1230,12:30,0.9900821666792068,1.0099747582727387,1.0003359999088814,27.677217984548108,215726.73157894737,9707.21052631579
no08,2022/10/18 12:45:00,1245,12:45,0.9844438608557975,1.018043812384961,1.0025292800412418,28.57724407169864,215784.7105263158,9498.263157894737
no08,2022/10/18 13:00:00,1300,13:00,0.9928823903143323,1.0054938246843972,0.9980201312467959,28.509080092368137,220363.15736842103,9666.473684210529
no08,2022/10/18 13:15:00,1315,13:15,0.9874312441203115,1.0147395824973886,1.001965700173417,28.646336235579025,209205.23,9156.263157894737
no08,2022/10/18 13:30:00,1330,13:30,0.985960883934949,1.011917047390132,0.9989647054509662,27.98987196442856,207469.05157894737,9176.78947368421
no08,2022/10/18 13:45:00,1345,13:45,0.9783821286455855,1.020111346045602,0.9968874420257114,27.93524546798426,189590.3510526316,8151.9473684210525
no08,2022/10/18 14:00:00,1400,14:00,0.9798248993481837,1.027877531018616,1.0078056297034172,27.96507582543972,207629.2157894737,9201.315789473683
no08,2022/10/18 14:15:00,1415,14:15,0.9902624088604736,1.012657735996662,1.0044967474108402,28.13124384088422,219356.6610526316,9397.368421052632
no08,2022/10/18 14:30:00,1430,14:30,0.9831432867263145,1.013109648914886,0.997406048423564,28.67588658607489,213100.1110526316,9490.368421052632
no08,2022/10/18 14:45:00,1445,14:45,0.9781814813622902,1.021045928543234,1.0002313099195979,28.177437126232768,215815.3310526316,9365.315789473683
no08,2022/10/18 15:00:00,1500,15:00,0.9842898309655145,1.0175033832026332,1.0027984996420134,26.77051552350935,226954.8047368421,9443.052631578948
no08,2022/10/18 15:15:00,1515,15:15,0.9670025478181942,1.0399702387088359,1.0045083624444682,26.362275059183457,232779.6168421053,9635.947368421052
no08,2022/10/18 15:30:00,1530,15:30,0.9861960439246057,1.011022686557338,0.9968719137808859,26.87967294551221,223090.64736842105,9140.368421052632
no08,2022/10/18 15:45:00,1545,15:45,0.9794402636498105,1.0257671766666694,1.003892477339496,27.03476042876506,215863.5268421053,8977.157894736842
no08,2022/10/18 16:00:00,1600,16:00,0.975889681425309,1.0177409272408597,0.9986737100043397,24.348851653490826,276132.0547368421,10555.631578947368
no08,2022/10/18 16:15:00,1615,16:15,0.9773423950598924,1.0230152091066573,1.001486677994683,24.32613787568273,274099.8547368421,10615.157894736842
no08,2022/10/18 16:30:00,1630,16:30,0.9756645661551027,1.0308190974055174,1.0068439306237968,23.557020266141667,270782.57368421054,10175.315789473683
no08,2022/10/18 16:45:00,1645,16:45,0.9773269785089048,1.0245639406333642,1.0011480687153411,24.45617614408738,276768.6626315789,10489.578947368422
no08,2022/10/18 17:00:00,1700,17:00,0.9566835548690703,1.0387842599596162,0.9977174923089416,23.342933619224773,301286.7694736842,11059.0
no08,2022/10/18 17:15:00,1715,17:15,0.964342706512736,1.0380971263280234,0.9994964425453257,25.79611588803808,280750.9563157895,11110.052631578948
no08,2022/10/18 17:30:00,1730,17:30,0.9592527480744821,1.0348571127629023,0.9956382834124312,25.769034350478265,262044.53789473683,10544.157894736842
no08,2022/10/18 17:45:00,1745,17:45,0.9507382182787363,1.0466456716544137,0.9979399137935365,24.726427617946904,285204.64157894737,10979.684210526317
no08,2022/10/18 18:00:00,1800,18:00,0.9505653654178903,1.0508450123987119,0.9973472734092207,24.800789406275527,284404.68631578947,11182.157894736842
no08,2022/10/18 18:15:00,1815,18:15,0.9275161463788939,1.0784247088390173,1.0010619678975847,25.257805607003764,262268.2578947369,10304.631578947368
no08,2022/10/18 18:30:00,1830,18:30,0.9610350782402513,1.0557999500033892,1.0091880186415196,26.87490678497597,227220.32842105263,9563.368421052632
no08,2022/10/18 18:45:00,1845,18:45,0.9644703993407169,1.0363733335460326,1.0009329831913987,27.70692792096651,200506.7394736842,8836.736842105263
