scenario,subset,timestr,slot_code,V_net_mean,TTT_mean,flow_kmveh_mean
no08,all,2022/10/18 07:00:00,0700,26.481275771180094,210889.32,1550.6926277777777
no08,all,2022/10/18 07:15:00,0715,25.942543168216403,256651.56999999998,1848.858972222222
no08,all,2022/10/18 07:30:00,0730,24.27527812964605,295959.43166666664,1994.0294333333336
no08,all,2022/10/18 07:45:00,0745,24.472474085423425,287313.4322222222,1951.4172777777776
no08,all,2022/10/18 08:00:00,0800,23.31395386104465,328580.0205555556,2125.1831666666667
no08,all,2022/10/18 08:15:00,0815,24.202553231106762,322301.45666666667,2164.444538888889
no08,all,2022/10/18 08:30:00,0830,24.0716773218627,328890.9061111111,2198.2434722222224
no08,all,2022/10/18 08:45:00,0845,24.097048715957513,310618.9505555556,2077.6151499999996
no08,all,2022/10/18 09:00:00,0900,25.345630866010605,270048.9272222222,1900.5581666666667
no08,all,2022/10/18 09:15:00,0915,26.414959266575163,232239.01611111112,1703.0128166666666
no08,all,2022/10/18 09:30:00,0930,26.253873026491053,246822.82944444442,1797.955872222222
no08,all,2022/10/18 09:45:00,0945,27.585439971644846,229207.4138888889,1755.5992333333334
no08,all,2022/10/18 10:00:00,1000,25.13810186796216,262805.7061111111,1833.8097
no08,all,2022/10/18 10:15:00,1015,24.21578029524541,259334.45944444448,1741.2725166666667
no08,all,2022/10/18 10:30:00,1030,27.35735702696456,218703.98388888888,1661.4673277777777
no08,all,2022/10/18 10:45:00,1045,28.706869350927516,205550.08444444445,1638.9981444444445
no08,all,2022/10/18 11:00:00,1100,27.133463079265056,230748.39111111112,1738.9774666666667
no08,all,2022/10/18 11:15:00,1115,26.69005801557154,241013.50555555554,1786.312211111111
no08,all,2022/10/18 11:30:00,1130,27.738164596179928,212534.14388888888,1637.1146555555556
no08,all,2022/10/18 11:45:00,1145,28.00249356817888,217069.86777777778,1688.1378055555556
no08,all,2022/10/18 12:00:00,1200,27.50801698739072,224384.57055555555,1714.343122222222
no08,all,2022/10/18 12:15:00,1215,27.860480966819765,232300.51277777777,1797.4720111111112
no08,all,2022/10/18 12:30:00,1230,27.6544864552845,216247.8477777778,1660.8147
no08,all,2022/10/18 12:45:00,1245,28.57062868926323,215730.08500000002,1711.6874444444445
no08,all,2022/10/18 13:00:00,1300,28.530713835258073,220522.58222222223,1747.45565
no08,all,2022/10/18 13:15:00,1315,28.628184412198248,209010.5638888889,1661.7935833333333
no08,all,2022/10/18 13:30:00,1330,27.97521828048358,207551.04333333333,1612.6472833333332
no08,all,2022/10/18 13:45:00,1345,27.935418588307975,189694.72388888887,1471.8554333333332
no08,all,2022/10/18 14:00:00,1400,27.95637260474623,207814.59888888887,1613.5899
no08,all,2022/10/18 14:15:00,1415,28.131881130282387,219029.91444444444,1711.0978
no08,all,2022/10/18 14:30:00,1430,28.668384438458432,213305.39777777778,1698.3562277777778
no08,all,2022/10/18 14:45:00,1445,28.1706036686236,216268.67833333334,1691.9912722222223
no08,all,2022/10/18 15:00:00,1500,26.791684576396296,226655.1561111111,1685.8037388888888
no08,all,2022/10/18 15:15:00,1515,26.388430952700922,232239.85833333334,1701.5299277777779
no08,all,2022/10/18 15:30:00,1530,26.88620731126376,223020.6538888889,1665.1396944444446
no08,all,2022/10/18 15:45:00,1545,27.075198334318475,215178.70833333334,1617.6490944444445
no08,all,2022/10/18 16:00:00,1600,24.352734781090604,276382.2572222222,1869.4849
no08,all,2022/10/18 16:15:00,1615,24.350627654053678,274055.5472222222,1853.1751166666666
no08,all,2022/10/18 16:30:00,1630,23.56894406222103,270451.6744444444,1769.3347888888889
no08,all,2022/10/18 16:45:00,1645,24.455426679755305,277164.68,1880.3721555555555
no08,all,2022/10/18 17:00:00,1700,23.33131474352671,300971.22222222225,1948.4177055555556
no08,all,2022/10/18 17:15:00,1715,25.76599519420714,281021.19999999995,2010.4139499999999
no08,all,2022/10/18 17:30:00,1730,25.73499904764861,262430.7627777778,1875.5166666666669
no08,all,2022/10/18 17:45:00,1745,24.709409977805834,285494.88999999996,1958.466938888889
no08,all,2022/10/18 18:00:00,1800,24.806001368305143,284497.28944444447,1958.8963944444445
no08,all,2022/10/18 18:15:00,1815,25.259353321763037,262180.69444444444,1837.703477777778
no08,all,2022/10/18 18:30:00,1830,26.851646818710645,227089.29888888888,1693.0675333333334
