link_id,TTT_mean,TTT_std,V_mean
I_11_533967_13845533967_01485,463026.8115,2495.3404798570873,30.887548596627074
533967_00535_00609_1,435574.76449999993,7996.933486645773,17.972302888840236
533967_00766_11513_1,283007.0145,6606.85781450445,23.205982512413236
533967_00939_01421_1,280646.00950000004,3676.1678420941366,15.632073266255782
533967_00535_00609_0,280195.6555,312.23838200079916,29.93175675983222
533967_00538_00539_1,276947.2785,12234.496987722561,17.240135598877327
533967_00538_11513_1,273953.3285,9506.566396664046,12.590254478493012
I_11_533967_00939533967_01485,265027.4205,7972.821893011871,21.010418341287618
I_11_533967_01405533967_00937,243791.21000000002,2775.8644881360287,8.936578681934385
533967_00532_11490_1,214595.4925,2041.0588248720746,26.274679201014646
533967_00532_00534_0,212319.268,3983.9953269902308,26.742899086610397
533967_00532_00534_1,212066.241,2478.903424863291,25.956572862044993
533967_00535_11512_1,192262.382,1787.541620319581,13.856598045122093
533967_00538_00539_0,188560.0765,1645.0422355137055,23.395057908476353
I_11_533967_00937533967_01657,183172.1035,1971.82373273356,20.310552221081245
I_11_533967_01485533967_14155,180468.118,166.7879940334038,48.55954013311086
I_11_533967_13718533967_00977,176034.602,5038.0327726714395,12.36715237625923
I_11_533967_00978533967_00977,164969.35749999998,5825.512373117585,23.588871466674476
533967_00319_11518_1,162272.4105,13445.175581298756,24.81315821820726
533967_00534_00766_0,159112.6525,1851.5494019273774,32.786843092123725
I_11_533967_01485533967_00940,156656.21850000002,2637.5959618028432,24.206220163228807
533967_00534_00766_1,156467.5325,2252.8324223095647,30.114153352536544
I_11_533967_01485533967_01405,148593.0605,11666.609226173958,21.077543913603378
533967_00535_00538_0,146226.13799999998,806.0366409955402,14.399900187562016
I_11_0129024146232,145865.64299999998,342.2428644921476,29.96801919568299
533967_00938_00939_0,141262.85700000002,3718.561159710338,12.439091351017984
533967_01420_01654_0,138705.3985,5986.97081481311,14.175910441455347
533967_00535_14018_1,133312.6715,3482.7365255488885,10.705661539083467
I_11_533967_00977533967_01421,131611.17450000002,7497.384692361571,33.585385673025584
533967_00532_01530_1,131110.1975,2476.8442919291124,9.713821821475047
533967_00319_00539_0,130881.026,8855.312161440846,18.42360858319719
533967_00534_11504_1,125691.611,1493.9301772978044,7.342418891696641
533967_00693_01661_0,125002.9895,1209.2437593213506,26.08086754472229
