scenario,subset,timestr,slot_code,V_net_mean,TTT_mean,flow_kmveh_mean
no07,all,2022/10/18 07:00:00,0700,26.466253616044618,211035.79666666666,1550.904288888889
no07,all,2022/10/18 07:15:00,0715,25.850081715517536,257831.83500000002,1850.8261166666666
no07,all,2022/10/18 07:30:00,0730,24.161448326284873,296809.8711111111,1990.5822333333333
no07,all,2022/10/18 07:45:00,0745,24.310447933464918,289473.09277777775,1953.2288055555555
no07,all,2022/10/18 08:00:00,0800,23.327019526853505,327985.10055555555,2124.3781
no07,all,2022/10/18 08:15:00,0815,24.083516861904656,322812.5788888889,2157.6112166666667
no07,all,2022/10/18 08:30:00,0830,23.897215857093773,331513.86833333335,2200.2042666666666
no07,all,2022/10/18 08:45:00,0845,24.054926053241772,312232.07944444445,2083.9067777777777
no07,all,2022/10/18 09:00:00,0900,25.408316551476975,269714.1883333333,1902.8083000000001
no07,all,2022/10/18 09:15:00,0915,26.70053510626867,230591.6588888889,1709.0967666666666
no07,all,2022/10/18 09:30:00,0930,26.257131715324395,246540.61166666666,1795.7776222222224
no07,all,2022/10/18 09:45:00,0945,27.470187519325382,229668.64944444445,1752.1130888888888
no07,all,2022/10/18 10:00:00,1000,24.982836885940827,263381.0572222222,1826.5811722222222
no07,all,2022/10/18 10:15:00,1015,23.921212335587107,262427.2394444444,1739.9124944444443
no07,all,2022/10/18 10:30:00,1030,26.94860378155742,222607.75444444444,1664.83945
no07,all,2022/10/18 10:45:00,1045,28.636409919458213,205758.5522222222,1636.6069166666666
no07,all,2022/10/18 11:00:00,1100,27.108859913621675,231699.49277777778,1744.481161111111
no07,all,2022/10/18 11:15:00,1115,26.467794327412772,242471.69722222222,1781.6140611111111
no07,all,2022/10/18 11:30:00,1130,27.7100168562266,212074.83222222223,1632.1247166666667
no07,all,2022/10/18 11:45:00,1145,28.019543625145566,217291.505,1691.0817277777778
no07,all,2022/10/18 12:00:00,1200,27.440596938986044,226368.47388888887,1725.11455
no07,all,2022/10/18 12:15:00,1215,27.770979950952107,232461.84166666667,1792.756561111111
no07,all,2022/10/18 12:30:00,1230,27.596156760396923,215974.13666666666,1655.211638888889
no07,all,2022/10/18 12:45:00,1245,28.518116588023716,215780.49277777778,1709.0147055555556
no07,all,2022/10/18 13:00:00,1300,28.382813550052656,222300.44499999998,1752.3557555555553
no07,all,2022/10/18 13:15:00,1315,28.595393655083853,209433.01555555555,1663.1867277777778
no07,all,2022/10/18 13:30:00,1330,27.995726784950712,207889.64388888888,1616.5609388888888
no07,all,2022/10/18 13:45:00,1345,27.782003033751568,190246.97333333333,1467.1957722222223
no07,all,2022/10/18 14:00:00,1400,27.888558778514376,207979.28166666665,1611.059638888889
no07,all,2022/10/18 14:15:00,1415,27.995994985289453,220292.53166666665,1712.4761055555555
no07,all,2022/10/18 14:30:00,1430,28.69665946378587,213340.81333333335,1700.2580666666665
no07,all,2022/10/18 14:45:00,1445,27.952119889643402,217186.6261111111,1685.7575
no07,all,2022/10/18 15:00:00,1500,26.74308028284837,228367.34277777778,1695.863461111111
no07,all,2022/10/18 15:15:00,1515,26.25789609097085,231844.45166666666,1690.4635722222222
no07,all,2022/10/18 15:30:00,1530,26.684790272239773,226267.51277777777,1676.6135666666667
no07,all,2022/10/18 15:45:00,1545,27.090635504369956,214499.02944444446,1613.6875722222221
no07,all,2022/10/18 16:00:00,1600,24.506590587335307,275701.42055555555,1876.1849333333334
no07,all,2022/10/18 16:15:00,1615,24.34322598174642,273830.10055555555,1850.990372222222
no07,all,2022/10/18 16:30:00,1630,23.520272047766188,269609.1694444444,1760.3927944444445
no07,all,2022/10/18 16:45:00,1645,24.64915764847618,275397.0188888889,1884.3254
no07,all,2022/10/18 17:00:00,1700,23.738337343820593,296296.9738888889,1952.520761111111
no07,all,2022/10/18 17:15:00,1715,25.710415580262254,280991.4344444445,2006.3992499999997
no07,all,2022/10/18 17:30:00,1730,25.671730899426095,263556.8188888889,1878.6494833333334
no07,all,2022/10/18 17:45:00,1745,24.592054505501864,286405.0055555555,1954.4545444444443
no07,all,2022/10/18 18:00:00,1800,24.27604352516286,288571.8983333333,1944.3727055555557
no07,all,2022/10/18 18:15:00,1815,24.58959248195617,267412.99555555556,1824.3213555555558
no07,all,2022/10/18 18:30:00,1830,26.42354121399503,234589.54444444444,1719.4955055555556
