scenario,subset,timestr,slot_code,V_net_mean,TTT_mean,flow_kmveh_mean
no03,all,2022/10/18 07:00:00,0700,26.834518053050527,208589.95277777777,1554.6311944444444
no03,all,2022/10/18 07:15:00,0715,26.327075288282696,252966.79888888888,1849.3920555555555
no03,all,2022/10/18 07:30:00,0730,24.665147597424678,291441.5611111111,1996.009061111111
no03,all,2022/10/18 07:45:00,0745,24.90841985221944,282915.73333333334,1956.7605444444443
no03,all,2022/10/18 08:00:00,0800,23.737224696652756,321591.6122222222,2119.28875
no03,all,2022/10/18 08:15:00,0815,24.617496617417473,315768.4111111111,2157.0707444444442
no03,all,2022/10/18 08:30:00,0830,24.28112881403972,326427.87555555557,2201.2248611111113
no03,all,2022/10/18 08:45:00,0845,24.614051741357517,304323.33444444445,2078.917772222222
no03,all,2022/10/18 09:00:00,0900,25.925677655699896,264154.04666666663,1901.0958722222224
no03,all,2022/10/18 09:15:00,0915,27.10345005464464,226531.83833333332,1704.4185944444444
no03,all,2022/10/18 09:30:00,0930,26.653215961054507,243436.64666666664,1799.4257777777777
no03,all,2022/10/18 09:45:00,0945,27.879819314849055,225779.09722222222,1748.2683444444444
no03,all,2022/10/18 10:00:00,1000,25.916158941732746,255795.06555555554,1839.9440999999997
no03,all,2022/10/18 10:15:00,1015,25.10210048658824,249554.19444444444,1737.509361111111
no03,all,2022/10/18 10:30:00,1030,28.049200641211574,213442.34722222222,1662.707661111111
no03,all,2022/10/18 10:45:00,1045,28.96272733058447,202997.2888888889,1633.0738277777778
no03,all,2022/10/18 11:00:00,1100,27.48605068702642,227138.22388888887,1733.8236388888888
no03,all,2022/10/18 11:15:00,1115,26.958114795763784,238229.05222222224,1782.2701833333333
no03,all,2022/10/18 11:30:00,1130,28.046684074129686,209595.4877777778,1632.5548055555555
no03,all,2022/10/18 11:45:00,1145,28.53645775609461,213349.84944444444,1690.9312277777778
no03,all,2022/10/18 12:00:00,1200,27.89448002185841,221103.65000000002,1712.95685
no03,all,2022/10/18 12:15:00,1215,28.107867726790023,229152.36388888888,1788.8271333333332
no03,all,2022/10/18 12:30:00,1230,27.853233116788257,214521.26722222223,1659.3848833333332
no03,all,2022/10/18 12:45:00,1245,28.858596608409236,212656.43055555556,1704.5537666666667
no03,all,2022/10/18 13:00:00,1300,28.622683500204978,219949.03,1748.5693222222224
no03,all,2022/10/18 13:15:00,1315,28.813427644835087,207750.4638888889,1662.4570166666667
no03,all,2022/10/18 13:30:00,1330,28.30446662086876,205427.7111111111,1615.0944944444445
no03,all,2022/10/18 13:45:00,1345,28.444783314242297,186321.8022222222,1472.0631888888888
no03,all,2022/10/18 14:00:00,1400,28.358483990084945,203742.95333333334,1604.6716222222221
no03,all,2022/10/18 14:15:00,1415,28.199168897297742,218347.0861111111,1709.6832222222222
no03,all,2022/10/18 14:30:00,1430,29.03113242679294,211244.6461111111,1703.1746666666668
no03,all,2022/10/18 14:45:00,1445,28.57880489583984,212338.41444444444,1684.9902
no03,all,2022/10/18 15:00:00,1500,27.021871538756894,224411.1472222222,1683.865172222222
no03,all,2022/10/18 15:15:00,1515,26.78263162186478,227584.2288888889,1692.5645833333335
no03,all,2022/10/18 15:30:00,1530,27.034106241827317,223030.33055555556,1674.6034555555555
no03,all,2022/10/18 15:45:00,1545,27.29470728747981,212454.115,1610.2426444444445
no03,all,2022/10/18 16:00:00,1600,24.700395071855766,273489.705,1875.847261111111
no03,all,2022/10/18 16:15:00,1615,24.634667891277203,270686.03833333333,1851.8480000000002
no03,all,2022/10/18 16:30:00,1630,23.850821970071603,265917.70722222223,1760.2623944444445
no03,all,2022/10/18 16:45:00,1645,24.810512010914465,272960.4583333333,1879.6965444444443
no03,all,2022/10/18 17:00:00,1700,23.941106993413072,294378.05555555556,1955.6728833333336
no03,all,2022/10/18 17:15:00,1715,26.25564643074193,275816.84444444446,2010.7498055555557
no03,all,2022/10/18 17:30:00,1730,26.34054057612606,257909.4188888889,1885.862922222222
no03,all,2022/10/18 17:45:00,1745,25.265330230389512,279244.2127777778,1956.9476111111112
no03,all,2022/10/18 18:00:00,1800,25.264175885855387,278243.68,1951.0449833333332
no03,all,2022/10/18 18:15:00,1815,25.89987813148138,254949.22222222222,1832.3464611111112
no03,all,2022/10/18 18:30:00,1830,27.236564365406693,224258.2288888889,1694.5992111111111
