scenario,subset,timestr,slot_code,V_net_mean,TTT_mean,flow_kmveh_mean
no05,target,2022/10/18 07:00:00,0700,18.71059505071981,40907.43777777778,210.96665555555558
no05,target,2022/10/18 07:15:00,0715,18.39789395536322,56880.281111111115,289.6087
no05,target,2022/10/18 07:30:00,0730,15.504256683998726,77324.76944444445,331.00711666666666
no05,target,2022/10/18 07:45:00,0745,18.66373157170107,55729.945,287.14050555555554
no05,target,2022/10/18 08:00:00,0800,22.32367547998338,47521.971666666665,293.1855722222222
no05,target,2022/10/18 08:15:00,0815,19.800269879353408,60823.23944444445,331.24368333333337
no05,target,2022/10/18 08:30:00,0830,23.97820229219516,49053.55055555556,324.06898333333334
no05,target,2022/10/18 08:45:00,0845,22.022628062803083,52252.235,317.43578333333335
no05,target,2022/10/18 09:00:00,0900,19.742956336753956,57117.82388888889,310.80094444444444
no05,target,2022/10/18 09:15:00,0915,25.051614907104224,36484.942777777775,252.13296666666668
no05,target,2022/10/18 09:30:00,0930,27.191243360806638,37081.90944444444,278.79196666666667
no05,target,2022/10/18 09:45:00,0945,23.594828888772565,42605.72555555556,278.81351666666666
no05,target,2022/10/18 10:00:00,1000,18.334803765447578,58936.49388888889,298.78229444444446
no05,target,2022/10/18 10:15:00,1015,17.53869941991949,56891.372777777775,275.0233888888889
no05,target,2022/10/18 10:30:00,1030,25.087607212795824,34330.20166666667,238.13335555555557
no05,target,2022/10/18 10:45:00,1045,29.162213013899173,30110.268888888888,243.77141111111112
no05,target,2022/10/18 11:00:00,1100,25.224814584852133,37660.488333333335,263.60475
no05,target,2022/10/18 11:15:00,1115,25.64386780931552,35243.66222222222,248.32605555555554
no05,target,2022/10/18 11:30:00,1130,28.859670322538964,26605.650555555556,213.20949444444443
no05,target,2022/10/18 11:45:00,1145,29.507160006254097,33176.75944444445,271.33239444444445
no05,target,2022/10/18 12:00:00,1200,27.701308056220768,30936.785,237.64647777777776
no05,target,2022/10/18 12:15:00,1215,30.550515529607154,27950.47666666667,237.13815000000002
no05,target,2022/10/18 12:30:00,1230,28.536114976590323,27264.230555555558,216.00894444444444
no05,target,2022/10/18 12:45:00,1245,28.70621266993249,30399.26388888889,242.29692222222224
no05,target,2022/10/18 13:00:00,1300,30.15649583992485,29348.949999999997,245.66975000000002
no05,target,2022/10/18 13:15:00,1315,30.175823552157585,30159.886111111107,252.40751111111115
no05,target,2022/10/18 13:30:00,1330,27.58825772996424,27130.764444444445,207.82911666666666
no05,target,2022/10/18 13:45:00,1345,29.90326801162915,29732.38888888889,244.93743333333336
no05,target,2022/10/18 14:00:00,1400,28.550308244017792,29748.958333333332,235.74822777777777
no05,target,2022/10/18 14:15:00,1415,30.170935588336775,29689.34,248.52831111111112
no05,target,2022/10/18 14:30:00,1430,28.510627656773718,33142.67333333333,262.3958388888889
no05,target,2022/10/18 14:45:00,1445,29.692496274854605,30178.215555555555,248.82535555555555
no05,target,2022/10/18 15:00:00,1500,28.954343703743504,32546.224444444448,261.62659444444444
no05,target,2022/10/18 15:15:00,1515,24.312653199132072,39590.140555555554,265.7203666666667
no05,target,2022/10/18 15:30:00,1530,27.13055573943409,32503.263333333332,244.76486111111112
no05,target,2022/10/18 15:45:00,1545,27.7081227510606,31986.436666666665,245.80219444444447
no05,target,2022/10/18 16:00:00,1600,28.340283176350376,33691.58111111111,265.18525
no05,target,2022/10/18 16:15:00,1615,26.76804439241,35716.46611111111,264.6931222222222
no05,target,2022/10/18 16:30:00,1630,27.02953994880963,31260.183888888892,234.09658888888887
no05,target,2022/10/18 16:45:00,1645,28.485813313819715,31170.501111111113,246.53483888888888
no05,target,2022/10/18 17:00:00,1700,26.89435777170246,39179.09222222222,291.7833611111111
no05,target,2022/10/18 17:15:00,1715,22.852493804500934,49642.99722222222,313.3186944444444
no05,target,2022/10/18 17:30:00,1730,27.094248303451323,38028.65888888889,286.1060611111111
no05,target,2022/10/18 17:45:00,1745,26.784722301828516,37381.03555555556,277.3770388888889
no05,target,2022/10/18 18:00:00,1800,25.549057050927672,40901.30611111111,289.96202222222223
no05,target,2022/10/18 18:15:00,1815,25.091943666635977,37700.917222222226,260.89036111111113
no05,target,2022/10/18 18:30:00,1830,24.081718095438838,35437.96222222222,235.58487777777776
