slot_code,HHMM,bus,nonbus,run
1745,17:45,232,10782,rand10
1745,17:45,244,10713,rand11
1745,17:45,267,10705,rand12
1745,17:45,275,10939,rand13
1745,17:45,277,10674,rand14
1745,17:45,233,10905,rand15
1745,17:45,269,10930,rand16
1745,17:45,272,10612,rand17
1745,17:45,255,10746,rand18
1745,17:45,275,10486,rand19
1745,17:45,266,10455,rand20
1800,18:00,307,10894,rand01
1800,18:00,255,11041,rand02
1800,18:00,304,10905,rand03
1800,18:00,328,10965,rand04
1800,18:00,326,10867,rand05
1800,18:00,371,10728,rand06
1800,18:00,320,10782,rand07
1800,18:00,310,10994,rand08
1800,18:00,312,10943,rand09
1800,18:00,365,10935,rand10
1800,18:00,382,10670,rand11
1800,18:00,325,10794,rand12
1800,18:00,376,10768,rand13
1800,18:00,342,10887,rand14
1800,18:00,360,10842,rand15
1800,18:00,344,10817,rand16
1800,18:00,317,10780,rand17
1800,18:00,306,11063,rand18
1800,18:00,350,10952,rand19
1800,18:00,318,10993,rand20
1815,18:15,332,9962,rand01
1815,18:15,339,9981,rand02
1815,18:15,324,9986,rand03
1815,18:15,308,9892,rand04
1815,18:15,287,10143,rand05
1815,18:15,261,10118,rand06
1815,18:15,270,10099,rand07
1815,18:15,303,9751,rand08
1815,18:15,327,10128,rand09
1815,18:15,293,9956,rand10
1815,18:15,264,10143,rand11
1815,18:15,261,10084,rand12
1815,18:15,282,9956,rand13
1815,18:15,272,9851,rand14
1815,18:15,278,9996,rand15
1815,18:15,278,9759,rand16
1815,18:15,302,10124,rand17
1815,18:15,314,9849,rand18
1815,18:15,285,10155,rand19
1815,18:15,310,10051,rand20
1830,18:30,238,9406,rand01
1830,18:30,234,9003,rand02
1830,18:30,229,9287,rand03
1830,18:30,225,9190,rand04
1830,18:30,228,9230,rand05
1830,18:30,252,9275,rand06
1830,18:30,254,9104,rand07
1830,18:30,238,9490,rand08
1830,18:30,227,9117,rand09
1830,18:30,241,9188,rand10
1830,18:30,241,9364,rand11
1830,18:30,277,9302,rand12
1830,18:30,234,9264,rand13
1830,18:30,268,9320,rand14
1830,18:30,227,9049,rand15
1830,18:30,278,9205,rand16
1830,18:30,245,9267,rand17
1830,18:30,231,9325,rand18
1830,18:30,225,9129,rand19
1830,18:30,190,9229,rand20
