slot_code,HHMM,car,bus,other,scenario,run
0930,09:30,10161,361,0,no01,rand14
0945,09:45,9541,172,0,no01,rand14
1000,10:00,10277,332,0,no01,rand14
1015,10:15,9670,211,0,no01,rand14
1030,10:30,9190,316,0,no01,rand14
1045,10:45,8837,308,0,no01,rand14
1100,11:00,9788,196,0,no01,rand14
1115,11:15,9928,222,0,no01,rand14
1130,11:30,9227,284,0,no01,rand14
1145,11:45,8994,223,0,no01,rand14
1200,12:00,9633,219,0,no01,rand14
1215,12:15,9647,235,0,no01,rand14
1230,12:30,9592,276,0,no01,rand14
1245,12:45,9137,327,0,no01,rand14
1300,13:00,9354,247,0,no01,rand14
1315,13:15,8992,262,0,no01,rand14
1330,13:30,8697,272,0,no01,rand14
1345,13:45,8193,202,0,no01,rand14
1400,14:00,8736,313,0,no01,rand14
1415,14:15,9200,220,0,no01,rand14
1430,14:30,9202,305,0,no01,rand14
1445,14:45,8999,357,0,no01,rand14
1500,15:00,9081,256,0,no01,rand14
1515,15:15,9449,321,0,no01,rand14
1530,15:30,8779,301,0,no01,rand14
1545,15:45,8562,246,0,no01,rand14
1600,16:00,10333,291,0,no01,rand14
1615,16:15,10523,270,0,no01,rand14
1630,16:30,9722,255,0,no01,rand14
1645,16:45,10477,203,0,no01,rand14
1700,17:00,10465,345,0,no01,rand14
1715,17:15,10939,290,0,no01,rand14
1730,17:30,10351,296,0,no01,rand14
1745,17:45,10674,277,0,no01,rand14
1800,18:00,10887,342,0,no01,rand14
1815,18:15,9851,272,0,no01,rand14
1830,18:30,9320,268,0,no01,rand14
1845,18:45,8505,314,0,no01,rand14
0630,06:30,7831,271,0,no01,rand15
0645,06:45,8565,258,0,no01,rand15
0700,07:00,8641,256,0,no01,rand15
0715,07:15,10079,356,0,no01,rand15
0730,07:30,11072,296,0,no01,rand15
0745,07:45,11396,477,0,no01,rand15
0800,08:00,11753,423,0,no01,rand15
0815,08:15,11605,434,0,no01,rand15
0830,08:30,12710,396,0,no01,rand15
0845,08:45,11339,320,0,no01,rand15
0900,09:00,10094,382,0,no01,rand15
0915,09:15,9702,256,0,no01,rand15
0930,09:30,9943,322,0,no01,rand15
0945,09:45,9888,262,0,no01,rand15
1000,10:00,10223,301,0,no01,rand15
1015,10:15,9495,198,0,no01,rand15
1030,10:30,9170,327,0,no01,rand15
1045,10:45,8831,284,0,no01,rand15
1100,11:00,9606,232,0,no01,rand15
1115,11:15,10332,212,0,no01,rand15
1130,11:30,8950,261,0,no01,rand15
1145,11:45,9269,222,0,no01,rand15
1200,12:00,9439,227,0,no01,rand15
1215,12:15,9602,267,0,no01,rand15
1230,12:30,9559,261,0,no01,rand15
1245,12:45,9001,300,0,no01,rand15
1300,13:00,9491,276,0,no01,rand15
1315,13:15,9049,241,0,no01,rand15
1330,13:30,8706,261,0,no01,rand15
1345,13:45,8026,221,0,no01,rand15
1400,14:00,8758,324,0,no01,rand15
1415,14:15,9237,197,0,no01,rand15
1430,14:30,9329,317,0,no01,rand15
1445,14:45,9006,346,0,no01,rand15
1500,15:00,8975,223,0,no01,rand15
1515,15:15,9271,365,0,no01,rand15
1530,15:30,8837,274,0,no01,rand15
1545,15:45,8744,275,0,no01,rand15
1600,16:00,10328,256,0,no01,rand15
1615,16:15,10081,297,0,no01,rand15
1630,16:30,9765,226,0,no01,rand15
1645,16:45,10316,224,0,no01,rand15
1700,17:00,10628,371,0,no01,rand15
1715,17:15,11269,299,0,no01,rand15
1730,17:30,10030,297,0,no01,rand15
1745,17:45,10905,233,0,no01,rand15
1800,18:00,10842,360,0,no01,rand15
1815,18:15,9996,278,0,no01,rand15
1830,18:30,9049,227,0,no01,rand15
1845,18:45,8615,275,0,no01,rand15
0630,06:30,7658,261,0,no01,rand16
0645,06:45,8380,274,0,no01,rand16
0700,07:00,8892,248,0,no01,rand16
0715,07:15,10411,363,0,no01,rand16
0730,07:30,11046,305,0,no01,rand16
0745,07:45,11229,443,0,no01,rand16
0800,08:00,11719,459,0,no01,rand16
0815,08:15,11689,427,0,no01,rand16
0830,08:30,12439,396,0,no01,rand16
0845,08:45,11384,296,0,no01,rand16
0900,09:00,10276,411,0,no01,rand16
0915,09:15,9598,223,0,no01,rand16
0930,09:30,10133,374,0,no01,rand16
0945,09:45,9653,202,0,no01,rand16
1000,10:00,10360,320,0,no01,rand16
1015,10:15,9583,202,0,no01,rand16
1030,10:30,9006,312,0,no01,rand16
1045,10:45,8780,294,0,no01,rand16
1100,11:00,9680,212,0,no01,rand16
1115,11:15,10103,227,0,no01,rand16
1130,11:30,9197,269,0,no01,rand16
1145,11:45,9307,204,0,no01,rand16
1200,12:00,9258,262,0,no01,rand16
1215,12:15,9879,241,0,no01,rand16
1230,12:30,9270,274,0,no01,rand16
1245,12:45,9212,277,0,no01,rand16
1300,13:00,9443,309,0,no01,rand16
1315,13:15,8855,247,0,no01,rand16
1330,13:30,8913,267,0,no01,rand16
1345,13:45,8010,199,0,no01,rand16
1400,14:00,8665,310,0,no01,rand16
1415,14:15,9416,229,0,no01,rand16
1430,14:30,9213,257,0,no01,rand16
1445,14:45,8894,356,0,no01,rand16
1500,15:00,9037,254,0,no01,rand16
1515,15:15,9033,389,0,no01,rand16
1530,15:30,9050,241,0,no01,rand16
1545,15:45,8636,288,0,no01,rand16
1600,16:00,10405,287,0,no01,rand16
1615,16:15,10135,246,0,no01,rand16
1630,16:30,9913,252,0,no01,rand16
1645,16:45,10343,220,0,no01,rand16
1700,17:00,10998,362,0,no01,rand16
1715,17:15,10483,304,0,no01,rand16
1730,17:30,10387,262,0,no01,rand16
1745,17:45,10930,269,0,no01,rand16
1800,18:00,10817,344,0,no01,rand16
1815,18:15,9759,278,0,no01,rand16
1830,18:30,9205,278,0,no01,rand16
1845,18:45,8839,305,0,no01,rand16
0630,06:30,7608,244,0,no01,rand17
0645,06:45,8823,271,0,no01,rand17
0700,07:00,8545,271,0,no01,rand17
0715,07:15,10108,367,0,no01,rand17
0730,07:30,11096,349,0,no01,rand17
0745,07:45,11325,395,0,no01,rand17
0800,08:00,11788,457,0,no01,rand17
0815,08:15,11823,451,0,no01,rand17
0830,08:30,12401,384,0,no01,rand17
0845,08:45,11389,281,0,no01,rand17
0900,09:00,10065,439,0,no01,rand17
0915,09:15,9677,211,0,no01,rand17
0930,09:30,10118,356,0,no01,rand17
0945,09:45,9763,219,0,no01,rand17
1000,10:00,10403,307,0,no01,rand17
1015,10:15,9390,188,0,no01,rand17
1030,10:30,9055,337,0,no01,rand17
1045,10:45,8912,289,0,no01,rand17
1100,11:00,9842,231,0,no01,rand17
1115,11:15,9818,213,0,no01,rand17
1130,11:30,9103,255,0,no01,rand17
1145,11:45,9072,233,0,no01,rand17
1200,12:00,9668,220,0,no01,rand17
1215,12:15,9709,254,0,no01,rand17
1230,12:30,9472,274,0,no01,rand17
1245,12:45,9172,303,0,no01,rand17
1300,13:00,9291,286,0,no01,rand17
1315,13:15,8941,235,0,no01,rand17
1330,13:30,8935,260,0,no01,rand17
1345,13:45,7928,230,0,no01,rand17
1400,14:00,8875,299,0,no01,rand17
1415,14:15,8912,203,0,no01,rand17
1430,14:30,9284,284,0,no01,rand17
1445,14:45,9256,388,0,no01,rand17
1500,15:00,9159,263,0,no01,rand17
1515,15:15,9213,321,0,no01,rand17
1530,15:30,8753,293,0,no01,rand17
1545,15:45,8680,281,0,no01,rand17
1600,16:00,10295,270,0,no01,rand17
1615,16:15,10716,258,0,no01,rand17
1630,16:30,9828,239,0,no01,rand17
1645,16:45,10202,203,0,no01,rand17
1700,17:00,10501,393,0,no01,rand17
1715,17:15,10953,262,0,no01,rand17
1730,17:30,10362,297,0,no01,rand17
1745,17:45,10612,272,0,no01,rand17
1800,18:00,10780,317,0,no01,rand17
1815,18:15,10124,302,0,no01,rand17
1830,18:30,9267,245,0,no01,rand17
1845,18:45,8507,298,0,no01,rand17
0630,06:30,7694,257,0,no01,rand18
0645,06:45,8795,256,0,no01,rand18
0700,07:00,8473,284,0,no01,rand18
0715,07:15,10163,331,0,no01,rand18
0730,07:30,10928,338,0,no01,rand18
0745,07:45,11393,423,0,no01,rand18
0800,08:00,11931,431,0,no01,rand18
0815,08:15,11762,466,0,no01,rand18
0830,08:30,12293,398,0,no01,rand18
0845,08:45,11443,297,0,no01,rand18
0900,09:00,10099,410,0,no01,rand18
0915,09:15,9777,226,0,no01,rand18
0930,09:30,10214,330,0,no01,rand18
0945,09:45,9694,235,0,no01,rand18
1000,10:00,10418,317,0,no01,rand18
1015,10:15,9465,206,0,no01,rand18
1030,10:30,9018,322,0,no01,rand18
1045,10:45,8867,310,0,no01,rand18
1100,11:00,9649,194,0,no01,rand18
1115,11:15,10060,236,0,no01,rand18
1130,11:30,9045,238,0,no01,rand18
1145,11:45,9339,232,0,no01,rand18
1200,12:00,9478,227,0,no01,rand18
1215,12:15,9761,250,0,no01,rand18
1230,12:30,9601,298,0,no01,rand18
1245,12:45,8953,304,0,no01,rand18
1300,13:00,9670,256,0,no01,rand18
1315,13:15,8888,256,0,no01,rand18
1330,13:30,8774,238,0,no01,rand18
1345,13:45,8017,191,0,no01,rand18
1400,14:00,8864,348,0,no01,rand18
1415,14:15,9141,211,0,no01,rand18
1430,14:30,9118,301,0,no01,rand18
1445,14:45,9120,317,0,no01,rand18
1500,15:00,9148,292,0,no01,rand18
1515,15:15,9021,328,0,no01,rand18
1530,15:30,9053,310,0,no01,rand18
1545,15:45,8717,242,0,no01,rand18
1600,16:00,10242,291,0,no01,rand18
1615,16:15,10472,279,0,no01,rand18
1630,16:30,9986,237,0,no01,rand18
1645,16:45,10058,194,0,no01,rand18
1700,17:00,10688,352,0,no01,rand18
1715,17:15,10952,327,0,no01,rand18
1730,17:30,10149,292,0,no01,rand18
1745,17:45,10746,255,0,no01,rand18
1800,18:00,11063,306,0,no01,rand18
1815,18:15,9849,314,0,no01,rand18
1830,18:30,9325,231,0,no01,rand18
1845,18:45,8375,305,0,no01,rand18
0630,06:30,7610,253,0,no01,rand19
0645,06:45,8713,253,0,no01,rand19
0700,07:00,8726,288,0,no01,rand19
0715,07:15,10186,385,0,no01,rand19
0730,07:30,11108,319,0,no01,rand19
0745,07:45,11329,412,0,no01,rand19
0800,08:00,11682,450,0,no01,rand19
0815,08:15,11863,410,0,no01,rand19
0830,08:30,12334,391,0,no01,rand19
0845,08:45,11513,339,0,no01,rand19
0900,09:00,10086,391,0,no01,rand19
0915,09:15,9719,240,0,no01,rand19
0930,09:30,9889,344,0,no01,rand19
0945,09:45,9718,209,0,no01,rand19
1000,10:00,10322,332,0,no01,rand19
1015,10:15,9701,177,0,no01,rand19
1030,10:30,8953,335,0,no01,rand19
1045,10:45,8780,304,0,no01,rand19
1100,11:00,9640,180,0,no01,rand19
1115,11:15,10112,219,0,no01,rand19
1130,11:30,8994,269,0,no01,rand19
1145,11:45,9081,262,0,no01,rand19
1200,12:00,9728,231,0,no01,rand19
1215,12:15,9545,222,0,no01,rand19
1230,12:30,9607,283,0,no01,rand19
1245,12:45,9034,314,0,no01,rand19
1300,13:00,9478,255,0,no01,rand19
1315,13:15,8931,259,0,no01,rand19
1330,13:30,8994,249,0,no01,rand19
1345,13:45,7792,234,0,no01,rand19
1400,14:00,8912,303,0,no01,rand19
1415,14:15,9206,204,0,no01,rand19
1430,14:30,9321,279,0,no01,rand19
1445,14:45,8833,378,0,no01,rand19
1500,15:00,9288,260,0,no01,rand19
1515,15:15,9161,331,0,no01,rand19
1530,15:30,8863,306,0,no01,rand19
1545,15:45,8586,249,0,no01,rand19
1600,16:00,10302,303,0,no01,rand19
1615,16:15,10349,265,0,no01,rand19
1630,16:30,9923,224,0,no01,rand19
1645,16:45,10112,208,0,no01,rand19
1700,17:00,10792,350,0,no01,rand19
1715,17:15,10928,285,0,no01,rand19
1730,17:30,10314,306,0,no01,rand19
1745,17:45,10486,275,0,no01,rand19
1800,18:00,10952,350,0,no01,rand19
1815,18:15,10155,285,0,no01,rand19
1830,18:30,9129,225,0,no01,rand19
1845,18:45,8644,309,0,no01,rand19
0630,06:30,7463,237,0,no01,rand20
0645,06:45,8745,286,0,no01,rand20
0700,07:00,8833,271,0,no01,rand20
0715,07:15,10180,345,0,no01,rand20
0730,07:30,11118,325,0,no01,rand20
0745,07:45,11316,389,0,no01,rand20
0800,08:00,11878,499,0,no01,rand20
0815,08:15,11805,463,0,no01,rand20
0830,08:30,12240,392,0,no01,rand20
0845,08:45,11549,293,0,no01,rand20
0900,09:00,10091,391,0,no01,rand20
0915,09:15,9476,250,0,no01,rand20
0930,09:30,10130,332,0,no01,rand20
0945,09:45,9719,223,0,no01,rand20
1000,10:00,10316,324,0,no01,rand20
1015,10:15,9664,187,0,no01,rand20
1030,10:30,8932,346,0,no01,rand20
1045,10:45,8895,276,0,no01,rand20
1100,11:00,9454,167,0,no01,rand20
1115,11:15,10187,261,0,no01,rand20
1130,11:30,8941,224,0,no01,rand20
1145,11:45,9374,261,0,no01,rand20
1200,12:00,9602,235,0,no01,rand20
1215,12:15,9801,264,0,no01,rand20
1230,12:30,9312,264,0,no01,rand20
1245,12:45,9148,287,0,no01,rand20
1300,13:00,9417,282,0,no01,rand20
1315,13:15,8992,238,0,no01,rand20
1330,13:30,8884,249,0,no01,rand20
1345,13:45,7887,237,0,no01,rand20
1400,14:00,8958,325,0,no01,rand20
1415,14:15,8885,211,0,no01,rand20
1430,14:30,9443,290,0,no01,rand20
1445,14:45,8865,345,0,no01,rand20
1500,15:00,9255,254,0,no01,rand20
1515,15:15,9117,341,0,no01,rand20
1530,15:30,8989,307,0,no01,rand20
1545,15:45,8714,236,0,no01,rand20
1600,16:00,10194,288,0,no01,rand20
1615,16:15,10391,264,0,no01,rand20
1630,16:30,9623,249,0,no01,rand20
1645,16:45,10548,206,0,no01,rand20
1700,17:00,10738,386,0,no01,rand20
1715,17:15,10801,292,0,no01,rand20
1730,17:30,10384,297,0,no01,rand20
1745,17:45,10455,266,0,no01,rand20
1800,18:00,10993,318,0,no01,rand20
1815,18:15,10051,310,0,no01,rand20
1830,18:30,9229,190,0,no01,rand20
1845,18:45,8604,315,0,no01,rand20
