scenario,subset,timestr,slot_code,V_net_mean,TTT_mean,flow_kmveh_mean
no01,non_target,2022/10/18 07:00:00,0700,28.85045216948495,167786.9461111111,1344.5647944444445
no01,non_target,2022/10/18 07:15:00,0715,28.689952056817404,196473.9388888889,1565.647088888889
no01,non_target,2022/10/18 07:30:00,0730,28.092289391036452,212227.09555555554,1655.5932277777779
no01,non_target,2022/10/18 07:45:00,0745,26.521760384287663,227123.05666666667,1672.3906055555556
no01,non_target,2022/10/18 08:00:00,0800,24.73656871581969,266069.5838888889,1827.1143444444444
no01,non_target,2022/10/18 08:15:00,0815,26.0041602241407,252006.22444444444,1819.1058333333333
no01,non_target,2022/10/18 08:30:00,0830,24.50420755212404,275421.4972222222,1873.8215055555556
no01,non_target,2022/10/18 08:45:00,0845,25.48145528072817,247621.3927777778,1750.511511111111
no01,non_target,2022/10/18 09:00:00,0900,27.82271423036731,205767.3672222222,1589.8360277777779
no01,non_target,2022/10/18 09:15:00,0915,27.55687890444851,189328.55333333334,1448.5885833333332
no01,non_target,2022/10/18 09:30:00,0930,26.78659630364826,205069.5377777778,1523.8879444444444
no01,non_target,2022/10/18 09:45:00,0945,28.932747592325725,181256.27055555556,1456.52585
no01,non_target,2022/10/18 10:00:00,1000,27.954587767845798,197687.20666666667,1533.8410944444445
no01,non_target,2022/10/18 10:15:00,1015,27.05644267397749,195601.01833333334,1467.2476666666666
no01,non_target,2022/10/18 10:30:00,1030,28.42299862720042,179870.8177777778,1419.7221
no01,non_target,2022/10/18 10:45:00,1045,28.96160769003062,172427.7161111111,1387.1135000000002
no01,non_target,2022/10/18 11:00:00,1100,27.919917547322594,189695.19611111112,1470.936438888889
no01,non_target,2022/10/18 11:15:00,1115,27.25010527162286,201384.33833333332,1524.2453333333333
no01,non_target,2022/10/18 11:30:00,1130,27.962420967822815,181904.10055555555,1412.5582444444444
no01,non_target,2022/10/18 11:45:00,1145,28.290979471482956,181185.89,1423.7527055555556
no01,non_target,2022/10/18 12:00:00,1200,28.0006371094482,189941.33444444445,1477.065488888889
no01,non_target,2022/10/18 12:15:00,1215,27.870711923856778,200478.00055555554,1551.5579944444444
no01,non_target,2022/10/18 12:30:00,1230,27.75187457184588,187212.04555555555,1442.803138888889
no01,non_target,2022/10/18 12:45:00,1245,28.885158941757545,182770.63611111112,1466.3249888888888
no01,non_target,2022/10/18 13:00:00,1300,28.367414575307787,190570.13666666666,1501.3053333333332
no01,non_target,2022/10/18 13:15:00,1315,28.633304249453438,177359.7838888889,1410.3354333333332
no01,non_target,2022/10/18 13:30:00,1330,28.380663261497443,178090.99166666667,1403.9296222222222
no01,non_target,2022/10/18 13:45:00,1345,28.035956893293488,157446.57888888888,1225.9870666666668
no01,non_target,2022/10/18 14:00:00,1400,28.34371506097342,173616.45555555556,1366.7781111111112
no01,non_target,2022/10/18 14:15:00,1415,28.039795827345085,187465.15444444443,1459.6873055555557
no01,non_target,2022/10/18 14:30:00,1430,29.163374369484252,177925.06166666665,1441.2416555555556
no01,non_target,2022/10/18 14:45:00,1445,28.462041737288,182153.26944444445,1439.8069055555557
no01,non_target,2022/10/18 15:00:00,1500,26.77458092031831,190865.88944444444,1418.8918333333334
no01,non_target,2022/10/18 15:15:00,1515,27.59026237598638,186032.38944444444,1425.5272388888889
no01,non_target,2022/10/18 15:30:00,1530,27.011129330486174,190626.615,1429.9343166666667
no01,non_target,2022/10/18 15:45:00,1545,27.46995366114283,178685.8438888889,1363.2579833333334
no01,non_target,2022/10/18 16:00:00,1600,24.33542881159207,238122.245,1609.289061111111
no01,non_target,2022/10/18 16:15:00,1615,24.4875484391716,233066.9661111111,1584.6655722222222
no01,non_target,2022/10/18 16:30:00,1630,23.588337137319513,233607.2672222222,1528.9711555555557
no01,non_target,2022/10/18 16:45:00,1645,24.427690343024086,240981.07555555558,1632.87635
no01,non_target,2022/10/18 17:00:00,1700,23.807251973786887,252121.1811111111,1665.2254555555555
no01,non_target,2022/10/18 17:15:00,1715,27.242136365543622,223800.27,1693.343811111111
no01,non_target,2022/10/18 17:30:00,1730,26.486783340109845,217558.93444444443,1599.4450444444444
no01,non_target,2022/10/18 17:45:00,1745,25.673233908408825,237064.67055555558,1688.5447222222222
no01,non_target,2022/10/18 18:00:00,1800,25.982076696155236,230714.52055555556,1663.7441444444444
no01,non_target,2022/10/18 18:15:00,1815,27.303724601489893,208150.165,1577.9016666666666
no01,non_target,2022/10/18 18:30:00,1830,28.337949794403553,183022.005,1440.0157555555554
