scenario,subset,timestr,slot_code,V_net_mean,TTT_mean,flow_kmveh_mean
no06,target,2022/10/18 07:00:00,0700,18.706580049471704,40886.84444444444,210.7986388888889
no06,target,2022/10/18 07:15:00,0715,18.61541555207422,56194.64333333333,289.65892777777776
no06,target,2022/10/18 07:30:00,0730,15.736437548248315,76200.725,332.1018
no06,target,2022/10/18 07:45:00,0745,18.727175087683666,55156.94666666667,285.8461888888889
no06,target,2022/10/18 08:00:00,0800,22.756125544420257,47490.56444444445,297.2836222222222
no06,target,2022/10/18 08:15:00,0815,19.88308160495184,60513.76944444445,331.8508111111111
no06,target,2022/10/18 08:30:00,0830,24.26722316914226,47875.483888888884,321.1958
no06,target,2022/10/18 08:45:00,0845,22.46880954982079,51092.64277777777,316.91931666666665
no06,target,2022/10/18 09:00:00,0900,19.865917748484563,57034.703888888886,312.8444666666667
no06,target,2022/10/18 09:15:00,0915,24.815867758515132,36542.64722222222,249.1292111111111
no06,target,2022/10/18 09:30:00,0930,28.239573232576465,35416.835,277.132
no06,target,2022/10/18 09:45:00,0945,24.162804048550633,41889.21555555556,279.82860000000005
no06,target,2022/10/18 10:00:00,1000,17.90185764202307,60815.535555555565,301.60912777777776
no06,target,2022/10/18 10:15:00,1015,17.871327757079776,55661.71055555556,273.48883333333333
no06,target,2022/10/18 10:30:00,1030,25.297685708376243,34487.013333333336,239.31571666666665
no06,target,2022/10/18 10:45:00,1045,29.073958318949458,29507.99722222222,237.95540555555556
no06,target,2022/10/18 11:00:00,1100,24.964019125542602,37902.85166666666,262.68155
no06,target,2022/10/18 11:15:00,1115,26.207995162793303,34390.29277777778,249.37021666666664
no06,target,2022/10/18 11:30:00,1130,28.765528343166036,26950.218333333334,215.21733333333336
no06,target,2022/10/18 11:45:00,1145,29.104603647176777,33720.44222222222,271.74565
no06,target,2022/10/18 12:00:00,1200,27.310710980046352,30727.23166666667,232.90628888888887
no06,target,2022/10/18 12:15:00,1215,30.3921880046568,27148.164444444443,229.0449611111111
no06,target,2022/10/18 12:30:00,1230,28.69211009797693,27691.768333333333,220.67132222222222
no06,target,2022/10/18 12:45:00,1245,29.150183970785065,30068.73,243.29437777777775
no06,target,2022/10/18 13:00:00,1300,30.459448283380514,28739.807222222225,242.95686111111112
no06,target,2022/10/18 13:15:00,1315,30.520975886512183,29348.275555555552,248.67444444444448
no06,target,2022/10/18 13:30:00,1330,27.726672482666384,27365.443888888887,210.53618333333333
no06,target,2022/10/18 13:45:00,1345,30.859938821132648,28456.114444444444,243.71269999999998
no06,target,2022/10/18 14:00:00,1400,28.79120653953509,28967.23388888889,231.5147111111111
no06,target,2022/10/18 14:15:00,1415,30.431165549142506,28565.033333333333,241.41974999999996
no06,target,2022/10/18 14:30:00,1430,28.721449022352584,32652.538888888885,260.31249444444444
no06,target,2022/10/18 14:45:00,1445,29.52304468251415,30164.524999999998,247.2351111111111
no06,target,2022/10/18 15:00:00,1500,29.144374014121833,31645.31388888889,255.97635555555553
no06,target,2022/10/18 15:15:00,1515,24.573905670293914,38180.98333333333,259.5995388888889
no06,target,2022/10/18 15:30:00,1530,27.287201159620906,32225.73611111111,243.9581888888889
no06,target,2022/10/18 15:45:00,1545,27.598328785792557,32581.023333333334,249.53849444444444
no06,target,2022/10/18 16:00:00,1600,28.379562016506178,32039.028333333335,251.98316666666668
no06,target,2022/10/18 16:15:00,1615,27.16310683436415,34945.82,263.30774444444444
no06,target,2022/10/18 16:30:00,1630,27.113261760006058,30895.48611111111,232.30495555555555
no06,target,2022/10/18 16:45:00,1645,28.889547544438788,30892.02,247.8213611111111
no06,target,2022/10/18 17:00:00,1700,27.143390110254256,38182.95166666667,287.8200777777778
no06,target,2022/10/18 17:15:00,1715,22.904099869032468,49304.13333333333,311.63234444444447
no06,target,2022/10/18 17:30:00,1730,27.281151714959243,37273.66333333334,281.68129999999996
no06,target,2022/10/18 17:45:00,1745,26.83534068456807,37566.72777777778,279.41885
no06,target,2022/10/18 18:00:00,1800,25.661241463376687,40637.833333333336,288.7924333333333
no06,target,2022/10/18 18:15:00,1815,25.2595789023279,37109.21388888889,258.6362888888889
no06,target,2022/10/18 18:30:00,1830,24.0831641114439,34171.572222222225,227.59063333333336
