scenario,subset,timestr,slot_code,V_net_mean,TTT_mean,flow_kmveh_mean
no01,all,2022/10/18 07:00:00,0700,27.855850925268168,201132.72666666668,1556.1013277777777
no01,all,2022/10/18 07:15:00,0715,27.505986497871923,243434.40777777776,1859.7539444444442
no01,all,2022/10/18 07:30:00,0730,25.79846702570064,277503.30666666664,1987.063861111111
no01,all,2022/10/18 07:45:00,0745,26.173542827889612,269485.9422222222,1957.8687055555556
no01,all,2022/10/18 08:00:00,0800,24.70265442104959,309974.82,2125.8118055555556
no01,all,2022/10/18 08:15:00,0815,24.977748620003997,309681.6188888889,2145.9150444444444
no01,all,2022/10/18 08:30:00,0830,24.67842039067982,321080.7077777778,2200.374688888889
no01,all,2022/10/18 08:45:00,0845,24.970502846409854,299624.7911111111,2075.9295944444443
no01,all,2022/10/18 09:00:00,0900,26.254262689641827,260908.42111111112,1901.6723499999998
no01,all,2022/10/18 09:15:00,0915,27.367964859287795,223658.22944444444,1699.1703777777777
no01,all,2022/10/18 09:30:00,0930,27.00301820138098,240989.40222222224,1805.8384777777778
no01,all,2022/10/18 09:45:00,0945,28.093512209960124,223416.92555555556,1743.2442888888888
no01,all,2022/10/18 10:00:00,1000,25.950113512465432,255278.71166666664,1837.4562722222222
no01,all,2022/10/18 10:15:00,1015,25.34661787469599,247477.97166666668,1738.6263277777778
no01,all,2022/10/18 10:30:00,1030,28.23726370186096,211796.6888888889,1660.51595
no01,all,2022/10/18 10:45:00,1045,29.092837688691716,201567.32166666666,1628.8723222222222
no01,all,2022/10/18 11:00:00,1100,27.61361855312462,226672.30055555556,1738.5062
no01,all,2022/10/18 11:15:00,1115,27.222976991880746,235464.63166666668,1779.980638888889
no01,all,2022/10/18 11:30:00,1130,28.180148691938452,208653.2861111111,1633.0259333333333
no01,all,2022/10/18 11:45:00,1145,28.638524409164095,212694.0861111111,1691.83
no01,all,2022/10/18 12:00:00,1200,28.07440061238719,220319.28722222222,1717.7164277777779
no01,all,2022/10/18 12:15:00,1215,28.288115469358043,227601.46666666667,1787.9833833333332
no01,all,2022/10/18 12:30:00,1230,27.905748301847268,214062.35166666668,1658.948388888889
no01,all,2022/10/18 12:45:00,1245,29.000756319168786,212063.78055555554,1708.1941444444444
no01,all,2022/10/18 13:00:00,1300,28.697030821857407,219378.44944444444,1748.3580277777776
no01,all,2022/10/18 13:15:00,1315,28.996183789881837,206297.11444444445,1661.1952333333331
no01,all,2022/10/18 13:30:00,1330,28.378929617475837,205034.58,1616.2433944444444
no01,all,2022/10/18 13:45:00,1345,28.554786503982395,185707.9388888889,1472.8596944444444
no01,all,2022/10/18 14:00:00,1400,28.52001691587185,202328.55611111113,1602.7898444444445
no01,all,2022/10/18 14:15:00,1415,28.380568711501244,216953.3361111111,1709.81955
no01,all,2022/10/18 14:30:00,1430,29.181456924030385,210190.28944444444,1703.6027833333333
no01,all,2022/10/18 14:45:00,1445,28.783204135178405,211295.64944444445,1689.0373833333333
no01,all,2022/10/18 15:00:00,1500,27.173736981178457,223507.81333333335,1686.3632555555555
no01,all,2022/10/18 15:15:00,1515,27.25168731150454,223517.97444444444,1691.8478166666666
no01,all,2022/10/18 15:30:00,1530,27.193775371700312,221596.89555555556,1673.5407
no01,all,2022/10/18 15:45:00,1545,27.60096607777783,209972.165,1609.6032222222223
no01,all,2022/10/18 16:00:00,1600,24.94111059646145,271476.4861111111,1880.4108444444444
no01,all,2022/10/18 16:15:00,1615,24.890542885225962,267988.2477777778,1852.160411111111
no01,all,2022/10/18 16:30:00,1630,24.103189476651647,262844.09222222224,1758.043222222222
no01,all,2022/10/18 16:45:00,1645,24.967872022131516,271119.0627777778,1878.3556777777776
no01,all,2022/10/18 17:00:00,1700,24.357571220273282,290905.8388888889,1966.1910944444446
no01,all,2022/10/18 17:15:00,1715,26.810648373248053,269711.62944444444,2008.3201055555555
no01,all,2022/10/18 17:30:00,1730,26.861695455520355,253054.9527777778,1887.0905888888888
no01,all,2022/10/18 17:45:00,1745,25.987211356772992,272704.0888888889,1966.1865777777775
no01,all,2022/10/18 18:00:00,1800,26.044828121741013,271035.43333333335,1959.6451333333332
no01,all,2022/10/18 18:15:00,1815,27.22194135496127,243093.8277777778,1837.0420833333333
no01,all,2022/10/18 18:30:00,1830,27.967746118828952,215287.72666666668,1671.671661111111
