scenario,subset,timestr,slot_code,V_net_mean,TTT_mean,flow_kmveh_mean
no07,target,2022/10/18 07:00:00,0700,17.601120715026575,43292.23,209.31071666666668
no07,target,2022/10/18 07:15:00,0715,17.231459643627392,60663.56555555555,289.12651666666665
no07,target,2022/10/18 07:30:00,0730,14.43710976711539,81339.69111111111,323.7315888888889
no07,target,2022/10/18 07:45:00,0745,17.00892016960865,61215.166666666664,285.74808333333334
no07,target,2022/10/18 08:00:00,0800,20.507973451668065,52502.281111111115,296.68064444444445
no07,target,2022/10/18 08:15:00,0815,18.585657567275444,64375.897222222215,330.51161666666667
no07,target,2022/10/18 08:30:00,0830,22.143860787601664,52494.79888888889,320.6283722222222
no07,target,2022/10/18 08:45:00,0845,20.537632835496364,55844.441666666666,317.3935055555555
no07,target,2022/10/18 09:00:00,0900,18.447260421509615,60614.267222222225,308.7219
no07,target,2022/10/18 09:15:00,0915,23.17739782655632,39750.93833333333,253.4466833333333
no07,target,2022/10/18 09:30:00,0930,24.9296898043383,39820.36944444445,273.33591666666666
no07,target,2022/10/18 09:45:00,0945,22.397297792677037,44304.096666666665,274.38224444444444
no07,target,2022/10/18 10:00:00,1000,16.74871610205991,63149.09166666666,292.69955000000004
no07,target,2022/10/18 10:15:00,1015,16.534153628984303,59648.958333333336,272.84881666666666
no07,target,2022/10/18 10:30:00,1030,21.959262324775484,39870.11777777778,240.29005
no07,target,2022/10/18 10:45:00,1045,27.761313678093096,29667.089444444442,228.54720555555554
no07,target,2022/10/18 11:00:00,1100,23.780970184979626,38813.05888888889,255.9102833333333
no07,target,2022/10/18 11:15:00,1115,23.691166440132186,36344.859444444446,236.11778333333334
no07,target,2022/10/18 11:30:00,1130,27.32276775097675,28377.741111111114,215.21339444444445
no07,target,2022/10/18 11:45:00,1145,27.132878418064298,34551.54722222222,260.1180444444444
no07,target,2022/10/18 12:00:00,1200,25.472785358407467,32711.863888888893,230.5909
no07,target,2022/10/18 12:15:00,1215,29.014269662513787,28500.667222222222,229.59862222222222
no07,target,2022/10/18 12:30:00,1230,27.48607470263192,27822.387777777778,212.2597111111111
no07,target,2022/10/18 12:45:00,1245,27.267608242928667,32075.193333333333,242.30305555555555
no07,target,2022/10/18 13:00:00,1300,29.429315177601453,30222.20277777778,246.69203333333337
no07,target,2022/10/18 13:15:00,1315,29.212867327375193,30781.11111111111,249.4620388888889
no07,target,2022/10/18 13:30:00,1330,26.051883230418056,29110.73888888889,210.44527222222223
no07,target,2022/10/18 13:45:00,1345,27.61581897589109,31472.17222222222,238.5163388888889
no07,target,2022/10/18 14:00:00,1400,26.516529800288666,31581.088333333333,232.1454888888889
no07,target,2022/10/18 14:15:00,1415,28.8889161818873,29605.589444444442,237.3605611111111
no07,target,2022/10/18 14:30:00,1430,27.122851313247093,34149.80944444445,257.1186055555556
no07,target,2022/10/18 14:45:00,1445,27.206035900049944,32431.997777777775,244.3359388888889
no07,target,2022/10/18 15:00:00,1500,28.2757351748596,31905.91888888889,250.183
no07,target,2022/10/18 15:15:00,1515,22.211499994356732,41780.90833333333,256.6772722222222
no07,target,2022/10/18 15:30:00,1530,25.795251423859188,34610.85611111111,247.3599388888889
no07,target,2022/10/18 15:45:00,1545,26.37437175449558,33663.71222222222,245.81556666666665
no07,target,2022/10/18 16:00:00,1600,27.491917488911103,34420.21055555556,262.50201111111113
no07,target,2022/10/18 16:15:00,1615,25.253428674175886,37640.420000000006,263.31197777777777
no07,target,2022/10/18 16:30:00,1630,25.12177320894169,33536.81555555556,233.2534
no07,target,2022/10/18 16:45:00,1645,27.056618717238067,32742.022222222222,245.62593888888887
no07,target,2022/10/18 17:00:00,1700,24.8109888591235,42255.72944444444,290.2655611111111
no07,target,2022/10/18 17:15:00,1715,21.46688724721214,52450.765,310.6960888888889
no07,target,2022/10/18 17:30:00,1730,24.074117112609965,42477.371666666666,282.81084444444446
no07,target,2022/10/18 17:45:00,1745,24.458372020143575,40800.89,275.0575666666666
no07,target,2022/10/18 18:00:00,1800,23.155301245160313,44418.987222222226,285.50015
no07,target,2022/10/18 18:15:00,1815,23.151299924236934,40373.54277777778,258.33390555555553
no07,target,2022/10/18 18:30:00,1830,22.939255196537285,36960.65388888889,235.3127611111111
