scenario,subset,timestr,slot_code,V_net_mean,TTT_mean,flow_kmveh_mean
no08,non_target,2022/10/18 07:00:00,0700,28.808352835913386,167661.96777777778,1341.5441555555556
no08,non_target,2022/10/18 07:15:00,0715,28.53251956238553,196981.72055555557,1560.9936222222223
no08,non_target,2022/10/18 07:30:00,0730,27.911134785325252,215353.34999999998,1668.9839333333334
no08,non_target,2022/10/18 07:45:00,0745,26.51129910399655,226464.91333333333,1667.3247999999999
no08,non_target,2022/10/18 08:00:00,0800,23.874998493740218,275705.25444444444,1826.58145
no08,non_target,2022/10/18 08:15:00,0815,25.54869068021445,258233.82444444444,1831.8775555555558
no08,non_target,2022/10/18 08:30:00,0830,24.440414557759826,276803.83555555553,1878.408438888889
no08,non_target,2022/10/18 08:45:00,0845,24.707061625764943,257301.24388888886,1763.5892166666665
no08,non_target,2022/10/18 09:00:00,0900,27.4370219464628,208749.33944444443,1589.8906611111113
no08,non_target,2022/10/18 09:15:00,0915,27.14453890176295,192165.39277777777,1448.3572666666669
no08,non_target,2022/10/18 09:30:00,0930,26.412645309547912,208133.02,1525.3736166666667
no08,non_target,2022/10/18 09:45:00,0945,28.736403916938148,184589.66166666668,1473.170011111111
no08,non_target,2022/10/18 10:00:00,1000,27.699617360005522,200215.83777777778,1539.9339666666665
no08,non_target,2022/10/18 10:15:00,1015,26.500501603955584,199642.5088888889,1468.0238722222223
no08,non_target,2022/10/18 10:30:00,1030,28.391311120188593,180291.19055555557,1421.7339277777778
no08,non_target,2022/10/18 10:45:00,1045,28.802740274406617,175824.34333333335,1406.6738777777778
no08,non_target,2022/10/18 11:00:00,1100,27.779924242914834,192176.9111111111,1482.8526333333332
no08,non_target,2022/10/18 11:15:00,1115,27.054223410449097,205450.63333333333,1543.6280333333334
no08,non_target,2022/10/18 11:30:00,1130,27.80891830851971,184356.9911111111,1423.746411111111
no08,non_target,2022/10/18 11:45:00,1145,28.19769761268471,182084.37722222222,1426.0623944444444
no08,non_target,2022/10/18 12:00:00,1200,27.881217905930352,191977.3738888889,1486.457938888889
no08,non_target,2022/10/18 12:15:00,1215,27.731063368788266,203890.9188888889,1570.221
no08,non_target,2022/10/18 12:30:00,1230,27.70359359666195,187710.9172222222,1444.1906555555554
no08,non_target,2022/10/18 12:45:00,1245,28.727078271003077,184238.71,1469.8140833333334
no08,non_target,2022/10/18 13:00:00,1300,28.34850222537539,191247.83388888888,1505.8298722222223
no08,non_target,2022/10/18 13:15:00,1315,28.447486133093403,178756.9111111111,1412.3213
no08,non_target,2022/10/18 13:30:00,1330,28.333029854260843,178364.82666666666,1403.6495666666667
no08,non_target,2022/10/18 13:45:00,1345,27.941133514535252,158859.77666666667,1232.931261111111
no08,non_target,2022/10/18 14:00:00,1400,28.14343145688633,177736.3161111111,1389.2154055555557
no08,non_target,2022/10/18 14:15:00,1415,27.96563711599238,190156.83166666667,1476.75945
no08,non_target,2022/10/18 14:30:00,1430,28.967213626430684,178851.53277777776,1438.9066444444443
no08,non_target,2022/10/18 14:45:00,1445,28.310473847436057,183927.09333333335,1446.1342333333332
no08,non_target,2022/10/18 15:00:00,1500,26.497211851091286,194395.34666666665,1429.5546666666667
no08,non_target,2022/10/18 15:15:00,1515,27.202957495363613,190757.09277777778,1440.6635333333334
no08,non_target,2022/10/18 15:30:00,1530,26.985621914885662,189807.08944444443,1422.3773388888887
no08,non_target,2022/10/18 15:45:00,1545,27.212628281284942,181263.98944444445,1369.6534722222223
no08,non_target,2022/10/18 16:00:00,1600,23.995320961448353,243219.66833333333,1620.9256333333333
no08,non_target,2022/10/18 16:15:00,1615,24.136292330752912,237670.05666666664,1592.8203333333333
no08,non_target,2022/10/18 16:30:00,1630,23.28477584677028,238254.41499999998,1539.5918111111112
no08,non_target,2022/10/18 16:45:00,1645,24.06263192691263,245202.99000000002,1636.4181333333333
no08,non_target,2022/10/18 17:00:00,1700,23.087709753224054,259585.61888888886,1662.6988111111111
no08,non_target,2022/10/18 17:15:00,1715,26.836882676221464,227503.45888888888,1695.4629444444445
no08,non_target,2022/10/18 17:30:00,1730,25.988477678079942,221524.66,1598.7364333333333
no08,non_target,2022/10/18 17:45:00,1745,24.892695809490466,242660.75055555554,1676.9017444444444
no08,non_target,2022/10/18 18:00:00,1800,25.069221422683064,239821.67333333334,1667.996238888889
no08,non_target,2022/10/18 18:15:00,1815,25.609954803180447,221633.29166666666,1574.5631222222223
no08,non_target,2022/10/18 18:30:00,1830,27.63501341803355,191070.61222222223,1466.1489833333335
