scenario,subset,timestr,slot_code,V_net_mean,TTT_mean,flow_kmveh_mean
no07,non_target,2022/10/18 07:00:00,0700,28.795382616155834,167743.56666666668,1341.5935722222223
no07,non_target,2022/10/18 07:15:00,0715,28.517316059103987,197168.26944444445,1561.6996
no07,non_target,2022/10/18 07:30:00,0730,27.8592436098382,215470.18000000002,1666.8506444444445
no07,non_target,2022/10/18 07:45:00,0745,26.312881831284006,228257.9261111111,1667.480722222222
no07,non_target,2022/10/18 08:00:00,0800,23.896244830926335,275482.81944444444,1827.6974555555555
no07,non_target,2022/10/18 08:15:00,0815,25.46985433191956,258436.6816666667,1827.0996000000002
no07,non_target,2022/10/18 08:30:00,0830,24.259419418199705,279019.06944444444,1879.5758944444444
no07,non_target,2022/10/18 08:45:00,0845,24.83583719042249,256387.6377777778,1766.5132722222222
no07,non_target,2022/10/18 09:00:00,0900,27.450221914457842,209099.92111111112,1594.0864
no07,non_target,2022/10/18 09:15:00,0915,27.468587308590145,190840.72055555554,1455.6500833333332
no07,non_target,2022/10/18 09:30:00,0930,26.546410660119832,206720.2422222222,1522.4417055555557
no07,non_target,2022/10/18 09:45:00,0945,28.706238298325033,185364.55277777778,1477.7308444444445
no07,non_target,2022/10/18 10:00:00,1000,27.587983337913077,200231.96555555554,1533.8816222222222
no07,non_target,2022/10/18 10:15:00,1015,26.107935883332885,202778.2811111111,1467.0636777777777
no07,non_target,2022/10/18 10:30:00,1030,28.0777081973589,182737.63666666666,1424.5494
no07,non_target,2022/10/18 10:45:00,1045,28.788153778765782,176091.46277777778,1408.059711111111
no07,non_target,2022/10/18 11:00:00,1100,27.788303639980427,192886.4338888889,1488.5708777777777
no07,non_target,2022/10/18 11:15:00,1115,26.995289322071297,206126.83777777778,1545.4962777777778
no07,non_target,2022/10/18 11:30:00,1130,27.773206630023058,183697.0911111111,1416.9113222222222
no07,non_target,2022/10/18 11:45:00,1145,28.19104838646973,182739.9577777778,1430.9636833333334
no07,non_target,2022/10/18 12:00:00,1200,27.79391047813652,193656.61,1494.52365
no07,non_target,2022/10/18 12:15:00,1215,27.598111624105314,203961.17444444445,1563.1579388888888
no07,non_target,2022/10/18 12:30:00,1230,27.614634452279134,188151.7488888889,1442.9519277777777
no07,non_target,2022/10/18 12:45:00,1245,28.747082161369235,183705.29944444445,1466.71165
no07,non_target,2022/10/18 13:00:00,1300,28.223583162019402,192078.2422222222,1505.6637222222223
no07,non_target,2022/10/18 13:15:00,1315,28.493933101308958,178651.90444444443,1413.7246888888887
no07,non_target,2022/10/18 13:30:00,1330,28.31519970556647,178778.905,1406.1156666666666
no07,non_target,2022/10/18 13:45:00,1345,27.86419133306236,158774.8011111111,1228.6794333333335
no07,non_target,2022/10/18 14:00:00,1400,28.14496298193113,176398.19333333333,1378.9141499999998
no07,non_target,2022/10/18 14:15:00,1415,27.861481354531378,190686.94222222222,1475.1155444444444
no07,non_target,2022/10/18 14:30:00,1430,28.9985546047831,179191.00388888887,1443.1394611111111
no07,non_target,2022/10/18 14:45:00,1445,28.097440755933132,184754.62833333333,1441.4215611111113
no07,non_target,2022/10/18 15:00:00,1500,26.501849393389872,196461.42388888888,1445.680461111111
no07,non_target,2022/10/18 15:15:00,1515,27.162467696614684,190063.54333333333,1433.7863
no07,non_target,2022/10/18 15:30:00,1530,26.85327860861543,191656.65666666665,1429.2536277777779
no07,non_target,2022/10/18 15:45:00,1545,27.239254551111436,180835.31722222222,1367.8720055555557
no07,non_target,2022/10/18 16:00:00,1600,24.086447944787203,241281.21000000002,1613.6829222222223
no07,non_target,2022/10/18 16:15:00,1615,24.209173471856452,236189.68055555556,1587.6783944444444
no07,non_target,2022/10/18 16:30:00,1630,23.3076009907913,236072.3538888889,1527.1393944444444
no07,non_target,2022/10/18 16:45:00,1645,24.330788825568007,242654.9966666667,1638.699461111111
no07,non_target,2022/10/18 17:00:00,1700,23.582898285301255,254041.24444444446,1662.2552
no07,non_target,2022/10/18 17:15:00,1715,26.714965589541926,228540.66944444444,1695.703161111111
no07,non_target,2022/10/18 17:30:00,1730,25.99865500542023,221079.44722222222,1595.838638888889
no07,non_target,2022/10/18 17:45:00,1745,24.641520054349584,245604.11555555556,1679.3969777777777
no07,non_target,2022/10/18 18:00:00,1800,24.491216955493762,244152.91111111114,1658.8725555555554
no07,non_target,2022/10/18 18:15:00,1815,24.876734020776198,227039.45277777777,1565.9874499999999
no07,non_target,2022/10/18 18:30:00,1830,27.087331143103565,197628.89055555558,1484.1827444444446
