link_id,TTT_mean,TTT_std,V_mean
I_11_533967_13845533967_01485,462584.48899999994,2439.5679680155185,30.925266193297023
533967_00535_00609_1,449772.416,9807.070774083797,17.425143615405098
533967_00538_00539_1,306846.3855,8938.693293400838,15.54286364557754
533967_00538_11513_1,299459.3395,7481.967718314454,11.498948592639618
533967_00766_11513_1,293885.49700000003,4714.486089198189,22.35027431530606
533967_00939_01421_1,285170.05350000004,4092.217482259234,15.284810155187984
533967_00535_00609_0,280247.016,404.9264774252226,29.917384097902612
I_11_533967_00939533967_01485,262492.603,3358.330255392586,21.258564316704714
I_11_533967_01405533967_00937,246154.5435,2563.128489537065,8.879289422660687
533967_00532_11490_1,216255.85100000002,2373.677954791284,26.07930109321361
533967_00532_00534_1,214455.8935,2309.9448174777563,25.7554058935132
533967_00532_00534_0,214319.78999999998,4885.388614834839,26.503361673670433
533967_00535_11512_1,193164.2045,2199.4520801649337,13.79356153876195
533967_00538_00539_0,189280.34399999998,1266.5088317409784,23.30896480612583
I_11_533967_00937533967_01657,184246.0705,1865.4730342490238,20.249130512901168
I_11_533967_01485533967_14155,180762.535,196.41393903531554,48.48548547655285
I_11_533967_13718533967_00977,174686.61599999998,5616.69527693475,12.406011010360965
533967_00319_11518_1,166834.45249999998,10497.636765374175,24.071158242560234
I_11_533967_00978533967_00977,163657.454,3581.556639277339,23.765474443120755
533967_00534_00766_0,157822.07150000002,1756.6350990677013,32.992708151440375
533967_00534_00766_1,156801.27149999997,3085.818194819093,30.214987387950874
I_11_533967_01485533967_00940,154116.8045,1697.4473071008665,24.85226657462781
533967_00766_11513_0,150807.1065,9468.95580864748,34.00939036419892
I_11_533967_01485533967_01405,149536.252,12147.499784497828,21.025345051124415
533967_00535_00538_0,146665.407,762.8573429381993,14.361484573838485
I_11_0129024146232,145893.6395,294.46766530515316,29.963105654895788
533967_00938_00939_0,143203.939,4513.621317816945,12.279854275966269
533967_00319_00539_0,140433.5835,9512.612022345182,17.170062322796245
533967_00535_14018_1,135960.984,3288.369604702386,10.49696977472226
533967_01420_01654_0,135880.126,3812.2662313219785,14.38468604618301
533967_00532_01530_1,134159.556,2778.9292677621843,9.59985197026263
I_11_533967_00977533967_01421,128102.7665,6361.6135071812,34.427334935269336
533967_00534_11504_1,126914.376,1831.052054465438,7.271536173947889
533967_00693_01661_0,125114.45449999999,1122.8050680771528,26.057315118124116
I_11_533967_14021533967_01485,123368.00749999999,6705.355980106208,9.364783738921515
533967_00532_11490_0,121878.702,151.04639860861363,48.11423088453563
533967_13844_14155_1,120210.44850000001,101.24838843551943,47.98653641885922
533967_01420_01654_1,119320.183,1880.0267077892954,21.74712468399109
I_11_533967_-00001533967_00539,115150.75,2756.442579911172,4.458263780831744
I_11_533967_01555533967_00977,114259.16399999999,2598.083597977154,21.680558908832843
533967_00319_11518_0,111590.682,109.54069032964013,29.947797495544403
533967_00695_11518_1,106179.052,100.20394217479243,28.871358085703683
533967_00535_00538_1,103029.1065,1759.769028236306,17.204059516247238
533967_01661_13315_1,98320.0355,2292.5905254065674,5.4980568673374695
I_11_533967_01418533967_00977,98151.2885,5289.509603005468,24.73722669446703
533967_00766_14156_0,96262.15849999999,1323.4837713886805,47.94340754913463
