scenario,timestr,slot_code,V_net_mean,V_net_std,TTT_mean,TTT_std,flow_kmveh_mean,flow_kmveh_std
no05,2022/10/18 07:00:00,0700,26.816961940955437,0.43223663327828976,208618.64222222223,4116.275605875318,1553.7452777777778,25.15029506781782
no05,2022/10/18 07:15:00,0715,26.25601453109664,0.5226927613004224,253837.24555555556,6162.097914562024,1850.6215499999998,25.727307212565133
no05,2022/10/18 07:30:00,0730,24.530982238931117,0.5984044531363621,292633.84055555554,8465.084609790472,1992.8334499999999,23.167698672333845
no05,2022/10/18 07:45:00,0745,24.797137191224763,0.652508104091321,284216.0805555556,9310.167209713754,1956.3008666666667,29.937852709099975
no05,2022/10/18 08:00:00,0800,23.56761578703766,0.5495052707975503,323376.4016666667,9326.492310009879,2115.767111111111,24.969566075969794
no05,2022/10/18 08:15:00,0815,24.390885892988713,0.665494980457504,319076.11388888885,9827.979896575696,2160.1637444444445,18.7658930557925
no05,2022/10/18 08:30:00,0830,24.21867682120629,0.4527624813548912,327241.79833333334,7872.230867331552,2200.7725666666665,33.62463414704107
no05,2022/10/18 08:45:00,0845,24.407806928891127,0.7327949338376976,306706.30000000005,11679.714435039527,2077.2863888888887,24.37812823587107
no05,2022/10/18 09:00:00,0900,25.818784945787478,0.5861361723859111,265180.70722222223,7277.038190095169,1900.8247722222222,21.89966333439326
no05,2022/10/18 09:15:00,0915,27.02201327142033,0.6619724722842765,227373.61277777777,6682.641594689057,1705.5887777777778,16.537741187839053
no05,2022/10/18 09:30:00,0930,26.62767509432472,0.96772369857679,243477.98944444442,8686.261016588865,1798.8157999999999,21.865284050858016
no05,2022/10/18 09:45:00,0945,27.768178279976997,0.3654614041880887,226664.83222222223,4594.5740210223585,1748.0278555555556,23.900803249859514
no05,2022/10/18 10:00:00,1000,25.567997821590406,0.798998161113908,258565.81777777776,7308.994733345022,1835.0272388888889,26.12807608293157
no05,2022/10/18 10:15:00,1015,24.70723068253396,1.003743791775821,254456.51944444442,11839.80061785048,1743.31705,19.378166114174267
no05,2022/10/18 10:30:00,1030,27.684676122628648,0.41628924587822025,215703.94222222222,4429.902227718769,1658.4482611111112,23.096689466525394
no05,2022/10/18 10:45:00,1045,28.87902286362269,0.1723694952106453,203961.45722222223,2273.3302751788488,1636.0905,12.398924382665497
no05,2022/10/18 11:00:00,1100,27.359565271807437,0.32066285031562997,228507.76666666666,3677.9109232536107,1736.448577777778,22.898601565380954
no05,2022/10/18 11:15:00,1115,26.791142007395674,0.5389722248458141,239538.42388888888,7009.051795181078,1781.8000055555556,28.41350808025008
no05,2022/10/18 11:30:00,1130,27.90512201202313,0.3345004640105544,210360.05,4143.374207372245,1630.3212444444443,22.004337212580776
no05,2022/10/18 11:45:00,1145,28.42769684828823,0.28608034191705417,214483.13055555557,3617.701346600321,1693.530888888889,23.605504027684905
no05,2022/10/18 12:00:00,1200,27.867107685265363,0.4092187385674265,221793.98611111112,4707.176875749403,1716.51235,25.331411074052774
no05,2022/10/18 12:15:00,1215,28.01827981730973,0.41454477621673613,230180.06055555554,5741.148808490254,1790.903661111111,24.404160554856702
no05,2022/10/18 12:30:00,1230,27.78282437961981,0.4019563984787906,214760.69,5039.64974859423,1657.04075,28.18428477148739
no05,2022/10/18 12:45:00,1245,28.737442466349606,0.2420157088502042,213939.63666666666,4549.3304462408705,1707.664622222222,32.23469070621532
no05,2022/10/18 13:00:00,1300,28.46373054624833,0.30103976828066087,221246.3461111111,4396.429100268077,1749.0680666666667,26.062809627310187
no05,2022/10/18 13:15:00,1315,28.75711773116098,0.3495558935361194,208413.51333333334,5141.300955431188,1664.43805,27.078286201053757
no05,2022/10/18 13:30:00,1330,28.23093977400421,0.2455969109894005,205847.43000000002,4717.165221953934,1614.1219333333333,34.02511938145614
