scenario,slot_code,link_id,V_link_kmh_mean,V_link_kmh_std,TTT_sec_mean,TTT_sec_std,flow_veh_mean,flow_veh_std,n_runs,hhmm
no02,0630,533967_00280_11490_0,52.234724456509454,0.2015521454266462,1127.621,10.780189872363566,139.6,1.1876558069531262,20,06:30
no02,0630,533967_00280_11490_1,49.56750570900859,0.2524315582148934,618.0835,25.002356999417387,72.55,2.9285347512832556,20,06:30
no02,0630,533967_00280_13214_0,45.44992794778967,0.021586226855962024,764.6335,38.25080560211153,69.5,3.4868172789582923,20,06:30
no02,0630,533967_00280_13214_1,50.409669115279385,0.20445215028933295,1599.5145,16.86025987032042,140.95,1.2343760409722455,20,06:30
no02,0630,533967_00285_11494_0,50.39476943612684,1.368308488916946,78.451,10.898842478374533,17.8,2.307881233831949,20,06:30
no02,0630,533967_00285_11494_1,44.28,0.0,201.0,3.4792618696922912,40.2,0.6958523739384582,20,06:30
no02,0630,533967_00285_11497_0,51.98531823862055,0.31519010825797583,400.21799999999996,11.711264303180403,39.8,1.1050125029061646,20,06:30
no02,0630,533967_00285_11497_1,49.287499144942316,0.5534551586460855,189.147,23.535983671145367,17.85,2.2542357790099103,20,06:30
no02,0630,533967_00319_00539_0,30.03180673409159,2.6429482023104707,1066.2065,107.62702396287499,60.55,2.7620549177054854,20,06:30
no02,0630,533967_00319_00539_1,25.954980844677358,0.9508154654673389,1958.1895,117.92477225020684,96.8,3.7640963128793037,20,06:30
no02,0630,533967_00319_01435_0,,,,,0.0,0.0,20,06:30
no02,0630,533967_00319_01435_1,,,,,0.0,0.0,20,06:30
no02,0630,533967_00319_11518_0,29.972194533014992,0.034705991709564614,2816.0435,110.53826459528301,96.8,3.7640963128793037,20,06:30
no02,0630,533967_00319_11518_1,34.03035729413945,2.6286058195043918,1598.4685,150.433898170207,61.8,1.9894458366193593,20,06:30
no02,0630,533967_00319_87770_0,,,,,0.0,0.0,20,06:30
no02,0630,533967_00319_87770_1,,,,,0.0,0.0,20,06:30
no02,0630,533967_00532_00534_0,30.75430757303145,1.9148578452888545,3959.425,280.1159698467009,124.6,2.8172401575412658,20,06:30
no02,0630,533967_00532_00534_1,26.36394949986188,1.1489405013972052,2635.2515,183.27963479124065,71.15,3.4834193727307383,20,06:30
