scenario,subset,timestr,slot_code,V_net_mean,TTT_mean,flow_kmveh_mean
no04,all,2022/10/18 07:00:00,0700,26.85313983101108,208412.88333333333,1554.3636166666665
no04,all,2022/10/18 07:15:00,0715,26.40695596513462,252316.72055555554,1850.3217666666667
no04,all,2022/10/18 07:30:00,0730,24.79775838549171,289742.9366666667,1995.3986333333332
no04,all,2022/10/18 07:45:00,0745,24.99205074444747,281375.1061111111,1952.5856555555556
no04,all,2022/10/18 08:00:00,0800,23.832908206974817,321511.7672222222,2125.985722222222
no04,all,2022/10/18 08:15:00,0815,24.52785661226413,317280.79,2159.962238888889
no04,all,2022/10/18 08:30:00,0830,24.559724032758172,322792.4505555556,2201.662172222222
no04,all,2022/10/18 08:45:00,0845,24.86451453216227,301135.8738888889,2079.1547833333334
no04,all,2022/10/18 09:00:00,0900,26.25773243545886,260616.07888888888,1900.0043444444443
no04,all,2022/10/18 09:15:00,0915,26.947359751993744,226196.56944444444,1692.2728
no04,all,2022/10/18 09:30:00,0930,26.894947949445516,241619.95444444442,1804.1554166666667
no04,all,2022/10/18 09:45:00,0945,28.1489280097676,223462.25944444444,1746.9049499999999
no04,all,2022/10/18 10:00:00,1000,25.830637734749217,256167.75666666668,1836.9098111111114
no04,all,2022/10/18 10:15:00,1015,25.482759340416802,245915.99444444446,1738.6877444444444
no04,all,2022/10/18 10:30:00,1030,28.123353570501298,212491.23166666666,1659.4368333333334
no04,all,2022/10/18 10:45:00,1045,29.0208950544435,202700.29944444445,1633.916261111111
no04,all,2022/10/18 11:00:00,1100,27.4463422384953,227489.52166666667,1734.1757444444445
no04,all,2022/10/18 11:15:00,1115,27.116780357509146,237568.3361111111,1788.9053111111111
no04,all,2022/10/18 11:30:00,1130,28.02704827146307,209648.15222222224,1631.8296833333334
no04,all,2022/10/18 11:45:00,1145,28.48101796398283,213859.885,1691.6065888888888
no04,all,2022/10/18 12:00:00,1200,27.9377337883586,220431.3311111111,1710.428511111111
no04,all,2022/10/18 12:15:00,1215,27.928552082687325,231880.36111111112,1798.3379777777777
no04,all,2022/10/18 12:30:00,1230,27.85791131651105,214866.29166666666,1662.3463000000002
no04,all,2022/10/18 12:45:00,1245,28.910978115311252,213143.44944444444,1711.542788888889
no04,all,2022/10/18 13:00:00,1300,28.684468561452725,219141.83222222223,1745.8960833333333
no04,all,2022/10/18 13:15:00,1315,28.898284922655932,207207.57944444445,1663.0690333333332
no04,all,2022/10/18 13:30:00,1330,28.35843947852061,204059.67222222223,1607.3248666666668
no04,all,2022/10/18 13:45:00,1345,28.498149043980774,186041.87166666667,1472.6181000000001
no04,all,2022/10/18 14:00:00,1400,28.391850827901372,204031.92333333334,1608.92325
no04,all,2022/10/18 14:15:00,1415,28.391425193485716,216665.66777777777,1708.1865833333331
no04,all,2022/10/18 14:30:00,1430,29.03401383888086,211000.0077777778,1701.6077611111111
no04,all,2022/10/18 14:45:00,1445,28.684425601815096,211812.48611111112,1687.4969722222222
no04,all,2022/10/18 15:00:00,1500,27.07386072352532,224192.98277777777,1685.6486444444445
no04,all,2022/10/18 15:15:00,1515,26.806439978955098,227971.875,1697.1647055555557
no04,all,2022/10/18 15:30:00,1530,27.108287100918144,221272.14277777777,1665.8216444444445
no04,all,2022/10/18 15:45:00,1545,27.263468265055174,213972.81055555554,1619.6943555555556
no04,all,2022/10/18 16:00:00,1600,24.693662202241324,273002.82944444445,1872.3889277777776
no04,all,2022/10/18 16:15:00,1615,24.640443747300065,270387.9061111111,1850.086061111111
no04,all,2022/10/18 16:30:00,1630,23.99183867388209,266799.6533333333,1776.9594944444443
no04,all,2022/10/18 16:45:00,1645,25.090059040605247,269788.3977777778,1878.8964833333334
no04,all,2022/10/18 17:00:00,1700,24.075356057534375,291841.32333333336,1948.6740444444445
no04,all,2022/10/18 17:15:00,1715,26.539359344401596,272812.01444444444,2010.6449666666667
no04,all,2022/10/18 17:30:00,1730,26.603400607903254,254810.88888888888,1882.5804277777777
no04,all,2022/10/18 17:45:00,1745,25.379921608105885,276685.53222222225,1949.4058444444445
no04,all,2022/10/18 18:00:00,1800,25.233130402033723,280056.12944444444,1961.63585
no04,all,2022/10/18 18:15:00,1815,26.144136104797514,253224.24222222224,1837.6588499999998
no04,all,2022/10/18 18:30:00,1830,27.312505578840245,221446.76277777777,1679.319138888889
