link_id,TTT_mean,TTT_std,V_mean,V_std,flow_mean,flow_std
I_11_533967_13845533967_01485,463706.45999999996,2457.3506166430116,30.842242164913642,0.1641209272589085,4886.95,2.723677854048007
533967_00535_00609_1,446640.289,9782.017704228027,17.52218561618426,0.3496744624624142,4222.75,15.313822445579655
533967_00538_00539_1,310110.3695,15401.537581992288,15.402480922614647,0.7499787529797491,4882.9,3.177221560122187
533967_00766_11513_1,307679.3995,9456.015095314497,21.340962435213306,0.6682983202317229,4777.85,6.6195484024688405
533967_00538_11513_1,302443.04500000004,11462.50104511021,11.409626945706716,0.4311857806604415,3723.25,13.814085107904214
533967_00939_01421_1,284384.45499999996,4614.558113398458,15.283755840777904,0.24910640448517413,6424.2,65.244963507982
533967_00535_00609_0,280308.794,268.6019276373948,29.91802778574809,0.00708677514565646,4546.3,4.791439735282375
I_11_533967_00939533967_01485,263791.815,5702.984134477314,21.036285154393322,0.3496159627235432,5420.25,54.528481210812124
I_11_533967_01405533967_00937,246116.22149999999,3356.6917232538385,8.89690046467221,0.08291548566287019,3789.35,37.048012944797605
533967_00532_11490_1,216449.186,1794.734388714887,26.048667198487657,0.21866761792245867,5531.85,1.8431951662948884
533967_00532_00534_1,216248.1005,3136.7210753360887,25.67518795370154,0.26997251794481236,5696.75,53.19663127442716
533967_00532_00534_0,214937.96099999998,3270.919615491869,26.39076892479783,0.3817367386794233,5825.95,17.29154037155321
533967_00535_11512_1,194023.30349999998,1852.3239990553968,13.730915614060994,0.13176928656810574,5071.75,2.3367769075778915
533967_00538_00539_0,189339.935,1506.127629730251,23.298441326625454,0.18106458678265394,4526.4,3.2991226904004027
I_11_533967_00937533967_01657,184524.41,2209.536741586582,20.23778264457088,0.21635876253635025,5209.55,37.218381140732625
I_11_533967_01485533967_14155,180693.8405,188.936345573549,48.5004014032257,0.03983439136138126,4807.2,2.8395700193403832
I_11_533967_13718533967_00977,176539.2255,4587.49955825092,12.29066895581765,0.32353360568851336,3648.4,33.792556016159374
533967_00319_11518_1,171587.803,15860.952965937948,23.496404139579123,2.031489917172815,4575.9,2.125038699338026
I_11_533967_00978533967_00977,166346.2435,4180.405011317088,23.381458455785143,0.5896071871262868,3352.2,1.9084300519426993
533967_00534_00766_0,160261.62949999998,2444.281416620551,32.52033803851995,0.4294654140204559,3531.25,22.3274082216173
533967_00534_00766_1,159847.313,3646.452688844331,29.93048072059191,0.3236276540268195,3243.2,52.29531527775694
I_11_533967_01485533967_00940,157980.244,2722.4730228568264,24.200097156348818,0.21526531559306525,3914.05,51.749879226912206
533967_00766_11513_0,152841.327,12373.025020793839,33.68512877690606,2.662753482860509,3724.1,13.995864050722805
I_11_533967_01485533967_01405,151419.397,14567.211215419842,20.878689244177554,2.060489008418094,3805.6,38.86196896168471
533967_00535_00538_0,146757.8065,1085.1092582693423,14.341863431941533,0.10288426088319529,3608.85,9.460583046459
I_11_0129024146232,145824.079,388.75462897091677,29.963162757352997,0.004608765618443765,3578.15,9.527108138028305
533967_00319_00539_0,144263.337,12853.062405032673,16.763553721052958,1.4452880580957999,4573.95,2.258900524358593
533967_00938_00939_0,143003.76799999998,3521.5615361095593,12.287616290872126,0.2987320291067676,2346.45,1.5719582155957286
533967_01420_01654_0,135835.182,4072.8837196248633,14.323957358343389,0.3225700244174249,2415.8,38.105946489947385
I_11_533967_00977533967_01421,135574.539,6093.778446241971,32.24878654627486,1.5759750676860391,5304.15,56.74529890104018
533967_00535_14018_1,135109.819,3494.6923211725107,10.56309689810424,0.2661167856636031,3008.3,2.3642067769571935
533967_00532_01530_1,132399.9325,1857.8717217342398,9.626936164860277,0.12597411210454676,2431.4,24.290782310645355
533967_00534_11504_1,127097.702,1607.0493375048368,7.265264523380641,0.09757666731365083,2941.05,10.075896198876142
533967_00693_01661_0,125124.87749999999,1163.5864763958507,26.05528300097892,0.2401054034343955,4518.6,1.0954451150101803
I_11_533967_14021533967_01485,124422.8335,5109.400696755234,9.324092600041293,0.3278543340597499,2377.1,40.42263565979096
533967_00532_11490_0,121849.90800000001,119.38242040204808,48.108799675331724,0.024661665118243893,5731.6,4.615762467663984
I_11_533967_01555533967_00977,121391.571,5003.685775206012,20.315598558071553,0.6611736795145245,2826.2,40.219921746109456
533967_13844_14155_1,120206.4625,72.64671078691538,47.984634654071336,0.0021359217695088857,4807.2,2.8395700193403832
533967_01420_01654_1,119534.331,2611.2107965037753,21.718980644316204,0.2362777046407987,3172.15,47.60282499356961
I_11_533967_-00001533967_00539,116002.19350000001,3239.2195720351447,4.426783592276324,0.12149400314719039,1870.6,1.0954451150103424
533967_00319_11518_0,111561.7195,100.47602041623796,29.948536169687674,0.00423367601609673,3831.9,3.5673962198603104
533967_00695_11518_1,106144.1085,116.71587792922341,28.872953753502724,0.007345406482977054,3831.25,3.781882015471599
533967_00535_00538_1,104505.39749999999,2023.9687019576052,17.002904840102218,0.3208245100654389,2842.25,11.552511688623778
533967_00538_11513_0,104154.414,1796.633867692874,42.45976380344671,0.7108800823135802,4786.05,5.725979576043142
533967_00940_13718_0,101246.68549999999,7770.28901345813,35.41749061139962,2.358219742172974,3652.5,34.087349096417796
533967_00766_14156_0,101051.5095,1456.3340182312622,45.432170055693135,0.14144102786341098,2830.15,40.222113582613126
I_11_533967_01418533967_00977,99793.733,5878.514977573757,24.063347640924626,1.3754289248331664,2046.95,38.637961970879864
533967_01661_13315_1,98447.72750000001,2333.1803805622885,5.490864468382751,0.12969036061982564,1825.75,1.409553867457078
I_11_533967_01268533967_00937,93068.913,1259.939844696439,17.04259209650578,0.2320828901379673,3455.05,12.717476578563696
533967_01654_01658_1,89546.7525,2413.593974943361,23.65460014487323,0.570712798768606,5568.5,37.49034963546612
533967_01654_01655_0,88958.2085,95.7236180103952,44.712502719755285,0.04784828872635653,5683.5,3.8182387783402767
533967_00695_11518_0,86621.1575,4430.676866208663,46.346065479170555,2.350603617360376,4579.7,1.0310954828418066
533967_00766_14156_1,84347.541,1375.0318748684374,28.899852000037292,0.16297113388734966,1494.05,23.410467744152403
533967_00319_00539_1,83268.394,452.4725000820818,24.12239531586264,0.12267049787615587,3832.0,3.6273812505499623
