scenario,timestr,slot_code,subset,V_net_mean,TTT_mean,flow_kmveh_mean
no07,2022/10/18 12:15:00,1215,all,27.770979950952107,232461.84166666667,1792.756561111111
no07,2022/10/18 12:30:00,1230,all,27.596156760396923,215974.13666666666,1655.211638888889
no07,2022/10/18 12:45:00,1245,all,28.518116588023716,215780.49277777778,1709.0147055555556
no07,2022/10/18 13:00:00,1300,all,28.382813550052656,222300.44499999998,1752.3557555555553
no07,2022/10/18 13:15:00,1315,all,28.595393655083853,209433.01555555555,1663.1867277777778
no07,2022/10/18 13:30:00,1330,all,27.995726784950712,207889.64388888888,1616.5609388888888
no07,2022/10/18 13:45:00,1345,all,27.782003033751568,190246.97333333333,1467.1957722222223
no07,2022/10/18 14:00:00,1400,all,27.888558778514376,207979.28166666665,1611.059638888889
no07,2022/10/18 14:15:00,1415,all,27.995994985289453,220292.53166666665,1712.4761055555555
no07,2022/10/18 14:30:00,1430,all,28.69665946378587,213340.81333333335,1700.2580666666665
no07,2022/10/18 14:45:00,1445,all,27.952119889643402,217186.6261111111,1685.7575
no07,2022/10/18 15:00:00,1500,all,26.74308028284837,228367.34277777778,1695.863461111111
no07,2022/10/18 15:15:00,1515,all,26.25789609097085,231844.45166666666,1690.4635722222222
no07,2022/10/18 15:30:00,1530,all,26.684790272239773,226267.51277777777,1676.6135666666667
no07,2022/10/18 15:45:00,1545,all,27.090635504369956,214499.02944444446,1613.6875722222221
no07,2022/10/18 16:00:00,1600,all,24.506590587335307,275701.42055555555,1876.1849333333334
no07,2022/10/18 16:15:00,1615,all,24.34322598174642,273830.10055555555,1850.990372222222
no07,2022/10/18 16:30:00,1630,all,23.520272047766188,269609.1694444444,1760.3927944444445
no07,2022/10/18 16:45:00,1645,all,24.64915764847618,275397.0188888889,1884.3254
no07,2022/10/18 17:00:00,1700,all,23.738337343820593,296296.9738888889,1952.520761111111
no07,2022/10/18 17:15:00,1715,all,25.710415580262254,280991.4344444445,2006.3992499999997
no07,2022/10/18 17:30:00,1730,all,25.671730899426095,263556.8188888889,1878.6494833333334
no07,2022/10/18 17:45:00,1745,all,24.592054505501864,286405.0055555555,1954.4545444444443
no07,2022/10/18 18:00:00,1800,all,24.27604352516286,288571.8983333333,1944.3727055555557
no07,2022/10/18 18:15:00,1815,all,24.58959248195617,267412.99555555556,1824.3213555555558
no07,2022/10/18 18:30:00,1830,all,26.42354121399503,234589.54444444444,1719.4955055555556
no08,2022/10/18 07:00:00,0700,all,26.481275771180094,210889.32,1550.6926277777777
no08,2022/10/18 07:15:00,0715,all,25.942543168216403,256651.56999999998,1848.858972222222
no08,2022/10/18 07:30:00,0730,all,24.27527812964605,295959.43166666664,1994.0294333333336
no08,2022/10/18 07:45:00,0745,all,24.472474085423425,287313.4322222222,1951.4172777777776
no08,2022/10/18 08:00:00,0800,all,23.31395386104465,328580.0205555556,2125.1831666666667
no08,2022/10/18 08:15:00,0815,all,24.202553231106762,322301.45666666667,2164.444538888889
no08,2022/10/18 08:30:00,0830,all,24.0716773218627,328890.9061111111,2198.2434722222224
no08,2022/10/18 08:45:00,0845,all,24.097048715957513,310618.9505555556,2077.6151499999996
no08,2022/10/18 09:00:00,0900,all,25.345630866010605,270048.9272222222,1900.5581666666667
no08,2022/10/18 09:15:00,0915,all,26.414959266575163,232239.01611111112,1703.0128166666666
no08,2022/10/18 09:30:00,0930,all,26.253873026491053,246822.82944444442,1797.955872222222
no08,2022/10/18 09:45:00,0945,all,27.585439971644846,229207.4138888889,1755.5992333333334
no08,2022/10/18 10:00:00,1000,all,25.13810186796216,262805.7061111111,1833.8097
no08,2022/10/18 10:15:00,1015,all,24.21578029524541,259334.45944444448,1741.2725166666667
no08,2022/10/18 10:30:00,1030,all,27.35735702696456,218703.98388888888,1661.4673277777777
no08,2022/10/18 10:45:00,1045,all,28.706869350927516,205550.08444444445,1638.9981444444445
no08,2022/10/18 11:00:00,1100,all,27.133463079265056,230748.39111111112,1738.9774666666667
no08,2022/10/18 11:15:00,1115,all,26.69005801557154,241013.50555555554,1786.312211111111
no08,2022/10/18 11:30:00,1130,all,27.738164596179928,212534.14388888888,1637.1146555555556
no08,2022/10/18 11:45:00,1145,all,28.00249356817888,217069.86777777778,1688.1378055555556
no08,2022/10/18 12:00:00,1200,all,27.50801698739072,224384.57055555555,1714.343122222222
no08,2022/10/18 12:15:00,1215,all,27.860480966819765,232300.51277777777,1797.4720111111112
no08,2022/10/18 12:30:00,1230,all,27.6544864552845,216247.8477777778,1660.8147
no08,2022/10/18 12:45:00,1245,all,28.57062868926323,215730.08500000002,1711.6874444444445
no08,2022/10/18 13:00:00,1300,all,28.530713835258073,220522.58222222223,1747.45565
no08,2022/10/18 13:15:00,1315,all,28.628184412198248,209010.5638888889,1661.7935833333333
no08,2022/10/18 13:30:00,1330,all,27.97521828048358,207551.04333333333,1612.6472833333332
no08,2022/10/18 13:45:00,1345,all,27.935418588307975,189694.72388888887,1471.8554333333332
no08,2022/10/18 14:00:00,1400,all,27.95637260474623,207814.59888888887,1613.5899
no08,2022/10/18 14:15:00,1415,all,28.131881130282387,219029.91444444444,1711.0978
no08,2022/10/18 14:30:00,1430,all,28.668384438458432,213305.39777777778,1698.3562277777778
no08,2022/10/18 14:45:00,1445,all,28.1706036686236,216268.67833333334,1691.9912722222223
no08,2022/10/18 15:00:00,1500,all,26.791684576396296,226655.1561111111,1685.8037388888888
no08,2022/10/18 15:15:00,1515,all,26.388430952700922,232239.85833333334,1701.5299277777779
no08,2022/10/18 15:30:00,1530,all,26.88620731126376,223020.6538888889,1665.1396944444446
no08,2022/10/18 15:45:00,1545,all,27.075198334318475,215178.70833333334,1617.6490944444445
no08,2022/10/18 16:00:00,1600,all,24.352734781090604,276382.2572222222,1869.4849
no08,2022/10/18 16:15:00,1615,all,24.350627654053678,274055.5472222222,1853.1751166666666
no08,2022/10/18 16:30:00,1630,all,23.56894406222103,270451.6744444444,1769.3347888888889
no08,2022/10/18 16:45:00,1645,all,24.455426679755305,277164.68,1880.3721555555555
no08,2022/10/18 17:00:00,1700,all,23.33131474352671,300971.22222222225,1948.4177055555556
no08,2022/10/18 17:15:00,1715,all,25.76599519420714,281021.19999999995,2010.4139499999999
no08,2022/10/18 17:30:00,1730,all,25.73499904764861,262430.7627777778,1875.5166666666669
no08,2022/10/18 17:45:00,1745,all,24.709409977805834,285494.88999999996,1958.466938888889
no08,2022/10/18 18:00:00,1800,all,24.806001368305143,284497.28944444447,1958.8963944444445
no08,2022/10/18 18:15:00,1815,all,25.259353321763037,262180.69444444444,1837.703477777778
no08,2022/10/18 18:30:00,1830,all,26.851646818710645,227089.29888888888,1693.0675333333334
no01,2022/10/18 07:00:00,0700,target,22.975110019751167,33345.78055555556,211.53653333333332
no01,2022/10/18 07:15:00,0715,target,22.600527646946297,46960.46888888889,294.1068555555555
no01,2022/10/18 07:30:00,0730,target,18.466894848705262,65276.211111111115,331.47063333333335
no01,2022/10/18 07:45:00,0745,target,24.52490587784476,42362.88555555555,285.47810000000004
no01,2022/10/18 08:00:00,0800,target,24.619449730846135,43905.23611111111,298.6974611111111
no01,2022/10/18 08:15:00,0815,target,20.636783454240298,57675.39444444444,326.80921111111115
no01,2022/10/18 08:30:00,0830,target,25.839782330990246,45659.21055555556,326.5531833333333
no01,2022/10/18 08:45:00,0845,target,22.68277996710312,52003.39833333334,325.4180833333333
no01,2022/10/18 09:00:00,0900,target,20.453190076015495,55141.053888888884,311.8363222222222
no01,2022/10/18 09:15:00,0915,target,26.419194677574595,34329.67611111111,250.58179444444445
no01,2022/10/18 09:30:00,0930,target,28.397241663130135,35919.86444444445,281.95053333333334
no01,2022/10/18 09:45:00,0945,target,24.539043036448835,42160.655,286.71843888888884
no01,2022/10/18 10:00:00,1000,target,19.10284845176476,57591.505,303.6151777777778
no01,2022/10/18 10:15:00,1015,target,18.97090049543631,51876.95333333334,271.3786611111111
no01,2022/10/18 10:30:00,1030,target,27.292515662444732,31925.871111111115,240.79385000000002
no01,2022/10/18 10:45:00,1045,target,29.882664351505145,29139.605555555558,241.75882222222222
no01,2022/10/18 11:00:00,1100,target,26.058311322895246,36977.10444444444,267.5697611111111
no01,2022/10/18 11:15:00,1115,target,27.19747480922397,34080.293333333335,255.73530555555556
no01,2022/10/18 11:30:00,1130,target,29.67782385464308,26749.185555555556,220.4676888888889
no01,2022/10/18 11:45:00,1145,target,30.66948461799747,31508.196111111112,268.0772944444445
no01,2022/10/18 12:00:00,1200,target,28.579600743198593,30377.95277777778,240.6509388888889
no01,2022/10/18 12:15:00,1215,target,31.38841961325199,27123.466111111113,236.4253888888889
no01,2022/10/18 12:30:00,1230,target,28.998864031644263,26850.306111111113,216.14525
no01,2022/10/18 12:45:00,1245,target,29.743865660609988,29293.144444444442,241.86915555555555
no01,2022/10/18 13:00:00,1300,target,30.889266629234044,28808.312777777777,247.05269444444446
no01,2022/10/18 13:15:00,1315,target,31.239548088019603,28937.330555555556,250.85980000000004
no01,2022/10/18 13:30:00,1330,target,28.37510354645585,26943.588333333333,212.3137722222222
no01,2022/10/18 13:45:00,1345,target,31.477741456523532,28261.36,246.87262777777778
no01,2022/10/18 14:00:00,1400,target,29.599324122153032,28712.100555555557,236.01173333333332
no01,2022/10/18 14:15:00,1415,target,30.55586909828463,29488.181666666667,250.13224444444444
no01,2022/10/18 14:30:00,1430,target,29.279451078781037,32265.227777777778,262.36112777777777
no01,2022/10/18 14:45:00,1445,target,30.80603331608918,29142.379999999997,249.23047777777776
no01,2022/10/18 15:00:00,1500,target,29.553485290676015,32641.92388888889,267.4714222222222
no01,2022/10/18 15:15:00,1515,target,25.69276710344375,37485.585,266.32057777777777
no01,2022/10/18 15:30:00,1530,target,28.34435947246912,30970.280555555557,243.60638333333333
no01,2022/10/18 15:45:00,1545,target,28.385842879786388,31286.321111111112,246.34523888888887
no01,2022/10/18 16:00:00,1600,target,29.262865064303607,33354.24111111111,271.1217833333333
no01,2022/10/18 16:15:00,1615,target,27.706090439372687,34921.28166666666,267.4948388888889
no01,2022/10/18 16:30:00,1630,target,28.274947766473648,29236.824999999997,229.07206666666667
no01,2022/10/18 16:45:00,1645,target,29.345768770992365,30137.987222222222,245.4793277777778
no01,2022/10/18 17:00:00,1700,target,27.992042515770816,38784.65777777778,300.96563888888886
no01,2022/10/18 17:15:00,1715,target,24.84753880544062,45911.359444444446,314.9762944444444
no01,2022/10/18 17:30:00,1730,target,29.204350628880277,35496.01833333333,287.6455444444444
no01,2022/10/18 17:45:00,1745,target,28.09829470095285,35639.418333333335,277.64185555555554
no01,2022/10/18 18:00:00,1800,target,26.46279919382655,40320.91277777778,295.9009888888889
no01,2022/10/18 18:15:00,1815,target,26.83586155940661,34943.66277777778,259.1404166666667
no01,2022/10/18 18:30:00,1830,target,25.933364070434415,32265.721666666665,231.65590555555556
no02,2022/10/18 07:00:00,0700,target,22.996337156677836,33360.014444444445,211.78166666666667
no02,2022/10/18 07:15:00,0715,target,22.89936121857373,46322.56111111111,293.3509
no02,2022/10/18 07:30:00,0730,target,18.718875781239184,64304.77055555556,332.49274444444444
no02,2022/10/18 07:45:00,0745,target,24.7419030978271,41375.070555555554,283.17004444444444
no02,2022/10/18 08:00:00,0800,target,25.126665031745407,43232.30777777778,300.6709833333333
no02,2022/10/18 08:15:00,0815,target,20.993456397447332,56808.65388888889,327.4740611111111
no02,2022/10/18 08:30:00,0830,target,25.760548235044492,45583.02722222222,325.6191611111111
no02,2022/10/18 08:45:00,0845,target,23.40586324476818,49864.776666666665,322.76145
no02,2022/10/18 09:00:00,0900,target,21.307823606681122,53077.262777777774,312.3155611111111
no02,2022/10/18 09:15:00,0915,target,26.918911753657586,33033.25166666667,246.5002777777778
no02,2022/10/18 09:30:00,0930,target,29.118914638333372,34855.988333333335,281.57481666666666
no02,2022/10/18 09:45:00,0945,target,25.013751514340143,42298.955555555556,292.84903333333335
no02,2022/10/18 10:00:00,1000,target,19.426148815993923,57542.23,308.7039666666667
no02,2022/10/18 10:15:00,1015,target,19.914918089376968,49876.88166666667,272.1143888888889
no02,2022/10/18 10:30:00,1030,target,28.042677150822644,31061.10222222222,241.26857777777775
no02,2022/10/18 10:45:00,1045,target,30.263046019208407,29571.058888888892,248.46596111111114
no02,2022/10/18 11:00:00,1100,target,26.054123839130813,37246.07166666667,269.5009944444444
no02,2022/10/18 11:15:00,1115,target,27.20408417494914,34172.46,256.9160111111111
no02,2022/10/18 11:30:00,1130,target,29.557010600081227,26635.926666666666,218.60735555555556
no02,2022/10/18 11:45:00,1145,target,30.550685197171877,31934.289999999997,270.7381666666667
no02,2022/10/18 12:00:00,1200,target,28.131867541025603,29832.657777777775,232.85807222222218
no02,2022/10/18 12:15:00,1215,target,31.31603881436213,26614.65388888889,231.49002222222225
no02,2022/10/18 12:30:00,1230,target,29.014889586795725,27282.318333333333,219.84774444444443
no02,2022/10/18 12:45:00,1245,target,30.13138178226323,28837.490555555556,241.21393888888892
no02,2022/10/18 13:00:00,1300,target,31.25869060559339,27881.856666666667,241.7522611111111
no02,2022/10/18 13:15:00,1315,target,31.474681223457026,28789.72388888889,251.66357222222223
no02,2022/10/18 13:30:00,1330,target,28.556224658864046,26433.01111111111,209.61118333333332
no02,2022/10/18 13:45:00,1345,target,32.010698911823376,27279.268888888888,242.53259444444444
no02,2022/10/18 14:00:00,1400,target,29.797071301372082,28499.020555555555,235.74823333333336
no02,2022/10/18 14:15:00,1415,target,30.85701618998985,28025.539444444443,240.13244444444445
no02,2022/10/18 14:30:00,1430,target,29.30290554795384,32152.770555555555,261.4351833333333
no02,2022/10/18 14:45:00,1445,target,30.994355090864133,28879.62,248.48737222222223
no02,2022/10/18 15:00:00,1500,target,30.000620745585366,31756.275555555552,264.3114
no02,2022/10/18 15:15:00,1515,target,25.52128312906683,37314.801666666666,263.3913111111111
no02,2022/10/18 15:30:00,1530,target,28.548137661959043,30782.210555555557,243.89790555555555
no02,2022/10/18 15:45:00,1545,target,28.45659968283359,31455.213888888888,248.4860666666667
no02,2022/10/18 16:00:00,1600,target,29.061311829936496,32173.10055555556,259.4195833333333
no02,2022/10/18 16:15:00,1615,target,28.099721611855138,34586.02333333333,268.55153333333334
no02,2022/10/18 16:30:00,1630,target,28.582202726226626,29579.890555555558,234.58783333333335
no02,2022/10/18 16:45:00,1645,target,29.20517626297688,30029.030555555557,243.5202
no02,2022/10/18 17:00:00,1700,target,28.14573166306024,37310.226111111115,291.5298
no02,2022/10/18 17:15:00,1715,target,25.505327618536036,44100.678888888884,311.2791722222222
no02,2022/10/18 17:30:00,1730,target,29.655802745132195,34549.23777777778,284.4414555555556
no02,2022/10/18 17:45:00,1745,target,28.006942420912498,35892.66333333333,278.61296111111113
no02,2022/10/18 18:00:00,1800,target,26.772372802712432,40039.56611111111,297.3027888888889
no02,2022/10/18 18:15:00,1815,target,27.2666851087899,34674.84888888889,261.8622888888889
no02,2022/10/18 18:30:00,1830,target,25.573850170929745,31441.203888888893,222.13619444444444
no03,2022/10/18 07:00:00,0700,target,18.855424520711743,40666.81722222222,211.44331111111111
no03,2022/10/18 07:15:00,0715,target,18.706608738291287,55863.24055555556,289.46396666666664
no03,2022/10/18 07:30:00,0730,target,15.740841102482408,76708.41277777778,333.66729999999995
no03,2022/10/18 07:45:00,0745,target,18.67107002475939,55336.11777777778,285.61294444444445
no03,2022/10/18 08:00:00,0800,target,22.947163012595148,47051.07555555555,297.9521611111111
no03,2022/10/18 08:15:00,0815,target,20.635199116787632,58579.003333333334,330.49401666666665
no03,2022/10/18 08:30:00,0830,target,24.910418856283737,47526.418333333335,327.0566944444444
no03,2022/10/18 08:45:00,0845,target,22.76566885721483,51217.91055555556,322.27841666666666
no03,2022/10/18 09:00:00,0900,target,19.994650172235175,56782.999444444446,313.4099
no03,2022/10/18 09:15:00,0915,target,25.50169787114525,36015.83666666666,253.3245333333333
no03,2022/10/18 09:30:00,0930,target,27.8625285164743,36355.155,280.00590555555556
no03,2022/10/18 09:45:00,0945,target,24.378716347508956,42363.37388888889,286.1829222222222
no03,2022/10/18 10:00:00,1000,target,19.096042393446467,57170.24166666667,301.74738333333335
no03,2022/10/18 10:15:00,1015,target,17.946010843528597,55173.954999999994,272.50952222222224
no03,2022/10/18 10:30:00,1030,target,26.51788178090128,32962.53222222222,241.76466666666667
no03,2022/10/18 10:45:00,1045,target,29.608804078960777,29772.648333333334,244.5262888888889
no03,2022/10/18 11:00:00,1100,target,25.852021856135625,37663.25611111111,269.98221666666666
no03,2022/10/18 11:15:00,1115,target,26.44517192781184,35271.99277777778,254.61806111111113
no03,2022/10/18 11:30:00,1130,target,29.303117426747583,26901.847222222223,218.86277222222222
no03,2022/10/18 11:45:00,1145,target,30.365927899844444,32312.02444444444,271.9969722222222
no03,2022/10/18 12:00:00,1200,target,28.335164939332188,30523.06388888889,239.4462111111111
no03,2022/10/18 12:15:00,1215,target,31.023583222730217,27756.71277777778,239.0913888888889
no03,2022/10/18 12:30:00,1230,target,29.04164163505881,27203.146111111113,219.41337222222222
no03,2022/10/18 12:45:00,1245,target,29.562745395367546,29417.763333333332,241.4486388888889
no03,2022/10/18 13:00:00,1300,target,30.919443537052764,29167.425555555557,250.28481111111108
no03,2022/10/18 13:15:00,1315,target,30.870486252176633,29468.274999999998,252.4530611111111
no03,2022/10/18 13:30:00,1330,target,28.365760865904647,27004.14222222222,212.77576666666667
no03,2022/10/18 13:45:00,1345,target,31.33357439723736,28338.81111111111,246.3025888888889
no03,2022/10/18 14:00:00,1400,target,29.278121632114505,29199.256666666668,237.27223333333333
no03,2022/10/18 14:15:00,1415,target,30.27338018678623,29653.979444444445,249.20174999999998
no03,2022/10/18 14:30:00,1430,target,29.03066864347978,32354.264444444445,260.77854444444444
no03,2022/10/18 14:45:00,1445,target,30.599232327170416,29135.01055555556,247.5388833333333
no03,2022/10/18 15:00:00,1500,target,29.29245004542969,32978.59111111111,268.3075
no03,2022/10/18 15:15:00,1515,target,25.251360196270625,38038.21166666667,265.80701666666664
no03,2022/10/18 15:30:00,1530,target,27.58780816420361,32208.518888888888,246.60343333333333
no03,2022/10/18 15:45:00,1545,target,28.000233465414485,31599.03833333333,245.19342222222224
no03,2022/10/18 16:00:00,1600,target,28.88396119401771,33494.944444444445,268.59981666666664
no03,2022/10/18 16:15:00,1615,target,27.703756261875963,35315.45888888889,270.7241777777778
no03,2022/10/18 16:30:00,1630,target,27.402160920265434,31374.517222222225,238.3330222222222
no03,2022/10/18 16:45:00,1645,target,29.152965547818482,30357.566666666666,245.7389722222222
no03,2022/10/18 17:00:00,1700,target,27.716183493956574,38412.97666666666,295.26025555555555
no03,2022/10/18 17:15:00,1715,target,23.603269407737866,48710.10388888889,317.1100388888889
no03,2022/10/18 17:30:00,1730,target,28.345939955604155,36444.115,286.69440000000003
no03,2022/10/18 17:45:00,1745,target,27.711089126062358,35768.11388888889,274.6862277777778
no03,2022/10/18 18:00:00,1800,target,26.4578002524434,39687.11666666667,291.21833888888887
no03,2022/10/18 18:15:00,1815,target,26.18591742434823,35515.34166666667,257.06479444444443
no03,2022/10/18 18:30:00,1830,target,24.79681778412119,34112.003333333334,233.80749444444447
no04,2022/10/18 07:00:00,0700,target,18.854147578839566,40707.47944444444,211.59869444444445
no04,2022/10/18 07:15:00,0715,target,18.820908814657113,55834.375555555554,291.13460000000003
no04,2022/10/18 07:30:00,0730,target,15.947636067931935,75393.86111111111,332.86794444444445
no04,2022/10/18 07:45:00,0745,target,18.67244092348854,54893.61444444445,283.6383166666667
no04,2022/10/18 08:00:00,0800,target,23.20256153922096,46896.04555555555,299.73456111111113
no04,2022/10/18 08:15:00,0815,target,20.24397351629034,59530.814999999995,330.54502777777776
no04,2022/10/18 08:30:00,0830,target,24.845746649320986,47802.566666666666,328.7727888888889
no04,2022/10/18 08:45:00,0845,target,23.120728500024878,50421.17166666666,322.21378333333337
no04,2022/10/18 09:00:00,0900,target,20.65141222340642,54572.91888888889,311.7564888888889
no04,2022/10/18 09:15:00,0915,target,25.431341240397987,35251.348333333335,247.30553888888892
no04,2022/10/18 09:30:00,0930,target,28.744420956351014,35070.095555555556,279.3329166666667
no04,2022/10/18 09:45:00,0945,target,24.94955423238393,41543.00888888889,287.11789999999996
no04,2022/10/18 10:00:00,1000,target,18.764433893750784,58110.505,302.03145555555557
no04,2022/10/18 10:15:00,1015,target,18.63669009909261,53054.34166666667,273.1548111111111
no04,2022/10/18 10:30:00,1030,target,26.995266327614594,32059.57333333333,238.90825555555557
no04,2022/10/18 10:45:00,1045,target,30.07865583444917,29326.690555555557,244.71056111111113
no04,2022/10/18 11:00:00,1100,target,25.428843151467667,38323.63277777778,270.4168388888889
no04,2022/10/18 11:15:00,1115,target,27.021461617973905,33551.849444444444,250.82792222222224
no04,2022/10/18 11:30:00,1130,target,29.526807425313784,26719.555,219.0640222222222
no04,2022/10/18 11:45:00,1145,target,30.12046436570654,32193.800555555557,268.8871611111111
no04,2022/10/18 12:00:00,1200,target,28.201413602883225,29928.37833333333,234.35461666666666
no04,2022/10/18 12:15:00,1215,target,31.002818172227737,26857.47666666667,231.12950555555557
no04,2022/10/18 12:30:00,1230,target,28.926671216790982,27336.741666666665,219.56175555555558
no04,2022/10/18 12:45:00,1245,target,29.95370927003846,29035.56611111111,241.49755
no04,2022/10/18 13:00:00,1300,target,31.138923035363746,28326.126111111113,244.8001111111111
no04,2022/10/18 13:15:00,1315,target,31.563692024035042,28749.63611111111,251.94101666666666
no04,2022/10/18 13:30:00,1330,target,28.41581276290398,26498.715,209.05661666666666
no04,2022/10/18 13:45:00,1345,target,31.79452015047621,27492.205555555556,242.78026111111114
no04,2022/10/18 14:00:00,1400,target,29.704854099434183,28489.769444444442,234.90963333333335
no04,2022/10/18 14:15:00,1415,target,30.79932846653897,28527.52611111111,243.9247611111111
no04,2022/10/18 14:30:00,1430,target,29.206864303296598,32454.14166666667,263.09107222222224
no04,2022/10/18 14:45:00,1445,target,30.87410369845344,29101.025,249.37938333333335
no04,2022/10/18 15:00:00,1500,target,29.898360996821655,31482.658888888887,261.12677777777776
no04,2022/10/18 15:15:00,1515,target,24.894166710083095,37964.805,261.1336055555555
no04,2022/10/18 15:30:00,1530,target,27.988496172197518,31342.960555555557,243.47502222222224
no04,2022/10/18 15:45:00,1545,target,27.98690180708347,32197.776666666665,249.98742222222225
no04,2022/10/18 16:00:00,1600,target,29.029338575408133,31769.646111111113,255.90448333333336
no04,2022/10/18 16:15:00,1615,target,27.393510252328795,35279.06555555556,267.3452055555556
no04,2022/10/18 16:30:00,1630,target,27.76070939221217,30588.01222222222,235.6498222222222
no04,2022/10/18 16:45:00,1645,target,29.026634656549657,30661.369444444445,247.14700555555555
no04,2022/10/18 17:00:00,1700,target,28.110612678166458,36941.72888888889,288.44424444444445
no04,2022/10/18 17:15:00,1715,target,23.727522631099863,48120.846666666665,316.2941333333333
no04,2022/10/18 17:30:00,1730,target,29.071644161823244,34845.775555555556,281.0695055555555
no04,2022/10/18 17:45:00,1745,target,27.60463340427138,36111.028333333335,276.3620444444444
no04,2022/10/18 18:00:00,1800,target,26.457028084367174,40022.195,293.70118333333335
no04,2022/10/18 18:15:00,1815,target,26.61653443413779,35191.30944444445,259.0130388888889
no04,2022/10/18 18:30:00,1830,target,24.334245417997487,33590.20888888889,225.81252777777777
no05,2022/10/18 07:00:00,0700,target,18.71059505071981,40907.43777777778,210.96665555555558
no05,2022/10/18 07:15:00,0715,target,18.39789395536322,56880.281111111115,289.6087
no05,2022/10/18 07:30:00,0730,target,15.504256683998726,77324.76944444445,331.00711666666666
no05,2022/10/18 07:45:00,0745,target,18.66373157170107,55729.945,287.14050555555554
no05,2022/10/18 08:00:00,0800,target,22.32367547998338,47521.971666666665,293.1855722222222
no05,2022/10/18 08:15:00,0815,target,19.800269879353408,60823.23944444445,331.24368333333337
no05,2022/10/18 08:30:00,0830,target,23.97820229219516,49053.55055555556,324.06898333333334
no05,2022/10/18 08:45:00,0845,target,22.022628062803083,52252.235,317.43578333333335
no05,2022/10/18 09:00:00,0900,target,19.742956336753956,57117.82388888889,310.80094444444444
no05,2022/10/18 09:15:00,0915,target,25.051614907104224,36484.942777777775,252.13296666666668
no05,2022/10/18 09:30:00,0930,target,27.191243360806638,37081.90944444444,278.79196666666667
no05,2022/10/18 09:45:00,0945,target,23.594828888772565,42605.72555555556,278.81351666666666
no05,2022/10/18 10:00:00,1000,target,18.334803765447578,58936.49388888889,298.78229444444446
no05,2022/10/18 10:15:00,1015,target,17.53869941991949,56891.372777777775,275.0233888888889
no05,2022/10/18 10:30:00,1030,target,25.087607212795824,34330.20166666667,238.13335555555557
no05,2022/10/18 10:45:00,1045,target,29.162213013899173,30110.268888888888,243.77141111111112
no05,2022/10/18 11:00:00,1100,target,25.224814584852133,37660.488333333335,263.60475
no05,2022/10/18 11:15:00,1115,target,25.64386780931552,35243.66222222222,248.32605555555554
no05,2022/10/18 11:30:00,1130,target,28.859670322538964,26605.650555555556,213.20949444444443
no05,2022/10/18 11:45:00,1145,target,29.507160006254097,33176.75944444445,271.33239444444445
no05,2022/10/18 12:00:00,1200,target,27.701308056220768,30936.785,237.64647777777776
no05,2022/10/18 12:15:00,1215,target,30.550515529607154,27950.47666666667,237.13815000000002
no05,2022/10/18 12:30:00,1230,target,28.536114976590323,27264.230555555558,216.00894444444444
no05,2022/10/18 12:45:00,1245,target,28.70621266993249,30399.26388888889,242.29692222222224
no05,2022/10/18 13:00:00,1300,target,30.15649583992485,29348.949999999997,245.66975000000002
no05,2022/10/18 13:15:00,1315,target,30.175823552157585,30159.886111111107,252.40751111111115
no05,2022/10/18 13:30:00,1330,target,27.58825772996424,27130.764444444445,207.82911666666666
no05,2022/10/18 13:45:00,1345,target,29.90326801162915,29732.38888888889,244.93743333333336
no05,2022/10/18 14:00:00,1400,target,28.550308244017792,29748.958333333332,235.74822777777777
no05,2022/10/18 14:15:00,1415,target,30.170935588336775,29689.34,248.52831111111112
no05,2022/10/18 14:30:00,1430,target,28.510627656773718,33142.67333333333,262.3958388888889
no05,2022/10/18 14:45:00,1445,target,29.692496274854605,30178.215555555555,248.82535555555555
no05,2022/10/18 15:00:00,1500,target,28.954343703743504,32546.224444444448,261.62659444444444
no05,2022/10/18 15:15:00,1515,target,24.312653199132072,39590.140555555554,265.7203666666667
no05,2022/10/18 15:30:00,1530,target,27.13055573943409,32503.263333333332,244.76486111111112
no05,2022/10/18 15:45:00,1545,target,27.7081227510606,31986.436666666665,245.80219444444447
no05,2022/10/18 16:00:00,1600,target,28.340283176350376,33691.58111111111,265.18525
no05,2022/10/18 16:15:00,1615,target,26.76804439241,35716.46611111111,264.6931222222222
no05,2022/10/18 16:30:00,1630,target,27.02953994880963,31260.183888888892,234.09658888888887
no05,2022/10/18 16:45:00,1645,target,28.485813313819715,31170.501111111113,246.53483888888888
no05,2022/10/18 17:00:00,1700,target,26.89435777170246,39179.09222222222,291.7833611111111
no05,2022/10/18 17:15:00,1715,target,22.852493804500934,49642.99722222222,313.3186944444444
no05,2022/10/18 17:30:00,1730,target,27.094248303451323,38028.65888888889,286.1060611111111
no05,2022/10/18 17:45:00,1745,target,26.784722301828516,37381.03555555556,277.3770388888889
no05,2022/10/18 18:00:00,1800,target,25.549057050927672,40901.30611111111,289.96202222222223
no05,2022/10/18 18:15:00,1815,target,25.091943666635977,37700.917222222226,260.89036111111113
no05,2022/10/18 18:30:00,1830,target,24.081718095438838,35437.96222222222,235.58487777777776
no06,2022/10/18 07:00:00,0700,target,18.706580049471704,40886.84444444444,210.7986388888889
no06,2022/10/18 07:15:00,0715,target,18.61541555207422,56194.64333333333,289.65892777777776
no06,2022/10/18 07:30:00,0730,target,15.736437548248315,76200.725,332.1018
